,Unnamed: 0,4299 WATER OUTLET,4292 WATER OUTLET,AUX HW LOOP WATER HEATER,AUX HW LOOP SUPPLY SIDE INLET,Environment,Environment.1,Environment.2,AUX HW LOOP WATER HEATER DHW INLET NODE,AUX HW LOOP SUPPLY SIDE OUTLET
162,7/01/2002 19:00,0.0,0.0,0.0,17.0380642085171,3.475,0.0,0.0,17.0380642085171,55.0
163,7/01/2002 20:00,1470.71102954634,194.795601452831,0.0,17.0380707622802,3.775,0.0,0.0,53.3578420527766,54.7941924020127
164,7/01/2002 21:00,1454.43017594978,192.639203217696,0.0,17.0380713580034,4.2,0.0,0.0,51.5039764998367,54.1012485927332
165,7/01/2002 22:00,1414.73904943936,187.382115519562,0.0,17.0380713580071,4.675,0.0,0.0,49.7321859804149,53.0802333722753
166,7/01/2002 23:00,1367.98187123825,181.189129632503,0.0,17.0380713580071,5.85,0.0,0.0,48.0525921675718,51.8603409730177
167,8/01/2002 00:00,0.0,0.0,0.0,17.0380713580071,7.175,0.0,0.0,17.0380713580071,51.2190947851654
168,8/01/2002 01:00,0.0,0.0,0.0,17.0380713580071,8.55,0.0,0.0,17.0380713580071,51.2190947851654
169,8/01/2002 02:00,0.0,0.0,0.0,17.0380713580071,8.075,0.0,0.0,17.0380713580071,51.2190947851654
170,8/01/2002 03:00,0.0,0.0,0.0,17.0380713580071,7.05,0.0,0.0,17.0380713580071,51.2190947851654
171,8/01/2002 04:00,0.0,0.0,0.0,17.0380713580071,5.975,0.0,0.0,17.0380713580071,51.2190947851654
172,8/01/2002 05:00,0.0,0.0,0.0,17.0380713580071,5.7,0.0,0.0,17.0380713580071,51.2190947851654
173,8/01/2002 06:00,0.0,0.0,0.0,17.0380713580071,5.7,25.0,11.75,17.0380713580071,51.2190947851654
174,8/01/2002 07:00,0.0,0.0,0.0,17.0380713580071,5.7,126.25,43.75,17.0380713580071,51.2190947851655
175,8/01/2002 08:00,6847.14355171889,906.903816994136,2530.56933121404,17.0838059861462,5.7,246.0,49.5,43.5967460351806,52.0550028099304
176,8/01/2002 09:00,6922.06564543166,916.827244515712,4178.91219999453,17.0845811514697,5.7,335.25,87.25,38.7763505791632,52.4415711856519
177,8/01/2002 10:00,6954.23132107978,921.087586627883,4432.22118841583,17.0845811514697,5.7,429.75,71.25,36.8125237779997,52.6065876937033
178,8/01/2002 11:00,0.0,0.0,0.0,17.0845811514697,5.775,458.25,101.5,17.0845811514697,53.2274219772659
179,8/01/2002 12:00,0.0,0.0,0.0,17.0845811514697,5.8,482.0,100.0,17.0845811514697,53.2274219772659
180,8/01/2002 13:00,0.0,0.0,0.0,17.0845811514697,5.8,469.0,100.75,17.0845811514697,53.2274219772659
181,8/01/2002 14:00,0.0,0.0,0.0,17.0845811514697,6.7,430.5,92.5,17.0845811514697,53.2274219772659
182,8/01/2002 15:00,0.0,0.0,0.0,17.0845811514697,7.825,375.75,68.25,17.0845811514697,53.2274219772659
183,8/01/2002 16:00,0.0,0.0,0.0,17.0845811514697,9.0,262.5,83.5,17.0845811514697,53.2274219772659
184,8/01/2002 17:00,0.0,0.0,0.0,17.0845811514697,9.45,157.75,51.75,17.0845811514697,53.2274219772659
185,8/01/2002 18:00,0.0,0.0,0.0,17.0845811514697,9.575,55.25,11.25,17.0845811514697,53.2274219772659
186,8/01/2002 19:00,0.0,0.0,0.0,17.0845811514697,9.75,0.0,0.0,17.0845811514697,53.227421977266
187,8/01/2002 20:00,1413.83825363169,187.262805160412,0.0,17.0845877524559,9.425,0.0,0.0,52.998738315968,53.2347869036918
188,8/01/2002 21:00,1404.15358958155,185.980071896966,0.0,17.0845883524716,8.925,0.0,0.0,51.1695094391386,52.8903508517679
189,8/01/2002 22:00,1374.85038179597,182.098863508361,0.0,17.0845883524753,8.35,0.0,0.0,49.417530626707,52.1236996075023
190,8/01/2002 23:00,1335.49816221302,176.886664015623,0.0,17.0845883524753,8.2,0.0,0.0,47.7567061289476,51.0917436772435
191,9/01/2002 00:00,0.0,0.0,0.0,17.0845883524753,8.2,0.0,0.0,17.0845883524753,50.5264115207068
192,9/01/2002 01:00,0.0,0.0,0.0,17.0845883524753,8.2,0.0,0.0,17.0845883524753,50.5264115207068
193,9/01/2002 02:00,0.0,0.0,0.0,17.0845883524753,7.3,0.0,0.0,17.0845883524753,50.5264115207068
194,9/01/2002 03:00,0.0,0.0,0.0,17.0845883524753,6.1,0.0,0.0,17.0845883524753,50.5264115207068
195,9/01/2002 04:00,0.0,0.0,0.0,17.0845883524753,4.9,0.0,0.0,17.0845883524753,50.5264115207068
196,9/01/2002 05:00,0.0,0.0,0.0,17.0845883524753,4.9,0.0,0.0,17.0845883524753,50.5264115207068
197,9/01/2002 06:00,0.0,0.0,0.0,17.0845883524753,5.225,24.75,11.75,17.0845883524753,50.5264115207068
198,9/01/2002 07:00,0.0,0.0,0.0,17.0845883524753,5.6,121.5,52.25,17.0845883524753,50.5264115207068
199,9/01/2002 08:00,6879.52743311259,911.19306044627,3281.28671514937,17.129232332248,5.775,234.0,75.0,43.350444837458,52.2799375125281
200,9/01/2002 09:00,6925.52024127836,917.284805560822,3793.22323109645,17.1299890119552,5.875,335.25,87.25,38.6605013334615,52.4920757012641
201,9/01/2002 10:00,6916.84950218172,916.136366606168,4018.91456986834,17.1299890119552,5.975,429.75,71.25,36.8441622046527,52.4616475833163
202,9/01/2002 11:00,0.0,0.0,0.0,17.1299890119552,5.925,458.25,101.5,17.1299890119552,51.423941842736
203,9/01/2002 12:00,0.0,0.0,0.0,17.1299890119552,5.75,482.0,100.0,17.1299890119552,51.423941842736
204,9/01/2002 13:00,0.0,0.0,0.0,17.1299890119552,5.625,469.25,100.75,17.1299890119552,51.423941842736
205,9/01/2002 14:00,0.0,0.0,0.0,17.1299890119552,5.75,431.5,92.75,17.1299890119552,51.423941842736
206,9/01/2002 15:00,0.0,0.0,0.0,17.1299890119552,5.95,376.0,70.75,17.1299890119552,51.423941842736
207,9/01/2002 16:00,0.0,0.0,0.0,17.1299890119552,6.15,261.25,89.25,17.1299890119552,51.423941842736
208,9/01/2002 17:00,0.0,0.0,0.0,17.1299890119552,6.2,158.75,53.5,17.1299890119552,51.423941842736
209,9/01/2002 18:00,0.0,0.0,0.0,17.1299890119552,6.275,56.0,12.0,17.1299890119552,51.423941842736
210,9/01/2002 19:00,0.0,0.0,0.0,17.1299890119552,6.3,0.0,0.0,17.1299890119552,51.423941842736
211,9/01/2002 20:00,1362.72262398313,180.492542599654,0.0,17.12999565904,6.225,0.0,0.0,54.0763812852165,51.8693408404118
212,9/01/2002 21:00,1374.04447133873,181.992120709075,0.0,17.129996263246,6.125,0.0,0.0,52.1899374045375,52.2159849195537
213,9/01/2002 22:00,1364.03832043225,180.666806527772,0.0,17.1299962632497,6.025,0.0,0.0,50.3869830456213,51.9233312983264
214,9/01/2002 23:00,1337.89132192261,177.203637898076,0.0,17.1299962632497,6.0,0.0,0.0,48.6779436263452,51.2228292639805
215,10/01/2002 00:00,0.0,0.0,0.0,17.1299962632497,6.0,0.0,0.0,17.1299962632497,50.7823702733563
216,10/01/2002 01:00,0.0,0.0,0.0,17.1299962632497,6.0,0.0,0.0,17.1299962632497,50.7823702733563
217,10/01/2002 02:00,0.0,0.0,0.0,17.1299962632497,6.075,0.0,0.0,17.1299962632497,50.7823702733563
