1;"eplusout"

"Date/Time";"[1] System Node Standard Density Volume Flow Rate (m3/s)";"[1] System Node Standard Density Volume Flow Rate (m3/s)";"[1] System Node Standard Density Volume Flow Rate (m3/s)";"[1] System Node Standard Density Volume Flow Rate (m3/s)";"[1] System Node Standard Density Volume Flow Rate (m3/s)"
;"SOLAR LOOP WATER HEATER DHW INLET NODE";"TEMPERING VALVE WATER OUTLET NODE";"AUX HW LOOP SUPPLY PUMP WATER OUTLET NODE";"3686 HEATED FLOOR HOT WATER INLET NODE";"SOLAR LOOP SUPPLY PUMP WATER OUTLET NODE"
"5/01/2002 12:00";"0.00013590909485107";"2.47028620739283E-08";"0.000135933797713144";"1.03881885172546E-05";"5E-05"
"5/01/2002 13:00";"0.000107405610219686";"0";"0.000107405610219686";"7.77511637220118E-06";"5E-05"
"5/01/2002 14:00";"7.40378845382784E-05";"0";"7.40378845382784E-05";"4.91938641373378E-06";"5E-05"
"5/01/2002 15:00";"5.19522869310305E-05";"0";"5.19522869310305E-05";"2.93145752422081E-06";"5E-05"
"5/01/2002 16:00";"4.01064647217639E-05";"3.62525809706681E-08";"4.01427173027346E-05";"1.80826019908704E-06";"5E-05"
"5/01/2002 17:00";"5.35322185292849E-05";"6.17742815025027E-07";"5.41499613443099E-05";"3.19698633415531E-06";"0"
"5/01/2002 18:00";"7.08961409480345E-05";"5.38380061900333E-07";"7.14345210099348E-05";"4.97855961781277E-06";"0"
"5/01/2002 19:00";"9.04579481128288E-05";"6.8093277016205E-07";"9.11388808829909E-05";"6.55967557392125E-06";"0"
"5/01/2002 20:00";"0.000110727248728657";"6.42958353209029E-07";"0.000111370207081866";"8.37320139348985E-06";"0"
"5/01/2002 21:00";"0.000133483991920756";"8.32690279405281E-07";"0.000134316682200161";"1.05340547268191E-05";"0"
"5/01/2002 22:00";"0.000153295884514749";"5.26203931184632E-07";"0.000153822088445934";"1.22433087990502E-05";"0"
"5/01/2002 23:00";"0.000157142909328066";"4.55191163789686E-08";"0.000157188428444445";"1.22433087990502E-05";"0"
"6/01/2002 00:00";"0.000157188250635397";"1.77809048376816E-10";"0.000157188428444445";"1.22433087990502E-05";"0"
"6/01/2002 01:00";"0.000157188427463881";"6.53709748619666E-13";"0.000157188428444445";"1.22433087990502E-05";"0"
"6/01/2002 02:00";"0.000157188427790735";"0";"0.000157188428444445";"1.22433087990502E-05";"0"
"6/01/2002 03:00";"0.000157188427790735";"0";"0.000157188428444445";"1.22433087990502E-05";"0"
"6/01/2002 04:00";"0.000157188427790735";"0";"0.000157188428444445";"1.22433087990502E-05";"0"
"6/01/2002 05:00";"0.000157188427790735";"0";"0.000157188428444445";"1.22433087990502E-05";"0"
"6/01/2002 06:00";"0.000157188427790735";"0";"0.000157188428444445";"1.22433087990502E-05";"0"
"6/01/2002 07:00";"0.000157188427790735";"0";"0.000157188428444445";"1.22433087990502E-05";"0"
"6/01/2002 08:00";"0.000157188427790735";"0";"0.000157188428444445";"1.22433087990502E-05";"0"
"6/01/2002 09:00";"0.000157188427790735";"0";"0.000157188428444445";"1.22433087990502E-05";"5E-05"
"6/01/2002 10:00";"0.000157188427790735";"0";"0.000157188428444445";"1.22433087990502E-05";"5E-05"
"6/01/2002 11:00";"0.000157188427790735";"0";"0.000157188428444445";"1.22433087990502E-05";"5E-05"
"6/01/2002 12:00";"0.000149533886680002";"2.64546006109085E-08";"0.000149560341607468";"1.15099440641297E-05";"5E-05"
"6/01/2002 13:00";"0.000132190537149594";"0";"0.000132190537149594";"9.92394491793769E-06";"5E-05"
"6/01/2002 14:00";"0.000130084802955834";"1.80306861641556E-07";"0.000130265109817476";"9.96073982419921E-06";"5E-05"
"6/01/2002 15:00";"0.000130559277162691";"0";"0.000130559277162691";"1.02841374212381E-05";"5E-05"
"6/01/2002 16:00";"0.000121109750498658";"0";"0.000121109750498658";"9.21748263652332E-06";"5E-05"
"6/01/2002 17:00";"0.000109792327203084";"0";"0.000109792327203084";"7.87124414411459E-06";"0"
"6/01/2002 18:00";"0.000109787714171882";"1.13927535416424E-07";"0.000109901641707299";"7.66280835608939E-06";"0"
"6/01/2002 19:00";"0.00012256041981747";"5.23756491092267E-07";"0.000123084176308563";"8.79053697045234E-06";"0"
"6/01/2002 20:00";"0.000140890378520862";"5.69534333889855E-07";"0.000141459912854752";"1.06261467193545E-05";"0"
"6/01/2002 21:00";"0.000153816896766358";"3.92526915532905E-07";"0.000154209423681891";"1.21286185397062E-05";"0"
"6/01/2002 22:00";"0.000157150599493171";"3.7828951274574E-08";"0.000157188428444445";"1.22433087990502E-05";"0"
"6/01/2002 23:00";"0.000157188280675104";"1.47769340931919E-10";"0.000157188428444445";"1.22433087990502E-05";"0"
"7/01/2002 00:00";"0.000157188427629541";"5.43269623226598E-13";"0.000157188428444445";"1.22433087990502E-05";"0"
"7/01/2002 01:00";"0.000157188427901176";"0";"0.000157188428444445";"1.22433087990502E-05";"0"
"7/01/2002 02:00";"0.000157188427901176";"0";"0.000157188428444445";"1.22433087990502E-05";"0"
"7/01/2002 03:00";"0.000157188427901176";"0";"0.000157188428444445";"1.22433087990502E-05";"0"
"7/01/2002 04:00";"0.000157188427901176";"0";"0.000157188428444445";"1.22433087990502E-05";"0"
"7/01/2002 05:00";"0.000157188427901176";"0";"0.000157188428444445";"1.22433087990502E-05";"0"
"7/01/2002 06:00";"0.000157188427901176";"0";"0.000157188428444445";"1.22433087990502E-05";"0"
"7/01/2002 07:00";"0.000157188427901176";"0";"0.000157188428444445";"1.22433087990502E-05";"0"
"7/01/2002 08:00";"0.000157188427901176";"0";"0.000157188428444445";"1.22433087990502E-05";"0"
"7/01/2002 09:00";"0.000157188427901176";"0";"0.000157188428444445";"1.22433087990502E-05";"5E-05"
"7/01/2002 10:00";"0.000157188427901176";"0";"0.000157188428444445";"1.22433087990502E-05";"5E-05"
"7/01/2002 11:00";"0.000157188427901176";"0";"0.000157188428444445";"1.22433087990502E-05";"5E-05"
"7/01/2002 12:00";"0.000157188427901176";"0";"0.000157188428444445";"1.22433087990502E-05";"5E-05"
"7/01/2002 13:00";"0.000157188427901176";"0";"0.000157188428444445";"1.22433087990502E-05";"5E-05"
"7/01/2002 14:00";"0.000154448428602886";"0";"0.00015444842887452";"1.20031823223222E-05";"5E-05"
"7/01/2002 15:00";"0.000136341413531515";"0";"0.000136341413531515";"1.00350965617812E-05";"5E-05"
"7/01/2002 16:00";"0.000117272297805255";"0";"0.000117272297805255";"8.27296877012888E-06";"5E-05"
"7/01/2002 17:00";"0.000108600124761991";"0";"0.000108600124761991";"7.43057667993738E-06";"0"
"7/01/2002 18:00";"0.000111977246055088";"2.21606140738853E-07";"0.000112198852195826";"7.73598671263294E-06";"0"
"7/01/2002 19:00";"0.000126334332143487";"5.52053449047248E-07";"0.000126886385592535";"9.16840747083396E-06";"0"
"7/01/2002 20:00";"0.000144025959033381";"5.2677242579427E-07";"0.000144552731459175";"1.09709254506992E-05";"0"
"7/01/2002 21:00";"0.000154496561109321";"3.17294190019737E-07";"0.000154813855299341";"1.2191087062063E-05";"0"
"7/01/2002 22:00";"0.000157160421999921";"2.8006444524373E-08";"0.000157188428444445";"1.22433087990502E-05";"0"
"7/01/2002 23:00";"0.000157188319044271";"1.0940017391379E-10";"0.000157188428444445";"1.22433087990502E-05";"0"
"8/01/2002 00:00";"0.000157188427640032";"4.0220653429439E-13";"0.000157188428444445";"1.22433087990502E-05";"0"
"8/01/2002 01:00";"0.000157188427640032";"0";"0.000157188428444445";"1.22433087990502E-05";"0"
"8/01/2002 02:00";"0.000157188427640032";"0";"0.000157188428444445";"1.22433087990502E-05";"0"
"8/01/2002 03:00";"0.000157188427640032";"0";"0.000157188428444445";"1.22433087990502E-05";"0"
"8/01/2002 04:00";"0.000157188427640032";"0";"0.000157188428444445";"1.22433087990502E-05";"0"
"8/01/2002 05:00";"0.000157188427640032";"0";"0.000157188428444445";"1.22433087990502E-05";"0"
"8/01/2002 06:00";"0.000157188427640032";"0";"0.000157188428444445";"1.22433087990502E-05";"0"
"8/01/2002 07:00";"0.000157188427640032";"0";"0.000157188428444445";"1.22433087990502E-05";"0"
"8/01/2002 08:00";"0.000157188427640032";"0";"0.000157188428444445";"1.22433087990502E-05";"0"
"8/01/2002 09:00";"0.000157188427640032";"0";"0.000157188428444445";"1.22433087990502E-05";"5E-05"
"8/01/2002 10:00";"0.000157188427640032";"0";"0.000157188428444445";"1.22433087990502E-05";"5E-05"
"8/01/2002 11:00";"0.000157188427640032";"0";"0.000157188428444445";"1.22433087990502E-05";"5E-05"
"8/01/2002 12:00";"0.000157188427640032";"0";"0.000157188428444445";"1.22433087990502E-05";"5E-05"
"8/01/2002 13:00";"0.000157188427640032";"0";"0.000157188428444445";"1.22433087990502E-05";"5E-05"
"8/01/2002 14:00";"0.000150599715805829";"0";"0.000150599715805829";"1.15083205834431E-05";"5E-05"
"8/01/2002 15:00";"0.000129068189766113";"0";"0.000129068189766113";"9.28697986996383E-06";"5E-05"
"8/01/2002 16:00";"0.000115807244314888";"5.10904646527649E-10";"0.000115807755219535";"8.05254558310481E-06";"5E-05"
"8/01/2002 17:00";"0.000127732985923859";"5.82146804127338E-07";"0.000128315132727987";"9.31535077309149E-06";"0"
"8/01/2002 18:00";"0.000147193282608452";"6.03893124264097E-07";"0.000147797175732716";"1.14363771269134E-05";"0"
"8/01/2002 19:00";"0.000156638138677598";"1.90919424518201E-07";"0.000156829058102116";"1.22433087990502E-05";"0"
"8/01/2002 20:00";"0.000157186278875043";"2.14956940174828E-09";"0.000157188428444445";"1.22433087990502E-05";"0"
"8/01/2002 21:00";"0.00015718842004769";"8.39675550062685E-12";"0.000157188428444445";"1.22433087990502E-05";"0"
"8/01/2002 22:00";"0.000157188427456592";"0";"0.000157188428444445";"1.22433087990502E-05";"0"
"8/01/2002 23:00";"0.000157188427456592";"0";"0.000157188428444445";"1.22433087990502E-05";"0"
"9/01/2002 00:00";"0.000157188427456592";"0";"0.000157188428444445";"1.22433087990502E-05";"0"
"9/01/2002 01:00";"0.000157188427456592";"0";"0.000157188428444445";"1.22433087990502E-05";"0"
"9/01/2002 02:00";"0.000157188427456592";"0";"0.000157188428444445";"1.22433087990502E-05";"0"
"9/01/2002 03:00";"0.000157188427456592";"0";"0.000157188428444445";"1.22433087990502E-05";"0"
"9/01/2002 04:00";"0.000157188427456592";"0";"0.000157188428444445";"1.22433087990502E-05";"0"
"9/01/2002 05:00";"0.000157188427456592";"0";"0.000157188428444445";"1.22433087990502E-05";"0"
"9/01/2002 06:00";"0.000157188427456592";"0";"0.000157188428444445";"1.22433087990502E-05";"0"
"9/01/2002 07:00";"0.000157188427456592";"0";"0.000157188428444445";"1.22433087990502E-05";"0"
"9/01/2002 08:00";"0.000157188427456592";"0";"0.000157188428444445";"1.22433087990502E-05";"0"
"9/01/2002 09:00";"0.000157188427456592";"0";"0.000157188428444445";"1.22433087990502E-05";"5E-05"
"9/01/2002 10:00";"0.000157188427456592";"0";"0.000157188428444445";"1.22433087990502E-05";"5E-05"
"9/01/2002 11:00";"0.000157188427456592";"0";"0.000157188428444445";"1.22433087990502E-05";"5E-05"
"9/01/2002 12:00";"0.000157188427456592";"0";"0.000157188428444445";"1.22433087990502E-05";"5E-05"
"9/01/2002 13:00";"0.000157188427456592";"0";"0.000157188428444445";"1.22433087990502E-05";"5E-05"
"9/01/2002 14:00";"0.0001540147375733";"0";"0.000154014738067226";"1.17498557544831E-05";"5E-05"
"9/01/2002 15:00";"0.00013184416786659";"0";"0.00013184416786659";"9.31857493438169E-06";"5E-05"
