1;"eplusout"

"Date/Time";"[1] Water Use Equipment Heating Rate (W)";"[1] Water Use Equipment Heating Rate (W)";"[1] Water Heater Electricity Rate (W)";"[1] System Node Temperature (C)";"[1] Site Outdoor Air Dewpoint Temperature (C)";"[1] Site Diffuse Solar Radiation Rate per Area (W/m2)";"[1] Site Direct Solar Radiation Rate per Area (W/m2)";"[1] System Node Temperature (C)";"[1] System Node Temperature (C)"
;"4299 WATER OUTLET";"4292 WATER OUTLET";"AUX HW LOOP WATER HEATER";"AUX HW LOOP SUPPLY SIDE INLET";"Environment";"Environment";"Environment";"AUX HW LOOP WATER HEATER DHW INLET NODE";"AUX HW LOOP SUPPLY SIDE OUTLET"
"1/01/2002 01:00";"0";"0";"0";"16.7364725341171";"4.825";"0";"0";"16.7364725341171";"55"
"1/01/2002 02:00";"0";"0";"0";"16.7364725341171";"4.8";"0";"0";"16.7364725341171";"55"
"1/01/2002 03:00";"0";"0";"0";"16.7364725341171";"4.95";"0";"0";"16.7364725341171";"55"
"1/01/2002 04:00";"0";"0";"0";"16.7364725341171";"5.225";"0";"0";"16.7364725341171";"55"
"1/01/2002 05:00";"0";"0";"0";"16.7364725341171";"5.6";"0";"0";"16.7364725341171";"55"
"1/01/2002 06:00";"0";"0";"0";"16.7364725341171";"5.85";"28.5";"24";"16.7364725341171";"55"
"1/01/2002 07:00";"0";"0";"0";"16.7364725341171";"6.425";"123.25";"80.5";"16.7364725341171";"55"
"1/01/2002 08:00";"7488.93707257663";"991.909336360219";"0";"16.7364658321837";"6.75";"252.75";"48";"54.9854242035656";"54.9915444165299"
"1/01/2002 09:00";"7487.5141578333";"991.720871374457";"0";"16.7364657185916";"6.95";"342.75";"82.5";"54.9581528425487";"54.9762562405056"
"1/01/2002 10:00";"7461.95893298127";"988.336083135772";"0";"16.7364657185916";"7.15";"462.75";"46.5";"54.3859652239748";"54.8377428976018"
"1/01/2002 11:00";"0";"0";"0";"16.7364657185916";"6.675";"590.5";"6.25";"16.7364657185916";"54.1953378321994"
"1/01/2002 12:00";"0";"0";"0";"16.7364657185916";"6.05";"650";"7.5";"16.7364657185916";"54.1953378321994"
"1/01/2002 13:00";"0";"0";"0";"16.7364657185916";"5.375";"632.25";"32.75";"16.7364657185916";"54.1953378321994"
"1/01/2002 14:00";"0";"0";"0";"16.7364657185916";"5.2";"493.5";"102.75";"16.7364657185916";"54.1953378321994"
"1/01/2002 15:00";"0";"0";"0";"16.7364657185916";"5.2";"390.75";"109";"16.7364657185916";"54.1953378321994"
"1/01/2002 16:00";"0";"0";"0";"16.7364657185916";"5.2";"262.75";"123";"16.7364657185916";"54.1953378321994"
"1/01/2002 17:00";"0";"0";"0";"16.7364657185916";"5.275";"164.5";"64.75";"16.7364657185916";"54.1953378321994"
"1/01/2002 18:00";"0";"0";"0";"16.7364657185916";"5.3";"53";"25.5";"16.7364657185916";"54.1953378321994"
"1/01/2002 19:00";"0";"0";"0";"16.7364657185916";"5.375";"0";"0";"16.7364657185916";"54.1953378321994"
"1/01/2002 20:00";"1471.6260732869";"194.916798949971";"0";"16.7364719662176";"5.325";"0";"0";"54.9766479153922";"54.3123746607908"
"1/01/2002 21:00";"1478.768067289";"195.8627556942";"0";"16.7364725341136";"5.225";"0";"0";"54.9859501340865";"54.5063638957789"
"1/01/2002 22:00";"1483.76886934647";"196.525111673697";"0";"16.7364725341171";"5.125";"0";"0";"54.910865524893";"54.633074077464"
"1/01/2002 23:00";"1486.58290543652";"196.897830611448";"0";"16.7364725341171";"5.025";"0";"0";"54.8663940365491";"54.7056251047808"
"2/01/2002 00:00";"0";"0";"0";"16.7364725341171";"4.925";"0";"0";"16.7364725341171";"54.7303258696876"
"2/01/2002 01:00";"0";"0";"0";"16.7364725341171";"4.825";"0";"0";"16.7364725341171";"54.7303258696876"
"2/01/2002 02:00";"0";"0";"0";"16.7364725341171";"4.875";"0";"0";"16.7364725341171";"54.7303258696876"
"2/01/2002 03:00";"0";"0";"0";"16.7364725341171";"4.9";"0";"0";"16.7364725341171";"54.7303258696876"
"2/01/2002 04:00";"0";"0";"0";"16.7364725341171";"4.975";"0";"0";"16.7364725341171";"54.7303258696876"
"2/01/2002 05:00";"0";"0";"0";"16.7364725341171";"5.525";"0";"0";"16.7364725341171";"54.7303258696876"
"2/01/2002 06:00";"0";"0";"0";"16.7364725341171";"6.15";"28.25";"23.75";"16.7364725341171";"54.7303258696876"
"2/01/2002 07:00";"0";"0";"0";"16.7364725341171";"6.825";"119.25";"88.25";"16.7364725341171";"54.7303258696876"
"2/01/2002 08:00";"7364.64686052933";"975.447104063014";"0";"16.7884555939426";"6.925";"242.75";"77.75";"53.2050018391001";"54.3703749201796"
"2/01/2002 09:00";"6874.06399873051";"910.469428838786";"1241.30631427258";"16.7893366651785";"6.9";"344.75";"98.25";"46.6209696410902";"51.85031775945"
"2/01/2002 10:00";"7002.40004727337";"927.467531975128";"3091.05446208139";"16.7893366651785";"6.825";"442.5";"86";"42.4584161364885";"52.5905889980294"
"2/01/2002 11:00";"0";"0";"0";"16.7893366651785";"6.725";"467.5";"129";"16.7893366651785";"52.2373652382719"
"2/01/2002 12:00";"0";"0";"0";"16.7893366651785";"6.7";"491.75";"134.25";"16.7893366651785";"52.2373652382719"
"2/01/2002 13:00";"0";"0";"0";"16.7893366651785";"6.625";"489.5";"124";"16.7893366651785";"52.2373652382719"
"2/01/2002 14:00";"0";"0";"0";"16.7893366651785";"6.975";"472.5";"72";"16.7893366651785";"52.2373652382719"
"2/01/2002 15:00";"0";"0";"0";"16.7893366651785";"7.475";"376.75";"74.25";"16.7893366651785";"52.2373652382719"
"2/01/2002 16:00";"0";"0";"0";"16.7893366651785";"7.975";"259.25";"87.25";"16.7893366651785";"52.2373652382719"
"2/01/2002 17:00";"0";"0";"0";"16.7893366651785";"7.8";"158.5";"72.25";"16.7893366651785";"52.2373652382719"
"2/01/2002 18:00";"0";"0";"0";"16.7893366651785";"7.4";"53";"39";"16.7893366651785";"52.2373652382719"
"2/01/2002 19:00";"0";"0";"0";"16.7893366651785";"7";"0";"0";"16.7893366651785";"52.2373652382719"
"2/01/2002 20:00";"1404.07009711018";"185.969013323357";"0";"16.7893429664879";"6.975";"0";"0";"54.969132026164";"52.6493158361687"
"2/01/2002 21:00";"1428.19647926201";"189.164551418694";"0";"16.7893435392674";"7.15";"0";"0";"54.6363131377701";"53.2958298286346"
"2/01/2002 22:00";"1435.1555492792";"190.086279890376";"0";"16.7893435392709";"7.275";"0";"0";"52.8457301430498";"53.4213538336574"
"2/01/2002 23:00";"1419.22138057331";"187.97580005147";"0";"16.7893435392709";"7.225";"0";"0";"50.9910055234236";"52.9732407346744"
"3/01/2002 00:00";"0";"0";"0";"16.7893435392709";"7.125";"0";"0";"16.7893435392709";"52.6096733363472"
"3/01/2002 01:00";"0";"0";"0";"16.7893435392709";"7.025";"0";"0";"16.7893435392709";"52.6096733363472"
"3/01/2002 02:00";"0";"0";"0";"16.7893435392709";"6.7";"0";"0";"16.7893435392709";"52.6096733363472"
"3/01/2002 03:00";"0";"0";"0";"16.7893435392709";"6.3";"0";"0";"16.7893435392709";"52.6096733363472"
"3/01/2002 04:00";"0";"0";"0";"16.7893435392709";"5.9";"0";"0";"16.7893435392709";"52.6096733363472"
"3/01/2002 05:00";"0";"0";"0";"16.7893435392709";"5.725";"0";"0";"16.7893435392709";"52.6096733363472"
"3/01/2002 06:00";"0";"0";"0";"16.7893435392709";"5.7";"32.25";"31";"16.7893435392709";"52.6096733363472"
"3/01/2002 07:00";"0";"0";"0";"16.7893435392709";"5.625";"132.25";"125";"16.7893435392709";"52.6096733363472"
"3/01/2002 08:00";"6867.97671784097";"909.663168792952";"2020.98384933151";"16.8403219203336";"5.675";"253.25";"143";"46.0721228646557";"51.921209002085"
"3/01/2002 09:00";"6968.0626686863";"922.919547918571";"2434.84100426759";"16.8411859631888";"5.85";"353.75";"170.75";"41.1947112074591";"52.398630126244"
"3/01/2002 10:00";"6967.86231165964";"922.893010640526";"3625.84925550074";"16.8411859631888";"5.975";"463.25";"134.25";"39.714418754498";"52.4133496314002"
"3/01/2002 11:00";"0";"0";"0";"16.8411859631888";"6.3";"469.5";"174";"16.8411859631888";"50.0207644966875"
"3/01/2002 12:00";"0";"0";"0";"16.8411859631888";"6.7";"493.25";"152";"16.8411859631888";"50.0207644966875"
"3/01/2002 13:00";"0";"0";"0";"16.8411859631888";"7.1";"489";"137.25";"16.8411859631888";"50.0207644966875"
"3/01/2002 14:00";"0";"0";"0";"16.8411859631888";"7.05";"472.25";"139.25";"16.8411859631888";"50.0207644966875"
"3/01/2002 15:00";"0";"0";"0";"16.8411859631888";"6.925";"379.25";"192";"16.8411859631888";"50.0207644966875"
"3/01/2002 16:00";"0";"0";"0";"16.8411859631888";"6.75";"255";"235";"16.8411859631888";"50.0207644966875"
"3/01/2002 17:00";"0";"0";"0";"16.8411859631888";"7.6";"157.5";"139.25";"16.8411859631888";"50.0207644966875"
"3/01/2002 18:00";"0";"0";"0";"16.8411859631888";"8.8";"54.5";"44.25";"16.8411859631888";"50.0207644966875"
"3/01/2002 19:00";"0";"0";"0";"16.8411859631888";"10";"0";"0";"16.8411859631888";"50.0207644966875"
"3/01/2002 20:00";"1327.16936081676";"175.783514692084";"0";"16.8411923171177";"9.925";"0";"0";"54.970554376683";"50.7677564706332"
"3/01/2002 21:00";"1372.69251261167";"181.813053844077";"0";"16.8411928946789";"9.425";"0";"0";"54.9824149538233";"51.976169458149"
"3/01/2002 22:00";"1407.24199637441";"186.389131220422";"0";"16.8411928946824";"8.925";"0";"0";"54.9460294298242";"52.8322270892581"
"3/01/2002 23:00";"1430.65282980901";"189.489894924364";"0";"16.8411928946824";"8.425";"0";"0";"54.6463499369808";"53.4128180981151"
"4/01/2002 00:00";"0";"0";"0";"16.8411928946824";"7.925";"0";"0";"16.8411928946824";"53.5851474445021"
"4/01/2002 01:00";"0";"0";"0";"16.8411928946824";"7.425";"0";"0";"16.8411928946824";"53.5851474445021"
"4/01/2002 02:00";"0";"0";"0";"16.8411928946824";"6.925";"0";"0";"16.8411928946824";"53.5851474445021"
"4/01/2002 03:00";"0";"0";"0";"16.8411928946824";"6.425";"0";"0";"16.8411928946824";"53.5851474445021"
"4/01/2002 04:00";"0";"0";"0";"16.8411928946824";"5.925";"0";"0";"16.8411928946824";"53.5851474445021"
"4/01/2002 05:00";"0";"0";"0";"16.8411928946824";"5.725";"0";"0";"16.8411928946824";"53.5851474445021"
"4/01/2002 06:00";"0";"0";"0";"16.8411928946824";"5.55";"27.25";"24.25";"16.8411928946824";"53.5851474445021"
"4/01/2002 07:00";"0";"0";"0";"16.8411928946824";"5.425";"121.25";"81.25";"16.8411928946824";"53.5851474445021"
"4/01/2002 08:00";"6959.75777534326";"921.819565215471";"988.617445847245";"16.8911514997122";"5.55";"249.75";"49.5";"49.4595725159083";"52.4045028760403"
"4/01/2002 09:00";"6951.34769244294";"920.70565016083";"2200.16268640152";"16.8919982578751";"5.675";"338";"87.25";"42.9640277125688";"52.437530804298"
"4/01/2002 10:00";"6949.62725486541";"920.477778290733";"3642.68088685399";"16.8919982578751";"5.85";"431.5";"71.25";"39.5022521606871";"52.3885638041968"
"4/01/2002 11:00";"0";"0";"0";"16.8919982578751";"6.2";"458.75";"101.25";"16.8919982578751";"51.2158911227671"
"4/01/2002 12:00";"0";"0";"0";"16.8919982578751";"6.6";"480.75";"99";"16.8919982578751";"51.2158911227671"
"4/01/2002 13:00";"0";"0";"0";"16.8919982578751";"7";"467";"99.75";"16.8919982578751";"51.2158911227671"
"4/01/2002 14:00";"0";"0";"0";"16.8919982578751";"7.4";"428.25";"91.75";"16.8919982578751";"51.2158911227671"
"4/01/2002 15:00";"0";"0";"0";"16.8919982578751";"7.8";"372.75";"68.25";"16.8919982578751";"51.2158911227671"
"4/01/2002 16:00";"0";"0";"0";"16.8919982578751";"8.2";"259.5";"83.5";"16.8919982578751";"51.2158911227671"
"4/01/2002 17:00";"0";"0";"0";"16.8919982578751";"7.85";"154.75";"51.5";"16.8919982578751";"51.2158911227671"
"4/01/2002 18:00";"0";"0";"0";"16.8919982578751";"7.325";"53";"10.5";"16.8919982578751";"51.2158911227671"
"4/01/2002 19:00";"0";"0";"0";"16.8919982578751";"6.75";"0";"0";"16.8919982578751";"51.2158911227671"
"4/01/2002 20:00";"1363.00673496749";"180.530173085157";"0";"16.89200466339";"6.45";"0";"0";"53.6160500911685";"51.6219745797156"
"4/01/2002 21:00";"1371.56583156148";"181.663824995984";"0";"16.8920052456421";"6.25";"0";"0";"51.7450617574024";"51.9108768837995"
"4/01/2002 22:00";"1359.99182528977";"180.130848450883";"0";"16.8920052456456";"6.05";"0";"0";"49.9531126321319";"51.5798026664017"
"4/01/2002 23:00";"1332.88005272149";"176.539895545934";"0";"16.8920052456456";"5.925";"0";"0";"48.254463685658";"50.8550972998314"
"5/01/2002 00:00";"0";"0";"0";"16.8920052456456";"5.9";"0";"0";"16.8920052456456";"50.4060415006315"
"5/01/2002 01:00";"0";"0";"0";"16.8920052456456";"5.825";"0";"0";"16.8920052456456";"50.4060415006315"
"5/01/2002 02:00";"0";"0";"0";"16.8920052456456";"5.725";"0";"0";"16.8920052456456";"50.4060415006315"
"5/01/2002 03:00";"0";"0";"0";"16.8920052456456";"5.7";"0";"0";"16.8920052456456";"50.4060415006315"
"5/01/2002 04:00";"0";"0";"0";"16.8920052456456";"5.625";"0";"0";"16.8920052456456";"50.4060415006315"
"5/01/2002 05:00";"0";"0";"0";"16.8920052456456";"5.675";"0";"0";"16.8920052456456";"50.4060415006315"
"5/01/2002 06:00";"0";"0";"0";"16.8920052456456";"5.775";"31";"56.5";"16.8920052456456";"50.4060415006315"
"5/01/2002 07:00";"0";"0";"0";"16.8920052456456";"5.875";"132.75";"209";"16.8920052456456";"50.4060415006315"
"5/01/2002 08:00";"6911.76634679679";"915.463102932615";"3135.36273079742";"16.9409292785262";"5.975";"264.5";"176.25";"43.7486398707333";"52.2566049067354"
"5/01/2002 09:00";"6945.98104002188";"919.994837319187";"3657.56001481123";"16.9417585017074";"6.15";"342.5";"211";"39.5239781168525";"52.4135274454695"
"5/01/2002 10:00";"6965.30832692392";"922.554735491499";"3902.78677571339";"16.9417585017074";"6.275";"443";"157.75";"38.5380879032835";"52.5178596393002"
"5/01/2002 11:00";"0";"0";"0";"16.9417585017074";"7.425";"469.5";"172";"16.9417585017074";"54.0907348910498"
"5/01/2002 12:00";"0";"0";"0";"16.9417585017074";"8.85";"493.5";"149.75";"16.9417585017074";"54.0907348910498"
"5/01/2002 13:00";"0";"0";"0";"16.9417585017074";"10.325";"478.25";"138.5";"16.9417585017074";"54.0907348910498"
"5/01/2002 14:00";"0";"0";"0";"16.9417585017074";"9.8";"440.25";"128.75";"16.9417585017074";"54.0907348910498"
"5/01/2002 15:00";"0";"0";"0";"16.9417585017074";"8.525";"389.25";"98.75";"16.9417585017074";"54.0907348910498"
"5/01/2002 16:00";"0";"0";"0";"16.9417585017074";"7.3";"265.25";"131";"16.9417585017074";"54.0907348910498"
"5/01/2002 17:00";"0";"0";"0";"16.9417585017074";"6.625";"166.5";"105.5";"16.9417585017074";"54.0907348910498"
"5/01/2002 18:00";"0";"0";"0";"16.9417585017074";"6.05";"57";"62.25";"16.9417585017074";"54.0907348910498"
"5/01/2002 19:00";"0";"0";"0";"16.9417585017074";"5.525";"0";"0";"16.9417585017074";"54.0907348910497"
"5/01/2002 20:00";"1453.28556886891";"192.487600067745";"0";"16.941764957708";"5.55";"0";"0";"54.9738475430777";"54.2233270214947"
"5/01/2002 21:00";"1468.12820661599";"194.453506686383";"0";"16.9417655445449";"5.75";"0";"0";"54.9806035058191";"54.4417702616713"
"5/01/2002 22:00";"1472.78541548698";"195.070353765714";"0";"16.9417655445485";"5.95";"0";"0";"54.4473487740868";"54.5469356694932"
"5/01/2002 23:00";"1462.19872349472";"193.668146946973";"0";"16.9417655445485";"5.475";"0";"0";"52.5873916200445";"54.2379381250616"
"6/01/2002 00:00";"0";"0";"0";"16.9417655445485";"4.775";"0";"0";"16.9417655445485";"53.9349426878302"
"6/01/2002 01:00";"0";"0";"0";"16.9417655445485";"4.075";"0";"0";"16.9417655445485";"53.9349426878302"
"6/01/2002 02:00";"0";"0";"0";"16.9417655445485";"3.825";"0";"0";"16.9417655445485";"53.9349426878302"
"6/01/2002 03:00";"0";"0";"0";"16.9417655445485";"3.725";"0";"0";"16.9417655445485";"53.9349426878302"
"6/01/2002 04:00";"0";"0";"0";"16.9417655445485";"3.625";"0";"0";"16.9417655445485";"53.9349426878302"
"6/01/2002 05:00";"0";"0";"0";"16.9417655445485";"3.525";"0";"0";"16.9417655445485";"53.9349426878302"
"6/01/2002 06:00";"0";"0";"0";"16.9417655445485";"3.425";"25.75";"12.25";"16.9417655445485";"53.9349426878302"
"6/01/2002 07:00";"0";"0";"0";"16.9417655445485";"3.325";"124.5";"61.75";"16.9417655445485";"53.9349426878302"
"6/01/2002 08:00";"6938.77711305138";"919.040677556427";"990.33826739153";"16.9896405161881";"4.65";"238.5";"112.75";"47.4570401036547";"52.4094157561125"
"6/01/2002 09:00";"6921.39358863166";"916.738230626554";"3404.59107484329";"16.9904519586228";"6.45";"345.25";"150.5";"41.9802108388305";"52.2957042260712"
"6/01/2002 10:00";"6926.25777969165";"917.382492486346";"3604.79067790076";"16.9904519586228";"8.25";"478";"113.5";"40.0126925061849";"52.3596719780764"
"6/01/2002 11:00";"0";"0";"0";"16.9904519586228";"6.75";"605.75";"6.75";"16.9904519586228";"54.6804401058363"
"6/01/2002 12:00";"0";"0";"0";"16.9904519586228";"4.225";"602";"5.75";"16.9904519586228";"54.6804401058363"
"6/01/2002 13:00";"0";"0";"0";"16.9904519586228";"1.65";"542";"33.25";"16.9904519586228";"54.6804401058363"
"6/01/2002 14:00";"0";"0";"0";"16.9904519586228";"3.025";"436.75";"108";"16.9904519586228";"54.6804401058363"
"6/01/2002 15:00";"0";"0";"0";"16.9904519586228";"5.65";"385.75";"92.25";"16.9904519586228";"54.6804401058363"
"6/01/2002 16:00";"0";"0";"0";"16.9904519586228";"8.325";"266.75";"119.75";"16.9904519586228";"54.6804401058363"
"6/01/2002 17:00";"0";"0";"0";"16.9904519586228";"8.25";"167";"73.25";"16.9904519586228";"54.6804401058363"
"6/01/2002 18:00";"0";"0";"0";"16.9904519586228";"7.25";"51.5";"53.25";"16.9904519586228";"54.6804401058363"
"6/01/2002 19:00";"0";"0";"0";"16.9904519586228";"6.25";"0";"0";"16.9904519586228";"54.6804401058364"
"6/01/2002 20:00";"1468.780480554";"194.539900336471";"0";"16.9904584640526";"6.675";"0";"0";"54.9685906842448";"54.7225482668727"
"6/01/2002 21:00";"1479.77743572959";"195.996446493088";"0";"16.9904590553825";"7.65";"0";"0";"54.5814946769649";"54.7695212198136"
"6/01/2002 22:00";"1468.22422749676";"194.466224647183";"0";"16.9904590553861";"8.575";"0";"0";"52.7689176647804";"54.4412836408694"
"6/01/2002 23:00";"1439.83402123717";"190.705943264503";"0";"16.9904590553861";"8.95";"0";"0";"50.9283544209446";"53.681010562012"
"7/01/2002 00:00";"0";"0";"0";"16.9904590553861";"9.075";"0";"0";"16.9904590553861";"53.2042404046828"
"7/01/2002 01:00";"0";"0";"0";"16.9904590553861";"9.25";"0";"0";"16.9904590553861";"53.2042404046828"
"7/01/2002 02:00";"0";"0";"0";"16.9904590553861";"9.225";"0";"0";"16.9904590553861";"53.2042404046828"
"7/01/2002 03:00";"0";"0";"0";"16.9904590553861";"9.125";"0";"0";"16.9904590553861";"53.2042404046828"
"7/01/2002 04:00";"0";"0";"0";"16.9904590553861";"9.025";"0";"0";"16.9904590553861";"53.2042404046828"
"7/01/2002 05:00";"0";"0";"0";"16.9904590553861";"8.025";"0";"0";"16.9904590553861";"53.2042404046828"
"7/01/2002 06:00";"0";"0";"0";"16.9904590553861";"6.65";"25.25";"12";"16.9904590553861";"53.2042404046828"
"7/01/2002 07:00";"0";"0";"0";"16.9904590553861";"5.325";"127.25";"44.75";"16.9904590553861";"53.2042404046827"
"7/01/2002 08:00";"6851.41087409471";"907.469023626909";"1678.15325747297";"17.037270787239";"4.775";"247";"50.5";"46.0472107172332";"51.9916216814793"
"7/01/2002 09:00";"6925.82882707321";"917.325677733737";"3037.91985626398";"17.0380642085171";"4.4";"336.25";"88.25";"40.5277513337523";"52.4254697102973"
"7/01/2002 10:00";"6932.96897932171";"918.271390537794";"4664.20824481784";"17.0380642085171";"4.075";"430.75";"72.25";"37.8868407995884";"52.4450788698445"
"7/01/2002 11:00";"0";"0";"156.708194808989";"17.0380642085171";"4.375";"459";"102.25";"17.0380642085171";"54.9941863093909"
"7/01/2002 12:00";"0";"0";"0";"17.0380642085171";"4.8";"482";"100";"17.0380642085171";"55"
"7/01/2002 13:00";"0";"0";"0";"17.0380642085171";"5.275";"469";"101";"17.0380642085171";"55"
"7/01/2002 14:00";"0";"0";"0";"17.0380642085171";"5.175";"430.5";"93.5";"17.0380642085171";"55"
"7/01/2002 15:00";"0";"0";"0";"17.0380642085171";"4.8";"374.75";"71";"17.0380642085171";"55"
"7/01/2002 16:00";"0";"0";"0";"17.0380642085171";"4.475";"259.5";"90.25";"17.0380642085171";"55"
"7/01/2002 17:00";"0";"0";"0";"17.0380642085171";"4.175";"157.75";"54.25";"17.0380642085171";"55"
"7/01/2002 18:00";"0";"0";"0";"17.0380642085171";"3.8";"55.25";"12";"17.0380642085171";"55"
"7/01/2002 19:00";"0";"0";"0";"17.0380642085171";"3.475";"0";"0";"17.0380642085171";"55"
"7/01/2002 20:00";"1470.71102954634";"194.795601452831";"0";"17.0380707622802";"3.775";"0";"0";"53.3578420527766";"54.7941924020127"
"7/01/2002 21:00";"1454.43017594978";"192.639203217696";"0";"17.0380713580034";"4.2";"0";"0";"51.5039764998367";"54.1012485927332"
"7/01/2002 22:00";"1414.73904943936";"187.382115519562";"0";"17.0380713580071";"4.675";"0";"0";"49.7321859804149";"53.0802333722753"
"7/01/2002 23:00";"1367.98187123825";"181.189129632503";"0";"17.0380713580071";"5.85";"0";"0";"48.0525921675718";"51.8603409730177"
"8/01/2002 00:00";"0";"0";"0";"17.0380713580071";"7.175";"0";"0";"17.0380713580071";"51.2190947851654"
"8/01/2002 01:00";"0";"0";"0";"17.0380713580071";"8.55";"0";"0";"17.0380713580071";"51.2190947851654"
"8/01/2002 02:00";"0";"0";"0";"17.0380713580071";"8.075";"0";"0";"17.0380713580071";"51.2190947851654"
"8/01/2002 03:00";"0";"0";"0";"17.0380713580071";"7.05";"0";"0";"17.0380713580071";"51.2190947851654"
"8/01/2002 04:00";"0";"0";"0";"17.0380713580071";"5.975";"0";"0";"17.0380713580071";"51.2190947851654"
"8/01/2002 05:00";"0";"0";"0";"17.0380713580071";"5.7";"0";"0";"17.0380713580071";"51.2190947851654"
"8/01/2002 06:00";"0";"0";"0";"17.0380713580071";"5.7";"25";"11.75";"17.0380713580071";"51.2190947851654"
"8/01/2002 07:00";"0";"0";"0";"17.0380713580071";"5.7";"126.25";"43.75";"17.0380713580071";"51.2190947851655"
"8/01/2002 08:00";"6847.14355171889";"906.903816994136";"2530.56933121404";"17.0838059861462";"5.7";"246";"49.5";"43.5967460351806";"52.0550028099304"
"8/01/2002 09:00";"6922.06564543166";"916.827244515712";"4178.91219999453";"17.0845811514697";"5.7";"335.25";"87.25";"38.7763505791632";"52.4415711856519"
"8/01/2002 10:00";"6954.23132107978";"921.087586627883";"4432.22118841583";"17.0845811514697";"5.7";"429.75";"71.25";"36.8125237779997";"52.6065876937033"
"8/01/2002 11:00";"0";"0";"0";"17.0845811514697";"5.775";"458.25";"101.5";"17.0845811514697";"53.2274219772659"
"8/01/2002 12:00";"0";"0";"0";"17.0845811514697";"5.8";"482";"100";"17.0845811514697";"53.2274219772659"
"8/01/2002 13:00";"0";"0";"0";"17.0845811514697";"5.8";"469";"100.75";"17.0845811514697";"53.2274219772659"
"8/01/2002 14:00";"0";"0";"0";"17.0845811514697";"6.7";"430.5";"92.5";"17.0845811514697";"53.2274219772659"
"8/01/2002 15:00";"0";"0";"0";"17.0845811514697";"7.825";"375.75";"68.25";"17.0845811514697";"53.2274219772659"
"8/01/2002 16:00";"0";"0";"0";"17.0845811514697";"9";"262.5";"83.5";"17.0845811514697";"53.2274219772659"
"8/01/2002 17:00";"0";"0";"0";"17.0845811514697";"9.45";"157.75";"51.75";"17.0845811514697";"53.2274219772659"
"8/01/2002 18:00";"0";"0";"0";"17.0845811514697";"9.575";"55.25";"11.25";"17.0845811514697";"53.2274219772659"
"8/01/2002 19:00";"0";"0";"0";"17.0845811514697";"9.75";"0";"0";"17.0845811514697";"53.227421977266"
"8/01/2002 20:00";"1413.83825363169";"187.262805160412";"0";"17.0845877524559";"9.425";"0";"0";"52.998738315968";"53.2347869036918"
"8/01/2002 21:00";"1404.15358958155";"185.980071896966";"0";"17.0845883524716";"8.925";"0";"0";"51.1695094391386";"52.8903508517679"
"8/01/2002 22:00";"1374.85038179597";"182.098863508361";"0";"17.0845883524753";"8.35";"0";"0";"49.417530626707";"52.1236996075023"
"8/01/2002 23:00";"1335.49816221302";"176.886664015623";"0";"17.0845883524753";"8.2";"0";"0";"47.7567061289476";"51.0917436772435"
"9/01/2002 00:00";"0";"0";"0";"17.0845883524753";"8.2";"0";"0";"17.0845883524753";"50.5264115207068"
"9/01/2002 01:00";"0";"0";"0";"17.0845883524753";"8.2";"0";"0";"17.0845883524753";"50.5264115207068"
"9/01/2002 02:00";"0";"0";"0";"17.0845883524753";"7.3";"0";"0";"17.0845883524753";"50.5264115207068"
"9/01/2002 03:00";"0";"0";"0";"17.0845883524753";"6.1";"0";"0";"17.0845883524753";"50.5264115207068"
"9/01/2002 04:00";"0";"0";"0";"17.0845883524753";"4.9";"0";"0";"17.0845883524753";"50.5264115207068"
"9/01/2002 05:00";"0";"0";"0";"17.0845883524753";"4.9";"0";"0";"17.0845883524753";"50.5264115207068"
"9/01/2002 06:00";"0";"0";"0";"17.0845883524753";"5.225";"24.75";"11.75";"17.0845883524753";"50.5264115207068"
"9/01/2002 07:00";"0";"0";"0";"17.0845883524753";"5.6";"121.5";"52.25";"17.0845883524753";"50.5264115207068"
"9/01/2002 08:00";"6879.52743311259";"911.19306044627";"3281.28671514937";"17.129232332248";"5.775";"234";"75";"43.350444837458";"52.2799375125281"
"9/01/2002 09:00";"6925.52024127836";"917.284805560822";"3793.22323109645";"17.1299890119552";"5.875";"335.25";"87.25";"38.6605013334615";"52.4920757012641"
"9/01/2002 10:00";"6916.84950218172";"916.136366606168";"4018.91456986834";"17.1299890119552";"5.975";"429.75";"71.25";"36.8441622046527";"52.4616475833163"
"9/01/2002 11:00";"0";"0";"0";"17.1299890119552";"5.925";"458.25";"101.5";"17.1299890119552";"51.423941842736"
"9/01/2002 12:00";"0";"0";"0";"17.1299890119552";"5.75";"482";"100";"17.1299890119552";"51.423941842736"
"9/01/2002 13:00";"0";"0";"0";"17.1299890119552";"5.625";"469.25";"100.75";"17.1299890119552";"51.423941842736"
"9/01/2002 14:00";"0";"0";"0";"17.1299890119552";"5.75";"431.5";"92.75";"17.1299890119552";"51.423941842736"
"9/01/2002 15:00";"0";"0";"0";"17.1299890119552";"5.95";"376";"70.75";"17.1299890119552";"51.423941842736"
"9/01/2002 16:00";"0";"0";"0";"17.1299890119552";"6.15";"261.25";"89.25";"17.1299890119552";"51.423941842736"
"9/01/2002 17:00";"0";"0";"0";"17.1299890119552";"6.2";"158.75";"53.5";"17.1299890119552";"51.423941842736"
"9/01/2002 18:00";"0";"0";"0";"17.1299890119552";"6.275";"56";"12";"17.1299890119552";"51.423941842736"
