1;"eplusout"

"Date/Time";"[1] Water Use Equipment Heating Rate (W)";"[1] Water Use Equipment Heating Rate (W)";"[1] Water Heater Electricity Rate (W)";"[1] System Node Temperature (C)";"[1] Site Outdoor Air Dewpoint Temperature (C)";"[1] Site Diffuse Solar Radiation Rate per Area (W/m2)";"[1] Site Direct Solar Radiation Rate per Area (W/m2)"
;"4299 WATER OUTLET";"4292 WATER OUTLET";"AUX HW LOOP WATER HEATER";"AUX HW LOOP SUPPLY SIDE INLET";"Environment";"Environment";"Environment"
"1/01/2002 01:00";"0";"0";"0";"16.7364725341171";"4.825";"0";"0"
"1/01/2002 02:00";"0";"0";"0";"16.7364725341171";"4.8";"0";"0"
"1/01/2002 03:00";"0";"0";"0";"16.7364725341171";"4.95";"0";"0"
"1/01/2002 04:00";"0";"0";"0";"16.7364725341171";"5.225";"0";"0"
"1/01/2002 05:00";"0";"0";"0";"16.7364725341171";"5.6";"0";"0"
"1/01/2002 06:00";"0";"0";"0";"16.7364725341171";"5.85";"28.5";"24"
"1/01/2002 07:00";"0";"0";"0";"16.7364725341171";"6.425";"123.25";"80.5"
"1/01/2002 08:00";"7488.93707257663";"991.909336360219";"0";"16.7364658321837";"6.75";"252.75";"48"
"1/01/2002 09:00";"7487.5141578333";"991.720871374457";"0";"16.7364657185916";"6.95";"342.75";"82.5"
"1/01/2002 10:00";"7461.95893298127";"988.336083135772";"0";"16.7364657185916";"7.15";"462.75";"46.5"
"1/01/2002 11:00";"0";"0";"0";"16.7364657185916";"6.675";"590.5";"6.25"
"1/01/2002 12:00";"0";"0";"0";"16.7364657185916";"6.05";"650";"7.5"
"1/01/2002 13:00";"0";"0";"0";"16.7364657185916";"5.375";"632.25";"32.75"
"1/01/2002 14:00";"0";"0";"0";"16.7364657185916";"5.2";"493.5";"102.75"
"1/01/2002 15:00";"0";"0";"0";"16.7364657185916";"5.2";"390.75";"109"
"1/01/2002 16:00";"0";"0";"0";"16.7364657185916";"5.2";"262.75";"123"
"1/01/2002 17:00";"0";"0";"0";"16.7364657185916";"5.275";"164.5";"64.75"
"1/01/2002 18:00";"0";"0";"0";"16.7364657185916";"5.3";"53";"25.5"
"1/01/2002 19:00";"0";"0";"0";"16.7364657185916";"5.375";"0";"0"
"1/01/2002 20:00";"1471.6260732869";"194.916798949971";"0";"16.7364719662176";"5.325";"0";"0"
"1/01/2002 21:00";"1478.768067289";"195.8627556942";"0";"16.7364725341136";"5.225";"0";"0"
"1/01/2002 22:00";"1483.76886934647";"196.525111673697";"0";"16.7364725341171";"5.125";"0";"0"
"1/01/2002 23:00";"1486.58290543652";"196.897830611448";"0";"16.7364725341171";"5.025";"0";"0"
"2/01/2002 00:00";"0";"0";"0";"16.7364725341171";"4.925";"0";"0"
"2/01/2002 01:00";"0";"0";"0";"16.7364725341171";"4.825";"0";"0"
"2/01/2002 02:00";"0";"0";"0";"16.7364725341171";"4.875";"0";"0"
"2/01/2002 03:00";"0";"0";"0";"16.7364725341171";"4.9";"0";"0"
"2/01/2002 04:00";"0";"0";"0";"16.7364725341171";"4.975";"0";"0"
"2/01/2002 05:00";"0";"0";"0";"16.7364725341171";"5.525";"0";"0"
"2/01/2002 06:00";"0";"0";"0";"16.7364725341171";"6.15";"28.25";"23.75"
"2/01/2002 07:00";"0";"0";"0";"16.7364725341171";"6.825";"119.25";"88.25"
"2/01/2002 08:00";"7364.64686052933";"975.447104063014";"0";"16.7884555939426";"6.925";"242.75";"77.75"
"2/01/2002 09:00";"6874.06399873051";"910.469428838786";"1241.30631427258";"16.7893366651785";"6.9";"344.75";"98.25"
"2/01/2002 10:00";"7002.40004727337";"927.467531975128";"3091.05446208139";"16.7893366651785";"6.825";"442.5";"86"
"2/01/2002 11:00";"0";"0";"0";"16.7893366651785";"6.725";"467.5";"129"
"2/01/2002 12:00";"0";"0";"0";"16.7893366651785";"6.7";"491.75";"134.25"
"2/01/2002 13:00";"0";"0";"0";"16.7893366651785";"6.625";"489.5";"124"
"2/01/2002 14:00";"0";"0";"0";"16.7893366651785";"6.975";"472.5";"72"
"2/01/2002 15:00";"0";"0";"0";"16.7893366651785";"7.475";"376.75";"74.25"
"2/01/2002 16:00";"0";"0";"0";"16.7893366651785";"7.975";"259.25";"87.25"
"2/01/2002 17:00";"0";"0";"0";"16.7893366651785";"7.8";"158.5";"72.25"
"2/01/2002 18:00";"0";"0";"0";"16.7893366651785";"7.4";"53";"39"
"2/01/2002 19:00";"0";"0";"0";"16.7893366651785";"7";"0";"0"
"2/01/2002 20:00";"1404.07009711018";"185.969013323357";"0";"16.7893429664879";"6.975";"0";"0"
"2/01/2002 21:00";"1428.19647926201";"189.164551418694";"0";"16.7893435392674";"7.15";"0";"0"
"2/01/2002 22:00";"1435.1555492792";"190.086279890376";"0";"16.7893435392709";"7.275";"0";"0"
"2/01/2002 23:00";"1419.22138057331";"187.97580005147";"0";"16.7893435392709";"7.225";"0";"0"
"3/01/2002 00:00";"0";"0";"0";"16.7893435392709";"7.125";"0";"0"
"3/01/2002 01:00";"0";"0";"0";"16.7893435392709";"7.025";"0";"0"
"3/01/2002 02:00";"0";"0";"0";"16.7893435392709";"6.7";"0";"0"
"3/01/2002 03:00";"0";"0";"0";"16.7893435392709";"6.3";"0";"0"
"3/01/2002 04:00";"0";"0";"0";"16.7893435392709";"5.9";"0";"0"
"3/01/2002 05:00";"0";"0";"0";"16.7893435392709";"5.725";"0";"0"
"3/01/2002 06:00";"0";"0";"0";"16.7893435392709";"5.7";"32.25";"31"
"3/01/2002 07:00";"0";"0";"0";"16.7893435392709";"5.625";"132.25";"125"
"3/01/2002 08:00";"6867.97671784097";"909.663168792952";"2020.98384933151";"16.8403219203336";"5.675";"253.25";"143"
"3/01/2002 09:00";"6968.0626686863";"922.919547918571";"2434.84100426759";"16.8411859631888";"5.85";"353.75";"170.75"
"3/01/2002 10:00";"6967.86231165964";"922.893010640526";"3625.84925550074";"16.8411859631888";"5.975";"463.25";"134.25"
"3/01/2002 11:00";"0";"0";"0";"16.8411859631888";"6.3";"469.5";"174"
"3/01/2002 12:00";"0";"0";"0";"16.8411859631888";"6.7";"493.25";"152"
"3/01/2002 13:00";"0";"0";"0";"16.8411859631888";"7.1";"489";"137.25"
"3/01/2002 14:00";"0";"0";"0";"16.8411859631888";"7.05";"472.25";"139.25"
"3/01/2002 15:00";"0";"0";"0";"16.8411859631888";"6.925";"379.25";"192"
"3/01/2002 16:00";"0";"0";"0";"16.8411859631888";"6.75";"255";"235"
"3/01/2002 17:00";"0";"0";"0";"16.8411859631888";"7.6";"157.5";"139.25"
"3/01/2002 18:00";"0";"0";"0";"16.8411859631888";"8.8";"54.5";"44.25"
"3/01/2002 19:00";"0";"0";"0";"16.8411859631888";"10";"0";"0"
"3/01/2002 20:00";"1327.16936081676";"175.783514692084";"0";"16.8411923171177";"9.925";"0";"0"
"3/01/2002 21:00";"1372.69251261167";"181.813053844077";"0";"16.8411928946789";"9.425";"0";"0"
"3/01/2002 22:00";"1407.24199637441";"186.389131220422";"0";"16.8411928946824";"8.925";"0";"0"
"3/01/2002 23:00";"1430.65282980901";"189.489894924364";"0";"16.8411928946824";"8.425";"0";"0"
"4/01/2002 00:00";"0";"0";"0";"16.8411928946824";"7.925";"0";"0"
"4/01/2002 01:00";"0";"0";"0";"16.8411928946824";"7.425";"0";"0"
"4/01/2002 02:00";"0";"0";"0";"16.8411928946824";"6.925";"0";"0"
"4/01/2002 03:00";"0";"0";"0";"16.8411928946824";"6.425";"0";"0"
"4/01/2002 04:00";"0";"0";"0";"16.8411928946824";"5.925";"0";"0"
"4/01/2002 05:00";"0";"0";"0";"16.8411928946824";"5.725";"0";"0"
"4/01/2002 06:00";"0";"0";"0";"16.8411928946824";"5.55";"27.25";"24.25"
"4/01/2002 07:00";"0";"0";"0";"16.8411928946824";"5.425";"121.25";"81.25"
"4/01/2002 08:00";"6959.75777534326";"921.819565215471";"988.617445847245";"16.8911514997122";"5.55";"249.75";"49.5"
"4/01/2002 09:00";"6951.34769244294";"920.70565016083";"2200.16268640152";"16.8919982578751";"5.675";"338";"87.25"
"4/01/2002 10:00";"6949.62725486541";"920.477778290733";"3642.68088685399";"16.8919982578751";"5.85";"431.5";"71.25"
"4/01/2002 11:00";"0";"0";"0";"16.8919982578751";"6.2";"458.75";"101.25"
"4/01/2002 12:00";"0";"0";"0";"16.8919982578751";"6.6";"480.75";"99"
"4/01/2002 13:00";"0";"0";"0";"16.8919982578751";"7";"467";"99.75"
"4/01/2002 14:00";"0";"0";"0";"16.8919982578751";"7.4";"428.25";"91.75"
"4/01/2002 15:00";"0";"0";"0";"16.8919982578751";"7.8";"372.75";"68.25"
"4/01/2002 16:00";"0";"0";"0";"16.8919982578751";"8.2";"259.5";"83.5"
"4/01/2002 17:00";"0";"0";"0";"16.8919982578751";"7.85";"154.75";"51.5"
"4/01/2002 18:00";"0";"0";"0";"16.8919982578751";"7.325";"53";"10.5"
"4/01/2002 19:00";"0";"0";"0";"16.8919982578751";"6.75";"0";"0"
"4/01/2002 20:00";"1363.00673496749";"180.530173085157";"0";"16.89200466339";"6.45";"0";"0"
"4/01/2002 21:00";"1371.56583156148";"181.663824995984";"0";"16.8920052456421";"6.25";"0";"0"
"4/01/2002 22:00";"1359.99182528977";"180.130848450883";"0";"16.8920052456456";"6.05";"0";"0"
"4/01/2002 23:00";"1332.88005272149";"176.539895545934";"0";"16.8920052456456";"5.925";"0";"0"
"5/01/2002 00:00";"0";"0";"0";"16.8920052456456";"5.9";"0";"0"
"5/01/2002 01:00";"0";"0";"0";"16.8920052456456";"5.825";"0";"0"
"5/01/2002 02:00";"0";"0";"0";"16.8920052456456";"5.725";"0";"0"
"5/01/2002 03:00";"0";"0";"0";"16.8920052456456";"5.7";"0";"0"
"5/01/2002 04:00";"0";"0";"0";"16.8920052456456";"5.625";"0";"0"
"5/01/2002 05:00";"0";"0";"0";"16.8920052456456";"5.675";"0";"0"
"5/01/2002 06:00";"0";"0";"0";"16.8920052456456";"5.775";"31";"56.5"
"5/01/2002 07:00";"0";"0";"0";"16.8920052456456";"5.875";"132.75";"209"
"5/01/2002 08:00";"6911.76634679679";"915.463102932615";"3135.36273079742";"16.9409292785262";"5.975";"264.5";"176.25"
"5/01/2002 09:00";"6945.98104002188";"919.994837319187";"3657.56001481123";"16.9417585017074";"6.15";"342.5";"211"
"5/01/2002 10:00";"6965.30832692392";"922.554735491499";"3902.78677571339";"16.9417585017074";"6.275";"443";"157.75"
"5/01/2002 11:00";"0";"0";"0";"16.9417585017074";"7.425";"469.5";"172"
"5/01/2002 12:00";"0";"0";"0";"16.9417585017074";"8.85";"493.5";"149.75"
"5/01/2002 13:00";"0";"0";"0";"16.9417585017074";"10.325";"478.25";"138.5"
"5/01/2002 14:00";"0";"0";"0";"16.9417585017074";"9.8";"440.25";"128.75"
"5/01/2002 15:00";"0";"0";"0";"16.9417585017074";"8.525";"389.25";"98.75"
"5/01/2002 16:00";"0";"0";"0";"16.9417585017074";"7.3";"265.25";"131"
"5/01/2002 17:00";"0";"0";"0";"16.9417585017074";"6.625";"166.5";"105.5"
"5/01/2002 18:00";"0";"0";"0";"16.9417585017074";"6.05";"57";"62.25"
"5/01/2002 19:00";"0";"0";"0";"16.9417585017074";"5.525";"0";"0"
"5/01/2002 20:00";"1453.28556886891";"192.487600067745";"0";"16.941764957708";"5.55";"0";"0"
"5/01/2002 21:00";"1468.12820661599";"194.453506686383";"0";"16.9417655445449";"5.75";"0";"0"
"5/01/2002 22:00";"1472.78541548698";"195.070353765714";"0";"16.9417655445485";"5.95";"0";"0"
"5/01/2002 23:00";"1462.19872349472";"193.668146946973";"0";"16.9417655445485";"5.475";"0";"0"
"6/01/2002 00:00";"0";"0";"0";"16.9417655445485";"4.775";"0";"0"
"6/01/2002 01:00";"0";"0";"0";"16.9417655445485";"4.075";"0";"0"
"6/01/2002 02:00";"0";"0";"0";"16.9417655445485";"3.825";"0";"0"
"6/01/2002 03:00";"0";"0";"0";"16.9417655445485";"3.725";"0";"0"
"6/01/2002 04:00";"0";"0";"0";"16.9417655445485";"3.625";"0";"0"
"6/01/2002 05:00";"0";"0";"0";"16.9417655445485";"3.525";"0";"0"
"6/01/2002 06:00";"0";"0";"0";"16.9417655445485";"3.425";"25.75";"12.25"
"6/01/2002 07:00";"0";"0";"0";"16.9417655445485";"3.325";"124.5";"61.75"
"6/01/2002 08:00";"6938.77711305138";"919.040677556427";"990.33826739153";"16.9896405161881";"4.65";"238.5";"112.75"
"6/01/2002 09:00";"6921.39358863166";"916.738230626554";"3404.59107484329";"16.9904519586228";"6.45";"345.25";"150.5"
"6/01/2002 10:00";"6926.25777969165";"917.382492486346";"3604.79067790076";"16.9904519586228";"8.25";"478";"113.5"
"6/01/2002 11:00";"0";"0";"0";"16.9904519586228";"6.75";"605.75";"6.75"
"6/01/2002 12:00";"0";"0";"0";"16.9904519586228";"4.225";"602";"5.75"
"6/01/2002 13:00";"0";"0";"0";"16.9904519586228";"1.65";"542";"33.25"
"6/01/2002 14:00";"0";"0";"0";"16.9904519586228";"3.025";"436.75";"108"
"6/01/2002 15:00";"0";"0";"0";"16.9904519586228";"5.65";"385.75";"92.25"
"6/01/2002 16:00";"0";"0";"0";"16.9904519586228";"8.325";"266.75";"119.75"
"6/01/2002 17:00";"0";"0";"0";"16.9904519586228";"8.25";"167";"73.25"
"6/01/2002 18:00";"0";"0";"0";"16.9904519586228";"7.25";"51.5";"53.25"
"6/01/2002 19:00";"0";"0";"0";"16.9904519586228";"6.25";"0";"0"
"6/01/2002 20:00";"1468.780480554";"194.539900336471";"0";"16.9904584640526";"6.675";"0";"0"
"6/01/2002 21:00";"1479.77743572959";"195.996446493088";"0";"16.9904590553825";"7.65";"0";"0"
"6/01/2002 22:00";"1468.22422749676";"194.466224647183";"0";"16.9904590553861";"8.575";"0";"0"
"6/01/2002 23:00";"1439.83402123717";"190.705943264503";"0";"16.9904590553861";"8.95";"0";"0"
"7/01/2002 00:00";"0";"0";"0";"16.9904590553861";"9.075";"0";"0"
"7/01/2002 01:00";"0";"0";"0";"16.9904590553861";"9.25";"0";"0"
"7/01/2002 02:00";"0";"0";"0";"16.9904590553861";"9.225";"0";"0"
"7/01/2002 03:00";"0";"0";"0";"16.9904590553861";"9.125";"0";"0"
"7/01/2002 04:00";"0";"0";"0";"16.9904590553861";"9.025";"0";"0"
"7/01/2002 05:00";"0";"0";"0";"16.9904590553861";"8.025";"0";"0"
"7/01/2002 06:00";"0";"0";"0";"16.9904590553861";"6.65";"25.25";"12"
"7/01/2002 07:00";"0";"0";"0";"16.9904590553861";"5.325";"127.25";"44.75"
"7/01/2002 08:00";"6851.41087409471";"907.469023626909";"1678.15325747297";"17.037270787239";"4.775";"247";"50.5"
"7/01/2002 09:00";"6925.82882707321";"917.325677733737";"3037.91985626398";"17.0380642085171";"4.4";"336.25";"88.25"
"7/01/2002 10:00";"6932.96897932171";"918.271390537794";"4664.20824481784";"17.0380642085171";"4.075";"430.75";"72.25"
"7/01/2002 11:00";"0";"0";"156.708194808989";"17.0380642085171";"4.375";"459";"102.25"
"7/01/2002 12:00";"0";"0";"0";"17.0380642085171";"4.8";"482";"100"
"7/01/2002 13:00";"0";"0";"0";"17.0380642085171";"5.275";"469";"101"
"7/01/2002 14:00";"0";"0";"0";"17.0380642085171";"5.175";"430.5";"93.5"
"7/01/2002 15:00";"0";"0";"0";"17.0380642085171";"4.8";"374.75";"71"
"7/01/2002 16:00";"0";"0";"0";"17.0380642085171";"4.475";"259.5";"90.25"
"7/01/2002 17:00";"0";"0";"0";"17.0380642085171";"4.175";"157.75";"54.25"
"7/01/2002 18:00";"0";"0";"0";"17.0380642085171";"3.8";"55.25";"12"
"7/01/2002 19:00";"0";"0";"0";"17.0380642085171";"3.475";"0";"0"
"7/01/2002 20:00";"1470.71102954634";"194.795601452831";"0";"17.0380707622802";"3.775";"0";"0"
"7/01/2002 21:00";"1454.43017594978";"192.639203217696";"0";"17.0380713580034";"4.2";"0";"0"
"7/01/2002 22:00";"1414.73904943936";"187.382115519562";"0";"17.0380713580071";"4.675";"0";"0"
"7/01/2002 23:00";"1367.98187123825";"181.189129632503";"0";"17.0380713580071";"5.85";"0";"0"
"8/01/2002 00:00";"0";"0";"0";"17.0380713580071";"7.175";"0";"0"
"8/01/2002 01:00";"0";"0";"0";"17.0380713580071";"8.55";"0";"0"
"8/01/2002 02:00";"0";"0";"0";"17.0380713580071";"8.075";"0";"0"
"8/01/2002 03:00";"0";"0";"0";"17.0380713580071";"7.05";"0";"0"
"8/01/2002 04:00";"0";"0";"0";"17.0380713580071";"5.975";"0";"0"
"8/01/2002 05:00";"0";"0";"0";"17.0380713580071";"5.7";"0";"0"
"8/01/2002 06:00";"0";"0";"0";"17.0380713580071";"5.7";"25";"11.75"
"8/01/2002 07:00";"0";"0";"0";"17.0380713580071";"5.7";"126.25";"43.75"
"8/01/2002 08:00";"6847.14355171889";"906.903816994136";"2530.56933121404";"17.0838059861462";"5.7";"246";"49.5"
"8/01/2002 09:00";"6922.06564543166";"916.827244515712";"4178.91219999453";"17.0845811514697";"5.7";"335.25";"87.25"
"8/01/2002 10:00";"6954.23132107978";"921.087586627883";"4432.22118841583";"17.0845811514697";"5.7";"429.75";"71.25"
"8/01/2002 11:00";"0";"0";"0";"17.0845811514697";"5.775";"458.25";"101.5"
"8/01/2002 12:00";"0";"0";"0";"17.0845811514697";"5.8";"482";"100"
"8/01/2002 13:00";"0";"0";"0";"17.0845811514697";"5.8";"469";"100.75"
"8/01/2002 14:00";"0";"0";"0";"17.0845811514697";"6.7";"430.5";"92.5"
"8/01/2002 15:00";"0";"0";"0";"17.0845811514697";"7.825";"375.75";"68.25"
"8/01/2002 16:00";"0";"0";"0";"17.0845811514697";"9";"262.5";"83.5"
"8/01/2002 17:00";"0";"0";"0";"17.0845811514697";"9.45";"157.75";"51.75"
"8/01/2002 18:00";"0";"0";"0";"17.0845811514697";"9.575";"55.25";"11.25"
"8/01/2002 19:00";"0";"0";"0";"17.0845811514697";"9.75";"0";"0"
"8/01/2002 20:00";"1413.83825363169";"187.262805160412";"0";"17.0845877524559";"9.425";"0";"0"
"8/01/2002 21:00";"1404.15358958155";"185.980071896966";"0";"17.0845883524716";"8.925";"0";"0"
"8/01/2002 22:00";"1374.85038179597";"182.098863508361";"0";"17.0845883524753";"8.35";"0";"0"
"8/01/2002 23:00";"1335.49816221302";"176.886664015623";"0";"17.0845883524753";"8.2";"0";"0"
"9/01/2002 00:00";"0";"0";"0";"17.0845883524753";"8.2";"0";"0"
"9/01/2002 01:00";"0";"0";"0";"17.0845883524753";"8.2";"0";"0"
"9/01/2002 02:00";"0";"0";"0";"17.0845883524753";"7.3";"0";"0"
"9/01/2002 03:00";"0";"0";"0";"17.0845883524753";"6.1";"0";"0"
"9/01/2002 04:00";"0";"0";"0";"17.0845883524753";"4.9";"0";"0"
"9/01/2002 05:00";"0";"0";"0";"17.0845883524753";"4.9";"0";"0"
"9/01/2002 06:00";"0";"0";"0";"17.0845883524753";"5.225";"24.75";"11.75"
"9/01/2002 07:00";"0";"0";"0";"17.0845883524753";"5.6";"121.5";"52.25"
"9/01/2002 08:00";"6879.52743311259";"911.19306044627";"3281.28671514937";"17.129232332248";"5.775";"234";"75"
"9/01/2002 09:00";"6925.52024127836";"917.284805560822";"3793.22323109645";"17.1299890119552";"5.875";"335.25";"87.25"
"9/01/2002 10:00";"6916.84950218172";"916.136366606168";"4018.91456986834";"17.1299890119552";"5.975";"429.75";"71.25"
"9/01/2002 11:00";"0";"0";"0";"17.1299890119552";"5.925";"458.25";"101.5"
"9/01/2002 12:00";"0";"0";"0";"17.1299890119552";"5.75";"482";"100"
"9/01/2002 13:00";"0";"0";"0";"17.1299890119552";"5.625";"469.25";"100.75"
"9/01/2002 14:00";"0";"0";"0";"17.1299890119552";"5.75";"431.5";"92.75"
"9/01/2002 15:00";"0";"0";"0";"17.1299890119552";"5.95";"376";"70.75"
"9/01/2002 16:00";"0";"0";"0";"17.1299890119552";"6.15";"261.25";"89.25"
"9/01/2002 17:00";"0";"0";"0";"17.1299890119552";"6.2";"158.75";"53.5"
"9/01/2002 18:00";"0";"0";"0";"17.1299890119552";"6.275";"56";"12"
"9/01/2002 19:00";"0";"0";"0";"17.1299890119552";"6.3";"0";"0"
"9/01/2002 20:00";"1362.72262398313";"180.492542599654";"0";"17.12999565904";"6.225";"0";"0"
"9/01/2002 21:00";"1374.04447133873";"181.992120709075";"0";"17.129996263246";"6.125";"0";"0"
"9/01/2002 22:00";"1364.03832043225";"180.666806527772";"0";"17.1299962632497";"6.025";"0";"0"
"9/01/2002 23:00";"1337.89132192261";"177.203637898076";"0";"17.1299962632497";"6";"0";"0"
"10/01/2002 00:00";"0";"0";"0";"17.1299962632497";"6";"0";"0"
"10/01/2002 01:00";"0";"0";"0";"17.1299962632497";"6";"0";"0"
"10/01/2002 02:00";"0";"0";"0";"17.1299962632497";"6.075";"0";"0"
"10/01/2002 03:00";"0";"0";"0";"17.1299962632497";"6.1";"0";"0"
"10/01/2002 04:00";"0";"0";"0";"17.1299962632497";"6.175";"0";"0"
"10/01/2002 05:00";"0";"0";"0";"17.1299962632497";"6.275";"0";"0"
"10/01/2002 06:00";"0";"0";"0";"17.1299962632497";"6.3";"24.5";"11.75"
"10/01/2002 07:00";"0";"0";"0";"17.1299962632497";"6.375";"120.5";"52"
"10/01/2002 08:00";"6833.83060951224";"905.140518472433";"2370.53077310678";"17.1735363728562";"6.85";"233.75";"72.75"
"10/01/2002 09:00";"6897.82749345054";"913.61690251214";"3919.04555394304";"17.1742743428484";"7.375";"336.25";"82.5"
"10/01/2002 10:00";"6929.71530492628";"917.840441528739";"4667.39039675893";"17.1742743428484";"7.95";"428";"70.25"
"10/01/2002 11:00";"0";"0";"0";"17.1742743428484";"8.175";"457.25";"100.25"
"10/01/2002 12:00";"0";"0";"0";"17.1742743428484";"8.2";"481.25";"98"
"10/01/2002 13:00";"0";"0";"0";"17.1742743428484";"8.275";"469.75";"100.5"
"10/01/2002 14:00";"0";"0";"0";"17.1742743428484";"8";"435";"98.25"
"10/01/2002 15:00";"0";"0";"0";"17.1742743428484";"7.6";"383";"80.5"
"10/01/2002 16:00";"0";"0";"0";"17.1742743428484";"7.275";"267.5";"103.25"
"10/01/2002 17:00";"0";"0";"0";"17.1742743428484";"6.9";"168.75";"63.5"
"10/01/2002 18:00";"0";"0";"0";"17.1742743428484";"6.5";"57";"37.5"
"10/01/2002 19:00";"0";"0";"0";"17.1742743428484";"6.1";"0";"0"
"10/01/2002 20:00";"1449.45485778809";"191.980222578906";"0";"17.1742810348938";"5.775";"0";"0"
"10/01/2002 21:00";"1444.44772705855";"191.317028367113";"0";"17.1742816431867";"5.4";"0";"0"
"10/01/2002 22:00";"1414.44581033247";"187.343276014691";"0";"17.1742816431904";"5.075";"0";"0"
"10/01/2002 23:00";"1374.04174477459";"181.991759575791";"0";"17.1742816431904";"4.925";"0";"0"
"11/01/2002 00:00";"0";"0";"0";"17.1742816431904";"4.9";"0";"0"
"11/01/2002 01:00";"0";"0";"0";"17.1742816431904";"4.9";"0";"0"
"11/01/2002 02:00";"0";"0";"0";"17.1742816431904";"4.825";"0";"0"
"11/01/2002 03:00";"0";"0";"0";"17.1742816431904";"4.725";"0";"0"
"11/01/2002 04:00";"0";"0";"0";"17.1742816431904";"4.7";"0";"0"
"11/01/2002 05:00";"0";"0";"0";"17.1742816431904";"4.775";"0";"0"
"11/01/2002 06:00";"0";"0";"0";"17.1742816431904";"4.875";"19.75";"104"
"11/01/2002 07:00";"0";"0";"0";"17.1742816431904";"4.975";"97.75";"415.5"
"11/01/2002 08:00";"6827.76431948782";"904.337038665623";"2121.79471980893";"17.2167049876615";"5.675";"207";"406.25"
"11/01/2002 09:00";"6895.97323874473";"913.371306570172";"3548.46147451987";"17.2174240294786";"6.65";"320.25";"356.25"
"11/01/2002 10:00";"6893.454726108";"913.037729698861";"3591.3727516394";"17.2174240294786";"7.575";"494.25";"210.5"
"11/01/2002 11:00";"0";"0";"0";"17.2174240294786";"8.55";"701.5";"13.25"
"11/01/2002 12:00";"0";"0";"0";"17.2174240294786";"9.475";"699";"10.5"
"11/01/2002 13:00";"0";"0";"0";"17.2174240294786";"10.45";"667.75";"11.75"
"11/01/2002 14:00";"0";"0";"0";"17.2174240294786";"9.425";"599.25";"86"
"11/01/2002 15:00";"0";"0";"0";"17.2174240294786";"7.725";"368.25";"318.75"
"11/01/2002 16:00";"0";"0";"0";"17.2174240294786";"6.025";"231.25";"416.75"
"11/01/2002 17:00";"0";"0";"0";"17.2174240294786";"5.525";"133.75";"339"
"11/01/2002 18:00";"0";"0";"0";"17.2174240294786";"5.5";"62.5";"121.5"
"11/01/2002 19:00";"0";"0";"0";"17.2174240294786";"5.425";"0";"0"
"11/01/2002 20:00";"1366.08098957885";"180.93735795289";"0";"17.2174307653331";"5.475";"0";"0"
"11/01/2002 21:00";"1394.86272987057";"184.749497998317";"0";"17.217431377608";"5.5";"0";"0"
"11/01/2002 22:00";"1418.92402360086";"187.936415135513";"0";"17.2174313776118";"5.575";"0";"0"
"11/01/2002 23:00";"1435.33884431492";"190.110557308584";"0";"17.2174313776118";"5.45";"0";"0"
"12/01/2002 00:00";"0";"0";"0";"17.2174313776118";"5.25";"0";"0"
"12/01/2002 01:00";"0";"0";"0";"17.2174313776118";"5.05";"0";"0"
"12/01/2002 02:00";"0";"0";"0";"17.2174313776118";"4.925";"0";"0"
"12/01/2002 03:00";"0";"0";"0";"17.2174313776118";"4.9";"0";"0"
"12/01/2002 04:00";"0";"0";"0";"17.2174313776118";"4.825";"0";"0"
"12/01/2002 05:00";"0";"0";"0";"17.2174313776118";"4.575";"0";"0"
"12/01/2002 06:00";"0";"0";"0";"17.2174313776118";"4.35";"21.75";"82"
"12/01/2002 07:00";"0";"0";"0";"17.2174313776118";"4.075";"97.75";"361"
"12/01/2002 08:00";"7060.25049174086";"935.129820417906";"0";"17.2587253929584";"4.675";"178.5";"477.5"
"12/01/2002 09:00";"6837.59422785516";"905.639009531533";"1993.38905630737";"17.2594252934514";"5.5";"261";"526.5"
"12/01/2002 10:00";"6848.51398374861";"907.085330647135";"2018.99793158359";"17.2594252934514";"6.375";"361.5";"505.25"
"12/01/2002 11:00";"0";"0";"0";"17.2594252934514";"6.375";"431.75";"462.75"
"12/01/2002 12:00";"0";"0";"0";"17.2594252934514";"6.15";"468";"424.5"
"12/01/2002 13:00";"0";"0";"0";"17.2594252934514";"5.875";"455.75";"417.5"
"12/01/2002 14:00";"0";"0";"0";"17.2594252934514";"5.65";"388.75";"479.5"
"12/01/2002 15:00";"0";"0";"0";"17.2594252934514";"5.45";"287.5";"561"
"12/01/2002 16:00";"0";"0";"0";"17.2594252934514";"5.25";"151";"683.5"
"12/01/2002 17:00";"0";"0";"0";"17.2594252934514";"5.05";"71.5";"684.5"
"12/01/2002 18:00";"0";"0";"0";"17.2594252934514";"4.85";"38";"397.5"
"12/01/2002 19:00";"0";"0";"0";"17.2594252934514";"4.65";"0";"0"
"12/01/2002 20:00";"1416.31380319838";"187.590691575269";"0";"17.2594320719697";"4.825";"0";"0"
"12/01/2002 21:00";"1434.47593013957";"189.996264369717";"0";"17.2594326881253";"5.05";"0";"0"
"12/01/2002 22:00";"1446.72948575263";"191.619247190699";"0";"17.2594326881291";"5.325";"0";"0"
"12/01/2002 23:00";"1455.40701574689";"192.7685855994";"0";"17.2594326881291";"5.625";"0";"0"
"13/01/2002 00:00";"0";"0";"0";"17.2594326881291";"5.85";"0";"0"
"13/01/2002 01:00";"0";"0";"0";"17.2594326881291";"6.125";"0";"0"
