,Año,*Mes,*Día,*Hora,*Minuto,Orígen de datos e incertidumbre,*Tseca(°C),*Trocío(°C),*HR(%),*Patm(Pa),RadHorExtrat(Wh/m²),RadNorExtrat(Wh/m²),*RadInfrCielo(Wh/m²),RadGloHor(Wh/m²),*RadDirNor(Wh/m²),*RadDifHor(Wh/m²),IllumGloHor(lux),IllumDirNor(lux),IllumDifHor(lux),LuminZenith(Cd/m²),*DirVien(°),*VelVien(m/s),CobCielTot(x/10),*CobCielOpac(x/10),Visib(km),AltTech(m),*PresWeathObs,*PresWeathCodes,AguaPrec(mm),ProfÓptAeros(.001),*ProfNiev(cm),DíasUltNev,Albedo(.01),*ProfPrecLiq(mm),CantPrecLiq(hr),tem_hum
0,2002,1,1,1,60,C9C9C9*0*0?9?9?9?9?9?9?9A7A7A7A7A7A7*0E8*0*0,4.1,1.6,72,67917,0,1415,335,0,0,0,0,0,0,0,0,0.0,10,10,20.0,1500,9,999999999,0,0.059,0,88,0.1,0,1,1.6231310840054842
1,2002,1,1,2,60,C9C9C9*0*0?9?9?9?9?9?9?9*0B8B8B8B8*0*0E8*0*0,3.8,1.2,70,67917,0,1415,337,0,0,0,0,0,0,0,0,0.0,10,10,20.0,1500,9,999999999,0,0.059,0,88,0.1,0,1,1.1882926300776848
2,2002,1,1,3,60,C9C9C9*0*0?9?9?9?9?9?9?9*0B8B8B8B8*0*0E8*0*0,3.7,1.0,69,67917,0,1415,330,0,0,0,0,0,0,0,0,0.0,10,9,20.0,1500,9,999999999,0,0.059,0,88,0.1,0,1,1.0194344472452581
3,2002,1,1,4,60,C9C9C9*0*0?9?9?9?9?9?9?9*0B8B8B8B8*0*0E8*0*0,3.7,0.9,68,67917,0,1415,333,0,0,0,0,0,0,0,0,0.0,10,9,20.0,1500,9,999999999,0,0.059,0,88,0.1,0,1,0.9442607562363721
4,2002,1,1,5,60,C9C9C9*0*0?9?9?9?9?9?9?9*0B8B8B8B8*0*0E8*0*0,3.6,0.9,68,67917,0,1415,328,0,0,0,0,0,0,0,0,0.0,10,8,20.0,1500,9,999999999,0,0.059,0,88,0.1,0,1,0.8517174269049059
5,2002,1,1,6,60,C9C9C9*0*0H9H9H9I9I9I9I9*0B8B8B8B8*0*0E8*0*0,3.5,0.8,68,67917,49,1415,329,9,0,9,1000,0,1000,300,0,0.0,10,8,20.0,1500,9,999999999,0,0.059,0,88,0.1,0,1,0.7591740431078309
6,2002,1,1,7,60,A7A7E8*0*0G9G9G9I9I9I9I9A7A7A7A7A7A7*0E8*0*0,3.4,0.4,65,67917,344,1415,331,110,96,87,12500,7500,10700,1900,0,0.0,10,7,20.0,1500,9,999999999,0,0.059,0,88,0.1,0,1,0.44716507816977824
7,2002,1,1,8,60,B8B8E8*0*0H9H9H9I9I9I9I9*0B8B8B8B8*0*0E8*0*0,3.3,0.2,63,67917,659,1415,340,248,34,232,28400,2300,26700,9550,0,0.0,10,8,13.3,1500,9,999999999,0,0.059,0,88,0.1,0,1,0.21268571085729526
8,2002,1,1,9,60,B8B8E8*0*0H9H9H9I9I9I9I9*0B8B8B8B8*0*0E8*0*0,3.3,0.1,61,67917,938,1415,350,374,90,315,41800,8600,36200,11350,0,0.0,10,9,6.7,1500,9,999999999,0,0.059,0,88,0.1,0,1,0.0720341159342901
9,2002,1,1,10,60,A7A7E8*0*0G9G9G9I9I9I9I9A7A7A7A7A7A7*0E8*0*0,3.8,0.5,60,67917,1161,1415,364,476,60,426,53200,5800,49000,18260,0,0.0,10,10,0.0,1500,9,999999999,0,0.059,0,88,0.1,0,1,0.45190358042452594
10,2002,1,1,11,60,B8B8E8*0*0H9H9H9I9I9I9I9*0B8B8B8B8*0*0E8*0*0,5.5,1.5,53,67917,1314,1415,358,579,6,573,68100,500,67900,25370,0,0.0,9,9,6.7,1500,9,999999999,0,0.059,0,88,0.1,0,1,1.451495394821646
11,2002,1,1,12,60,B8B8E8*0*0H9H9H9I9I9I9I9*0B8B8B8B8*0*0E8*0*0,8.0,3.2,48,67917,1387,1415,355,650,7,643,76500,600,76200,27890,0,0.0,8,8,13.3,1500,9,999999999,0,0.059,0,88,0.1,0,1,3.21577003286649
12,2002,1,1,13,60,A7A7E8*0*0G9G9G9I9I9I9I9A7A7A7A7A7A7*0E8*0*0,10.3,4.7,43,67917,1373,1415,353,680,9,671,79600,800,79100,28580,0,0.0,7,7,20.0,1500,9,999999999,0,0.059,0,88,0.1,0,1,4.710049786499306
13,2002,1,1,14,60,B8B8E8*0*0H9H9H9I9I9I9I9*0B8B8B8B8*0*0E8*0*0,12.2,6.3,43,67917,1276,1415,359,610,104,516,68100,10100,59000,25540,0,0.0,8,8,20.0,1500,9,999999999,0,0.059,0,88,0.1,0,1,6.283559744639705
14,2002,1,1,15,60,B8B8E8*0*0H9H9H9I9I9I9I9*0B8B8B8B8*0*0E8*0*0,13.3,7.2,43,67917,1100,1415,359,503,99,426,56100,9600,48800,17060,0,0.0,8,8,20.0,1500,9,999999999,0,0.059,0,88,0.1,0,1,7.194519285011806
15,2002,1,1,16,60,A7A7E8*0*0G9G9G9I9I9I9I9A7A7A7A7A7A7*0E8*0*0,13.6,7.4,43,67917,857,1415,366,369,139,285,41500,13700,33800,7740,0,0.0,9,9,20.0,1500,9,999999999,0,0.059,0,88,0.1,0,1,7.442960409812089
16,2002,1,1,17,60,B8B8E8*0*0H9H9H9I9I9I9I9*0B8B8B8B8*0*0E8*0*0,13.1,7.3,46,67917,566,1415,362,226,75,196,25100,6800,22400,5720,0,1.7,9,9,20.0,1500,9,999999999,0,0.059,0,88,0.1,0,1,7.346508430827964
17,2002,1,1,18,60,B8B8E8*0*0H9H9H9I9I9I9I9*0B8B8B8B8*0*0E8*0*0,12.1,6.8,49,67917,244,1415,357,76,34,70,8500,2500,8100,1830,0,3.4,9,9,20.0,1500,9,999999999,0,0.059,0,88,0.1,0,1,6.80640509573632
18,2002,1,1,19,60,A7A7E8*0*0G9G9G9I9I9I9I9A7A7A7A7A7A7*0E8*0*0,10.7,6.0,53,67917,9,1415,352,2,0,2,200,0,200,70,330,5.1,9,9,20.0,1500,9,999999999,0,0.059,0,88,0.1,0,1,5.987031789729048
19,2002,1,1,20,60,B8B8E8*0*0?9?9?9?9?9?9?9*0B8B8B8B8*0*0E8*0*0,9.4,4.9,53,67917,0,1415,343,0,0,0,0,0,0,0,330,4.3,8,8,19.7,1500,9,999999999,0,0.059,0,88,0.1,0,1,4.85316948304887
20,2002,1,1,21,60,B8B8E8*0*0?9?9?9?9?9?9?9*0B8B8B8B8*0*0E8*0*0,8.0,3.7,54,67917,0,1415,335,0,0,0,0,0,0,0,330,3.4,7,7,19.3,1500,9,999999999,0,0.059,0,88,0.1,0,1,3.7161116421700395
21,2002,1,1,22,60,B8B8E8*0*0?9?9?9?9?9?9?9*0B8B8B8B8*0*0E8*0*0,6.6,2.6,55,67917,0,1415,330,0,0,0,0,0,0,0,330,2.6,6,6,19.0,1500,9,999999999,0,0.059,0,88,0.1,0,1,2.5682850798204395
22,2002,1,1,23,60,B8B8E8*0*0?9?9?9?9?9?9?9*0B8B8B8B8*0*0E8*0*0,5.8,1.9,56,67917,0,1415,326,0,0,0,0,0,0,0,330,1.7,5,5,18.7,1500,9,999999999,0,0.059,0,88,0.1,0,1,1.9403510935712962
23,2002,1,1,24,60,B8B8E8*0*0?9?9?9?9?9?9?9*0B8B8B8B8*0*0E8*0*0,4.3,0.7,57,67917,0,1415,324,0,0,0,0,0,0,0,330,0.8,5,5,18.3,1500,9,999999999,0,0.059,0,88,0.1,0,1,0.6853405092443197
24,2002,1,2,1,60,A7A7E8*0*0?9?9?9?9?9?9?9A7A7A7A7A7A7*0E8*0*0,3.8,0.2,57,67917,0,1415,320,0,0,0,0,0,0,0,0,0.0,4,4,18.0,22000,9,999999999,0,0.058,0,88,0.1,0,1,0.24147189352514165
25,2002,1,2,2,60,B8B8E8*0*0?9?9?9?9?9?9?9*0B8B8B8B8*0*0E8*0*0,3.3,0.1,62,67917,0,1415,318,0,0,0,0,0,0,0,0,0.0,5,5,17.0,22000,9,999999999,0,0.058,0,88,0.1,0,1,0.14207689799340173
26,2002,1,2,3,60,B8B8E8*0*0?9?9?9?9?9?9?9*0B8B8B8B8*0*0E8*0*0,3.0,0.2,66,67917,0,1415,314,0,0,0,0,0,0,0,0,0.0,5,5,16.0,22000,9,999999999,0,0.058,0,88,0.1,0,1,0.1521536737772884
27,2002,1,2,4,60,A7A7E8*0*0?9?9?9?9?9?9?9A7A7A7A7A7A7*0E8*0*0,2.8,0.3,71,67917,0,1415,312,0,0,0,0,0,0,0,0,0.0,6,6,15.0,1500,9,999999999,0,0.058,0,88,0.1,0,1,0.3301501836948546
28,2002,1,2,5,60,B8B8E8*0*0?9?9?9?9?9?9?9*0B8B8B8B8*0*0E8*0*0,2.7,0.4,73,67917,0,1415,318,0,0,0,0,0,0,0,0,0.0,7,7,15.0,1500,9,999999999,0,0.058,0,88,0.1,0,1,0.3847251967910639
29,2002,1,2,6,60,B8B8E8*0*0H9H9H9I9I9I9I9*0B8B8B8B8*0*0E8*0*0,2.7,0.5,75,67917,48,1415,332,9,0,9,1000,0,1000,310,0,0.0,9,9,15.0,1500,9,999999999,0,0.058,0,88,0.1,0,1,0.5349702307134567
30,2002,1,2,7,60,A7A7E8*0*0G9G9G9I9I9I9I9A7A7A7A7A7A7*0E8*0*0,2.6,0.5,76,67917,342,1415,344,109,95,86,12400,7400,10700,1880,0,0.0,10,10,15.0,1200,0,993999999,0,0.058,0,88,0.1,0,1,0.515991251212987
31,2002,1,2,8,60,B8B8E8*0*0H9H9H9I9I9I9I9*0B8B8B8B8*0*0E8*0*0,2.5,0.3,74,67917,657,1415,336,251,68,219,27900,6300,25200,6750,0,0.0,10,9,15.5,1200,9,999999999,0,0.058,0,88,0.1,0,1,0.2708749289884125
32,2002,1,2,9,60,B8B8E8*0*0H9H9H9I9I9I9I9*0B8B8B8B8*0*0E8*0*0,2.4,0.0,72,67917,936,1415,338,384,107,314,42900,10200,36100,11300,0,0.0,10,9,16.0,1200,9,999999999,0,0.058,0,88,0.1,0,1,0.029132203985835048
33,2002,1,2,10,60,B8B8E8*0*0H9H9H9I9I9I9I9*0B8B8B8B8*0*0E8*0*0,2.4,-0.1,70,67917,1160,1415,332,497,72,437,55500,7000,50200,18640,0,0.0,9,8,16.5,1200,9,999999999,0,0.058,0,88,0.1,0,1,-0.1159902611166359
34,2002,1,2,11,60,B8B8E8*0*0H9H9H9I9I9I9I9*0B8B8B8B8*0*0E8*0*0,3.1,0.5,69,67917,1314,1415,328,578,128,459,65800,12900,53500,24800,0,0.0,9,7,17.0,1200,9,999999999,0,0.058,0,88,0.1,0,1,0.4623016485157123
35,2002,1,2,12,60,B8B8E8*0*0H9H9H9I9I9I9I9*0B8B8B8B8*0*0E8*0*0,5.1,2.2,67,67917,1387,1415,330,622,132,493,70900,13300,57200,38790,0,0.0,9,7,17.5,1200,9,999999999,0,0.058,0,88,0.1,0,1,2.1607792225425424
36,2002,1,2,13,60,A7A7E8*0*0G9G9G9I9I9I9I9A7A7A7A7A7A7*0E8*0*0,7.6,4.3,65,67917,1374,1415,327,625,141,488,71100,14100,56700,35060,0,0.0,9,6,18.0,1200,9,999999999,0,0.058,0,88,0.1,0,1,4.29342884982724
37,2002,1,2,14,60,B8B8E8*0*0H9H9H9I9I9I9I9*0B8B8B8B8*0*0E8*0*0,9.7,6.3,66,67917,1277,1415,333,560,73,494,62700,7100,56700,24620,0,0.0,9,7,17.0,1200,9,999999999,0,0.058,0,88,0.1,0,1,6.3097022759584345
38,2002,1,2,15,60,B8B8E8*0*0H9H9H9I9I9I9I9*0B8B8B8B8*0*0E8*0*0,11.3,7.8,66,67917,1101,1415,336,461,69,408,51600,6600,46800,16440,0,0.0,10,7,16.0,1200,9,999999999,0,0.058,0,88,0.1,0,1,7.780128764981624
39,2002,1,2,16,60,A7A7E8*0*0G9G9G9I9I9I9I9A7A7A7A7A7A7*0E8*0*0,12.4,8.9,67,67917,860,1415,338,338,90,283,37800,8500,32700,9760,0,0.0,10,7,15.0,1200,9,999999999,0,0.058,0,88,0.1,0,1,8.893137437320775
40,2002,1,2,17,60,B8B8E8*0*0H9H9H9I9I9I9I9*0B8B8B8B8*0*0E8*0*0,12.9,9.4,67,67917,568,1415,335,220,79,188,24400,7100,21600,5540,0,0.0,9,7,15.0,1200,9,999999999,0,0.058,0,88,0.1,0,1,9.354249339541841
41,2002,1,2,18,60,B8B8E8*0*0H9H9H9I9I9I9I9*0B8B8B8B8*0*0E8*0*0,12.7,9.2,67,67917,247,1415,329,79,52,70,8800,3800,8100,1820,0,0.0,8,6,15.0,1200,9,999999999,0,0.058,0,88,0.1,0,1,9.169804697281847
42,2002,1,2,19,60,A7A7E8*0*0G9G9G9I9I9I9I9A7A7A7A7A7A7*0E8*0*0,11.6,8.2,67,67917,10,1415,324,2,0,2,300,0,300,80,0,0.0,7,5,15.0,2100,9,999999999,0,0.058,0,88,0.1,0,1,8.155356308770312
43,2002,1,2,20,60,B8B8E8*0*0?9?9?9?9?9?9?9*0B8B8B8B8*0*0E8*0*0,9.5,6.4,69,67917,0,1415,320,0,0,0,0,0,0,0,0,0.0,6,4,16.0,2100,9,999999999,0,0.058,0,88,0.1,0,1,6.404961321396987
44,2002,1,2,21,60,B8B8E8*0*0?9?9?9?9?9?9?9*0B8B8B8B8*0*0E8*0*0,7.1,4.3,71,67917,0,1415,317,0,0,0,0,0,0,0,0,0.0,4,3,17.0,2100,9,999999999,0,0.058,0,88,0.1,0,1,4.349153418907729
45,2002,1,2,22,60,A7A7E8*0*0?9?9?9?9?9?9?9A7A7A7A7A7A7*0E8*0*0,5.3,2.8,73,67917,0,1415,313,0,0,0,0,0,0,0,0,0.0,2,2,18.0,22000,9,999999999,0,0.058,0,88,0.1,0,1,2.830252268137702
46,2002,1,2,23,60,B8B8E8*0*0?9?9?9?9?9?9?9*0B8B8B8B8*0*0E8*0*0,4.6,2.3,74,67917,0,1415,317,0,0,0,0,0,0,0,0,0.0,4,4,18.0,22000,9,999999999,0,0.058,0,88,0.1,0,1,2.25220870374541
47,2002,1,2,24,60,B8B8E8*0*0?9?9?9?9?9?9?9*0B8B8B8B8*0*0E8*0*0,3.6,1.4,75,67917,0,1415,320,0,0,0,0,0,0,0,0,0.0,6,6,18.0,22000,9,999999999,0,0.058,0,88,0.1,0,1,1.3866911015916372
48,2002,1,3,1,60,A7A7E8*0*0?9?9?9?9?9?9?9A7A7A7A7A7A7*0E8*0*0,3.3,1.2,76,67917,0,1415,322,0,0,0,0,0,0,0,0,0.0,7,7,18.0,1500,9,999999999,0,0.057,0,88,0.1,0,1,1.1804175762057723
49,2002,1,3,2,60,B8B8E8*0*0?9?9?9?9?9?9?9*0B8B8B8B8*0*0E8*0*0,3.0,1.1,78,67917,0,1415,319,0,0,0,0,0,0,0,0,0.0,7,7,18.7,1500,9,999999999,0,0.057,0,88,0.1,0,1,1.0508159840922051
50,2002,1,3,3,60,B8B8E8*0*0?9?9?9?9?9?9?9*0B8B8B8B8*0*0E8*0*0,2.9,1.0,79,67917,0,1415,316,0,0,0,0,0,0,0,0,0.0,7,7,19.3,1500,9,999999999,0,0.057,0,88,0.1,0,1,1.0334331198726119
51,2002,1,3,4,60,A7A7E8*0*0?9?9?9?9?9?9?9A7A7A7A7A7A7*0E8*0*0,2.7,0.9,80,67917,0,1415,312,0,0,0,0,0,0,0,0,0.0,7,7,20.0,1500,9,999999999,0,0.057,0,88,0.1,0,1,0.9200233324904463
52,2002,1,3,5,60,B8B8E8*0*0?9?9?9?9?9?9?9*0B8B8B8B8*0*0E8*0*0,2.5,0.5,77,67917,0,1415,314,0,0,0,0,0,0,0,0,0.0,7,7,20.0,1500,9,999999999,0,0.057,0,88,0.1,0,1,0.49699471025916253
53,2002,1,3,6,60,B8B8E8*0*0H9H9H9I9I9I9I9*0B8B8B8B8*0*0E8*0*0,2.5,0.3,74,67917,46,1415,316,10,0,10,1100,0,1100,330,0,0.0,7,7,20.0,1500,9,999999999,0,0.057,0,88,0.1,0,1,0.2708749289884125
54,2002,1,3,7,60,A7A7E8*0*0G9G9G9I9I9I9I9A7A7A7A7A7A7*0E8*0*0,2.4,0.0,72,67917,339,1415,318,128,124,99,14400,9700,12000,2150,0,0.0,7,7,20.0,1800,9,999999999,0,0.057,0,88,0.1,0,1,0.029132203985835048
55,2002,1,3,8,60,B8B8E8*0*0H9H9H9I9I9I9I9*0B8B8B8B8*0*0E8*0*0,2.1,-0.9,63,67917,654,1415,329,292,128,232,32500,12200,27600,5640,0,0.0,7,7,20.0,1800,9,999999999,0,0.057,0,88,0.1,0,1,-0.8782510338791081
56,2002,1,3,9,60,B8B8E8*0*0H9H9H9I9I9I9I9*0B8B8B8B8*0*0E8*0*0,2.0,-1.5,55,67917,934,1415,339,441,188,317,49700,18700,37500,9120,0,0.0,7,7,20.0,1800,9,999999999,0,0.057,0,88,0.1,0,1,-1.4803056455893473
57,2002,1,3,10,60,A7A7E8*0*0G9G9G9I9I9I9I9A7A7A7A7A7A7*0E8*0*0,2.8,-1.2,48,67917,1159,1415,349,562,119,464,62800,11600,53100,19610,0,0.0,7,7,20.0,1800,9,999999999,0,0.057,0,88,0.1,0,1,-1.210898250626232
58,2002,1,3,11,60,B8B8E8*0*0H9H9H9I9I9I9I9*0B8B8B8B8*0*0E8*0*0,5.3,1.0,49,67917,1313,1415,357,628,180,461,71400,18100,53700,24880,0,0.0,8,8,19.3,1800,9,999999999,0,0.057,0,88,0.1,0,1,0.9883764638952632
59,2002,1,3,12,60,B8B8E8*0*0H9H9H9I9I9I9I9*0B8B8B8B8*0*0E8*0*0,8.5,3.7,49,67917,1387,1415,359,649,156,495,73900,15700,57500,39040,0,0.0,8,8,18.7,1800,9,999999999,0,0.057,0,88,0.1,0,1,3.726332641129641
60,2002,1,3,13,60,A7A7E8*0*0G9G9G9I9I9I9I9A7A7A7A7A7A7*0E8*0*0,11.1,6.0,49,67917,1375,1415,369,625,140,488,71100,14000,56900,35250,0,0.0,9,9,18.0,1500,0,909999999,0,0.057,0,88,0.1,0,1,5.950841720688441
61,2002,1,3,14,60,B8B8E8*0*0H9H9H9I9I9I9I9*0B8B8B8B8*0*0E8*0*0,12.8,7.4,49,67917,1278,1415,355,609,129,492,68800,12900,57100,23800,0,0.0,8,7,18.0,1500,9,999999999,0,0.057,0,88,0.1,0,1,7.405294217328029
62,2002,1,3,15,60,B8B8E8*0*0H9H9H9I9I9I9I9*0B8B8B8B8*0*0E8*0*0,13.1,7.7,49,67917,1103,1415,347,546,170,413,61500,17000,48300,14230,0,0.0,7,5,18.0,1500,9,999999999,0,0.057,0,88,0.1,0,1,7.661959705015933
63,2002,1,3,16,60,A7A7E8*0*0G9G9G9I9I9I9I9A7A7A7A7A7A7*0E8*0*0,12.4,7.1,49,67917,862,1415,337,435,258,278,48400,25300,34200,6650,0,0.0,6,2,18.0,7500,9,999999999,0,0.057,0,88,0.1,0,1,7.063072379445373
64,2002,1,3,17,60,B8B8E8*0*0H9H9H9I9I9I9I9*0B8B8B8B8*0*0E8*0*0,11.6,7.2,57,67917,570,1415,339,253,166,186,28300,15200,22400,4360,0,3.1,7,4,16.0,7500,9,999999999,0,0.057,0,88,0.1,0,1,7.165599705029814
65,2002,1,3,18,60,B8B8E8*0*0H9H9H9I9I9I9I9*0B8B8B8B8*0*0E8*0*0,10.5,7.1,67,67917,249,1415,337,82,59,72,9200,4200,8300,1870,0,6.2,8,5,14.0,7500,9,999999999,0,0.057,0,88,0.1,0,1,7.140902937244039
66,2002,1,3,19,60,A7A7E8*0*0G9G9G9I9I9I9I9A7A7A7A7A7A7*0E8*0*0,9.2,7.0,78,67917,10,1415,336,2,0,2,300,0,300,80,360,9.3,9,6,12.0,1500,9,999999999,0,0.057,0,88,0.1,0,1,6.969962299524052
67,2002,1,3,20,60,B8B8E8*0*0?9?9?9?9?9?9?9*0B8B8B8B8*0*0E8*0*0,7.3,5.2,79,67917,0,1415,333,0,0,0,0,0,0,0,360,7.7,9,6,12.5,1500,9,999999999,0,0.057,0,88,0.1,0,1,5.246058381045961
68,2002,1,3,21,60,B8B8E8*0*0?9?9?9?9?9?9?9*0B8B8B8B8*0*0E8*0*0,5.5,3.5,79,67917,0,1415,333,0,0,0,0,0,0,0,360,6.2,8,7,13.0,1500,9,999999999,0,0.057,0,88,0.1,0,1,3.522719517082944
69,2002,1,3,22,60,B8B8E8*0*0?9?9?9?9?9?9?9*0B8B8B8B8*0*0E8*0*0,4.4,2.6,80,67917,0,1415,330,0,0,0,0,0,0,0,360,4.6,8,7,13.5,1500,9,999999999,0,0.057,0,88,0.1,0,1,2.552183892775842
70,2002,1,3,23,60,B8B8E8*0*0?9?9?9?9?9?9?9*0B8B8B8B8*0*0E8*0*0,4.0,2.2,80,67917,0,1415,326,0,0,0,0,0,0,0,360,3.1,8,7,14.0,1500,9,999999999,0,0.057,0,88,0.1,0,1,2.1681470005349297
71,2002,1,3,24,60,B8B8E8*0*0?9?9?9?9?9?9?9*0B8B8B8B8*0*0E8*0*0,3.3,1.6,81,67917,0,1415,323,0,0,0,0,0,0,0,360,1.5,8,7,14.5,1500,9,999999999,0,0.057,0,88,0.1,0,1,1.5762643426604477
72,2002,1,4,1,60,A7A7E8*0*0?9?9?9?9?9?9?9A7A7A7A7A7A7*0E8*0*0,3.1,1.4,81,67917,0,1415,320,0,0,0,0,0,0,0,0,0.0,7,7,15.0,1500,9,999999999,0,0.056,0,88,0.1,0,1,1.3837173854942169
73,2002,1,4,2,60,B8B8E8*0*0?9?9?9?9?9?9?9*0B8B8B8B8*0*0E8*0*0,2.8,1.1,81,67917,0,1415,322,0,0,0,0,0,0,0,0,0.0,8,8,14.0,1500,9,999999999,0,0.056,0,88,0.1,0,1,1.0948966973382337
74,2002,1,4,3,60,B8B8E8*0*0?9?9?9?9?9?9?9*0B8B8B8B8*0*0E8*0*0,2.7,1.0,81,67917,0,1415,327,0,0,0,0,0,0,0,0,0.0,9,9,13.0,1500,9,999999999,0,0.056,0,88,0.1,0,1,0.9986230668287313
75,2002,1,4,4,60,A7A7E8*0*0?9?9?9?9?9?9?9A7A7A7A7A7A7*0E8*0*0,2.5,0.7,80,67917,0,1415,333,0,0,0,0,0,0,0,0,0.0,10,10,12.0,1200,0,909999999,0,0.056,0,88,0.1,0,1,0.7280037833303581
76,2002,1,4,5,60,B8B8E8*0*0?9?9?9?9?9?9?9*0B8B8B8B8*0*0E8*0*0,2.4,0.9,83,67917,0,1415,330,0,0,0,0,0,0,0,0,0.0,10,10,11.3,1200,9,999999999,0,0.056,0,88,0.1,0,1,0.8670098903088643
77,2002,1,4,6,60,B8B8E8*0*0H9H9H9I9I9I9I9*0B8B8B8B8*0*0E8*0*0,2.3,1.0,86,67917,44,1415,327,8,0,8,900,0,900,280,0,0.0,10,10,10.7,1200,9,999999999,0,0.056,0,88,0.1,0,1,1.0092052591026182
78,2002,1,4,7,60,A7A7E8*0*0G9G9G9I9I9I9I9A7A7A7A7A7A7*0E8*0*0,2.3,1.3,90,67917,336,1415,323,108,97,85,12200,7500,10400,1840,0,0.0,10,10,10.0,1200,0,909999999,0,0.056,0,88,0.1,0,1,1.3350852952944372
79,2002,1,4,8,60,B8B8E8*0*0H9H9H9I9I9I9I9*0B8B8B8B8*0*0E8*0*0,2.3,1.1,87,67917,652,1415,317,246,34,230,28100,2400,26400,9420,0,0.0,10,9,13.3,1200,9,999999999,0,0.056,0,88,0.1,0,1,1.08990719078309
80,2002,1,4,9,60,B8B8E8*0*0H9H9H9I9I9I9I9*0B8B8B8B8*0*0E8*0*0,2.4,1.0,85,67917,932,1415,308,372,96,309,41600,9200,35600,11140,0,0.0,10,7,16.7,1200,9,999999999,0,0.056,0,88,0.1,0,1,1.0263166453144175
81,2002,1,4,10,60,A7A7E8*0*0G9G9G9I9I9I9I9A7A7A7A7A7A7*0E8*0*0,3.1,1.5,83,67917,1157,1415,307,475,61,425,53100,5900,48800,18140,0,0.0,10,6,20.0,1500,9,999999999,0,0.056,0,88,0.1,0,1,1.5445483733397332
82,2002,1,4,11,60,B8B8E8*0*0H9H9H9I9I9I9I9*0B8B8B8B8*0*0E8*0*0,5.2,3.2,79,67917,1313,1415,312,546,102,451,61100,9900,51900,24400,0,0.0,10,6,18.3,1500,9,999999999,0,0.056,0,88,0.1,0,1,3.235495347341036
83,2002,1,4,12,60,B8B8E8*0*0H9H9H9I9I9I9I9*0B8B8B8B8*0*0E8*0*0,8.2,5.7,75,67917,1387,1415,318,579,99,482,65000,9600,55500,33480,0,0.0,10,6,16.7,1500,9,999999999,0,0.056,0,88,0.1,0,1,5.739881332635969
84,2002,1,4,13,60,B8B8E8*0*0H9H9H9I9I9I9I9*0B8B8B8B8*0*0E8*0*0,10.9,8.0,72,67917,1376,1415,323,574,99,477,64400,9600,55000,31310,0,0.0,10,6,15.0,1500,9,999999999,0,0.056,0,88,0.1,0,1,7.9990035002650295
85,2002,1,4,14,60,B8B8E8*0*0H9H9H9I9I9I9I9*0B8B8B8B8*0*0E8*0*0,13.0,9.7,69,67917,1279,1415,325,530,102,437,59400,9900,50300,22160,0,0.0,10,5,13.3,1500,9,999999999,0,0.056,0,88,0.1,0,1,9.654778695602364
86,2002,1,4,15,60,B8B8E8*0*0H9H9H9I9I9I9I9*0B8B8B8B8*0*0E8*0*0,14.0,10.3,66,67917,1105,1415,331,450,61,402,50300,5900,46200,16300,0,0.0,10,5,11.7,1500,9,999999999,0,0.056,0,88,0.1,0,1,10.26144867257198
87,2002,1,4,16,60,A7A7E8*0*0G9G9G9I9I9I9I9A7A7A7A7A7A7*0E8*0*0,14.2,10.1,63,67917,863,1415,336,340,90,285,38000,8500,32800,9830,0,0.0,10,5,10.0,2100,9,999999999,0,0.056,0,88,0.1,0,1,10.121632152603107
88,2002,1,4,17,60,B8B8E8*0*0H9H9H9I9I9I9I9*0B8B8B8B8*0*0E8*0*0,13.9,10.1,65,67917,572,1415,328,209,64,183,23300,5800,21100,5440,0,0.0,10,4,13.3,2100,9,999999999,0,0.056,0,88,0.1,0,1,10.062655736545386
89,2002,1,4,18,60,B8B8E8*0*0H9H9H9I9I9I9I9*0B8B8B8B8*0*0E8*0*0,13.0,9.6,68,67917,251,1415,320,73,14,70,8200,200,8000,2570,0,0.0,10,3,16.7,2100,9,999999999,0,0.056,0,88,0.1,0,1,9.55058023034803
90,2002,1,4,19,60,A7A7E8*0*0G9G9G9I9I9I9I9A7A7A7A7A7A7*0E8*0*0,11.0,7.9,70,67917,11,1415,311,2,0,2,200,0,200,80,0,0.0,10,2,20.0,2100,9,999999999,0,0.056,0,88,0.1,0,1,7.895890192709858
91,2002,1,4,20,60,B8B8E8*0*0?9?9?9?9?9?9?9*0B8B8B8B8*0*0E8*0*0,8.5,5.7,72,67917,0,1415,312,0,0,0,0,0,0,0,0,0.0,8,3,20.0,2100,9,999999999,0,0.056,0,88,0.1,0,1,5.748716375661882
92,2002,1,4,21,60,B8B8E8*0*0?9?9?9?9?9?9?9*0B8B8B8B8*0*0E8*0*0,6.4,4.0,74,67917,0,1415,311,0,0,0,0,0,0,0,0,0.0,7,4,20.0,2100,9,999999999,0,0.056,0,88,0.1,0,1,3.9504802800917798
93,2002,1,4,22,60,A7A7E8*0*0?9?9?9?9?9?9?9A7A7A7A7A7A7*0E8*0*0,4.9,2.7,76,67917,0,1415,310,0,0,0,0,0,0,0,0,0.0,5,5,20.0,22000,9,999999999,0,0.056,0,88,0.1,0,1,2.699099023355199
