"Date/Time";"Walls";"Ground Floors";"Partitions (int)";"Roofs";"Mech Vent + Nat Vent + Infiltration";"External Infiltration";"External Vent.";"Zone Heating";"General Lighting";"Occupancy";"Zone Sensible Heating";"Zone Sensible Cooling";"Air Temperature";"Radiant Temperature";"Operative Temperature";"Lighting";"Heating (Gas)";"DHW (Electricity)";"Outside Dry-Bulb Temperature";
;"kW";"kW";"kW";"kW";"ac/h";"kW";"kW";"kW";"kW";"kW";"kW";"kW";"°C";"°C";"°C";"kW";"kW";"kW";"°C";
"1/01/2002 01:00:00";"-0.781658";"0.169627";"1.145322";"-0.03951";"2.094381";"-0.87413";"0";"0";"0";"1.444162";"0";"-1.656369";"20.97438";"22.03716";"21.50577";"0";"0";"0.697974";"10.525";
"1/01/2002 02:00:00";"-0.84204";"0.425228";"1.275066";"0.018896";"2.098889";"-0.892517";"0";"0";"0";"1.485745";"0";"-1.686962";"20.54826";"21.59324";"21.07075";"0";"0";"0.697974";"9.9";
"1/01/2002 03:00:00";"-0.897781";"0.545698";"1.099957";"-0.0547";"2.095672";"-0.82922";"0";"0";"0";"1.501206";"0";"-1.569562";"20.28451";"21.21783";"20.75117";"0";"0";"0.697974";"10.375";
"1/01/2002 04:00:00";"-0.904002";"0.646776";"0.954699";"-0.139102";"2.093121";"-0.768331";"0";"0";"0";"1.514721";"0";"-1.457088";"20.07287";"20.89377";"20.48332";"0";"0";"0.697974";"10.875";
"1/01/2002 05:00:00";"-0.886843";"0.721224";"0.81849";"-0.223229";"2.09107";"-0.717045";"0";"0";"0";"1.525257";"0";"-1.362153";"19.89643";"20.61792";"20.25718";"0";"0";"0.697974";"11.3";
"1/01/2002 06:00:00";"-0.855258";"0.777155";"0.699554";"-0.295982";"2.089549";"-0.676433";"0";"0";"0";"1.534019";"0";"-1.286854";"19.74357";"20.3848";"20.06419";"0";"0";"0.697974";"11.625";
"1/01/2002 07:00:00";"-0.686125";"0.765496";"0.488548";"-0.330121";"2.087471";"-0.588487";"0";"0";"0";"1.538566";"0";"-1.123958";"19.76344";"20.25216";"20.0078";"0";"0";"0.697974";"12.675";
"1/01/2002 08:00:00";"-0.572018";"0.422463";"-0.292356";"-0.469119";"1.401277";"-0.588912";"0";"0";"1.02441";"1.50974";"0";"-0.5643378";"20.63964";"20.39477";"20.51721";"1.02441";"0";"0.34898";"13.525";
"1/01/2002 09:00:00";"-0.337845";"0.136792";"-0.788389";"-0.325002";"1.057744";"-0.582288";"0";"0";"1.02441";"1.468332";"0";"-0.2797049";"21.19985";"20.75749";"20.97867";"1.02441";"0";"0.17449";"14.15";
"1/01/2002 10:00:00";"-0.133396";"-0.143641";"-1.145148";"-0.066585";"0.7145181";"-0.580137";"0";"0";"1.02441";"1.430528";"0";"0";"21.86496";"21.21883";"21.5419";"1.02441";"0";"0";"14.825";
"1/01/2002 11:00:00";"0.166696";"-0.298201";"-1.066226";"0.403276";"0.7161165";"-0.519384";"0";"0";"0";"1.40424";"0";"0";"22.0735";"21.67828";"21.87589";"0";"0";"0";"15.75";
"1/01/2002 12:00:00";"0.330465";"-0.532303";"-1.164435";"0.707143";"0.7137075";"-0.472418";"0";"0";"0";"1.383593";"0";"0";"22.52228";"22.1328";"22.32754";"0";"0";"0";"16.75";
"1/01/2002 13:00:00";"0.422826";"-0.761008";"-1.2566";"0.942693";"0.7140827";"-0.429532";"0";"0";"0";"1.352903";"0";"0";"23.01698";"22.60534";"22.81116";"0";"0";"0";"17.75";
"1/01/2002 14:00:00";"0.410103";"-0.946098";"-1.238002";"1.103102";"0.7144285";"-0.441581";"0";"0";"0";"1.320518";"0";"0";"23.41958";"23.03505";"23.22732";"0";"0";"0";"18";
"1/01/2002 15:00:00";"0.334688";"-1.061455";"-1.079541";"1.15827";"0.7152098";"-0.467935";"0";"0";"0";"1.294891";"0";"0";"23.74294";"23.37858";"23.56076";"0";"0";"0";"18";
"1/01/2002 16:00:00";"0.221675";"-1.118283";"-0.859247";"1.094885";"0.7158632";"-0.487591";"0";"0";"0";"1.273758";"0";"0";"23.98411";"23.62332";"23.80371";"0";"0";"0";"18";
"1/01/2002 17:00:00";"0.04222";"-1.102817";"-0.56663";"0.943895";"0.7179796";"-0.557221";"0";"0";"0";"1.260514";"0";"0";"24.07053";"23.74712";"23.90882";"0";"0";"0";"17.25";
"1/01/2002 18:00:00";"-0.24223";"-0.992473";"-0.176226";"0.71666";"0.7203341";"-0.634693";"0";"0";"0";"1.260713";"0";"0";"23.9919";"23.70936";"23.85063";"0";"0";"0";"16.25";
"1/01/2002 19:00:00";"-0.507253";"-0.821869";"0.210623";"0.443734";"0.7966712";"-0.691539";"-0.068234";"0";"0";"1.273918";"0";"0";"23.65584";"23.53789";"23.59686";"0";"0";"0";"15.25";
"1/01/2002 20:00:00";"-0.690412";"-0.682754";"0.401005";"0.176571";"0.7230529";"-0.729432";"0";"0";"0.204881";"1.291046";"0";"0";"23.62716";"23.32361";"23.47538";"0.204881";"0";"0";"14.775";
"1/01/2002 21:00:00";"-0.773515";"-0.567691";"0.473168";"-0.024271";"0.7234831";"-0.742516";"0";"0";"0.204881";"1.299437";"0";"0";"23.39935";"23.12535";"23.26235";"0.204881";"0";"0";"14.4";
"1/01/2002 22:00:00";"-0.815239";"-0.451164";"0.53114";"-0.136983";"0.723702";"-0.752551";"0";"0";"0.204881";"1.316618";"0";"0";"23.18569";"22.92273";"23.05421";"0.204881";"0";"0";"14.075";
"1/01/2002 23:00:00";"-0.81689";"-0.321981";"0.620451";"-0.178742";"1.067143";"-0.734571";"0";"0";"0.204881";"1.345119";"0";"-0.3525746";"22.65883";"22.70767";"22.68325";"0.204881";"0";"0.17449";"13.775";
"1/01/2002";"-0.767647";"-0.071775";"0.96517";"-0.088901";"1.751885";"-0.693116";"0";"0";"0";"1.398801";"0";"-0.9960338";"21.77167";"22.40518";"22.08843";"0";"0";"0.52348";"13.4";
"2/01/2002 01:00:00";"-0.785602";"0.110544";"1.027724";"-0.089318";"2.093923";"-0.683353";"0";"0";"0";"1.435436";"0";"-1.306988";"21.31969";"22.04469";"21.68219";"0";"0";"0.697974";"13.075";
"2/01/2002 02:00:00";"-0.826651";"0.275956";"1.009843";"-0.136379";"2.095732";"-0.720085";"0";"0";"0";"1.459488";"0";"-1.372546";"20.91248";"21.69514";"21.30381";"0";"0";"0.697974";"12.25";
"2/01/2002 03:00:00";"-0.863074";"0.44798";"1.027788";"-0.173551";"2.095157";"-0.770977";"0";"0";"0";"1.484573";"0";"-1.464108";"20.49208";"21.34412";"20.9181";"0";"0";"0.697974";"11.25";
"2/01/2002 04:00:00";"-0.905826";"0.61346";"1.041434";"-0.202918";"2.094586";"-0.822174";"0";"0";"0";"1.508551";"0";"-1.555748";"20.07096";"20.98766";"20.52931";"0";"0";"0.697974";"10.25";
"2/01/2002 05:00:00";"-0.938008";"0.759225";"1.019626";"-0.236855";"2.092647";"-0.80006";"0";"0";"0";"1.529615";"0";"-1.513735";"19.78041";"20.63715";"20.20878";"0";"0";"0.697974";"10.225";
"2/01/2002 06:00:00";"-0.91832";"0.83753";"0.878639";"-0.301834";"2.090971";"-0.751003";"0";"0";"0";"1.54002";"0";"-1.423341";"19.58048";"20.34258";"19.96153";"0";"0";"0.697974";"10.6";
"2/01/2002 07:00:00";"-0.906161";"0.88505";"0.726535";"-0.304603";"2.089926";"-0.709931";"0";"0";"0";"1.547398";"0";"-1.347964";"19.42346";"20.11095";"19.7672";"0";"0";"0.697974";"10.925";
"2/01/2002 08:00:00";"-1.091136";"0.692673";"0.167337";"-0.501826";"1.405291";"-0.737484";"0";"0";"1.02441";"1.534399";"0";"-0.7012231";"20.06255";"20.02469";"20.04362";"1.02441";"0";"0.34898";"11.225";
"2/01/2002 09:00:00";"-0.702509";"0.419774";"-0.40169";"-0.461533";"1.061751";"-0.743792";"0";"0";"1.02441";"1.506716";"0";"-0.3541236";"20.52493";"20.26852";"20.39673";"1.02441";"0";"0.17449";"11.6";
"2/01/2002 10:00:00";"-0.362508";"0.110692";"-0.915423";"-0.178202";"0.7203929";"-0.773256";"0";"0";"1.02441";"1.470919";"0";"0";"21.21412";"20.69549";"20.95481";"1.02441";"0";"0";"11.925";
"2/01/2002 11:00:00";"-0.113699";"-0.023168";"-0.881963";"0.330079";"0.7227259";"-0.756439";"0";"0";"0";"1.447519";"0";"0";"21.32162";"21.10013";"21.21088";"0";"0";"0";"12.225";
"2/01/2002 12:00:00";"-0.059714";"-0.200253";"-0.9035";"0.682053";"0.7227429";"-0.752683";"0";"0";"0";"1.438541";"0";"0";"21.66338";"21.45568";"21.55953";"0";"0";"0";"12.6";
"2/01/2002 13:00:00";"-0.056794";"-0.374513";"-0.966317";"0.911404";"0.7229168";"-0.752662";"0";"0";"0";"1.415008";"0";"0";"21.99864";"21.81017";"21.9044";"0";"0";"0";"12.925";
"2/01/2002 14:00:00";"-0.028338";"-0.519184";"-0.943272";"1.024345";"0.7226119";"-0.747706";"0";"0";"0";"1.393941";"0";"0";"22.32513";"22.1392";"22.23216";"0";"0";"0";"13.3";
"2/01/2002 15:00:00";"-0.036258";"-0.623939";"-0.851101";"1.022058";"0.7222849";"-0.737153";"0";"0";"0";"1.373098";"0";"0";"22.6096";"22.41295";"22.51127";"0";"0";"0";"13.7";
"2/01/2002 16:00:00";"-0.111887";"-0.674123";"-0.679369";"0.933306";"0.7217704";"-0.72062";"0";"0";"0";"1.356109";"0";"0";"22.82117";"22.60289";"22.71203";"0";"0";"0";"14.1";
"2/01/2002 17:00:00";"-0.238985";"-0.666918";"-0.446677";"0.775922";"0.7231342";"-0.750541";"0";"0";"0";"1.345327";"0";"0";"22.89981";"22.69531";"22.79756";"0";"0";"0";"13.825";
"2/01/2002 18:00:00";"-0.43996";"-0.588518";"-0.143857";"0.567799";"0.7244198";"-0.78281";"0";"0";"0";"1.344796";"0";"0";"22.85152";"22.66506";"22.75829";"0";"0";"0";"13.4";
"2/01/2002 19:00:00";"-0.68271";"-0.452932";"0.175722";"0.316579";"0.7253615";"-0.80915";"0";"0";"0";"1.352217";"0";"0";"22.67897";"22.51347";"22.59622";"0";"0";"0";"12.925";
"2/01/2002 20:00:00";"-0.881748";"-0.327517";"0.368923";"0.03539";"0.7256826";"-0.827072";"0";"0";"0.204881";"1.364723";"0";"0";"22.53283";"22.30558";"22.41921";"0.204881";"0";"0";"12.575";
"2/01/2002 21:00:00";"-0.963417";"-0.20559";"0.490402";"-0.199761";"0.7254529";"-0.827416";"0";"0";"0.204881";"1.376336";"0";"0";"22.30383";"22.09185";"22.19784";"0.204881";"0";"0";"12.35";
"2/01/2002 22:00:00";"-0.992627";"-0.093752";"0.556273";"-0.353778";"0.7254751";"-0.832121";"0";"0";"0.204881";"1.392147";"0";"0";"22.07553";"21.87608";"21.97581";"0.204881";"0";"0";"12.075";
"2/01/2002 23:00:00";"-0.972598";"0.037163";"0.669811";"-0.40046";"1.067978";"-0.812516";"0";"0";"0.204881";"1.420337";"0";"-0.3877766";"21.52976";"21.64655";"21.58815";"0.204881";"0";"0.17449";"11.775";
"2/01/2002";"-0.902318";"0.280339";"0.975181";"-0.315557";"1.751343";"-0.773208";"0";"0";"0";"1.466306";"0";"-1.105064";"20.67094";"21.34088";"21.00591";"0";"0";"0.52348";"11.4";
"3/01/2002 01:00:00";"-0.873858";"0.472678";"1.060138";"-0.264666";"2.092639";"-0.760179";"0";"0";"0";"1.50294";"0";"-1.44619";"20.17951";"20.98275";"20.58113";"0";"0";"0.697974";"11.075";
"3/01/2002 02:00:00";"-0.887154";"0.611094";"0.999511";"-0.262973";"2.094768";"-0.781134";"0";"0";"0";"1.524475";"0";"-1.482379";"19.81098";"20.64803";"20.2295";"0";"0";"0.697974";"10.475";
"3/01/2002 03:00:00";"-0.907297";"0.746138";"0.961541";"-0.269546";"2.093238";"-0.805835";"0";"0";"0";"1.541754";"0";"-1.525198";"19.4605";"20.32775";"19.89413";"0";"0";"0.697974";"9.85";
"3/01/2002 04:00:00";"-0.935102";"0.872087";"0.932368";"-0.28327";"2.091838";"-0.835026";"0";"0";"0";"1.554559";"0";"-1.575993";"19.11049";"20.01345";"19.56197";"0";"0";"0.697974";"9.175";
"3/01/2002 05:00:00";"-0.956974";"0.984201";"0.893977";"-0.307998";"2.089089";"-0.798312";"0";"0";"0";"1.558317";"0";"-1.507042";"18.88066";"19.7078";"19.29423";"0";"0";"0.697974";"9.375";
"3/01/2002 06:00:00";"-0.938103";"1.035517";"0.756724";"-0.37062";"2.086564";"-0.742407";"0";"0";"0";"1.558317";"0";"-1.403698";"18.73086";"19.45342";"19.09214";"0";"0";"0.697974";"9.875";
"3/01/2002 07:00:00";"-0.741948";"1.020064";"0.528768";"-0.390065";"2.084693";"-0.693084";"0";"0";"0";"1.558317";"0";"-1.312663";"18.65717";"19.31644";"18.9868";"0";"0";"0.697974";"10.375";
"3/01/2002 08:00:00";"-0.565999";"0.653245";"-0.288875";"-0.491379";"1.397095";"-0.620072";"0";"0";"1.02441";"1.54943";"0";"-0.5908377";"19.6053";"19.46858";"19.53694";"1.02441";"0";"0.34898";"12.15";
"3/01/2002 09:00:00";"-0.291811";"0.273857";"-0.962737";"-0.364409";"1.054668";"-0.509233";"0";"0";"1.02441";"1.517345";"0";"-0.2444836";"20.44347";"19.90896";"20.17622";"1.02441";"0";"0.17449";"14.275";
"3/01/2002 10:00:00";"-0.026915";"-0.075636";"-1.422583";"-0.078199";"0.709279";"-0.392908";"0";"0";"1.02441";"1.472197";"0";"0";"21.24555";"20.48209";"20.86382";"1.02441";"0";"0";"16.45";
"3/01/2002 11:00:00";"0.245169";"-0.278099";"-1.353679";"0.43477";"0.7106122";"-0.35404";"0";"0";"0";"1.438746";"0";"0";"21.55826";"21.03965";"21.29896";"0";"0";"0";"17.225";
"3/01/2002 12:00:00";"0.30768";"-0.514566";"-1.350661";"0.770963";"0.7094595";"-0.360876";"0";"0";"0";"1.41619";"0";"0";"22.02234";"21.53714";"21.77974";"0";"0";"0";"17.6";
"3/01/2002 13:00:00";"-0.189964";"-0.55238";"-0.978841";"0.793379";"0.7109167";"-0.3597";"0";"0";"0";"1.389128";"0";"0";"22.33761";"21.78404";"22.06083";"0";"0";"0";"17.925";
"3/01/2002 14:00:00";"-0.727805";"-0.387748";"-0.290392";"0.298102";"0.7110537";"-0.352265";"0";"0";"0";"1.384389";"0";"0";"22.24648";"21.68213";"21.9643";"0";"0";"0";"17.925";
"3/01/2002 15:00:00";"-0.187113";"-0.512467";"-0.421026";"0.30862";"0.7121263";"-0.380311";"0";"0";"0";"1.386457";"0";"0";"22.41269";"21.88965";"22.15117";"0";"0";"0";"17.75";
"3/01/2002 16:00:00";"0.113279";"-0.709304";"-0.725583";"0.553748";"0.7133056";"-0.416387";"0";"0";"0";"1.366011";"0";"0";"22.72776";"22.23098";"22.47937";"0";"0";"0";"17.625";
"3/01/2002 17:00:00";"0.038141";"-0.7806";"-0.663769";"0.617635";"0.7155338";"-0.505962";"0";"0";"0";"1.348801";"0";"0";"22.87929";"22.45378";"22.66654";"0";"0";"0";"16.7";
"3/01/2002 18:00:00";"-0.257649";"-0.708785";"-0.305751";"0.484064";"0.7180064";"-0.603777";"0";"0";"0";"1.345348";"0";"0";"22.84171";"22.47363";"22.65767";"0";"0";"0";"15.5";
"3/01/2002 19:00:00";"-0.538084";"-0.569705";"0.080221";"0.24634";"0.7203557";"-0.690333";"0";"0";"0";"1.353388";"0";"0";"22.65743";"22.34677";"22.5021";"0";"0";"0";"14.3";
"3/01/2002 20:00:00";"-0.719351";"-0.460752";"0.272668";"0.009064";"0.7225202";"-0.742037";"0";"0";"0.204881";"1.366397";"0";"0";"22.51014";"22.1834";"22.34677";"0.204881";"0";"0";"13.55";
"3/01/2002 21:00:00";"-0.802362";"-0.360444";"0.372334";"-0.131832";"0.7240935";"-0.776356";"0";"0";"0.204881";"1.377209";"0";"0";"22.30578";"22.02282";"22.1643";"0.204881";"0";"0";"12.95";
"3/01/2002 22:00:00";"-0.850233";"-0.265426";"0.43181";"-0.205914";"0.7252546";"-0.810835";"0";"0";"0.204881";"1.391226";"0";"0";"22.1015";"21.85629";"21.9789";"0.204881";"0";"0";"12.35";
"3/01/2002 23:00:00";"-0.856881";"-0.147205";"0.550384";"-0.211434";"1.069041";"-0.815782";"0";"0";"0.204881";"1.418717";"0";"-0.3901922";"21.54123";"21.66732";"21.60428";"0.204881";"0";"0.17449";"11.75";
"3/01/2002";"-0.818738";"0.108103";"0.919921";"-0.094569";"1.753226";"-0.79221";"0";"0";"0";"1.46815";"0";"-1.133137";"20.63903";"21.37926";"21.00914";"0";"0";"0.52348";"11.15";
"4/01/2002 01:00:00";"-0.840061";"0.314162";"1.046723";"-0.054401";"2.094897";"-0.800558";"0";"0";"0";"1.505149";"0";"-1.522009";"20.11961";"21.01523";"20.56742";"0";"0";"0.697974";"10.55";
"4/01/2002 02:00:00";"-0.883986";"0.482132";"1.039554";"-0.08694";"2.096098";"-0.81475";"0";"0";"0";"1.52826";"0";"-1.54478";"19.74699";"20.65249";"20.19974";"0";"0";"0.697974";"10.025";
"4/01/2002 03:00:00";"-0.904555";"0.626654";"0.99899";"-0.14213";"2.093734";"-0.823025";"0";"0";"0";"1.54458";"0";"-1.556732";"19.40661";"20.31141";"19.85901";"0";"0";"0.697974";"9.6";
"4/01/2002 04:00:00";"-0.962957";"0.757458";"0.958377";"-0.157976";"2.091865";"-0.836026";"0";"0";"0";"1.55601";"0";"-1.577862";"19.0706";"19.98411";"19.52736";"0";"0";"0.697974";"9.125";
"4/01/2002 05:00:00";"-1.042662";"0.885082";"0.934284";"-0.126826";"2.090224";"-0.862665";"0";"0";"0";"1.558317";"0";"-1.623409";"18.71417";"19.6674";"19.19078";"0";"0";"0.697974";"8.475";
"4/01/2002 06:00:00";"-0.994944";"0.992796";"0.88636";"-0.14084";"2.089404";"-0.892035";"0";"0.053068";"0";"1.558317";"0";"-1.621331";"18.41441";"19.37982";"18.89711";"0";"0.062434";"0.697974";"7.85";
"4/01/2002 07:00:00";"-0.984541";"1.07273";"0.815937";"-0.15509";"2.089269";"-0.930239";"0";"0.15756";"0";"1.558317";"0";"-1.58416";"18.16538";"19.11636";"18.64087";"0";"0.185365";"0.697974";"7.175";
"4/01/2002 08:00:00";"-1.165514";"0.919909";"0.304636";"-0.384985";"1.407954";"-0.952826";"0";"0";"1.02441";"1.558317";"0";"-0.8928466";"18.71815";"18.96747";"18.84281";"1.02441";"0";"0.34898";"7.45";
"4/01/2002 09:00:00";"-0.850478";"0.651319";"-0.293292";"-0.407111";"1.067773";"-0.947326";"0";"0";"1.02441";"1.558011";"0";"-0.4446936";"19.19888";"19.15066";"19.17477";"1.02441";"0";"0.17449";"7.975";
"4/01/2002 10:00:00";"-0.575385";"0.340074";"-0.801593";"-0.201809";"0.7256957";"-0.959119";"0";"0";"1.02441";"1.540549";"0";"0";"19.93647";"19.52261";"19.72954";"1.02441";"0";"0";"8.55";
"4/01/2002 11:00:00";"-0.312839";"0.209629";"-0.773053";"0.242991";"0.7258731";"-0.881814";"0";"0";"0";"1.522903";"0";"0";"20.02933";"19.89108";"19.9602";"0";"0";"0";"9.525";
"4/01/2002 12:00:00";"-0.203013";"0.030423";"-0.842587";"0.553822";"0.7240327";"-0.818627";"0";"0";"0";"1.514051";"0";"0";"20.4143";"20.23041";"20.32236";"0";"0";"0";"10.625";
"4/01/2002 13:00:00";"-0.148117";"-0.156873";"-0.960634";"0.742722";"0.7224426";"-0.763351";"0";"0";"0";"1.489231";"0";"0";"20.81089";"20.58877";"20.69983";"0";"0";"0";"11.65";
"4/01/2002 14:00:00";"-0.094101";"-0.320062";"-0.978823";"0.848879";"0.7207232";"-0.703469";"0";"0";"0";"1.46678";"0";"0";"21.19867";"20.93419";"21.06643";"0";"0";"0";"12.725";
"4/01/2002 15:00:00";"-0.063686";"-0.456903";"-0.939464";"0.858258";"0.7189405";"-0.639936";"0";"0";"0";"1.443506";"0";"0";"21.56263";"21.24612";"21.40438";"0";"0";"0";"13.825";
"4/01/2002 16:00:00";"-0.080514";"-0.553181";"-0.831433";"0.788562";"0.717086";"-0.572845";"0";"0";"0";"1.422098";"0";"0";"21.8777";"21.5004";"21.68905";"0";"0";"0";"14.925";
"4/01/2002 17:00:00";"-0.179479";"-0.587804";"-0.630375";"0.654216";"0.7193224";"-0.630236";"0";"0";"0";"1.406062";"0";"0";"22.00988";"21.66354";"21.83671";"0";"0";"0";"14.375";
"4/01/2002 18:00:00";"-0.406562";"-0.521034";"-0.279362";"0.475326";"0.7222778";"-0.719936";"0";"0";"0";"1.404368";"0";"0";"21.96362";"21.67551";"21.81956";"0";"0";"0";"13.275";
"4/01/2002 19:00:00";"-0.683409";"-0.386616";"0.092254";"0.249323";"0.7248026";"-0.798526";"0";"0";"0";"1.411854";"0";"0";"21.77578";"21.54568";"21.66073";"0";"0";"0";"12.175";
"4/01/2002 20:00:00";"-0.900679";"-0.259321";"0.323295";"-0.029202";"0.7261043";"-0.846224";"0";"0";"0.204881";"1.424958";"0";"0";"21.59892";"21.34884";"21.47388";"0.204881";"0";"0";"11.45";
"4/01/2002 21:00:00";"-0.991539";"-0.133867";"0.469253";"-0.249433";"0.7270718";"-0.882287";"0";"0";"0.204881";"1.437963";"0";"0";"21.33164";"21.13933";"21.23548";"0.204881";"0";"0";"10.775";
"4/01/2002 22:00:00";"-1.033358";"-0.017164";"0.554203";"-0.382289";"0.7279206";"-0.914815";"0";"0";"0.204881";"1.454914";"0";"0";"21.07206";"20.92111";"20.99658";"0.204881";"0";"0";"10.15";
"4/01/2002 23:00:00";"-1.021508";"0.125794";"0.693468";"-0.415578";"1.068628";"-0.887066";"0";"0";"0.204881";"1.482872";"0";"-0.4200095";"20.50762";"20.68413";"20.59587";"0.204881";"0";"0.17449";"9.925";
"4/01/2002";"-0.95611";"0.376419";"1.001187";"-0.324253";"1.74808";"-0.824048";"0";"0";"0";"1.523298";"0";"-1.169453";"19.65261";"20.36878";"20.01069";"0";"0";"0.52348";"9.825";
"5/01/2002 01:00:00";"-0.924586";"0.56629";"1.073721";"-0.281223";"2.087284";"-0.792965";"0";"0";"0";"1.55082";"0";"-1.499231";"19.17857";"20.00474";"19.59166";"0";"0";"0.697974";"9.725";
"5/01/2002 02:00:00";"-0.928298";"0.697484";"0.995867";"-0.29241";"2.088652";"-0.781513";"0";"0";"0";"1.558312";"0";"-1.476383";"18.86145";"19.6696";"19.26552";"0";"0";"0.697974";"9.55";
"5/01/2002 03:00:00";"-0.930296";"0.807994";"0.912593";"-0.322344";"2.086735";"-0.769195";"0";"0.003263";"0";"1.558317";"0";"-1.448838";"18.58563";"19.36584";"18.97573";"0";"0.003839";"0.697974";"9.425";
"5/01/2002 04:00:00";"-0.938453";"0.897049";"0.8305";"-0.360285";"2.085605";"-0.765804";"0";"0.069572";"0";"1.558317";"0";"-1.375196";"18.36478";"19.08784";"18.72631";"0";"0.081849";"0.697974";"9.25";
"5/01/2002 05:00:00";"-0.951843";"0.963446";"0.743872";"-0.406952";"2.083925";"-0.73777";"0";"0.12692";"0";"1.558317";"0";"-1.265702";"18.21153";"18.83935";"18.52544";"0";"0.149318";"0.697974";"9.425";
"5/01/2002 06:00:00";"-0.932763";"1.000288";"0.630323";"-0.466153";"2.082553";"-0.708274";"0";"0.173701";"0";"1.558317";"0";"-1.164334";"18.09202";"18.63395";"18.36299";"0";"0.204353";"0.697974";"9.65";
"5/01/2002 07:00:00";"-0.700756";"0.968579";"0.414179";"-0.48686";"2.081611";"-0.68069";"0";"0.197359";"0";"1.558317";"0";"-1.089902";"18.04595";"18.54354";"18.29474";"0";"0.232187";"0.697974";"9.925";
"5/01/2002 08:00:00";"-0.511084";"0.621153";"-0.345147";"-0.538465";"1.395746";"-0.63232";"0";"0";"1.02441";"1.558317";"0";"-0.6007965";"18.85439";"18.72231";"18.78835";"1.02441";"0";"0.34898";"11.275";
"5/01/2002 09:00:00";"-0.281403";"0.265543";"-0.957277";"-0.354604";"1.055143";"-0.560238";"0";"0";"1.02441";"1.551876";"0";"-0.2677163";"19.65382";"19.15268";"19.40325";"1.02441";"0";"0.17449";"12.9";
"5/01/2002 10:00:00";"-0.085327";"-0.064508";"-1.380265";"-0.057969";"0.7117136";"-0.482944";"0";"0";"1.02441";"1.518193";"0";"0";"20.43113";"19.70027";"20.0657";"1.02441";"0";"0";"14.575";
"5/01/2002 11:00:00";"0.137633";"-0.240999";"-1.277034";"0.436123";"0.711391";"-0.402997";"0";"0";"0";"1.488737";"0";"0";"20.73248";"20.21926";"20.47587";"0";"0";"0";"15.825";
"5/01/2002 12:00:00";"0.148363";"-0.453118";"-1.259909";"0.730045";"0.708069";"-0.356037";"0";"0";"0";"1.467095";"0";"0";"21.20019";"20.66855";"20.93437";"0";"0";"0";"16.85";
"5/01/2002 13:00:00";"0.111887";"-0.625966";"-1.199171";"0.844143";"0.7077177";"-0.303982";"0";"0";"0";"1.440547";"0";"0";"21.6521";"21.07447";"21.36329";"0";"0";"0";"17.925";
"5/01/2002 14:00:00";"0.106898";"-0.764302";"-1.092821";"0.850821";"0.7106111";"-0.350204";"0";"0";"0";"1.415602";"0";"0";"21.96546";"21.4285";"21.69698";"0";"0";"0";"17.675";
"5/01/2002 15:00:00";"0.12529";"-0.865238";"-0.942076";"0.858139";"0.7141761";"-0.434081";"0";"0";"0";"1.398759";"0";"0";"22.2047";"21.73445";"21.96957";"0";"0";"0";"16.9";
"5/01/2002 16:00:00";"-0.29973";"-0.809939";"-0.533139";"0.737257";"0.7165843";"-0.501023";"0";"0";"0";"1.385641";"0";"0";"22.28347";"21.81664";"22.05005";"0";"0";"0";"16.175";
"5/01/2002 17:00:00";"-0.804844";"-0.596147";"0.080097";"0.314438";"0.7169793";"-0.517385";"0";"0";"0";"1.392235";"0";"0";"22.07498";"21.61245";"21.84372";"0";"0";"0";"15.775";
"5/01/2002 18:00:00";"-0.588546";"-0.539667";"0.170199";"0.067222";"0.7175594";"-0.540947";"0";"0";"0";"1.404303";"0";"0";"21.9788";"21.54054";"21.75967";"0";"0";"0";"15.4";
"5/01/2002 19:00:00";"-0.558047";"-0.489495";"0.18594";"-0.051778";"0.7179778";"-0.562277";"0";"0";"0";"1.407479";"0";"0";"21.90581";"21.46929";"21.68755";"0";"0";"0";"15.075";
"5/01/2002 20:00:00";"-0.693869";"-0.419307";"0.245092";"-0.203748";"0.7199882";"-0.640584";"0";"0";"0.204881";"1.414207";"0";"0";"21.77826";"21.34635";"21.56231";"0.204881";"0";"0";"14.025";
"5/01/2002 21:00:00";"-0.774782";"-0.319818";"0.354022";"-0.301206";"0.722655";"-0.738081";"0";"0";"0.204881";"1.425895";"0";"0";"21.54016";"21.19719";"21.36868";"0.204881";"0";"0";"12.65";
"5/01/2002 22:00:00";"-0.828532";"-0.218476";"0.437372";"-0.345336";"0.7251818";"-0.830721";"0";"0";"0.204881";"1.441751";"0";"0";"21.28423";"21.02836";"21.1563";"0.204881";"0";"0";"11.325";
"5/01/2002 23:00:00";"-0.839137";"-0.093386";"0.57061";"-0.312353";"1.067847";"-0.855421";"0";"0";"0.204881";"1.470344";"0";"-0.4056634";"20.7006";"20.83333";"20.76696";"0.204881";"0";"0.17449";"10.475";
"5/01/2002";"-0.803566";"0.168309";"0.945724";"-0.166238";"1.748451";"-0.831781";"0";"0";"0";"1.51698";"0";"-1.179957";"19.77194";"20.54079";"20.15637";"0";"0";"0.52348";"9.85";
"6/01/2002 01:00:00";"-0.821002";"0.374104";"1.063255";"-0.095576";"2.088162";"-0.845273";"0";"0";"0";"1.548455";"0";"-1.593708";"19.23485";"20.17702";"19.70594";"0";"0";"0.697974";"9.175";
