"Date/Time";"Walls";"Ground Floors";"Partitions (int)";"Roofs";"Sensible Cooling";"Mech Vent + Nat Vent + Infiltration";"External Infiltration";"External Vent.";"Total Cooling";"Zone Heating";"Lighting";"Electricity";"Gas";"Heating (Gas)";"Cooling (Electricity)";"DHW (Electricity)";
;"kW";"kW";"kW";"kW";"kW";"ac/h";"kW";"kW";"kW";"kW";"kW";"kW";"kW";"kW";"kW";"kW";
"1/01/2002 01:00:00";"-0.437293";"0.597484";"1.685215";"0.222962";"0";"2.107874";"-1.031132";"0";"0";"0";"0";"0.689664";"0";"0";"0";"0.689664";
"1/01/2002 02:00:00";"-0.47839";"0.847784";"1.638524";"0.186162";"0";"2.113252";"-1.039763";"0";"0";"0";"0";"0.689664";"0";"0";"0";"0.689664";
"1/01/2002 03:00:00";"-0.539379";"0.978961";"1.394079";"0.061947";"0";"2.10907";"-0.968856";"0";"0";"0";"0";"0.689664";"0";"0";"0";"0.689664";
"1/01/2002 04:00:00";"-0.558632";"1.097281";"1.215557";"-0.051566";"0";"2.10583";"-0.901327";"0";"0";"0";"0";"0.689664";"0";"0";"0";"0.689664";
"1/01/2002 05:00:00";"-0.559379";"1.187481";"1.05487";"-0.154474";"0";"2.103176";"-0.843734";"0";"0";"0";"0";"0.689664";"0";"0";"0";"0.689664";
"1/01/2002 06:00:00";"-0.58758";"1.136651";"0.760352";"-0.343634";"0";"2.101392";"-0.800779";"0";"0";"0";"0";"0.689664";"0";"0";"0";"0.689664";
"1/01/2002 07:00:00";"-0.621881";"0.845014";"0.119306";"-0.671176";"0";"2.100104";"-0.722605";"0";"0";"0";"0";"0.689664";"0";"0";"0";"0.689664";
"1/01/2002 08:00:00";"-0.696882";"0.219004";"-1.089056";"-1.074523";"0";"1.407825";"-0.734645";"0";"0";"0";"1.014776";"1.35961";"0";"0";"0";"0.344834";
"1/01/2002 09:00:00";"-0.659285";"-0.38896";"-1.861117";"-1.161812";"0";"1.179316";"-0.75548";"-0.123738";"0";"0";"1.014776";"1.187198";"0";"0";"0";"0.172422";
"1/01/2002 10:00:00";"-0.621246";"-1.033195";"-2.471275";"-1.136677";"0";"0.7200696";"-0.792488";"0";"0";"0";"1.014776";"1.014776";"0";"0";"0";"0";
"1/01/2002 11:00:00";"-0.521835";"-1.564046";"-2.696396";"-0.927415";"-0.095155";"0.7210659";"-0.762411";"0";"-0.095155";"0";"0";"0.052864";"0";"0";"0.052864";"0";
"1/01/2002 12:00:00";"-0.405565";"-1.988892";"-2.694809";"-0.596851";"-0.634113";"0.7207187";"-0.727217";"0";"-0.634113";"0";"0";"0.352286";"0";"0";"0.352286";"0";
"1/01/2002 13:00:00";"-0.238345";"-2.212";"-2.318717";"-0.099937";"-1.235471";"0.7200701";"-0.687994";"0";"-1.235471";"0";"0";"0.686374";"0";"0";"0.686374";"0";
"1/01/2002 14:00:00";"-0.094174";"-2.199931";"-1.646805";"0.490783";"-1.521244";"0.7206045";"-0.700461";"0";"-1.521244";"0";"0";"0.845136";"0";"0";"0.845136";"0";
"1/01/2002 15:00:00";"-0.04592";"-2.139155";"-1.080396";"0.839852";"-1.611838";"0.7245064";"-0.724992";"0";"-1.611838";"0";"0";"0.895465";"0";"0";"0.895465";"0";
"1/01/2002 16:00:00";"-0.022099";"-1.960099";"-0.488622";"1.05209";"-1.510453";"0.7250583";"-0.739099";"0";"-1.510453";"0";"0";"0.83914";"0";"0";"0.83914";"0";
"1/01/2002 17:00:00";"-0.031263";"-1.650477";"0.114584";"1.138611";"-1.253041";"0.7269394";"-0.799611";"0";"-1.253041";"0";"0";"0.696134";"0";"0";"0.696134";"0";
"1/01/2002 18:00:00";"-0.103982";"-1.215785";"0.773566";"1.126597";"-0.858014";"0.725807";"-0.867073";"0";"-0.858014";"0";"0";"0.476675";"0";"0";"0.476675";"0";
"1/01/2002 19:00:00";"-0.245649";"-0.840783";"1.170242";"0.899737";"-0.456698";"0.7274338";"-0.925774";"0";"-0.456698";"0";"0";"0.253721";"0";"0";"0.253721";"0";
"1/01/2002 20:00:00";"-0.406673";"-0.663265";"1.147226";"0.518091";"-0.21803";"0.7296213";"-0.944505";"0";"-0.21803";"0";"0.202959";"0.324087";"0";"0";"0.121128";"0";
"1/01/2002 21:00:00";"-0.479539";"-0.485111";"1.106409";"0.263902";"-0.051564";"0.7297731";"-0.952172";"0";"-0.051564";"0";"0.202959";"0.231607";"0";"0";"0.028648";"0";
"1/01/2002 22:00:00";"-0.522818";"-0.322044";"1.044515";"0.088118";"0";"0.7311718";"-0.953236";"0";"0";"0";"0.202959";"0.202959";"0";"0";"0";"0";
"1/01/2002 23:00:00";"-0.452772";"0.03609";"1.507617";"0.158812";"0";"1.94168";"-0.864542";"-1.055711";"0";"0";"0.202959";"0.375381";"0";"0";"0";"0.172422";
"1/01/2002";"-0.447089";"0.311571";"1.583745";"0.196833";"0";"2.509031";"-0.830343";"-0.859265";"0";"0";"0";"0.517256";"0";"0";"0";"0.517256";
"2/01/2002 01:00:00";"-0.415161";"0.646258";"1.724959";"0.234145";"0";"2.448653";"-0.826714";"-0.352309";"0";"0";"0";"0.689664";"0";"0";"0";"0.689664";
"2/01/2002 02:00:00";"-0.51554";"0.709134";"1.301289";"0.017794";"0";"2.109222";"-0.86528";"0";"0";"0";"0";"0.689664";"0";"0";"0";"0.689664";
"2/01/2002 03:00:00";"-0.519129";"0.921289";"1.310249";"-0.055971";"0";"2.108469";"-0.910416";"0";"0";"0";"0";"0.689664";"0";"0";"0";"0.689664";
"2/01/2002 04:00:00";"-0.538591";"1.108318";"1.305057";"-0.109008";"0";"2.107384";"-0.955676";"0";"0";"0";"0";"0.689664";"0";"0";"0";"0.689664";
"2/01/2002 05:00:00";"-0.565504";"1.264712";"1.250363";"-0.168241";"0";"2.104902";"-0.928097";"0";"0";"0";"0";"0.689664";"0";"0";"0";"0.689664";
"2/01/2002 06:00:00";"-0.618026";"1.230531";"0.92588";"-0.356649";"0";"2.103012";"-0.877301";"0";"0";"0";"0";"0.689664";"0";"0";"0";"0.689664";
"2/01/2002 07:00:00";"-0.690736";"1.052744";"0.465968";"-0.577611";"0";"2.102211";"-0.839583";"0";"0";"0";"0";"0.689664";"0";"0";"0";"0.689664";
"2/01/2002 08:00:00";"-0.94637";"0.553332";"-0.594544";"-1.103331";"0";"1.41102";"-0.882878";"0";"0";"0";"1.014776";"1.35961";"0";"0";"0";"0.344834";
"2/01/2002 09:00:00";"-0.913114";"-0.072969";"-1.558952";"-1.337656";"0";"1.069491";"-0.921217";"0";"0";"0";"1.014776";"1.187198";"0";"0";"0";"0.172422";
"2/01/2002 10:00:00";"-0.766877";"-0.697536";"-2.22502";"-1.22126";"0";"0.7266942";"-0.984264";"0";"0";"0";"1.014776";"1.014776";"0";"0";"0";"0";
"2/01/2002 11:00:00";"-0.572365";"-0.987102";"-2.104372";"-0.721767";"0";"0.7292182";"-0.996943";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"2/01/2002 12:00:00";"-0.529654";"-1.325736";"-2.087377";"-0.346734";"-0.016487";"0.7287434";"-1.018915";"0";"-0.016487";"0";"0";"0.009159";"0";"0";"0.009159";"0";
"2/01/2002 13:00:00";"-0.503777";"-1.607539";"-1.980151";"-0.039916";"-0.263436";"0.7294068";"-1.029036";"0";"-0.263436";"0";"0";"0.146353";"0";"0";"0.146353";"0";
"2/01/2002 14:00:00";"-0.423048";"-1.747146";"-1.661849";"0.236529";"-0.633211";"0.7308694";"-1.027147";"0";"-0.633211";"0";"0";"0.351785";"0";"0";"0.351785";"0";
"2/01/2002 15:00:00";"-0.315691";"-1.69335";"-1.094783";"0.53872";"-0.834973";"0.732181";"-1.016108";"0";"-0.834973";"0";"0";"0.463875";"0";"0";"0.463875";"0";
"2/01/2002 16:00:00";"-0.254793";"-1.530993";"-0.500005";"0.748999";"-0.845281";"0.7315385";"-0.994245";"0";"-0.845281";"0";"0";"0.4696";"0";"0";"0.4696";"0";
"2/01/2002 17:00:00";"-0.244574";"-1.288992";"0.04552";"0.828717";"-0.679086";"0.7327608";"-1.01822";"0";"-0.679086";"0";"0";"0.377271";"0";"0";"0.377271";"0";
"2/01/2002 18:00:00";"-0.270454";"-0.916028";"0.627418";"0.841478";"-0.389059";"0.7338521";"-1.042744";"0";"-0.389059";"0";"0";"0.216143";"0";"0";"0.216143";"0";
"2/01/2002 19:00:00";"-0.367631";"-0.556419";"1.024795";"0.675779";"-0.096982";"0.7312014";"-1.062331";"0";"-0.096982";"0";"0";"0.053878";"0";"0";"0.053878";"0";
"2/01/2002 20:00:00";"-0.516676";"-0.386678";"1.047488";"0.312801";"0";"0.734526";"-1.068399";"0";"0";"0";"0.202959";"0.202959";"0";"0";"0";"0";
"2/01/2002 21:00:00";"-0.586567";"-0.193353";"1.089012";"0.052754";"0";"0.7338385";"-1.055711";"0";"0";"0";"0.202959";"0.202959";"0";"0";"0";"0";
"2/01/2002 22:00:00";"-0.621838";"-0.015024";"1.094242";"-0.127686";"0";"0.7334505";"-1.049139";"0";"0";"0";"0.202959";"0.202959";"0";"0";"0";"0";
"2/01/2002 23:00:00";"-0.589029";"0.257506";"1.321909";"-0.164349";"0";"1.480106";"-0.984904";"-0.558714";"0";"0";"0.202959";"0.375381";"0";"0";"0";"0.172422";
"2/01/2002";"-0.547872";"0.554527";"1.520287";"-0.100745";"0";"1.840722";"-0.9571";"-0.103634";"0";"0";"0";"0.517256";"0";"0";"0";"0.517256";
"3/01/2002 01:00:00";"-0.537146";"0.791108";"1.516902";"-0.085469";"0";"2.108945";"-0.935483";"0";"0";"0";"0";"0.689664";"0";"0";"0";"0.689664";
"3/01/2002 02:00:00";"-0.542087";"0.976202";"1.416341";"-0.100267";"0";"2.110431";"-0.948596";"0";"0";"0";"0";"0.689664";"0";"0";"0";"0.689664";
"3/01/2002 03:00:00";"-0.552247";"1.147102";"1.332283";"-0.130029";"0";"2.108272";"-0.964584";"0";"0";"0";"0";"0.689664";"0";"0";"0";"0.689664";
"3/01/2002 04:00:00";"-0.568486";"1.304318";"1.267514";"-0.163179";"0";"2.106138";"-0.986217";"0";"0";"0";"0";"0.689664";"0";"0";"0";"0.689664";
"3/01/2002 05:00:00";"-0.589734";"1.435576";"1.183591";"-0.21431";"0";"2.102674";"-0.942732";"0";"0";"0";"0";"0.689664";"0";"0";"0";"0.689664";
"3/01/2002 06:00:00";"-0.645973";"1.360299";"0.830167";"-0.418802";"0";"2.099797";"-0.884151";"0";"0";"0";"0";"0.689664";"0";"0";"0";"0.689664";
"3/01/2002 07:00:00";"-0.684132";"1.009604";"0.106373";"-0.776176";"0";"2.098928";"-0.847339";"0";"0";"0";"0";"0.689664";"0";"0";"0";"0.689664";
"3/01/2002 08:00:00";"-0.736545";"0.330739";"-1.19438";"-1.177673";"0";"1.406541";"-0.79394";"0";"0";"0";"1.014776";"1.35961";"0";"0";"0";"0.344834";
"3/01/2002 09:00:00";"-0.689698";"-0.391597";"-2.152929";"-1.289314";"0";"1.120335";"-0.712135";"-0.057606";"0";"0";"1.014776";"1.187198";"0";"0";"0";"0.172422";
"3/01/2002 10:00:00";"-0.600903";"-1.04288";"-2.757564";"-1.184264";"0";"0.7158169";"-0.634064";"0";"0";"0";"1.014776";"1.014776";"0";"0";"0";"0";
"3/01/2002 11:00:00";"-0.393465";"-1.383886";"-2.558737";"-0.649386";"-0.006647";"0.7165855";"-0.62127";"0";"-0.006647";"0";"0";"0.003692";"0";"0";"0.003692";"0";
"3/01/2002 12:00:00";"-0.32979";"-1.735775";"-2.4595";"-0.240582";"-0.243607";"0.7173805";"-0.639274";"0";"-0.243607";"0";"0";"0.135338";"0";"0";"0.135338";"0";
"3/01/2002 13:00:00";"-0.396009";"-1.718338";"-1.646319";"0.030837";"-0.444802";"0.7205166";"-0.63319";"0";"-0.444802";"0";"0";"0.247112";"0";"0";"0.247112";"0";
"3/01/2002 14:00:00";"-0.778951";"-1.684735";"-1.01403";"-0.531948";"-0.586046";"0.7196614";"-0.646219";"0";"-0.586046";"0";"0";"0.325581";"0";"0";"0.325581";"0";
"3/01/2002 15:00:00";"-0.583565";"-1.772282";"-0.901303";"-0.345358";"-0.760515";"0.7225426";"-0.681111";"0";"-0.760515";"0";"0";"0.422508";"0";"0";"0.422508";"0";
"3/01/2002 16:00:00";"-0.241959";"-1.7657";"-0.691904";"0.261645";"-0.843097";"0.7237187";"-0.711608";"0";"-0.843097";"0";"0";"0.468388";"0";"0";"0.468388";"0";
"3/01/2002 17:00:00";"-0.112577";"-1.528638";"-0.202974";"0.64694";"-0.744416";"0.7258183";"-0.793511";"0";"-0.744416";"0";"0";"0.413564";"0";"0";"0.413564";"0";
"3/01/2002 18:00:00";"-0.153104";"-1.070968";"0.536982";"0.796035";"-0.453832";"0.726158";"-0.880875";"0";"-0.453832";"0";"0";"0.252129";"0";"0";"0.252129";"0";
"3/01/2002 19:00:00";"-0.289063";"-0.694659";"1.020615";"0.66024";"-0.133542";"0.7262813";"-0.957938";"0";"-0.133542";"0";"0";"0.074191";"0";"0";"0.074191";"0";
"3/01/2002 20:00:00";"-0.445594";"-0.530485";"1.03571";"0.352072";"-0.008499";"0.7298306";"-0.998585";"0";"-0.008499";"0";"0.202959";"0.207681";"0";"0";"0.004722";"0";
"3/01/2002 21:00:00";"-0.514376";"-0.351887";"1.048661";"0.168331";"0";"0.7326719";"-1.017402";"0";"0";"0";"0.202959";"0.202959";"0";"0";"0";"0";
"3/01/2002 22:00:00";"-0.552622";"-0.186554";"1.03608";"0.047527";"0";"0.7334616";"-1.037813";"0";"0";"0";"0.202959";"0.202959";"0";"0";"0";"0";
"3/01/2002 23:00:00";"-0.522562";"0.107029";"1.338761";"0.083741";"0";"1.5268";"-0.999009";"-0.62464";"0";"0";"0.202959";"0.375381";"0";"0";"0";"0.172422";
"3/01/2002";"-0.504628";"0.396012";"1.49936";"0.151446";"0";"1.821031";"-0.991504";"-0.078824";"0";"0";"0";"0.517256";"0";"0";"0";"0.517256";
"4/01/2002 01:00:00";"-0.508041";"0.658853";"1.540473";"0.145581";"0";"2.111836";"-0.985991";"0";"0";"0";"0";"0.689664";"0";"0";"0";"0.689664";
"4/01/2002 02:00:00";"-0.534925";"0.867988";"1.473894";"0.082383";"0";"2.112476";"-0.991699";"0";"0";"0";"0";"0.689664";"0";"0";"0";"0.689664";
"4/01/2002 03:00:00";"-0.554804";"1.046712";"1.37961";"-0.00318";"0";"2.109608";"-0.990995";"0";"0";"0";"0";"0.689664";"0";"0";"0";"0.689664";
"4/01/2002 04:00:00";"-0.570737";"1.260927";"1.4041";"0.020293";"0";"2.102988";"-0.991668";"0";"0";"0";"0";"0.689664";"0";"0";"0";"0.689664";
"4/01/2002 05:00:00";"-0.645438";"1.393522";"1.275488";"-0.001101";"0";"2.104253";"-1.011129";"0";"0";"0";"0";"0.689664";"0";"0";"0";"0.689664";
"4/01/2002 06:00:00";"-0.678238";"1.383858";"0.992534";"-0.163382";"0";"2.102997";"-1.03778";"0";"0";"0";"0";"0.689664";"0";"0";"0";"0.689664";
"4/01/2002 07:00:00";"-0.726254";"1.268252";"0.630352";"-0.389507";"0";"2.102556";"-1.073464";"0";"0";"0";"0";"0.689664";"0";"0";"0";"0.689664";
"4/01/2002 08:00:00";"-0.984819";"0.824078";"-0.380292";"-0.963672";"0";"1.414967";"-1.1176";"0";"0";"0";"1.014776";"1.35961";"0";"0";"0";"0.344834";
"4/01/2002 09:00:00";"-0.982828";"0.213672";"-1.360202";"-1.245932";"0";"1.074424";"-1.140823";"0";"0";"0";"1.014776";"1.187198";"0";"0";"0";"0.172422";
"4/01/2002 10:00:00";"-0.871668";"-0.391543";"-2.026248";"-1.199556";"0";"0.7324272";"-1.182341";"0";"0";"0";"1.014776";"1.014776";"0";"0";"0";"0";
"4/01/2002 11:00:00";"-0.692591";"-0.68932";"-1.982054";"-0.777352";"0";"0.7328705";"-1.136271";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"4/01/2002 12:00:00";"-0.633657";"-1.050187";"-2.02723";"-0.474707";"0";"0.7306381";"-1.100155";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"4/01/2002 13:00:00";"-0.581275";"-1.348927";"-1.969137";"-0.206381";"0";"0.729881";"-1.068472";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"4/01/2002 14:00:00";"-0.50897";"-1.549113";"-1.771538";"0.02258";"-0.087789";"0.7286219";"-1.021926";"0";"-0.087789";"0";"0";"0.048771";"0";"0";"0.048771";"0";
"4/01/2002 15:00:00";"-0.404059";"-1.604125";"-1.367491";"0.247682";"-0.348739";"0.7299784";"-0.955927";"0";"-0.348739";"0";"0";"0.193743";"0";"0";"0.193743";"0";
"4/01/2002 16:00:00";"-0.296714";"-1.49173";"-0.784578";"0.493043";"-0.480767";"0.7279512";"-0.881624";"0";"-0.480767";"0";"0";"0.267093";"0";"0";"0.267093";"0";
"4/01/2002 17:00:00";"-0.240994";"-1.250278";"-0.176395";"0.651565";"-0.388893";"0.7299923";"-0.930362";"0";"-0.388893";"0";"0";"0.216052";"0";"0";"0.216052";"0";
"4/01/2002 18:00:00";"-0.259653";"-0.86136";"0.502146";"0.730643";"-0.143776";"0.7327175";"-1.010667";"0";"-0.143776";"0";"0";"0.079876";"0";"0";"0.079876";"0";
"4/01/2002 19:00:00";"-0.377027";"-0.536408";"0.938828";"0.584417";"0";"0.7315611";"-1.076786";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"4/01/2002 20:00:00";"-0.526661";"-0.338265";"1.056819";"0.265383";"0";"0.7356199";"-1.107767";"0";"0";"0";"0.202959";"0.202959";"0";"0";"0";"0";
"4/01/2002 21:00:00";"-0.607223";"-0.133879";"1.115131";"0.018345";"0";"0.7361287";"-1.131229";"0";"0";"0";"0.202959";"0.202959";"0";"0";"0";"0";
"4/01/2002 22:00:00";"-0.649664";"0.056354";"1.136468";"-0.148712";"0";"0.7365432";"-1.151811";"0";"0";"0";"0.202959";"0.202959";"0";"0";"0";"0";
"4/01/2002 23:00:00";"-0.649622";"0.290053";"1.262061";"-0.217007";"0";"1.126224";"-1.101181";"-0.075226";"0";"0";"0.202959";"0.375381";"0";"0";"0";"0.172422";
"4/01/2002";"-0.583869";"0.631039";"1.564969";"-0.128275";"0";"1.7649";"-1.032112";"0";"0";"0";"0";"0.517256";"0";"0";"0";"0.517256";
"5/01/2002 01:00:00";"-0.571167";"0.880629";"1.584109";"-0.090143";"0";"2.10582";"-0.988259";"0";"0";"0";"0";"0.689664";"0";"0";"0";"0.689664";
"5/01/2002 02:00:00";"-0.578537";"1.057297";"1.442175";"-0.124837";"0";"2.106009";"-0.966674";"0";"0";"0";"0";"0.689664";"0";"0";"0";"0.689664";
"5/01/2002 03:00:00";"-0.584716";"1.206149";"1.305889";"-0.181475";"0";"2.103065";"-0.945073";"0";"0";"0";"0";"0.689664";"0";"0";"0";"0.689664";
"5/01/2002 04:00:00";"-0.590535";"1.331127";"1.186204";"-0.239758";"0";"2.100809";"-0.930159";"0";"0";"0";"0";"0.689664";"0";"0";"0";"0.689664";
"5/01/2002 05:00:00";"-0.596181";"1.435692";"1.076774";"-0.298616";"0";"2.098053";"-0.89116";"0";"0";"0";"0";"0.689664";"0";"0";"0";"0.689664";
"5/01/2002 06:00:00";"-0.648159";"1.315606";"0.726001";"-0.508149";"0";"2.096113";"-0.856293";"0";"0";"0";"0";"0.689664";"0";"0";"0";"0.689664";
"5/01/2002 07:00:00";"-0.678661";"0.912976";"-0.025619";"-0.890777";"0";"2.096201";"-0.841325";"0";"0";"0";"0";"0.689664";"0";"0";"0";"0.689664";
"5/01/2002 08:00:00";"-0.716921";"0.287108";"-1.276757";"-1.245609";"0";"1.40601";"-0.821984";"0";"0";"0";"1.014776";"1.35961";"0";"0";"0";"0.344834";
"5/01/2002 09:00:00";"-0.670261";"-0.377129";"-2.105856";"-1.258386";"0";"1.064597";"-0.777644";"0";"0";"0";"1.014776";"1.187198";"0";"0";"0";"0.172422";
"5/01/2002 10:00:00";"-0.608778";"-0.995148";"-2.644665";"-1.118964";"0";"0.7188824";"-0.73755";"0";"0";"0";"1.014776";"1.014776";"0";"0";"0";"0";
"5/01/2002 11:00:00";"-0.446598";"-1.316307";"-2.461519";"-0.638939";"0";"0.7192338";"-0.684989";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"5/01/2002 12:00:00";"-0.424583";"-1.669645";"-2.381465";"-0.313045";"-0.02773";"0.7167996";"-0.663087";"0";"-0.02773";"0";"0";"0.015405";"0";"0";"0.015405";"0";
"5/01/2002 13:00:00";"-0.41781";"-1.919894";"-2.153587";"-0.08522";"-0.274363";"0.7150899";"-0.614994";"0";"-0.274363";"0";"0";"0.152425";"0";"0";"0.152425";"0";
"5/01/2002 14:00:00";"-0.355792";"-2.037256";"-1.733679";"0.09198";"-0.578891";"0.7215316";"-0.663044";"0";"-0.578891";"0";"0";"0.321606";"0";"0";"0.321606";"0";
"5/01/2002 15:00:00";"-0.270816";"-2.03974";"-1.247438";"0.316975";"-0.781065";"0.7252203";"-0.747191";"0";"-0.781065";"0";"0";"0.433925";"0";"0";"0.433925";"0";
"5/01/2002 16:00:00";"-0.30495";"-1.7243";"-0.293519";"0.557136";"-0.621455";"0.727527";"-0.80608";"0";"-0.621455";"0";"0";"0.345253";"0";"0";"0.345253";"0";
"5/01/2002 17:00:00";"-0.602414";"-1.34672";"0.461864";"0.246382";"-0.383741";"0.7281877";"-0.829711";"0";"-0.383741";"0";"0";"0.213189";"0";"0";"0.213189";"0";
"5/01/2002 18:00:00";"-0.501404";"-1.01565";"0.780732";"0.217183";"-0.17938";"0.7287305";"-0.851804";"0";"-0.17938";"0";"0";"0.099656";"0";"0";"0.099656";"0";
"5/01/2002 19:00:00";"-0.366566";"-0.643027";"1.048068";"0.311291";"-0.017264";"0.7255882";"-0.858034";"0";"-0.017264";"0";"0";"0.009591";"0";"0";"0.009591";"0";
"5/01/2002 20:00:00";"-0.441167";"-0.512435";"0.994317";"0.123766";"0";"0.730108";"-0.918843";"0";"0";"0";"0.202959";"0.202959";"0";"0";"0";"0";
"5/01/2002 21:00:00";"-0.493745";"-0.335949";"1.038488";"-0.01007";"0";"0.7308385";"-1.002046";"0";"0";"0";"0.202959";"0.202959";"0";"0";"0";"0";
"5/01/2002 22:00:00";"-0.535942";"-0.162029";"1.053175";"-0.100228";"0";"0.7329202";"-1.080999";"0";"0";"0";"0.202959";"0.202959";"0";"0";"0";"0";
"5/01/2002 23:00:00";"-0.535709";"0.087569";"1.244668";"-0.082853";"0";"1.1853";"-1.074038";"-0.161065";"0";"0";"0.202959";"0.375381";"0";"0";"0";"0.172422";
"5/01/2002";"-0.497239";"0.415113";"1.524399";"0.040008";"0";"1.766324";"-1.052459";"0";"0";"0";"0";"0.517256";"0";"0";"0";"0.517256";
"6/01/2002 01:00:00";"-0.498672";"0.69811";"1.608039";"0.111389";"0";"2.104277";"-1.052668";"0";"0";"0";"0";"0.689664";"0";"0";"0";"0.689664";
"6/01/2002 02:00:00";"-0.528029";"0.904129";"1.504981";"0.087614";"0";"2.106165";"-1.029363";"0";"0";"0";"0";"0.689664";"0";"0";"0";"0.689664";
"6/01/2002 03:00:00";"-0.552021";"1.063968";"1.358871";"0.015303";"0";"2.103226";"-1.001948";"0";"0";"0";"0";"0.689664";"0";"0";"0";"0.689664";
"6/01/2002 04:00:00";"-0.568833";"1.204481";"1.241855";"-0.064859";"0";"2.1005";"-0.973848";"0";"0";"0";"0";"0.689664";"0";"0";"0";"0.689664";
"6/01/2002 05:00:00";"-0.580302";"1.323839";"1.135029";"-0.145518";"0";"2.097816";"-0.946295";"0";"0";"0";"0";"0.689664";"0";"0";"0";"0.689664";
"6/01/2002 06:00:00";"-0.615209";"1.339987";"0.920971";"-0.300319";"0";"2.095825";"-0.929134";"0";"0";"0";"0";"0.689664";"0";"0";"0";"0.689664";
"6/01/2002 07:00:00";"-0.67075";"1.106795";"0.362787";"-0.601342";"0";"2.095125";"-0.924537";"0";"0";"0";"0";"0.689664";"0";"0";"0";"0.689664";
"6/01/2002 08:00:00";"-0.778586";"0.456025";"-0.896069";"-1.043397";"0";"1.407659";"-0.903043";"0";"0";"0";"1.014776";"1.35961";"0";"0";"0";"0.344834";
"6/01/2002 09:00:00";"-0.764269";"-0.253239";"-1.915899";"-1.244324";"0";"1.064476";"-0.843759";"0";"0";"0";"1.014776";"1.187198";"0";"0";"0";"0.172422";
"6/01/2002 10:00:00";"-0.698465";"-0.949523";"-2.631377";"-1.220185";"0";"0.71948";"-0.801852";"0";"0";"0";"1.014776";"1.014776";"0";"0";"0";"0";
"6/01/2002 11:00:00";"-0.560855";"-1.474695";"-2.830549";"-0.965329";"0";"0.7211632";"-0.778968";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"6/01/2002 12:00:00";"-0.451794";"-1.861789";"-2.731519";"-0.603967";"-0.0532";"0.7235271";"-0.796481";"0";"-0.0532";"0";"0";"0.029556";"0";"0";"0.029556";"0";
"6/01/2002 13:00:00";"-0.476007";"-1.758513";"-1.713299";"-0.216428";"-0.164767";"0.7262196";"-0.765079";"0";"-0.164767";"0";"0";"0.091538";"0";"0";"0.091538";"0";
"6/01/2002 14:00:00";"-0.850188";"-1.56343";"-0.783252";"-0.557139";"-0.249668";"0.7240399";"-0.777517";"0";"-0.249668";"0";"0";"0.138704";"0";"0";"0.138704";"0";
"6/01/2002 15:00:00";"-0.701658";"-1.646997";"-0.732697";"-0.452897";"-0.398983";"0.7257348";"-0.825755";"0";"-0.398983";"0";"0";"0.221656";"0";"0";"0.221656";"0";
"6/01/2002 16:00:00";"-0.366601";"-1.596687";"-0.522978";"0.108471";"-0.46147";"0.7261558";"-0.8679";"0";"-0.46147";"0";"0";"0.256371";"0";"0";"0.256371";"0";
"6/01/2002 17:00:00";"-0.234648";"-1.388095";"-0.10638";"0.481552";"-0.395112";"0.7281943";"-0.897353";"0";"-0.395112";"0";"0";"0.219508";"0";"0";"0.219508";"0";
"6/01/2002 18:00:00";"-0.22592";"-1.05723";"0.4406";"0.649181";"-0.18997";"0.7300194";"-0.921752";"0";"-0.18997";"0";"0";"0.105539";"0";"0";"0.105539";"0";
"6/01/2002 19:00:00";"-0.299313";"-0.689363";"0.862453";"0.579185";"-0.015434";"0.7273624";"-0.929636";"0";"-0.015434";"0";"0";"0.008575";"0";"0";"0.008575";"0";
"6/01/2002 20:00:00";"-0.441376";"-0.532371";"0.926011";"0.278563";"0";"0.730799";"-0.954873";"0";"0";"0";"0.202959";"0.202959";"0";"0";"0";"0";
"6/01/2002 21:00:00";"-0.514129";"-0.348786";"0.991706";"0.055783";"0";"0.7307333";"-0.976272";"0";"0";"0";"0.202959";"0.202959";"0";"0";"0";"0";
"6/01/2002 22:00:00";"-0.561084";"-0.128034";"1.119994";"-0.007779";"0";"0.7292259";"-0.997154";"0";"0";"0";"0.202959";"0.202959";"0";"0";"0";"0";
"6/01/2002 23:00:00";"-0.620316";"0.063437";"1.168496";"-0.021581";"0";"1.211814";"-0.950095";"-0.188865";"0";"0";"0.202959";"0.375381";"0";"0";"0";"0.172422";
"6/01/2002";"-0.563249";"0.334712";"1.355659";"0.023436";"0";"1.796167";"-0.895797";"-0.042587";"0";"0";"0";"0.517256";"0";"0";"0";"0.517256";
"7/01/2002 01:00:00";"-0.524617";"0.603735";"1.464955";"0.097472";"0";"2.107572";"-0.861312";"0";"0";"0";"0";"0.689664";"0";"0";"0";"0.689664";
"7/01/2002 02:00:00";"-0.546335";"0.754618";"1.300148";"0.09626";"0";"2.110147";"-0.861465";"0";"0";"0";"0";"0.689664";"0";"0";"0";"0.689664";
