"Date/Time";"Walls";"Ground Floors";"Partitions (int)";"Roofs";"Sensible Cooling";"Mech Vent + Nat Vent + Infiltration";"External Infiltration";"External Vent.";"Total Cooling";"Zone Heating";"General Lighting";"Occupancy";"Solar Gains Exterior Windows";"Zone Sensible Heating";"Zone Sensible Cooling";"Air Temperature";"Radiant Temperature";"Operative Temperature";"Lighting";"Heating (Gas)";"Cooling (Electricity)";"DHW (Electricity)";"Outside Dry-Bulb Temperature";
;"kW";"kW";"kW";"kW";"kW";"ac/h";"kW";"kW";"kW";"kW";"kW";"kW";"kW";"kW";"kW";"°C";"°C";"°C";"kW";"kW";"kW";"kW";"°C";
"1/01/2002 01:00:00";"1.05691";"1.483236";"3.067162";"-6.918474";"0";"0.717251";"-0.656301";"0";"0";"0.033729";"0";"1.546659";"0";"0.033729";"0";"18.42706";"18.46489";"18.44598";"0";"0.03968";"0";"0.691656";"10.525";
"1/01/2002 02:00:00";"0.999006";"1.369136";"2.632038";"-6.370394";"0";"0.7178869";"-0.669124";"0";"0";"0.771717";"0";"1.547157";"0";"0.771717";"0";"17.94104";"17.62724";"17.78414";"0";"0.907903";"0";"0.691656";"9.9";
"1/01/2002 03:00:00";"0.85221";"1.19446";"2.106781";"-6.254657";"0";"0.7159611";"-0.612542";"0";"0";"1.450889";"0";"1.547157";"0";"1.450889";"0";"17.74834";"16.97729";"17.36282";"0";"1.706929";"0";"0.691656";"10.375";
"1/01/2002 04:00:00";"0.728902";"1.101891";"1.698989";"-6.204193";"0";"0.7152684";"-0.55574";"0";"0";"1.96598";"0";"1.547157";"0";"1.96598";"0";"17.57629";"16.4294";"17.00285";"0";"2.312917";"0";"0.691656";"10.875";
"1/01/2002 05:00:00";"0.580613";"0.996207";"1.323161";"-6.128772";"0";"0.7148757";"-0.507976";"0";"0";"2.462719";"0";"1.547157";"0";"2.462719";"0";"17.43439";"16.00369";"16.71904";"0";"2.897318";"0";"0.691656";"11.3";
"1/01/2002 06:00:00";"0.347917";"0.637682";"0.600284";"-5.238461";"0";"0.7138411";"-0.474883";"0";"0";"2.479369";"0";"1.547157";"0.4323754";"2.479369";"0";"17.36615";"15.89558";"16.63087";"0";"2.916905";"0";"0.691656";"11.625";
"1/01/2002 07:00:00";"-0.226169";"-0.537068";"-1.610033";"-0.201606";"0";"0.708591";"-0.420381";"0";"0";"0.544927";"0";"1.547157";"1.579218";"0.544927";"0";"17.77571";"17.03503";"17.40537";"0";"0.641091";"0";"0.691656";"12.675";
"1/01/2002 08:00:00";"-1.202449";"-2.210081";"-4.966808";"5.517263";"0";"0.7109383";"-0.512636";"0";"0";"0";"1.017072";"1.541943";"2.644535";"0";"0";"19.76338";"19.51927";"19.64132";"1.017072";"0";"0";"0.345828";"13.525";
"1/01/2002 09:00:00";"-2.289443";"-3.591622";"-7.615782";"10.87284";"0";"0.7563532";"-0.702483";"-0.043563";"0";"0";"1.017072";"1.428179";"3.548223";"0";"0";"22.71649";"22.69541";"22.70595";"1.017072";"0";"0";"0.172912";"14.15";
"1/01/2002 10:00:00";"-3.270866";"-4.574109";"-9.209067";"14.8531";"-2.005504";"0.720354";"-0.838063";"0";"-2.345569";"0";"1.017072";"1.230101";"4.511271";"0";"-2.005683";"25.06764";"26.18503";"25.62634";"1.017072";"0";"0.521237";"0";"14.825";
"1/01/2002 11:00:00";"-3.798158";"-4.548431";"-8.943814";"18.49241";"-6.129863";"0.7199202";"-0.828178";"0";"-7.016398";"0";"0";"1.131091";"5.554679";"0";"-6.128005";"25.90508";"29.46222";"27.68365";"0";"0";"1.559199";"0";"15.75";
"1/01/2002 12:00:00";"-3.894778";"-3.897848";"-7.202658";"20.77745";"-11.26005";"0.7189448";"-0.809076";"0";"-12.47084";"0";"0";"1.049579";"6.054859";"0";"-11.25812";"26.70605";"31.99625";"29.35115";"0";"0";"2.771296";"0";"16.75";
"1/01/2002 13:00:00";"-3.650342";"-3.130434";"-5.150435";"21.41163";"-14.88817";"0.7180199";"-0.778796";"0";"-16.07482";"0";"0";"0.9647751";"5.848483";"0";"-14.88618";"27.36738";"33.70206";"30.53472";"0";"0";"3.572181";"0";"17.75";
"1/01/2002 14:00:00";"-3.076038";"-2.081027";"-2.557599";"19.01908";"-15.86009";"0.718914";"-0.787108";"0";"-16.96101";"0";"0";"0.8986635";"4.822508";"0";"-15.86009";"27.72866";"34.24618";"30.98742";"0";"0";"3.769112";"0";"18";
"1/01/2002 15:00:00";"-2.383375";"-1.152777";"-0.270022";"14.71757";"-14.82213";"0.721275";"-0.793823";"0";"-15.76752";"0";"0";"0.8803624";"4.018745";"0";"-14.82213";"27.81165";"33.89746";"30.85456";"0";"0";"3.503895";"0";"18";
"1/01/2002 16:00:00";"-1.634477";"-0.283176";"1.731755";"9.450576";"-12.29761";"0.7188098";"-0.775469";"0";"-13.09005";"0";"0";"0.8889946";"2.992735";"0";"-12.29761";"27.58483";"32.79139";"30.18811";"0";"0";"2.908901";"0";"18";
"1/01/2002 17:00:00";"-0.833513";"0.675418";"3.651528";"3.020985";"-8.505764";"0.719391";"-0.801358";"0";"-9.124646";"0";"0";"0.9390272";"1.899807";"0";"-8.506598";"27.12918";"30.89183";"29.01051";"0";"0";"2.027698";"0";"17.25";
"1/01/2002 18:00:00";"-0.024707";"1.593947";"5.359";"-3.823888";"-4.06393";"0.7203915";"-0.832281";"0";"-4.427205";"0";"0";"1.003689";"0.6901367";"0";"-4.06454";"26.47508";"28.25502";"27.36505";"0";"0";"0.983826";"0";"16.25";
"1/01/2002 19:00:00";"0.467972";"1.787681";"5.527099";"-7.864895";"-0.561423";"0.7210385";"-0.841566";"0";"-0.623712";"0";"0";"1.087455";"0";"0";"-0.5615581";"25.55326";"25.93759";"25.74542";"0";"0";"0.138602";"0";"15.25";
"1/01/2002 20:00:00";"0.6958";"1.58601";"4.842318";"-8.568875";"0";"0.7196004";"-0.763736";"0";"0";"0";"0.203414";"1.195417";"0";"0";"0";"24.11035";"24.32151";"24.21593";"0.203414";"0";"0";"0";"14.775";
"1/01/2002 21:00:00";"0.859935";"1.514802";"4.339811";"-8.144631";"0";"0.7180743";"-0.687798";"0";"0";"0";"0.203414";"1.30355";"0";"0";"0";"22.79652";"22.93536";"22.86594";"0.203414";"0";"0";"0";"14.4";
"1/01/2002 22:00:00";"0.950406";"1.456042";"3.873192";"-7.769861";"0";"0.715995";"-0.617132";"0";"0";"0";"0.203414";"1.388588";"0";"0";"0";"21.60055";"21.69002";"21.64528";"0.203414";"0";"0";"0";"14.075";
"1/01/2002 23:00:00";"0.996635";"1.425281";"3.493975";"-7.473042";"0";"0.7139784";"-0.553868";"0";"0";"0";"0.203414";"1.458441";"0";"0";"0";"20.52221";"20.55583";"20.53902";"0.203414";"0";"0";"0.172912";"13.775";
"1/01/2002";"1.036404";"1.459804";"3.275683";"-7.265972";"0";"0.7126516";"-0.499072";"0";"0";"0";"0";"1.518921";"0";"0";"0";"19.47198";"19.47801";"19.47499";"0";"0";"0";"0.51874";"13.4";
"2/01/2002 01:00:00";"1.066274";"1.499585";"3.100225";"-7.233879";"0";"0.7112736";"-0.44186";"0";"0";"0.006565";"0";"1.546646";"0";"0.006565";"0";"18.44518";"18.43264";"18.43891";"0";"0.007724";"0";"0.691656";"13.075";
"2/01/2002 02:00:00";"1.055502";"1.479156";"2.843449";"-7.251";"0";"0.7117509";"-0.467302";"0";"0";"0.942517";"0";"1.547157";"0";"0.942517";"0";"17.91257";"17.46696";"17.68976";"0";"1.108843";"0";"0.691656";"12.25";
"2/01/2002 03:00:00";"0.949455";"1.356847";"2.408132";"-7.419284";"0";"0.7135628";"-0.531011";"0";"0";"1.920614";"0";"1.547157";"0";"1.920614";"0";"17.66182";"16.6809";"17.17136";"0";"2.259544";"0";"0.691656";"11.25";
"2/01/2002 04:00:00";"0.849416";"1.27873";"2.011386";"-7.563777";"0";"0.7154468";"-0.596764";"0";"0";"2.760722";"0";"1.547157";"0";"2.760722";"0";"17.43026";"16.00527";"16.71776";"0";"3.247909";"0";"0.691656";"10.25";
"2/01/2002 05:00:00";"0.689357";"1.129796";"1.542279";"-7.39758";"0";"0.715929";"-0.583911";"0";"0";"3.404721";"0";"1.547157";"0";"3.404721";"0";"17.24964";"15.51757";"16.3836";"0";"4.005554";"0";"0.691656";"10.225";
"2/01/2002 06:00:00";"0.398437";"0.632517";"0.539811";"-5.748061";"0";"0.7157481";"-0.547894";"0";"0";"3.149849";"0";"1.547157";"0.4291525";"3.149849";"0";"17.19942";"15.51486";"16.35714";"0";"3.705704";"0";"0.691656";"10.6";
"2/01/2002 07:00:00";"0.213564";"0.515705";"0.294724";"-6.445693";"0";"0.7135073";"-0.517236";"0";"0";"3.203544";"0";"1.547157";"1.555259";"3.203544";"0";"17.16192";"15.37156";"16.26674";"0";"3.768877";"0";"0.691656";"10.925";
"2/01/2002 08:00:00";"-0.347877";"-0.501862";"-1.678659";"-2.593515";"0";"0.7129049";"-0.522745";"0";"0";"1.514894";"1.017072";"1.547157";"2.659404";"1.514894";"0";"17.53503";"16.28766";"16.91135";"1.017072";"1.78223";"0";"0.345828";"11.225";
"2/01/2002 09:00:00";"-1.860597";"-3.401067";"-7.281569";"10.04831";"0";"0.71683";"-0.724035";"0";"0";"0";"1.017072";"1.534917";"3.600608";"0";"0";"20.35096";"20.46075";"20.40585";"1.017072";"0";"0";"0.172912";"11.6";
"2/01/2002 10:00:00";"-3.086104";"-4.551777";"-9.616915";"14.7186";"-0.252449";"0.7248737";"-0.988532";"0";"-0.295593";"0";"1.017072";"1.353106";"4.374453";"0";"-0.2525614";"23.88568";"24.15768";"24.02168";"1.017072";"0";"0.065688";"0";"11.925";
"2/01/2002 11:00:00";"-3.713035";"-4.542303";"-9.152754";"16.98904";"-3.041863";"0.7276719";"-1.077303";"0";"-3.542288";"0";"0";"1.181694";"4.535551";"0";"-3.042006";"25.27307";"27.35694";"26.31501";"0";"0";"0.787175";"0";"12.225";
"2/01/2002 12:00:00";"-3.882644";"-3.735549";"-7.322855";"18.14595";"-6.754664";"0.7279949";"-1.106738";"0";"-7.705231";"0";"0";"1.115245";"4.644428";"0";"-6.753926";"26.02223";"29.79648";"27.90936";"0";"0";"1.712274";"0";"12.6";
"2/01/2002 13:00:00";"-3.702901";"-2.887298";"-5.0523";"17.57962";"-9.693833";"0.7283415";"-1.125771";"0";"-10.81717";"0";"0";"1.04815";"4.712966";"0";"-9.69193";"26.59373";"31.34397";"28.96885";"0";"0";"2.403815";"0";"12.925";
"2/01/2002 14:00:00";"-3.252019";"-1.979039";"-2.706568";"14.90135";"-10.82163";"0.728235";"-1.119401";"0";"-11.89263";"0";"0";"0.9993319";"4.578197";"0";"-10.82163";"26.90838";"31.94025";"29.42432";"0";"0";"2.642806";"0";"13.3";
"2/01/2002 15:00:00";"-2.645099";"-1.065283";"-0.479608";"11.10307";"-10.19181";"0.7295464";"-1.091437";"0";"-11.14058";"0";"0";"0.9798079";"3.817106";"0";"-10.19181";"26.98605";"31.68821";"29.33713";"0";"0";"2.475682";"0";"13.7";
"2/01/2002 16:00:00";"-1.960437";"-0.218252";"1.464454";"6.412867";"-8.152803";"0.7258614";"-1.040547";"0";"-8.917153";"0";"0";"0.9911871";"2.820967";"0";"-8.153899";"26.78319";"30.69018";"28.73668";"0";"0";"1.981589";"0";"14.1";
"2/01/2002 17:00:00";"-1.264249";"0.548365";"3.059407";"1.350246";"-5.27043";"0.725608";"-1.036184";"0";"-5.823048";"0";"0";"1.025551";"1.853009";"0";"-5.271052";"26.44341";"29.10222";"27.77282";"0";"0";"1.29401";"0";"13.825";
"2/01/2002 18:00:00";"-0.507255";"1.402202";"4.629524";"-4.188922";"-2.004348";"0.7255465";"-1.028676";"0";"-2.247197";"0";"0";"1.071377";"0.7236501";"0";"-2.004348";"25.90934";"26.82645";"26.36789";"0";"0";"0.49938";"0";"13.4";
"2/01/2002 19:00:00";"0.09724";"1.861445";"5.301328";"-8.642053";"0";"0.7237937";"-0.939569";"0";"0";"0";"0";"1.158082";"0";"0";"0";"24.33286";"24.58929";"24.46107";"0";"0";"0";"0";"12.925";
"2/01/2002 20:00:00";"0.498763";"1.96466";"5.266844";"-9.384099";"0";"0.7209453";"-0.822284";"0";"0";"0";"0.203414";"1.30825";"0";"0";"0";"22.54679";"22.76432";"22.65556";"0.203414";"0";"0";"0";"12.575";
"2/01/2002 21:00:00";"0.744776";"1.888811";"4.78851";"-9.0962";"0";"0.7182494";"-0.718111";"0";"0";"0";"0.203414";"1.416307";"0";"0";"0";"21.05153";"21.20591";"21.12872";"0.203414";"0";"0";"0";"12.35";
"2/01/2002 22:00:00";"0.8929";"1.815131";"4.297475";"-8.751458";"0";"0.7154754";"-0.630265";"0";"0";"0";"0.203414";"1.498983";"0";"0";"0";"19.70476";"19.81201";"19.75838";"0.203414";"0";"0";"0";"12.075";
"2/01/2002 23:00:00";"0.968278";"1.736675";"3.814685";"-8.231559";"0";"0.713281";"-0.559855";"0";"0";"0.016998";"0.203414";"1.543442";"0";"0.016998";"0";"18.54549";"18.59288";"18.56918";"0.203414";"0.019997";"0";"0.172912";"11.775";
"2/01/2002";"0.949477";"1.583049";"3.234676";"-7.598164";"0";"0.7132986";"-0.544843";"0";"0";"0.967357";"0";"1.547157";"0";"0.967357";"0";"17.98047";"17.5836";"17.78203";"0";"1.138067";"0";"0.51874";"11.4";
"3/01/2002 01:00:00";"0.822715";"1.346705";"2.525406";"-7.237813";"0";"0.7139373";"-0.551892";"0";"0";"1.787609";"0";"1.547157";"0";"1.787609";"0";"17.73301";"16.82936";"17.28119";"0";"2.103068";"0";"0.691656";"11.075";
"3/01/2002 02:00:00";"0.705906";"1.221148";"2.004932";"-7.067867";"0";"0.714986";"-0.585126";"0";"0";"2.450821";"0";"1.547157";"0";"2.450821";"0";"17.51921";"16.20114";"16.86018";"0";"2.88332";"0";"0.691656";"10.475";
"3/01/2002 03:00:00";"0.573757";"1.131835";"1.623195";"-7.152903";"0";"0.7162024";"-0.621953";"0";"0";"3.215946";"0";"1.547157";"0";"3.215946";"0";"17.32142";"15.6618";"16.49161";"0";"3.783468";"0";"0.691656";"9.85";
"3/01/2002 04:00:00";"0.445514";"1.071405";"1.354679";"-7.340905";"0";"0.7176161";"-0.664565";"0";"0";"3.944694";"0";"1.547157";"0";"3.944694";"0";"17.13962";"15.19434";"16.16698";"0";"4.640816";"0";"0.691656";"9.175";
"3/01/2002 05:00:00";"0.308954";"0.989146";"1.083844";"-7.383751";"0";"0.7191793";"-0.635153";"0";"0";"4.467569";"0";"1.547157";"0";"4.467569";"0";"16.9928";"14.83135";"15.91208";"0";"5.255962";"0";"0.691656";"9.375";
"3/01/2002 06:00:00";"0.063432";"0.561386";"0.285802";"-6.125554";"0";"0.7177247";"-0.589302";"0";"0";"4.193703";"0";"1.547157";"0.5088784";"4.193703";"0";"16.95563";"14.86897";"15.9123";"0";"4.93377";"0";"0.691656";"9.875";
"3/01/2002 07:00:00";"-0.535978";"-0.729614";"-2.077";"-0.319453";"0";"0.7137429";"-0.578533";"0";"0";"1.476152";"0";"1.547157";"1.867902";"1.476152";"0";"17.33852";"16.24502";"16.79177";"0";"1.736649";"0";"0.691656";"10.375";
"3/01/2002 08:00:00";"-1.516534";"-2.499097";"-5.531257";"6.590411";"0";"0.7133401";"-0.583101";"0";"0";"0";"1.017072";"1.547157";"3.045121";"0";"0";"19.21277";"19.0756";"19.14419";"1.017072";"0";"0";"0.345828";"12.15";
"3/01/2002 09:00:00";"-2.761853";"-4.14455";"-8.813559";"13.2635";"0";"0.8827679";"-0.688605";"-0.174066";"0";"0";"1.017072";"1.441091";"3.92194";"0";"0";"22.67748";"22.77222";"22.72485";"1.017072";"0";"0";"0.172912";"14.275";
"3/01/2002 10:00:00";"-3.812249";"-5.153933";"-10.43515";"18.03599";"-2.968136";"0.7169433";"-0.711523";"0";"-3.427164";"0";"1.017072";"1.223616";"4.642294";"0";"-2.96802";"25.19639";"26.74041";"25.9684";"1.017072";"0";"0.761593";"0";"16.45";
"3/01/2002 11:00:00";"-4.156382";"-4.550097";"-9.111797";"20.94459";"-7.141345";"0.7164329";"-0.717858";"0";"-8.084339";"0";"0";"1.116165";"4.650567";"0";"-7.140183";"26.07294";"29.9289";"28.00092";"0";"0";"1.79652";"0";"17.225";
"3/01/2002 12:00:00";"-4.04588";"-3.584355";"-6.599023";"21.46006";"-11.35606";"0.7164372";"-0.747659";"0";"-12.50752";"0";"0";"1.032602";"4.692373";"0";"-11.35438";"26.82657";"32.07001";"29.44829";"0";"0";"2.779449";"0";"17.6";
"3/01/2002 13:00:00";"-1.754178";"1.770513";"4.62066";"-5.706793";"-4.512163";"0.713531";"-0.659071";"0";"-4.964971";"0";"0";"1.019496";"4.688331";"0";"-4.512164";"26.06714";"27.6155";"26.84132";"0";"0";"1.103326";"0";"17.925";
"3/01/2002 14:00:00";"-1.462687";"0.472544";"2.907362";"-4.025087";"-2.391453";"0.712604";"-0.601742";"0";"-2.702252";"0";"0";"1.154693";"4.692239";"0";"-2.391856";"25.35906";"26.48043";"25.91975";"0";"0";"0.600501";"0";"17.925";
"3/01/2002 15:00:00";"-2.759716";"-3.23086";"-4.633182";"14.53678";"-7.566954";"0.715541";"-0.698187";"0";"-8.485187";"0";"0";"1.081587";"4.15903";"0";"-7.566955";"26.37028";"30.51527";"28.44278";"0";"0";"1.885597";"0";"17.75";
"3/01/2002 16:00:00";"-2.334685";"-1.735376";"-2.01403";"11.82402";"-8.967341";"0.7185793";"-0.734573";"0";"-9.940551";"0";"0";"1.016071";"3.271686";"0";"-8.967341";"26.69081";"30.87669";"28.78375";"0";"0";"2.209011";"0";"17.625";
"3/01/2002 17:00:00";"-1.450328";"0.164268";"1.8796";"3.231721";"-6.097403";"0.7182643";"-0.788202";"0";"-6.740514";"0";"0";"1.024785";"2.138468";"0";"-6.097403";"26.39522";"29.29223";"27.84372";"0";"0";"1.497894";"0";"16.7";
"3/01/2002 18:00:00";"-0.493713";"1.553775";"4.729044";"-4.640393";"-2.137358";"0.7187589";"-0.84152";"0";"-2.393268";"0";"0";"1.082976";"0.7571057";"0";"-2.137359";"25.80612";"26.64";"26.22306";"0";"0";"0.531837";"0";"15.5";
"3/01/2002 19:00:00";"0.092252";"1.841279";"5.21614";"-8.593965";"0";"0.7179739";"-0.817569";"0";"0";"0";"0";"1.169705";"0";"0";"0";"24.26949";"24.48034";"24.37492";"0";"0";"0";"0";"14.3";
"3/01/2002 20:00:00";"0.437874";"1.782588";"4.903328";"-8.637253";"0";"0.7173569";"-0.750393";"0";"0";"0";"0.203414";"1.306661";"0";"0";"0";"22.67662";"22.84659";"22.7616";"0.203414";"0";"0";"0";"13.55";
"3/01/2002 21:00:00";"0.637171";"1.631663";"4.295865";"-8.03118";"0";"0.7167587";"-0.693506";"0";"0";"0";"0.203414";"1.401901";"0";"0";"0";"21.36798";"21.48852";"21.42825";"0.203414";"0";"0";"0";"12.95";
"3/01/2002 22:00:00";"0.748043";"1.526958";"3.763634";"-7.526504";"0";"0.7158085";"-0.649863";"0";"0";"0";"0.203414";"1.474739";"0";"0";"0";"20.22241";"20.29386";"20.25813";"0.203414";"0";"0";"0";"12.35";
"3/01/2002 23:00:00";"0.814277";"1.486796";"3.38151";"-7.190783";"0";"0.7160485";"-0.615148";"0";"0";"0";"0.203414";"1.531739";"0";"0";"0";"19.18697";"19.2006";"19.19378";"0.203414";"0";"0";"0.172912";"11.75";
"3/01/2002";"0.867609";"1.512328";"3.158783";"-6.953818";"0";"0.7150826";"-0.584762";"0";"0";"0.18165";"0";"1.547157";"0";"0.18165";"0";"18.20527";"18.16453";"18.1849";"0";"0.213706";"0";"0.51874";"11.15";
"4/01/2002 01:00:00";"0.833663";"1.413106";"2.75568";"-7.051847";"0";"0.7157614";"-0.605468";"0";"0";"1.337406";"0";"1.547157";"0";"1.337406";"0";"17.84015";"17.23893";"17.53954";"0";"1.573417";"0";"0.691656";"10.55";
"4/01/2002 02:00:00";"0.746282";"1.302318";"2.310779";"-7.113339";"0";"0.7165616";"-0.630454";"0";"0";"2.11435";"0";"1.547157";"0";"2.11435";"0";"17.60257";"16.49681";"17.04969";"0";"2.487469";"0";"0.691656";"10.025";
"4/01/2002 03:00:00";"0.60261";"1.130335";"1.742495";"-6.806875";"0";"0.717191";"-0.651144";"0";"0";"2.763249";"0";"1.547157";"0";"2.763249";"0";"17.41493";"15.96444";"16.68968";"0";"3.250882";"0";"0.691656";"9.6";
"4/01/2002 04:00:00";"0.521106";"1.203216";"1.690633";"-7.728592";"0";"0.7180268";"-0.674188";"0";"0";"3.888457";"0";"1.547157";"0";"3.888457";"0";"17.2035";"15.29009";"16.24679";"0";"4.574656";"0";"0.691656";"9.125";
"4/01/2002 05:00:00";"0.358134";"1.06885";"1.311926";"-7.770407";"0";"0.7204233";"-0.714885";"0";"0";"4.665152";"0";"1.547157";"0";"4.665152";"0";"17.02169";"14.85166";"15.93668";"0";"5.488414";"0";"0.691656";"8.475";
"4/01/2002 06:00:00";"0.055833";"0.544064";"0.299103";"-5.74565";"0";"0.7230682";"-0.766415";"0";"0";"4.154723";"0";"1.547157";"0.4204874";"4.154723";"0";"16.99238";"14.9784";"15.98539";"0";"4.887911";"0";"0.691656";"7.85";
"4/01/2002 07:00:00";"-0.046216";"0.640387";"0.466315";"-7.665244";"0";"0.7232202";"-0.815736";"0";"0";"4.719177";"0";"1.547157";"1.558634";"4.719177";"0";"16.88232";"14.64029";"15.7613";"0";"5.551972";"0";"0.691656";"7.175";
"4/01/2002 08:00:00";"-0.557642";"-0.297904";"-1.344963";"-4.149923";"0";"0.7220287";"-0.805819";"0";"0";"2.938526";"1.017072";"1.547157";"2.617538";"2.938526";"0";"17.04877";"15.40889";"16.22883";"1.017072";"3.45709";"0";"0.345828";"7.45";
"4/01/2002 09:00:00";"-1.827296";"-2.849936";"-6.182247";"8.108275";"0";"0.7233869";"-0.92652";"0";"0";"0";"1.017072";"1.547157";"3.512619";"0";"0";"19.03202";"19.14435";"19.08818";"1.017072";"0";"0";"0.172912";"7.975";
"4/01/2002 10:00:00";"-2.90115";"-3.869355";"-8.318853";"12.34165";"0";"0.7297848";"-1.143544";"0";"0";"0";"1.017072";"1.452464";"4.244987";"0";"0";"22.22396";"22.3843";"22.30413";"1.017072";"0";"0";"0";"8.55";
"4/01/2002 11:00:00";"-3.634806";"-4.134557";"-8.505017";"14.50646";"-0.689925";"0.733088";"-1.253997";"0";"-0.802944";"0";"0";"1.2667";"4.481458";"0";"-0.6900603";"24.57042";"25.40251";"24.98646";"0";"0";"0.178431";"0";"9.525";
"4/01/2002 12:00:00";"-3.924403";"-3.852438";"-7.547876";"15.56898";"-3.661777";"0.7321538";"-1.231263";"0";"-4.230399";"0";"0";"1.164209";"4.613133";"0";"-3.661335";"25.45426";"27.94327";"26.69876";"0";"0";"0.940087";"0";"10.625";
"4/01/2002 13:00:00";"-3.871527";"-2.972947";"-5.459225";"15.30984";"-6.514548";"0.730481";"-1.189939";"0";"-7.402624";"0";"0";"1.106195";"4.53055";"0";"-6.513485";"26.0326";"29.65866";"27.84563";"0";"0";"1.645028";"0";"11.65";
"4/01/2002 14:00:00";"-3.524564";"-2.140102";"-3.279673";"13.57042";"-8.093355";"0.7287855";"-1.128045";"0";"-9.073179";"0";"0";"1.057743";"4.246724";"0";"-8.093355";"26.41011";"30.52323";"28.46667";"0";"0";"2.016262";"0";"12.725";
"4/01/2002 15:00:00";"-3.005916";"-1.347446";"-1.273924";"10.6019";"-8.225154";"0.7274383";"-1.048656";"0";"-9.126439";"0";"0";"1.030392";"3.765285";"0";"-8.223968";"26.59517";"30.61996";"28.60757";"0";"0";"2.028099";"0";"13.825";
"4/01/2002 16:00:00";"-2.362356";"-0.517094";"0.659415";"6.63268";"-6.96638";"0.7244139";"-0.948085";"0";"-7.692525";"0";"0";"1.026293";"2.812109";"0";"-6.966382";"26.514";"29.96444";"28.23922";"0";"0";"1.709452";"0";"14.925";
"4/01/2002 17:00:00";"-1.593999";"0.445364";"2.67588";"1.242992";"-4.339079";"0.7238091";"-0.969061";"0";"-4.829123";"0";"0";"1.053642";"1.759516";"0";"-4.33959";"26.19864";"28.45209";"27.32537";"0";"0";"1.073138";"0";"14.375";
"4/01/2002 18:00:00";"-0.746625";"1.404965";"4.506906";"-4.642869";"-1.099066";"0.7255136";"-1.017503";"0";"-1.238956";"0";"0";"1.095831";"0.5859212";"0";"-1.099068";"25.64307";"26.16104";"25.90205";"0";"0";"0.275324";"0";"13.275";
"4/01/2002 19:00:00";"-0.064161";"1.962325";"5.442084";"-9.12028";"0";"0.7243789";"-0.944883";"0";"0";"0";"0";"1.20034";"0";"0";"0";"23.61771";"23.89071";"23.75421";"0";"0";"0";"0";"12.175";
"4/01/2002 20:00:00";"0.41515";"2.12628";"5.526114";"-9.86343";"0";"0.7221658";"-0.850288";"0";"0";"0";"0.203414";"1.36151";"0";"0";"0";"21.72145";"21.9553";"21.83838";"0.203414";"0";"0";"0";"11.45";
"4/01/2002 21:00:00";"0.689652";"2.01483";"4.974354";"-9.381657";"0";"0.7205643";"-0.779614";"0";"0";"0";"0.203414";"1.468285";"0";"0";"0";"20.17085";"20.35021";"20.26053";"0.203414";"0";"0";"0";"10.775";
"4/01/2002 22:00:00";"0.848507";"1.906665";"4.405556";"-8.853555";"0";"0.7185856";"-0.719375";"0";"0";"0.01266";"0.203414";"1.534886";"0";"0.01266";"0";"18.80117";"18.93802";"18.86959";"0.203414";"0.014895";"0";"0";"10.15";
"4/01/2002 23:00:00";"0.898439";"1.763288";"3.805369";"-8.412415";"0";"0.7170604";"-0.674331";"0";"0";"0.932689";"0.203414";"1.547157";"0";"0.932689";"0";"18.02819";"17.7187";"17.87345";"0.203414";"1.09728";"0";"0.172912";"9.925";
"4/01/2002";"0.811661";"1.513974";"3.032033";"-8.135667";"0";"0.7169196";"-0.657932";"0";"0";"2.13733";"0";"1.547157";"0";"2.13733";"0";"17.72842";"16.79062";"17.25952";"0";"2.514506";"0";"0.51874";"9.825";
"5/01/2002 01:00:00";"0.693489";"1.341958";"2.394278";"-7.877516";"0";"0.7168428";"-0.64531";"0";"0";"2.839325";"0";"1.547157";"0";"2.839325";"0";"17.47411";"16.05809";"16.7661";"0";"3.340383";"0";"0.691656";"9.725";
"5/01/2002 02:00:00";"0.54336";"1.184213";"1.833921";"-7.736069";"0";"0.7167804";"-0.642623";"0";"0";"3.598932";"0";"1.547157";"0";"3.598932";"0";"17.2622";"15.48344";"16.37282";"0";"4.234038";"0";"0.691656";"9.55";
"5/01/2002 03:00:00";"0.391998";"1.062628";"1.415728";"-7.646317";"0";"0.7165941";"-0.638614";"0";"0";"4.228905";"0";"1.547157";"0";"4.228905";"0";"17.08571";"15.03267";"16.05919";"0";"4.975186";"0";"0.691656";"9.425";
"5/01/2002 04:00:00";"0.249053";"0.972964";"1.108578";"-7.621258";"0";"0.7191545";"-0.641111";"0";"0";"4.762142";"0";"1.547157";"0";"4.762142";"0";"16.93597";"14.67029";"15.80313";"0";"5.602519";"0";"0.691656";"9.25";
"5/01/2002 05:00:00";"0.115819";"0.90325";"0.875783";"-7.608005";"0";"0.7183501";"-0.616196";"0";"0";"5.173791";"0";"1.547157";"0";"5.173791";"0";"16.81684";"14.38251";"15.59968";"0";"6.086811";"0";"0.691656";"9.425";
"5/01/2002 06:00:00";"-0.107469";"0.488589";"0.173183";"-6.618824";"0";"0.7176563";"-0.593879";"0";"0";"4.929409";"0";"1.547157";"0.6263883";"4.929409";"0";"16.77991";"14.42888";"15.6044";"0";"5.799304";"0";"0.691656";"9.65";
