"Date/Time";"Walls";"Ground Floors";"Partitions (int)";"Roofs";"Mech Vent + Nat Vent + Infiltration";"External Infiltration";"Zone Heating";"General Lighting";"Occupancy";"Solar Gains Exterior Windows";"Zone Sensible Heating";"Zone Sensible Cooling";"Air Temperature";"Radiant Temperature";"Operative Temperature";"Lighting";"Heating (Gas)";"DHW (Electricity)";"Outside Dry-Bulb Temperature";
;"kW";"kW";"kW";"kW";"ac/h";"kW";"kW";"kW";"kW";"kW";"kW";"kW";"°C";"°C";"°C";"kW";"kW";"kW";"°C";
"1/01/2002 01:00:00";"0.015891";"-1.038593";"1.105646";"0.067493";"2.08068";"-0.715293";"0";"0";"1.53262";"0";"0";"-1.354746";"19.13736";"19.89978";"19.51857";"0";"0";"0.691656";"10.525";
"1/01/2002 02:00:00";"0.032958";"-0.793131";"1.243247";"0.108243";"2.08517";"-0.731573";"0";"0";"1.547157";"0";"0";"-1.382388";"18.69138";"19.48649";"19.08894";"0";"0";"0.691656";"9.9";
"1/01/2002 03:00:00";"-0.038149";"-0.615088";"1.034355";"0.013359";"2.082261";"-0.67138";"0";"0";"1.547157";"0";"0";"-1.270584";"18.45648";"19.14565";"18.80106";"0";"0";"0.691656";"10.375";
"1/01/2002 04:00:00";"-0.111753";"-0.455122";"0.897073";"-0.069287";"2.079901";"-0.61251";"0";"0";"1.547157";"0";"0";"-1.161433";"18.26072";"18.84387";"18.5523";"0";"0";"0.691656";"10.875";
"1/01/2002 05:00:00";"-0.188911";"-0.317244";"0.775758";"-0.143991";"2.078042";"-0.563195";"0.013574";"0";"1.547157";"0";"0";"-1.056235";"18.10107";"18.57972";"18.34039";"0";"0.01597";"0.691656";"11.3";
"1/01/2002 06:00:00";"-0.27848";"-0.224884";"0.609553";"-0.245068";"2.077024";"-0.528226";"0.073896";"0";"1.547157";"0.1306664";"0";"-0.9309928";"18.01092";"18.37063";"18.19077";"0";"0.086938";"0.691656";"11.625";
"1/01/2002 07:00:00";"-0.386377";"-0.217522";"0.312521";"-0.338297";"2.075274";"-0.44465";"0.015845";"0";"1.547157";"0.4772491";"0";"-0.8333975";"18.0699";"18.2798";"18.17485";"0";"0.018642";"0.691656";"12.675";
"1/01/2002 08:00:00";"-0.640121";"-0.417556";"-0.515846";"-0.531316";"1.393233";"-0.448313";"0";"1.017072";"1.547157";"0.7991939";"0";"-0.4296054";"18.98055";"18.45926";"18.7199";"1.017072";"0";"0.345828";"13.525";
"1/01/2002 09:00:00";"-0.819579";"-0.649885";"-0.902132";"-0.320566";"1.055227";"-0.437073";"0";"1.017072";"1.546179";"1.072294";"0";"-0.2099105";"19.4803";"18.81388";"19.14709";"1.017072";"0";"0.172912";"14.15";
"1/01/2002 10:00:00";"-0.958203";"-0.932852";"-1.250163";"-0.045675";"0.7111449";"-0.427458";"0";"1.017072";"1.52402";"1.363333";"0";"0";"20.05005";"19.26851";"19.65928";"1.017072";"0";"0";"14.825";
"1/01/2002 11:00:00";"-0.956304";"-1.15577";"-1.164096";"0.410854";"0.7112154";"-0.36843";"0";"0";"1.503102";"1.678657";"0";"0";"20.26842";"19.72008";"19.99425";"0";"0";"0";"15.75";
"1/01/2002 12:00:00";"-0.929482";"-1.413325";"-1.24109";"0.73866";"0.7102207";"-0.324145";"0";"0";"1.486786";"1.829814";"0";"0";"20.73968";"20.17986";"20.45977";"0";"0";"0";"16.75";
"1/01/2002 13:00:00";"-0.875176";"-1.670755";"-1.289226";"1.016007";"0.70916";"-0.280892";"0";"0";"1.45719";"1.767446";"0";"0";"21.21971";"20.65171";"20.93571";"0";"0";"0";"17.75";
"1/01/2002 14:00:00";"-0.745663";"-1.866508";"-1.144515";"1.259434";"0.7094212";"-0.291196";"0";"0";"1.43081";"1.45739";"0";"0";"21.60023";"21.04872";"21.32448";"0";"0";"0";"18";
"1/01/2002 15:00:00";"-0.58505";"-2.022929";"-0.951023";"1.344595";"0.7101243";"-0.315814";"0";"0";"1.409693";"1.214488";"0";"0";"21.90447";"21.36664";"21.63556";"0";"0";"0";"18";
"1/01/2002 16:00:00";"-0.406068";"-2.116874";"-0.683907";"1.316555";"0.7106791";"-0.332966";"0";"0";"1.393011";"0.9044222";"0";"0";"22.11644";"21.57739";"21.84692";"0";"0";"0";"18";
"1/01/2002 17:00:00";"-0.228116";"-2.135649";"-0.361882";"1.190086";"0.7126862";"-0.399321";"0";"0";"1.383478";"0.5741328";"0";"0";"22.17349";"21.6622";"21.91784";"0";"0";"0";"17.25";
"1/01/2002 18:00:00";"-0.05818";"-2.062068";"0.040321";"0.975353";"0.7149401";"-0.473571";"0";"0";"1.385659";"0.2085634";"0";"0";"22.06863";"21.59329";"21.83096";"0";"0";"0";"16.25";
"1/01/2002 19:00:00";"0.066085";"-1.938675";"0.364848";"0.669661";"0.7168381";"-0.539883";"0";"0";"1.396178";"0";"0";"0";"21.86015";"21.41093";"21.63554";"0";"0";"0";"15.25";
"1/01/2002 20:00:00";"0.098648";"-1.837199";"0.45761";"0.33102";"0.7177961";"-0.568984";"0";"0.203414";"1.408274";"0";"0";"0";"21.73021";"21.21105";"21.47063";"0.203414";"0";"0";"14.775";
"1/01/2002 21:00:00";"0.082998";"-1.727934";"0.519283";"0.111242";"0.7182032";"-0.582746";"0";"0.203414";"1.417982";"0";"0";"0";"21.51426";"21.00969";"21.26198";"0.203414";"0";"0";"14.4";
"1/01/2002 22:00:00";"0.04197";"-1.608248";"0.571728";"-0.005895";"0.7183972";"-0.592361";"0";"0.203414";"1.432068";"0";"0";"0";"21.2985";"20.79788";"21.04819";"0.203414";"0";"0";"14.075";
"1/01/2002 23:00:00";"-0.00103";"-1.469563";"0.646674";"-0.042334";"1.059831";"-0.580686";"0";"0.203414";"1.45342";"0";"0";"-0.2784397";"20.84878";"20.56926";"20.70902";"0.203414";"0";"0.172912";"13.775";
"1/01/2002";"0.007189";"-1.259128";"0.925256";"0.029344";"1.740634";"-0.544115";"0";"0";"1.494874";"0";"0";"-0.7813767";"20.01981";"20.26394";"20.14187";"0";"0";"0.51874";"13.4";
"2/01/2002 01:00:00";"-0.016019";"-1.062087";"0.965244";"0.009343";"2.083654";"-0.531903";"0";"0";"1.525484";"0";"0";"-1.016867";"19.53916";"19.92921";"19.73418";"0";"0";"0.691656";"13.075";
"2/01/2002 02:00:00";"-0.045611";"-0.87647";"0.979098";"-0.042429";"2.082315";"-0.567617";"0";"0";"1.545008";"0";"0";"-1.081443";"19.12792";"19.59966";"19.36379";"0";"0";"0.691656";"12.25";
"2/01/2002 03:00:00";"-0.075598";"-0.694677";"0.995739";"-0.08668";"2.08173";"-0.615015";"0";"0";"1.547157";"0";"0";"-1.167629";"18.67599";"19.26937";"18.97268";"0";"0";"0.691656";"11.25";
"2/01/2002 04:00:00";"-0.107698";"-0.506293";"1.004727";"-0.122055";"2.081259";"-0.665198";"0.002391";"0";"1.547157";"0";"0";"-1.256097";"18.25352";"18.93534";"18.59443";"0";"0.002813";"0.691656";"10.25";
"2/01/2002 05:00:00";"-0.153924";"-0.32297";"0.965323";"-0.167158";"2.079872";"-0.648211";"0.088239";"0";"1.547157";"0";"0";"-1.138108";"18.02302";"18.61221";"18.31761";"0";"0.103813";"0.691656";"10.225";
"2/01/2002 06:00:00";"-0.25537";"-0.218535";"0.721962";"-0.289146";"2.079297";"-0.611501";"0.238056";"0";"1.547157";"0.1296924";"0";"-0.9210307";"17.96542";"18.37001";"18.16771";"0";"0.280064";"0.691656";"10.6";
"2/01/2002 07:00:00";"-0.388853";"-0.181223";"0.453893";"-0.371596";"2.079185";"-0.58113";"0.324676";"0";"1.547157";"0.4700084";"0";"-0.7789353";"17.93217";"18.21697";"18.07457";"0";"0.381972";"0.691656";"10.925";
"2/01/2002 08:00:00";"-0.646141";"-0.298039";"-0.167119";"-0.654872";"1.397748";"-0.603062";"0";"1.017072";"1.547157";"0.8036875";"0";"-0.5734154";"18.5042";"18.26219";"18.38319";"1.017072";"0";"0.345828";"11.225";
"2/01/2002 09:00:00";"-0.854513";"-0.481224";"-0.627728";"-0.556452";"1.057984";"-0.610723";"0";"1.017072";"1.547157";"1.088125";"0";"-0.2907388";"18.9814";"18.51311";"18.74726";"1.017072";"0";"0.172912";"11.6";
"2/01/2002 10:00:00";"-1.03694";"-0.722629";"-1.014274";"-0.167308";"0.7174721";"-0.631335";"0";"1.017072";"1.541913";"1.321985";"0";"0";"19.5643";"18.90419";"19.23424";"1.017072";"0";"0";"11.925";
"2/01/2002 11:00:00";"-1.051784";"-0.86787";"-0.860404";"0.417778";"0.7181793";"-0.61125";"0";"0";"1.532535";"1.37067";"0";"0";"19.62903";"19.25572";"19.44238";"0";"0";"0";"12.225";
"2/01/2002 12:00:00";"-1.032504";"-1.041389";"-0.876872";"0.78887";"0.7180459";"-0.605142";"0";"0";"1.526712";"1.403573";"0";"0";"19.93972";"19.58931";"19.76451";"0";"0";"0";"12.6";
"2/01/2002 13:00:00";"-1.01255";"-1.235269";"-0.952725";"1.012861";"0.7181707";"-0.605124";"0";"0";"1.507291";"1.424286";"0";"0";"20.273";"19.93773";"20.10537";"0";"0";"0";"12.925";
"2/01/2002 14:00:00";"-0.944743";"-1.406208";"-0.916855";"1.135965";"0.7178323";"-0.60014";"0";"0";"1.489086";"1.383558";"0";"0";"20.59657";"20.25787";"20.42722";"0";"0";"0";"13.3";
"2/01/2002 15:00:00";"-0.832895";"-1.521541";"-0.744986";"1.187004";"0.7174262";"-0.587866";"0";"0";"1.471939";"1.153552";"0";"0";"20.85684";"20.50033";"20.67858";"0";"0";"0";"13.7";
"2/01/2002 16:00:00";"-0.695666";"-1.580604";"-0.505275";"1.147708";"0.7168123";"-0.568879";"0";"0";"1.459076";"0.8525128";"0";"0";"21.03481";"20.64686";"20.84084";"0";"0";"0";"14.1";
"2/01/2002 17:00:00";"-0.551806";"-1.584147";"-0.236694";"1.019952";"0.7180552";"-0.595408";"0";"0";"1.451849";"0.55999";"0";"0";"21.07641";"20.69329";"20.88485";"0";"0";"0";"13.825";
"2/01/2002 18:00:00";"-0.402649";"-1.508489";"0.096515";"0.837764";"0.7192238";"-0.624203";"0";"0";"1.453808";"0.2186913";"0";"0";"20.99127";"20.61331";"20.80229";"0";"0";"0";"13.4";
"2/01/2002 19:00:00";"-0.286472";"-1.387026";"0.372309";"0.564185";"0.720139";"-0.649918";"0";"0";"1.461629";"0";"0";"0";"20.81638";"20.43342";"20.6249";"0";"0";"0";"12.925";
"2/01/2002 20:00:00";"-0.24888";"-1.289153";"0.45143";"0.202917";"0.7205218";"-0.669779";"0";"0.203414";"1.471018";"0";"0";"0";"20.69756";"20.23448";"20.46602";"0.203414";"0";"0";"12.575";
"2/01/2002 21:00:00";"-0.247002";"-1.17597";"0.530502";"-0.069139";"0.7203224";"-0.670838";"0";"0.203414";"1.480126";"0";"0";"0";"20.47876";"20.02455";"20.25165";"0.203414";"0";"0";"12.35";
"2/01/2002 22:00:00";"-0.268288";"-1.053104";"0.589587";"-0.231572";"0.7203568";"-0.67552";"0";"0.203414";"1.493192";"0";"0";"0";"20.25241";"19.80409";"20.02825";"0.203414";"0";"0";"12.075";
"2/01/2002 23:00:00";"-0.287198";"-0.910916";"0.669608";"-0.280044";"1.060872";"-0.660733";"0";"0.203414";"1.514483";"0";"0";"-0.3150556";"19.76509";"19.56832";"19.66671";"0.203414";"0";"0.172912";"11.775";
"2/01/2002";"-0.266241";"-0.711359";"0.942694";"-0.199278";"1.740002";"-0.620397";"0";"0";"1.539163";"0";"0";"-0.8861137";"18.89275";"19.26592";"19.07934";"0";"0";"0.51874";"11.4";
"3/01/2002 01:00:00";"-0.259485";"-0.506849";"1.037803";"-0.153439";"2.079218";"-0.605362";"0.000082";"0";"1.547157";"0";"0";"-1.151155";"18.37797";"18.92506";"18.65152";"0";"0.000096";"0.691656";"11.075";
"3/01/2002 02:00:00";"-0.289449";"-0.332366";"0.960531";"-0.171891";"2.081994";"-0.630589";"0.106167";"0";"1.547157";"0";"0";"-1.090236";"18.06639";"18.60999";"18.33819";"0";"0.124904";"0.691656";"10.475";
"3/01/2002 03:00:00";"-0.343972";"-0.184994";"0.839542";"-0.223";"2.082263";"-0.673962";"0.431407";"0";"1.547157";"0";"0";"-0.843922";"17.94604";"18.33211";"18.13907";"0";"0.507537";"0.691656";"9.85";
"3/01/2002 04:00:00";"-0.413099";"-0.066105";"0.704931";"-0.298604";"2.082852";"-0.724972";"0.748715";"0";"1.547157";"0";"0";"-0.6191422";"17.86342";"18.0949";"17.97916";"0";"0.880841";"0.691656";"9.175";
"3/01/2002 05:00:00";"-0.491741";"0.03901";"0.60808";"-0.386139";"2.081465";"-0.703887";"0.879155";"0";"1.547157";"0";"6.514012E-03";"-0.4559753";"17.81701";"17.88959";"17.8533";"0";"1.034299";"0.691656";"9.375";
"3/01/2002 06:00:00";"-0.588497";"0.092004";"0.438615";"-0.508379";"2.079857";"-0.659058";"0.904106";"0";"1.547157";"0.153786";"2.771255E-02";"-0.3696635";"17.79356";"17.74339";"17.76848";"0";"1.063655";"0.691656";"9.875";
"3/01/2002 07:00:00";"-0.700606";"0.056106";"0.148877";"-0.579329";"2.078486";"-0.615996";"0.818521";"0";"1.547157";"0.564491";"2.493736E-02";"-0.3731299";"17.78927";"17.71826";"17.75377";"0";"0.962964";"0.691656";"10.375";
"3/01/2002 08:00:00";"-0.886175";"-0.142486";"-0.526237";"-0.60308";"1.390736";"-0.505877";"0.002222";"1.017072";"1.547157";"0.9202535";"0";"-0.4798154";"18.27633";"17.92447";"18.1004";"1.017072";"0.002615";"0.345828";"12.15";
"3/01/2002 09:00:00";"-1.053444";"-0.396029";"-1.029473";"-0.364605";"1.049425";"-0.38763";"0";"1.017072";"1.547157";"1.185233";"0";"-0.1860928";"19.00455";"18.31716";"18.66086";"1.017072";"0";"0.172912";"14.275";
"3/01/2002 10:00:00";"-1.18697";"-0.71307";"-1.429263";"-0.01914";"0.7054513";"-0.26594";"0";"1.017072";"1.539595";"1.402929";"0";"0";"19.71956";"18.849";"19.28428";"1.017072";"0";"0";"16.45";
"3/01/2002 11:00:00";"-1.144037";"-0.928598";"-1.253974";"0.5524";"0.7064079";"-0.221811";"0";"0";"1.518466";"1.405429";"0";"0";"19.96004";"19.3314";"19.64572";"0";"0";"0";"17.225";
"3/01/2002 12:00:00";"-1.063553";"-1.163988";"-1.224797";"0.926731";"0.7065318";"-0.226604";"0";"0";"1.504754";"1.418063";"0";"0";"20.39753";"19.78086";"20.0892";"0";"0";"0";"17.6";
"3/01/2002 13:00:00";"-0.981219";"-1.325738";"-0.990033";"0.876511";"0.7065544";"-0.22363";"0";"0";"1.481101";"1.416841";"0";"0";"20.68884";"20.06407";"20.37646";"0";"0";"0";"17.925";
"3/01/2002 14:00:00";"-0.858969";"-1.377144";"-0.554881";"0.21877";"0.7071579";"-0.235083";"0";"0";"1.470536";"1.418022";"0";"0";"20.83027";"20.14699";"20.48863";"0";"0";"0";"17.925";
"3/01/2002 15:00:00";"-0.75995";"-1.475649";"-0.519708";"0.323981";"0.7082436";"-0.263754";"0";"0";"1.46147";"1.256883";"0";"0";"21.0075";"20.35025";"20.67888";"0";"0";"0";"17.75";
"3/01/2002 16:00:00";"-0.687108";"-1.583979";"-0.545494";"0.730936";"0.7091308";"-0.289821";"0";"0";"1.449866";"0.9887227";"0";"0";"21.20286";"20.58558";"20.89422";"0";"0";"0";"17.625";
"3/01/2002 17:00:00";"-0.575906";"-1.62212";"-0.375173";"0.89109";"0.7111272";"-0.371817";"0";"0";"1.440731";"0.6462575";"0";"0";"21.27411";"20.71428";"20.99419";"0";"0";"0";"16.7";
"3/01/2002 18:00:00";"-0.422117";"-1.551282";"0.003289";"0.785217";"0.7134158";"-0.463776";"0";"0";"1.441713";"0.2288018";"0";"0";"21.18038";"20.66679";"20.92359";"0";"0";"0";"15.5";
"3/01/2002 19:00:00";"-0.287819";"-1.433155";"0.324508";"0.516955";"0.7156743";"-0.547441";"0";"0";"1.451266";"0";"0";"0";"20.97569";"20.5012";"20.73845";"0";"0";"0";"14.3";
"3/01/2002 20:00:00";"-0.235025";"-1.345789";"0.401496";"0.208476";"0.7178499";"-0.59961";"0";"0.203414";"1.462311";"0";"0";"0";"20.84292";"20.328";"20.58546";"0.203414";"0";"0";"13.55";
"3/01/2002 21:00:00";"-0.22673";"-1.251299";"0.453834";"0.025229";"0.7194115";"-0.633314";"0";"0.203414";"1.471441";"0";"0";"0";"20.63737";"20.15656";"20.39696";"0.203414";"0";"0";"12.95";
"3/01/2002 22:00:00";"-0.245549";"-1.148699";"0.49724";"-0.065169";"0.7205673";"-0.667144";"0";"0.203414";"1.483635";"0";"0";"0";"20.43157";"19.97588";"20.20372";"0.203414";"0";"0";"12.35";
"3/01/2002 23:00:00";"-0.26245";"-1.023102";"0.581301";"-0.07353";"1.062593";"-0.677734";"0";"0.203414";"1.504296";"0";"0";"-0.3238975";"19.94334";"19.77321";"19.85828";"0.203414";"0";"0.172912";"11.75";
"3/01/2002";"-0.227551";"-0.825289";"0.912131";"0.024391";"1.74288";"-0.652225";"0";"0";"1.53463";"0";"0";"-0.9323784";"19.019";"19.48381";"19.25141";"0";"0";"0.51874";"11.15";
"4/01/2002 01:00:00";"-0.214166";"-0.618272";"1.03221";"0.043975";"2.082637";"-0.658361";"0";"0";"1.547157";"0";"0";"-1.251238";"18.47694";"19.14018";"18.80856";"0";"0";"0.691656";"10.55";
"4/01/2002 02:00:00";"-0.23317";"-0.430318";"0.996858";"-0.012492";"2.084266";"-0.674487";"0.048255";"0";"1.547157";"0";"0";"-1.230306";"18.13168";"18.80524";"18.46846";"0";"0.05677";"0.691656";"10.025";
"4/01/2002 03:00:00";"-0.28227";"-0.266568";"0.901173";"-0.100139";"2.083343";"-0.697535";"0.314882";"0";"1.547157";"0";"0";"-1.004243";"17.97155";"18.50216";"18.23686";"0";"0.370447";"0.691656";"9.6";
"4/01/2002 04:00:00";"-0.366739";"-0.135078";"0.764461";"-0.165282";"2.083367";"-0.731502";"0.664839";"0";"1.547157";"0";"0";"-0.7152951";"17.89012";"18.23614";"18.06313";"0";"0.782163";"0.691656";"9.125";
"4/01/2002 05:00:00";"-0.478337";"-0.028312";"0.639849";"-0.201969";"2.083716";"-0.780599";"0.934713";"0";"1.547157";"0";"7.250608E-04";"-0.5346882";"17.80718";"18.02497";"17.91608";"0";"1.099663";"0.691656";"8.475";
"4/01/2002 06:00:00";"-0.585836";"0.044024";"0.506252";"-0.292936";"2.084542";"-0.828833";"1.161929";"0";"1.547157";"0.1270738";"2.761801E-02";"-0.4213471";"17.73684";"17.85826";"17.79755";"0";"1.366973";"0.691656";"7.85";
"4/01/2002 07:00:00";"-0.717769";"0.070692";"0.347177";"-0.393106";"2.085729";"-0.882173";"1.399074";"0";"1.547157";"0.4710284";"0.1279708";"-0.3805646";"17.67277";"17.73776";"17.70527";"0";"1.645969";"0.691656";"7.175";
"4/01/2002 08:00:00";"-0.936052";"-0.027323";"-0.140889";"-0.660534";"1.403749";"-0.872926";"0.378434";"1.017072";"1.547157";"0.7910354";"1.394774E-03";"-0.4409668";"17.84789";"17.76858";"17.80823";"1.017072";"0.445217";"0.345828";"7.45";
"4/01/2002 09:00:00";"-1.072404";"-0.160068";"-0.455208";"-0.511602";"1.06376";"-0.848607";"0.018334";"1.017072";"1.547157";"1.061534";"0";"-0.3800297";"18.10199";"17.94814";"18.02506";"1.017072";"0.021569";"0.172912";"7.975";
"4/01/2002 10:00:00";"-1.24015";"-0.367462";"-0.849362";"-0.208067";"0.7239937";"-0.854165";"0";"1.017072";"1.547157";"1.28286";"0";"0";"18.76384";"18.27386";"18.51885";"1.017072";"0";"0";"8.55";
"4/01/2002 11:00:00";"-1.264732";"-0.492516";"-0.735234";"0.311155";"0.7227003";"-0.772677";"0";"0";"1.547157";"1.354323";"0";"0";"18.7959";"18.58258";"18.68924";"0";"0";"0";"9.525";
"4/01/2002 12:00:00";"-1.252257";"-0.651439";"-0.789823";"0.651572";"0.7207013";"-0.706442";"0";"0";"1.547157";"1.394116";"0";"0";"19.13398";"18.88467";"19.00932";"0";"0";"0";"10.625";
"4/01/2002 13:00:00";"-1.242812";"-0.83009";"-0.883528";"0.857011";"0.7190006";"-0.650292";"0";"0";"1.543484";"1.369159";"0";"0";"19.51064";"19.2111";"19.36087";"0";"0";"0";"11.65";
"4/01/2002 14:00:00";"-1.177114";"-0.991033";"-0.871306";"0.98833";"0.7171375";"-0.588578";"0";"0";"1.529483";"1.283385";"0";"0";"19.86617";"19.51668";"19.69142";"0";"0";"0";"12.725";
"4/01/2002 15:00:00";"-1.078122";"-1.126927";"-0.790211";"1.028318";"0.7152174";"-0.52273";"0";"0";"1.511429";"1.137891";"0";"0";"20.19138";"19.78235";"19.98686";"0";"0";"0";"13.825";
"4/01/2002 16:00:00";"-0.94412";"-1.211284";"-0.606327";"1.013286";"0.7131991";"-0.451971";"0";"0";"1.495162";"0.8498359";"0";"0";"20.45053";"19.97077";"20.21065";"0";"0";"0";"14.925";
"4/01/2002 17:00:00";"-0.789339";"-1.235403";"-0.352587";"0.921031";"0.7152393";"-0.503646";"0";"0";"1.484446";"0.5317361";"0";"0";"20.52067";"20.05929";"20.28998";"0";"0";"0";"14.375";
"4/01/2002 18:00:00";"-0.613182";"-1.169697";"0.013496";"0.761206";"0.7180226";"-0.587968";"0";"0";"1.486482";"0.1770688";"0";"0";"20.42244";"20.00657";"20.21451";"0";"0";"0";"13.275";
"4/01/2002 19:00:00";"-0.473252";"-1.066768";"0.300483";"0.484476";"0.7205079";"-0.665382";"0";"0";"1.494704";"0";"0";"0";"20.23297";"19.85292";"20.04295";"0";"0";"0";"12.175";
"4/01/2002 20:00:00";"-0.412131";"-0.975836";"0.403365";"0.12282";"0.7219079";"-0.716188";"0";"0.203414";"1.504538";"0";"0";"0";"20.1016";"19.67076";"19.88618";"0.203414";"0";"0";"11.45";
"4/01/2002 21:00:00";"-0.393466";"-0.867837";"0.497852";"-0.14556";"0.7229418";"-0.753928";"0";"0.203414";"1.513857";"0";"0";"0";"19.86117";"19.47276";"19.66696";"0.203414";"0";"0";"10.775";
"4/01/2002 22:00:00";"-0.401581";"-0.74689";"0.57331";"-0.293044";"0.7238228";"-0.786835";"0";"0.203414";"1.527547";"0";"0";"0";"19.61213";"19.25866";"19.43539";"0.203414";"0";"0";"10.15";
"4/01/2002 23:00:00";"-0.408504";"-0.60398";"0.676954";"-0.32082";"1.062901";"-0.76173";"0";"0.203414";"1.541803";"0";"0";"-0.3604226";"19.07822";"19.02352";"19.05087";"0.203414";"0";"0.172912";"9.925";
"4/01/2002";"-0.383679";"-0.398966";"0.969994";"-0.241244";"1.739015";"-0.698535";"0.04142";"0";"1.547157";"0";"0";"-0.9494623";"18.21611";"18.71643";"18.46627";"0";"0.048729";"0.51874";"9.825";
"5/01/2002 01:00:00";"-0.40127";"-0.218028";"0.962176";"-0.239069";"2.081749";"-0.686386";"0.399045";"0";"1.547157";"0";"0";"-0.8983558";"17.96725";"18.39199";"18.17962";"0";"0.469466";"0.691656";"9.725";
"5/01/2002 02:00:00";"-0.465939";"-0.082714";"0.801177";"-0.309352";"2.081596";"-0.695207";"0.656032";"0";"1.547157";"0";"0";"-0.6570466";"17.89315";"18.12687";"18.01001";"0";"0.771803";"0.691656";"9.55";
"5/01/2002 03:00:00";"-0.544854";"0.028345";"0.664783";"-0.395207";"2.081337";"-0.700839";"0.869955";"0";"1.547157";"0";"1.250977E-02";"-0.4656289";"17.83199";"17.90643";"17.86921";"0";"1.023477";"0.691656";"9.425";
"5/01/2002 04:00:00";"-0.624768";"0.124973";"0.571199";"-0.474499";"2.081394";"-0.711322";"1.06139";"0";"1.547157";"0";"6.513757E-02";"-0.3456339";"17.7775";"17.71833";"17.74792";"0";"1.248695";"0.691656";"9.25";
"5/01/2002 05:00:00";"-0.702256";"0.206748";"0.492288";"-0.540102";"2.080556";"-0.693302";"1.167404";"0";"1.547157";"0";"0.1591927";"-0.3005005";"17.7416";"17.55745";"17.64953";"0";"1.373417";"0.691656";"9.425";
"5/01/2002 06:00:00";"-0.793391";"0.231401";"0.317484";"-0.643678";"2.079862";"-0.671922";"1.229218";"0";"1.547157";"0.1892982";"0.2474208";"-0.2876226";"17.71664";"17.45415";"17.58539";"0";"1.446138";"0.691656";"9.65";
"5/01/2002 07:00:00";"-0.889909";"0.165476";"0.032869";"-0.701808";"2.079214";"-0.647968";"1.147426";"0";"1.547157";"0.6497708";"0.1985701";"-0.2767522";"17.71148";"17.47285";"17.59216";"0";"1.349913";"0.691656";"9.925";
"5/01/2002 08:00:00";"-1.038515";"-0.029286";"-0.572169";"-0.649745";"1.391719";"-0.558146";"0.074397";"1.017072";"1.547157";"0.9770464";"0";"-0.4559428";"18.01365";"17.69715";"17.8554";"1.017072";"0.087526";"0.345828";"11.275";
"5/01/2002 09:00:00";"-1.151419";"-0.260523";"-0.981435";"-0.33027";"1.051552";"-0.474403";"0";"1.017072";"1.547157";"1.181633";"0";"-0.2267047";"18.66049";"18.06969";"18.36509";"1.017072";"0";"0.172912";"12.9";
"5/01/2002 10:00:00";"-1.267801";"-0.555824";"-1.3583";"0.003182";"0.7090656";"-0.391783";"0";"1.017072";"1.546103";"1.368951";"0";"0";"19.36023";"18.57366";"18.96695";"1.017072";"0";"0";"14.575";
"5/01/2002 11:00:00";"-1.224164";"-0.759429";"-1.193414";"0.525019";"0.7084653";"-0.307845";"0";"0";"1.536823";"1.402488";"0";"0";"19.60117";"19.03153";"19.31635";"0";"0";"0";"15.825";
"5/01/2002 12:00:00";"-1.156473";"-0.981961";"-1.166804";"0.829978";"0.7066061";"-0.260157";"0";"0";"1.523513";"1.414614";"0";"0";"20.05205";"19.45277";"19.75241";"0";"0";"0";"16.85";
"5/01/2002 13:00:00";"-1.087868";"-1.204864";"-1.165012";"0.933913";"0.7047819";"-0.207229";"0";"0";"1.498229";"1.389661";"0";"0";"20.48462";"19.85596";"20.17029";"0";"0";"0";"17.925";
"5/01/2002 14:00:00";"-0.974483";"-1.393027";"-1.053954";"0.939669";"0.7075374";"-0.253524";"0";"0";"1.476106";"1.331783";"0";"0";"20.80384";"20.20291";"20.50337";"0";"0";"0";"17.675";
"5/01/2002 15:00:00";"-0.829932";"-1.535998";"-0.867553";"0.971531";"0.711005";"-0.335991";"0";"0";"1.460749";"1.20162";"0";"0";"21.03595";"20.48895";"20.76245";"0";"0";"0";"16.9";
"5/01/2002 16:00:00";"-0.679303";"-1.563628";"-0.440573";"0.858101";"0.7133107";"-0.400225";"0";"0";"1.450812";"0.9345465";"0";"0";"21.09011";"20.57239";"20.83125";"0";"0";"0";"16.175";
"5/01/2002 17:00:00";"-0.538388";"-1.476617";"0.066589";"0.370303";"0.7140203";"-0.42762";"0";"0";"1.453434";"0.6295075";"0";"0";"21.01978";"20.4586";"20.73919";"0";"0";"0";"15.775";
"5/01/2002 18:00:00";"-0.422585";"-1.381846";"0.283446";"0.206299";"0.7145675";"-0.449484";"0";"0";"1.457557";"0.2845275";"0";"0";"20.90621";"20.34187";"20.62404";"0";"0";"0";"15.4";
"5/01/2002 19:00:00";"-0.3474";"-1.255788";"0.441089";"0.183192";"0.7147378";"-0.462096";"0";"0";"1.467114";"0";"0";"0";"20.72958";"20.17355";"20.45156";"0";"0";"0";"15.075";
"5/01/2002 20:00:00";"-0.342823";"-1.17487";"0.426752";"-0.009618";"0.7166509";"-0.536952";"0";"0.203414";"1.47665";"0";"0";"0";"20.57111";"20.00944";"20.29027";"0.203414";"0";"0";"14.025";
"5/01/2002 21:00:00";"-0.337792";"-1.072223";"0.486597";"-0.140347";"0.7192473";"-0.631732";"0";"0.203414";"1.488485";"0";"0";"0";"20.31433";"19.82964";"20.07199";"0.203414";"0";"0";"12.65";
