1;"eplusout"

"Date/Time";"[1] System Node Temperature (C)";"[1] System Node Temperature (C)";"[1] System Node Temperature (C)";"[1] System Node Temperature (C)";"[1] System Node Temperature (C)";"[1] System Node Temperature (C)";"[1] Water Heater Tank Temperature (C)";"[1] System Node Temperature (C)";"[1] System Node Temperature (C)";"[1] System Node Temperature (C)";"[1] System Node Temperature (C)";"[1] System Node Temperature (C)";"[1] System Node Temperature (C)";"[1] System Node Temperature (C)";"[1] System Node Temperature (C)"
;"SOLAR COLLECTOR WATER INLET NODE";"SOLAR COLLECTOR WATER OUTLET NODE";"SOLAR LOOP WATER HEATER DHW INLET NODE";"SOLAR LOOP WATER HEATER DHW OUTLET NODE";"SOLAR LOOP WATER HEATER HEATING OUTLET NODE";"SOLAR LOOP WATER HEATER HEATING INLET NODE";"SOLAR LOOP WATER HEATER";"TEMPERING VALVE WATER INLET NODE";"AUX HW LOOP WATER HEATER DHW INLET NODE";"SOLAR LOOP WATER HEATER DHW OUTLET NODE";"SOLAR LOOP WATER HEATER DHW INLET NODE";"AUX HW LOOP WATER HEATER DHW INLET NODE";"AUX HW LOOP SUPPLY SIDE OUTLET";"3637 HEATED FLOOR HOT WATER INLET NODE";"3637 HEATED FLOOR HOT WATER OUTLET NODE"
"5/01/2002 01:00";"80.1551631036592";"9.7341487322206";"40";"80.0878821288868";"80.0878821288868";"79.6753210949624";"80.0878821288868";"40";"40";"80.0878821288868";"40";"40";"40";"40";"40"
"5/01/2002 02:00";"80.1551631036592";"9.55914873222056";"40";"80.0878821288868";"80.0878821288868";"79.6753210949624";"80.0878821288868";"40";"40";"80.0878821288868";"40";"40";"40";"40";"40"
"5/01/2002 03:00";"80.1551631036592";"9.43414873222056";"40";"80.0878821288868";"80.0878821288868";"79.6753210949624";"80.0878821288868";"40";"40";"80.0878821288868";"40";"40";"40";"40";"40"
"5/01/2002 04:00";"80.1551631036592";"9.25914873222052";"40";"80.0878821288868";"80.0878821288868";"79.6753210949624";"80.0878821288868";"40";"40";"80.0878821288868";"40";"40";"40";"40";"40"
"5/01/2002 05:00";"80.1551631036592";"9.43414873222056";"40";"80.0878821288868";"80.0878821288868";"79.6753210949624";"80.0878821288868";"40";"40";"80.0878821288868";"40";"40";"40";"40";"40"
"5/01/2002 06:00";"80.1551631036592";"13.1587465350547";"40";"80.0878821288868";"80.0878821288868";"79.6753210949624";"80.0878821288868";"40";"40";"80.0878821288868";"40";"40";"40";"40";"40"
"5/01/2002 07:00";"80.1551631036592";"25.6938689801625";"40";"80.0878821288868";"80.0878821288868";"79.6753210949624";"80.0878821288868";"40";"40";"80.0878821288868";"40";"40";"40";"40";"40"
"5/01/2002 08:00";"80.1551631036592";"43.6756578332656";"40";"80.0878821288868";"80.0878821288868";"79.6753210949624";"80.0878821288868";"40";"40";"80.0878821288868";"40";"40";"40";"40";"40"
"5/01/2002 09:00";"80.0585998297544";"79.9859857467275";"40";"80.0567858559518";"80.0567858559518";"79.9862393670084";"80.0567858559518";"40";"40";"80.0567858559518";"40";"40";"40";"40";"40"
"5/01/2002 10:00";"80.0766615576962";"80.2029483055672";"40";"80.0777289109973";"80.0777289109973";"80.2052534310291";"80.0777289109973";"40";"40";"80.0777289109973";"40";"40";"40";"40";"40"
