1;"eplusout"

"Date/Time";"[1] Zone Operative Temperature (C)";"[1] Site Outdoor Air Drybulb Temperature (C)";"[1] Site Diffuse Solar Radiation Rate per Area (W/m2)";"[1] Site Direct Solar Radiation Rate per Area (W/m2)"
;"3679";"Environment";"Environment";"Environment"
"1/01/2002 01:00";"19.4730420592668";"4.15";"0";"0"
"1/01/2002 02:00";"19.130436788042";"3.875";"0";"0"
"1/01/2002 03:00";"18.8037556184703";"3.725";"0";"0"
"1/01/2002 04:00";"18.5185776715386";"3.7";"0";"0"
"1/01/2002 05:00";"18.2703384592942";"3.625";"0";"0"
"1/01/2002 06:00";"18.0738619645116";"3.525";"28.5";"24"
"1/01/2002 07:00";"18.0272839799348";"3.425";"123.25";"80.5"
"1/01/2002 08:00";"18.4056010448033";"3.325";"252.75";"48"
"1/01/2002 09:00";"18.8029443557903";"3.3";"342.75";"82.5"
"1/01/2002 10:00";"19.3307674101267";"3.675";"462.75";"46.5"
"1/01/2002 11:00";"19.7744360553145";"5.075";"590.5";"6.25"
"1/01/2002 12:00";"20.3860311809201";"7.375";"650";"7.5"
"1/01/2002 13:00";"21.011124424727";"9.725";"632.25";"32.75"
"1/01/2002 14:00";"21.5288204177395";"11.725";"493.5";"102.75"
"1/01/2002 15:00";"21.9341145686851";"13.025";"390.75";"109"
"1/01/2002 16:00";"22.1733061222366";"13.525";"262.75";"123"
"1/01/2002 17:00";"22.2329045260209";"13.225";"164.5";"64.75"
"1/01/2002 18:00";"22.0821412403563";"12.35";"53";"25.5"
"1/01/2002 19:00";"21.7765969161302";"11.05";"0";"0"
"1/01/2002 20:00";"21.460944787013";"9.725";"0";"0"
"1/01/2002 21:00";"21.1103176179623";"8.35";"0";"0"
"1/01/2002 22:00";"20.7364069094685";"6.95";"0";"0"
"1/01/2002 23:00";"20.3730928062757";"6";"0";"0"
"2/01/2002 00:00";"19.9677822980852";"4.675";"0";"0"
"2/01/2002 01:00";"19.5800946193157";"3.925";"0";"0"
"2/01/2002 02:00";"19.2128240262404";"3.425";"0";"0"
"2/01/2002 03:00";"18.8450741241058";"3.075";"0";"0"
"2/01/2002 04:00";"18.5124228031067";"2.85";"0";"0"
"2/01/2002 05:00";"18.2201504832857";"2.725";"0";"0"
"2/01/2002 06:00";"17.9965096460794";"2.7";"28.25";"23.75"
"2/01/2002 07:00";"17.834630473106";"2.625";"119.25";"88.25"
"2/01/2002 08:00";"18.0390259423782";"2.525";"242.75";"77.75"
"2/01/2002 09:00";"18.3598606190828";"2.425";"344.75";"98.25"
"2/01/2002 10:00";"18.8785771251923";"2.4";"442.5";"86"
"2/01/2002 11:00";"19.2315102080105";"2.925";"467.5";"129"
"2/01/2002 12:00";"19.7073614208024";"4.6";"491.75";"134.25"
"2/01/2002 13:00";"20.2341531906577";"6.975";"489.5";"124"
"2/01/2002 14:00";"20.7320280330721";"9.175";"472.5";"72"
"2/01/2002 15:00";"21.1368215331746";"10.9";"376.75";"74.25"
"2/01/2002 16:00";"21.4110250952405";"12.125";"259.25";"87.25"
"2/01/2002 17:00";"21.5306734775212";"12.775";"158.5";"72.25"
"2/01/2002 18:00";"21.4768730995586";"12.75";"53";"39"
"2/01/2002 19:00";"21.270077318418";"11.875";"0";"0"
"2/01/2002 20:00";"21.0116995135698";"10.025";"0";"0"
"2/01/2002 21:00";"20.6719049489189";"7.7";"0";"0"
"2/01/2002 22:00";"20.2972515524751";"5.75";"0";"0"
"2/01/2002 23:00";"19.9287833565395";"4.775";"0";"0"
"3/01/2002 00:00";"19.5375698302391";"3.85";"0";"0"
"3/01/2002 01:00";"19.1691838573582";"3.375";"0";"0"
"3/01/2002 02:00";"18.8208620210129";"3.075";"0";"0"
"3/01/2002 03:00";"18.5111419250635";"2.925";"0";"0"
"3/01/2002 04:00";"18.2363225378325";"2.75";"0";"0"
"3/01/2002 05:00";"17.9959114041803";"2.55";"0";"0"
"3/01/2002 06:00";"17.8171015638858";"2.5";"32.25";"31"
"3/01/2002 07:00";"17.8027496985146";"2.425";"132.25";"125"
"3/01/2002 08:00";"18.2238659812712";"2.175";"253.25";"143"
"3/01/2002 09:00";"18.6743713035434";"2.025";"353.75";"170.75"
"3/01/2002 10:00";"19.2755914007595";"2.6";"463.25";"134.25"
"3/01/2002 11:00";"19.7186674251508";"4.675";"469.5";"174"
"3/01/2002 12:00";"20.2889172450322";"7.7";"493.25";"152"
"3/01/2002 13:00";"20.6398156539928";"10.45";"489";"137.25"
"3/01/2002 14:00";"20.7110566959844";"12.375";"472.25";"139.25"
"3/01/2002 15:00";"20.9515150415059";"13.025";"379.25";"192"
"3/01/2002 16:00";"21.2345328685937";"12.575";"255";"235"
"3/01/2002 17:00";"21.3650643791449";"11.8";"157.5";"139.25"
"3/01/2002 18:00";"21.2562957612558";"10.775";"54.5";"44.25"
"3/01/2002 19:00";"20.9839038653687";"9.525";"0";"0"
"3/01/2002 20:00";"20.691097539186";"7.775";"0";"0"
"3/01/2002 21:00";"20.347997579435";"5.95";"0";"0"
"3/01/2002 22:00";"19.9905340830956";"4.675";"0";"0"
"3/01/2002 23:00";"19.6562695559654";"4.1";"0";"0"
"4/01/2002 00:00";"19.2890494270536";"3.475";"0";"0"
"4/01/2002 01:00";"18.9326818338075";"3.15";"0";"0"
"4/01/2002 02:00";"18.6170547996228";"2.875";"0";"0"
"4/01/2002 03:00";"18.3386652683802";"2.725";"0";"0"
"4/01/2002 04:00";"18.0392835674125";"2.55";"0";"0"
"4/01/2002 05:00";"17.795865432447";"2.425";"0";"0"
"4/01/2002 06:00";"17.6466284222907";"2.325";"27.25";"24.25"
"4/01/2002 07:00";"17.5508957353861";"2.3";"121.25";"81.25"
"4/01/2002 08:00";"17.804852606572";"2.3";"249.75";"49.5"
"4/01/2002 09:00";"18.1241366266193";"2.375";"338";"87.25"
"4/01/2002 10:00";"18.6208204328562";"2.925";"431.5";"71.25"
"4/01/2002 11:00";"18.993677344182";"4.675";"458.75";"101.25"
"4/01/2002 12:00";"19.5384225453427";"7.45";"480.75";"99"
"4/01/2002 13:00";"20.1214421017674";"10.225";"467";"99.75"
"4/01/2002 14:00";"20.6537695236129";"12.475";"428.25";"91.75"
"4/01/2002 15:00";"21.0991804137271";"13.75";"372.75";"68.25"
"4/01/2002 16:00";"21.3895966615385";"14.15";"259.5";"83.5"
"4/01/2002 17:00";"21.5004601279488";"13.975";"154.75";"51.5"
"4/01/2002 18:00";"21.415991440199";"13.225";"53";"10.5"
"4/01/2002 19:00";"21.1590936025475";"11.5";"0";"0"
"4/01/2002 20:00";"20.8450915280733";"9.125";"0";"0"
"4/01/2002 21:00";"20.4694282493979";"6.925";"0";"0"
"4/01/2002 22:00";"20.0697472525692";"5.275";"0";"0"
"4/01/2002 23:00";"19.6901949487261";"4.375";"0";"0"
"5/01/2002 00:00";"19.2797131503974";"3.6";"0";"0"
"5/01/2002 01:00";"18.8797831445467";"3.175";"0";"0"
"5/01/2002 02:00";"18.5322908377378";"2.95";"0";"0"
"5/01/2002 03:00";"18.2257813027671";"2.9";"0";"0"
"5/01/2002 04:00";"17.9609892957044";"2.975";"0";"0"
"5/01/2002 05:00";"17.7280607158245";"3";"0";"0"
"5/01/2002 06:00";"17.5321516595895";"2.85";"31";"56.5"
"5/01/2002 07:00";"17.4829041948646";"2.725";"132.75";"209"
"5/01/2002 08:00";"17.8680637731134";"2.55";"264.5";"176.25"
"5/01/2002 09:00";"18.2702644514297";"2.425";"342.5";"211"
"5/01/2002 10:00";"18.798182280375";"2.775";"443";"157.75"
"5/01/2002 11:00";"19.1658869930506";"4.475";"469.5";"172"
"5/01/2002 12:00";"19.649175540203";"7.25";"493.5";"149.75"
"5/01/2002 13:00";"20.1360875680348";"9.95";"478.25";"138.5"
"5/01/2002 14:00";"20.5343979269532";"11.875";"440.25";"128.75"
"5/01/2002 15:00";"20.8839650409953";"12.9";"389.25";"98.75"
"5/01/2002 16:00";"20.9615865696684";"13.1";"265.25";"131"
"5/01/2002 17:00";"20.735612357328";"12.2";"166.5";"105.5"
"5/01/2002 18:00";"20.4862133751278";"10.475";"57";"62.25"
"5/01/2002 19:00";"20.2020584619967";"8.65";"0";"0"
"5/01/2002 20:00";"19.9180425101559";"6.85";"0";"0"
"5/01/2002 21:00";"19.60355383931";"5.575";"0";"0"
"5/01/2002 22:00";"19.2765202062838";"4.85";"0";"0"
"5/01/2002 23:00";"18.9729187524187";"4.475";"0";"0"
"6/01/2002 00:00";"18.6521509600246";"4.25";"0";"0"
"6/01/2002 01:00";"18.366077473786";"3.9";"0";"0"
"6/01/2002 02:00";"18.099343186514";"3.425";"0";"0"
"6/01/2002 03:00";"17.8481222694268";"3";"0";"0"
"6/01/2002 04:00";"17.61511571071";"2.75";"0";"0"
"6/01/2002 05:00";"17.4001602792105";"2.625";"0";"0"
"6/01/2002 06:00";"17.2098596084684";"2.525";"25.75";"12.25"
"6/01/2002 07:00";"17.1463440733204";"2.5";"124.5";"61.75"
"6/01/2002 08:00";"17.482090856745";"2.5";"238.5";"112.75"
"6/01/2002 09:00";"17.8483887433508";"2.425";"345.25";"150.5"
"6/01/2002 10:00";"18.3662660352578";"2.85";"478";"113.5"
"6/01/2002 11:00";"18.8264174224155";"4.725";"605.75";"6.75"
"6/01/2002 12:00";"19.4465736715098";"7.7";"602";"5.75"
"6/01/2002 13:00";"19.8176154741244";"10.6";"542";"33.25"
"6/01/2002 14:00";"19.8396144561281";"12.95";"436.75";"108"
"6/01/2002 15:00";"20.073224578983";"14.475";"385.75";"92.25"
"6/01/2002 16:00";"20.3770680626211";"15.175";"266.75";"119.75"
"6/01/2002 17:00";"20.5710976358863";"15.075";"167";"73.25"
"6/01/2002 18:00";"20.5426407059573";"14.025";"51.5";"53.25"
"6/01/2002 19:00";"20.334136438534";"12.125";"0";"0"
"6/01/2002 20:00";"20.0578848162786";"9.35";"0";"0"
"6/01/2002 21:00";"19.7064778986887";"6.65";"0";"0"
"6/01/2002 22:00";"19.258543559856";"4.875";"0";"0"
"6/01/2002 23:00";"18.8313629164429";"4.125";"0";"0"
"7/01/2002 00:00";"18.4443755168195";"3.55";"0";"0"
"7/01/2002 01:00";"18.0587532831836";"3.25";"0";"0"
"7/01/2002 02:00";"17.7406370103873";"3.05";"0";"0"
"7/01/2002 03:00";"17.4853398510607";"2.85";"0";"0"
"7/01/2002 04:00";"17.2061461573379";"2.65";"0";"0"
"7/01/2002 05:00";"16.9768147583456";"2.525";"0";"0"
"7/01/2002 06:00";"16.8010429789812";"2.35";"25.25";"12"
"7/01/2002 07:00";"16.7535054695414";"2.3";"127.25";"44.75"
"7/01/2002 08:00";"17.107611405468";"2.375";"247";"50.5"
"7/01/2002 09:00";"17.4606320117421";"2.475";"336.25";"88.25"
"7/01/2002 10:00";"17.9241082230213";"2.875";"430.75";"72.25"
"7/01/2002 11:00";"18.2449484418259";"4.575";"459";"102.25"
"7/01/2002 12:00";"18.7515422161097";"7.35";"482";"100"
"7/01/2002 13:00";"19.3178338790643";"10.35";"469";"101"
"7/01/2002 14:00";"19.8642914382744";"12.825";"430.5";"93.5"
"7/01/2002 15:00";"20.3487685999527";"14.6";"374.75";"71"
"7/01/2002 16:00";"20.6735590119649";"15.675";"259.5";"90.25"
"7/01/2002 17:00";"20.8333982597795";"16.05";"157.75";"54.25"
"7/01/2002 18:00";"20.7987694302752";"15.5";"55.25";"12"
"7/01/2002 19:00";"20.6083439794542";"14.1";"0";"0"
"7/01/2002 20:00";"20.3823249916251";"12.125";"0";"0"
"7/01/2002 21:00";"20.0862498023587";"9.8";"0";"0"
"7/01/2002 22:00";"19.7395086595698";"7.25";"0";"0"
"7/01/2002 23:00";"19.3824981470787";"5.625";"0";"0"
"8/01/2002 00:00";"18.9560694759169";"4.325";"0";"0"
"8/01/2002 01:00";"18.5007587891985";"3.7";"0";"0"
"8/01/2002 02:00";"18.0985279256504";"3.375";"0";"0"
"8/01/2002 03:00";"17.7768190748326";"3.15";"0";"0"
"8/01/2002 04:00";"17.4442729842102";"3.1";"0";"0"
"8/01/2002 05:00";"17.1804911296429";"3.25";"0";"0"
"8/01/2002 06:00";"16.9859964093234";"3.15";"25";"11.75"
"8/01/2002 07:00";"16.9157949294154";"2.875";"126.25";"43.75"
"8/01/2002 08:00";"17.2401954942664";"2.575";"246";"49.5"
"8/01/2002 09:00";"17.5699212217901";"2.35";"335.25";"87.25"
"8/01/2002 10:00";"18.0311121823746";"2.9";"429.75";"71.25"
"8/01/2002 11:00";"18.3728203924241";"4.9";"458.25";"101.5"
"8/01/2002 12:00";"18.8961014634452";"7.75";"482";"100"
"8/01/2002 13:00";"19.4609288731392";"10.525";"469";"100.75"
"8/01/2002 14:00";"19.9914605339661";"12.775";"430.5";"92.5"
"8/01/2002 15:00";"20.4491585619282";"14.425";"375.75";"68.25"
"8/01/2002 16:00";"20.6140953659802";"15.25";"262.5";"83.5"
"8/01/2002 17:00";"20.4899746961482";"15.25";"157.75";"51.75"
"8/01/2002 18:00";"20.3149911406052";"14.6";"55.25";"11.25"
"8/01/2002 19:00";"20.073040636458";"13.5";"0";"0"
"8/01/2002 20:00";"19.8454144782734";"12";"0";"0"
"8/01/2002 21:00";"19.578191844411";"10.175";"0";"0"
"8/01/2002 22:00";"19.2204122959441";"8.2";"0";"0"
"8/01/2002 23:00";"18.8673891564243";"6.95";"0";"0"
"9/01/2002 00:00";"18.5276522939675";"6.1";"0";"0"
"9/01/2002 01:00";"18.2324122014755";"5.75";"0";"0"
"9/01/2002 02:00";"17.9715550572038";"5.475";"0";"0"
"9/01/2002 03:00";"17.725584101665";"5.1";"0";"0"
"9/01/2002 04:00";"17.4416668652552";"4.7";"0";"0"
"9/01/2002 05:00";"17.1826175204936";"4.3";"0";"0"
"9/01/2002 06:00";"16.9815582955688";"3.825";"24.75";"11.75"
"9/01/2002 07:00";"16.8988279185931";"3.25";"121.5";"52.25"
"9/01/2002 08:00";"17.2007258538266";"2.65";"234";"75"
"9/01/2002 09:00";"17.5098189029133";"2.125";"335.25";"87.25"
"9/01/2002 10:00";"17.947042859968";"2.45";"429.75";"71.25"
"9/01/2002 11:00";"18.2586346029504";"4.175";"458.25";"101.5"
"9/01/2002 12:00";"18.747860146307";"6.8";"482";"100"
"9/01/2002 13:00";"19.2796421917276";"9.45";"469.25";"100.75"
"9/01/2002 14:00";"19.7873612146972";"11.825";"431.5";"92.75"
"9/01/2002 15:00";"20.2371735191657";"13.525";"376";"70.75"
"9/01/2002 16:00";"20.5079252634314";"14.125";"261.25";"89.25"
"9/01/2002 17:00";"20.5988380555176";"13.975";"158.75";"53.5"
"9/01/2002 18:00";"20.499398062978";"13.225";"56";"12"
"9/01/2002 19:00";"20.1827974551536";"12.1";"0";"0"
"9/01/2002 20:00";"19.8431049755665";"10.75";"0";"0"
"9/01/2002 21:00";"19.5160500806884";"9.125";"0";"0"
"9/01/2002 22:00";"19.0667150181347";"7.275";"0";"0"
"9/01/2002 23:00";"18.6524632065284";"6.125";"0";"0"
"10/01/2002 00:00";"18.265797580387";"5";"0";"0"
"10/01/2002 01:00";"17.9269700474137";"4.4";"0";"0"
"10/01/2002 02:00";"17.637823251104";"4.3";"0";"0"
"10/01/2002 03:00";"17.3808509380526";"4.375";"0";"0"
"10/01/2002 04:00";"17.1441227747477";"4.25";"0";"0"
"10/01/2002 05:00";"16.9165240202091";"3.9";"0";"0"
"10/01/2002 06:00";"16.7127106028941";"3.65";"24.5";"11.75"
"10/01/2002 07:00";"16.6293849187121";"3.375";"120.5";"52"
"10/01/2002 08:00";"16.9358267745322";"3.075";"233.75";"72.75"
"10/01/2002 09:00";"17.2606653933116";"2.85";"336.25";"82.5"
"10/01/2002 10:00";"17.7057309249928";"3.025";"428";"70.25"
"10/01/2002 11:00";"18.0184619305152";"4.525";"457.25";"100.25"
"10/01/2002 12:00";"18.5107261282548";"7.1";"481.25";"98"
"10/01/2002 13:00";"19.0570180851534";"9.825";"469.75";"100.5"
"10/01/2002 14:00";"19.5658546442525";"12.075";"435";"98.25"
"10/01/2002 15:00";"20.0217257684771";"13.65";"383";"80.5"
"10/01/2002 16:00";"20.3266224234685";"14.45";"267.5";"103.25"
"10/01/2002 17:00";"20.4384536258979";"14.375";"168.75";"63.5"
"10/01/2002 18:00";"20.3504480598451";"13.55";"57";"37.5"
"10/01/2002 19:00";"20.1076836052404";"12.25";"0";"0"
"10/01/2002 20:00";"19.8379205047116";"10.7";"0";"0"
"10/01/2002 21:00";"19.5141490928151";"8.95";"0";"0"
"10/01/2002 22:00";"19.1395400320825";"7.15";"0";"0"
"10/01/2002 23:00";"18.7758986062154";"6.025";"0";"0"
"11/01/2002 00:00";"18.3702216122802";"4.525";"0";"0"
"11/01/2002 01:00";"18.012346465007";"4.025";"0";"0"
"11/01/2002 02:00";"17.6994762395939";"3.925";"0";"0"
"11/01/2002 03:00";"17.4056107270361";"3.675";"0";"0"
"11/01/2002 04:00";"17.1255382209622";"3.3";"0";"0"
"11/01/2002 05:00";"16.8585943112119";"2.975";"0";"0"
"11/01/2002 06:00";"16.6111298309371";"2.675";"19.75";"104"
"11/01/2002 07:00";"16.5080182336932";"2.525";"97.75";"415.5"
"11/01/2002 08:00";"16.8663975441699";"2.65";"207";"406.25"
"11/01/2002 09:00";"17.291039422405";"2.7";"320.25";"356.25"
"11/01/2002 10:00";"17.8612316019237";"3.075";"494.25";"210.5"
"11/01/2002 11:00";"18.3784204034588";"4.1";"701.5";"13.25"
"11/01/2002 12:00";"19.0318584776615";"5.9";"699";"10.5"
"11/01/2002 13:00";"19.6475989848416";"8.275";"667.75";"11.75"
"11/01/2002 14:00";"20.251645675051";"10.775";"599.25";"86"
"11/01/2002 15:00";"20.6980374437069";"12.9";"368.25";"318.75"
"11/01/2002 16:00";"20.9890300760037";"14.15";"231.25";"416.75"
"11/01/2002 17:00";"21.1171336808417";"14.625";"133.75";"339"
"11/01/2002 18:00";"21.0542718821926";"14.325";"62.5";"121.5"
"11/01/2002 19:00";"20.8181547239054";"13.375";"0";"0"
"11/01/2002 20:00";"20.5209558281725";"11.375";"0";"0"
"11/01/2002 21:00";"20.1285398209948";"8.625";"0";"0"
"11/01/2002 22:00";"19.6938783685556";"6.475";"0";"0"
"11/01/2002 23:00";"19.2600920162792";"5.475";"0";"0"
"12/01/2002 00:00";"18.751436953689";"4.4";"0";"0"
"12/01/2002 01:00";"18.3115063629471";"3.95";"0";"0"
"12/01/2002 02:00";"17.9291518594147";"3.825";"0";"0"
"12/01/2002 03:00";"17.5791971750439";"3.575";"0";"0"
"12/01/2002 04:00";"17.2573345213562";"3.275";"0";"0"
"12/01/2002 05:00";"16.9650967047215";"3.05";"0";"0"
"12/01/2002 06:00";"16.7105933287745";"2.85";"21.75";"82"
"12/01/2002 07:00";"16.6135940117612";"2.725";"97.75";"361"
"12/01/2002 08:00";"16.9587041974059";"2.475";"178.5";"477.5"
"12/01/2002 09:00";"17.3713262049393";"2.1";"261";"526.5"
"12/01/2002 10:00";"17.9607831761903";"2.525";"361.5";"505.25"
"12/01/2002 11:00";"18.428335407522";"4.725";"431.75";"462.75"
"12/01/2002 12:00";"19.0789715335512";"7.95";"468";"424.5"
"12/01/2002 13:00";"19.738550302576";"10.9";"455.75";"417.5"
"12/01/2002 14:00";"20.3561361333396";"13.1";"388.75";"479.5"
"12/01/2002 15:00";"20.8603992523437";"14.425";"287.5";"561"
"12/01/2002 16:00";"21.1995292431602";"14.925";"151";"683.5"
"12/01/2002 17:00";"21.334562529885";"14.625";"71.5";"684.5"
"12/01/2002 18:00";"21.2519933727437";"13.45";"38";"397.5"
"12/01/2002 19:00";"20.9565122971891";"11.225";"0";"0"
"12/01/2002 20:00";"20.586017720081";"8.65";"0";"0"
"12/01/2002 21:00";"20.1563743120071";"6.65";"0";"0"
"12/01/2002 22:00";"19.7148183274361";"5.225";"0";"0"
"12/01/2002 23:00";"19.2837064439459";"4.45";"0";"0"
"13/01/2002 00:00";"18.824950544384";"4";"0";"0"
"13/01/2002 01:00";"18.4182670181101";"3.825";"0";"0"
"13/01/2002 02:00";"18.0600615298396";"3.575";"0";"0"
"13/01/2002 03:00";"17.7378884101351";"3.2";"0";"0"
"13/01/2002 04:00";"17.458258228252";"2.875";"0";"0"
"13/01/2002 05:00";"17.2119561571537";"2.425";"0";"0"
"13/01/2002 06:00";"16.993718611456";"2";"24.5";"29.25"
"13/01/2002 07:00";"16.9063288359319";"1.75";"125";"109.5"
"13/01/2002 08:00";"17.220128087403";"1.55";"247.25";"95.75"
"13/01/2002 09:00";"17.5401424836773";"1.125";"332.75";"110.75"
"13/01/2002 10:00";"17.9971135636994";"1.525";"450.75";"60.25"
"13/01/2002 11:00";"18.4519104149817";"4.175";"604.5";"11"
"13/01/2002 12:00";"19.1825999262128";"8";"684.25";"15.25"
"13/01/2002 13:00";"19.9255460269545";"11.325";"648.75";"83.5"
"13/01/2002 14:00";"20.5399880007375";"13.825";"437.75";"248.75"
"13/01/2002 15:00";"21.0592904072714";"15.525";"412.5";"187.25"
"13/01/2002 16:00";"21.394246354763";"16.2";"260.5";"261.5"
"13/01/2002 17:00";"21.5251919430524";"15.85";"156.25";"280.5"
"13/01/2002 18:00";"21.4226141203566";"14.425";"49";"222.75"
"13/01/2002 19:00";"21.1250604804176";"12.2";"0";"0"
"13/01/2002 20:00";"20.7705624085267";"9.725";"0";"0"
"13/01/2002 21:00";"20.3736463056754";"7.975";"0";"0"
"13/01/2002 22:00";"19.9668367432658";"6.7";"0";"0"
"13/01/2002 23:00";"19.5861783442007";"5.95";"0";"0"
"14/01/2002 00:00";"19.1476112641422";"4.675";"0";"0"
"14/01/2002 01:00";"18.7176522789194";"3.7";"0";"0"
"14/01/2002 02:00";"18.3243820400219";"2.975";"0";"0"
"14/01/2002 03:00";"17.962856493179";"2.425";"0";"0"
"14/01/2002 04:00";"17.6359336880108";"2";"0";"0"
"14/01/2002 05:00";"17.3398822045535";"1.6";"0";"0"
"14/01/2002 06:00";"17.073998694458";"1.125";"23.25";"11.75"
"14/01/2002 07:00";"16.9420402294146";"0.7";"116.75";"52.25"
"14/01/2002 08:00";"17.1932114339066";"0.15";"230";"75"
"14/01/2002 09:00";"17.4575837079538";"-0.525";"331.5";"87.25"
"14/01/2002 10:00";"17.8757578307919";"-0.25";"464.25";"48.5"
"14/01/2002 11:00";"18.2959369928914";"2.375";"624.25";"12.5"
"14/01/2002 12:00";"19.0039993828539";"6.275";"722.75";"19.25"
"14/01/2002 13:00";"19.8013278136977";"9.925";"742.5";"24"
"14/01/2002 14:00";"20.534380568026";"12.75";"591.5";"44.75"
"14/01/2002 15:00";"21.0258041302226";"14.75";"386";"111.25"
"14/01/2002 16:00";"21.3306352607638";"15.95";"276.5";"69.25"
"14/01/2002 17:00";"21.444865836593";"16.275";"162.5";"54.75"
"14/01/2002 18:00";"21.363541589102";"15.775";"58.5";"13.5"
"14/01/2002 19:00";"21.1282681724404";"14.55";"0";"0"
"14/01/2002 20:00";"20.8563170804087";"12.7";"0";"0"
"14/01/2002 21:00";"20.5236437842059";"10.55";"0";"0"
"14/01/2002 22:00";"20.1617833010158";"8.35";"0";"0"
"14/01/2002 23:00";"19.805341218941";"6.975";"0";"0"
"15/01/2002 00:00";"19.4103893339383";"5.5";"0";"0"
"15/01/2002 01:00";"19.0020084963362";"4.425";"0";"0"
"15/01/2002 02:00";"18.6166108526763";"3.75";"0";"0"
"15/01/2002 03:00";"18.2654347143846";"3.3";"0";"0"
"15/01/2002 04:00";"17.9507599253263";"2.975";"0";"0"
"15/01/2002 05:00";"17.6611095170384";"2.525";"0";"0"
"15/01/2002 06:00";"17.3901323043221";"1.95";"23";"11.75"
"15/01/2002 07:00";"17.2385665312872";"1.425";"115.75";"52.25"
"15/01/2002 08:00";"17.4627242597836";"1";"229.25";"75"
"15/01/2002 09:00";"17.7053075615241";"0.6";"331.25";"87.25"
"15/01/2002 10:00";"18.1029376455848";"1.175";"459.5";"48.25"
"15/01/2002 11:00";"18.4897093729189";"3.8";"603.5";"11"
"15/01/2002 12:00";"19.1457427366091";"7.45";"683.25";"15.25"
"15/01/2002 13:00";"19.8677111909512";"10.5";"700.25";"16.75"
"15/01/2002 14:00";"20.5389739152188";"12.85";"585.5";"41.5"
"15/01/2002 15:00";"21.0079385101078";"14.75";"388";"136.25"
"15/01/2002 16:00";"21.3153013808582";"16.025";"273";"121.75"
"15/01/2002 17:00";"21.4512827998159";"16.3";"173.5";"77.5"
"15/01/2002 18:00";"21.373923311142";"15.55";"55.5";"61.5"
"15/01/2002 19:00";"21.1144841734759";"13.8";"0";"0"
"15/01/2002 20:00";"20.7862363042566";"11.05";"0";"0"
"15/01/2002 21:00";"20.381618152405";"8.275";"0";"0"
"15/01/2002 22:00";"19.9534635639918";"6.25";"0";"0"
"15/01/2002 23:00";"19.5374281008745";"5.2";"0";"0"
"16/01/2002 00:00";"19.0777958962644";"4.1";"0";"0"
"16/01/2002 01:00";"18.6470880032225";"3.65";"0";"0"
"16/01/2002 02:00";"18.2692112392883";"3.45";"0";"0"
"16/01/2002 03:00";"17.9212459717381";"3.025";"0";"0"
"16/01/2002 04:00";"17.6080745892033";"2.6";"0";"0"
"16/01/2002 05:00";"17.3235880837465";"2.2";"0";"0"
"16/01/2002 06:00";"17.0561765922765";"1.725";"22.75";"11.75"
"16/01/2002 07:00";"16.9026106329488";"1.15";"115.5";"52.25"
"16/01/2002 08:00";"17.121755208839";"0.4";"228.25";"75"
"16/01/2002 09:00";"17.3643155486562";"-0.25";"330.5";"87.25"
"16/01/2002 10:00";"17.7756035071777";"0.575";"426.25";"71.25"
"16/01/2002 11:00";"18.1152055071442";"3.45";"456.75";"101.25"
"16/01/2002 12:00";"18.6473877217308";"6.925";"482.5";"99"
"16/01/2002 13:00";"19.1985908260788";"9.675";"471.5";"99.75"
"16/01/2002 14:00";"19.6820642360698";"11.8";"434.75";"91.75"
"16/01/2002 15:00";"20.1210826608532";"13.65";"380";"70"
"16/01/2002 16:00";"20.4063978158363";"15.075";"265.5";"89.75"
"16/01/2002 17:00";"20.5479829311545";"15.775";"163.25";"58"
"16/01/2002 18:00";"20.5306114758725";"15.6";"58.5";"21"
"16/01/2002 19:00";"20.3755045623502";"14.6";"0";"0"
"16/01/2002 20:00";"20.1909097444053";"13.1";"0";"0"
"16/01/2002 21:00";"19.9286877764679";"11.275";"0";"0"
"16/01/2002 22:00";"19.6011770242813";"9.075";"0";"0"
"16/01/2002 23:00";"19.2480016756594";"7.6";"0";"0"
"17/01/2002 00:00";"18.8149926246528";"6.025";"0";"0"
"17/01/2002 01:00";"18.4155646287969";"5.075";"0";"0"
"17/01/2002 02:00";"18.0567921514152";"4.6";"0";"0"
"17/01/2002 03:00";"17.7293164174936";"4.275";"0";"0"
"17/01/2002 04:00";"17.4275424553866";"3.9";"0";"0"
"17/01/2002 05:00";"17.1429923802895";"3.35";"0";"0"
"17/01/2002 06:00";"16.8868537060347";"2.825";"23.25";"53"
"17/01/2002 07:00";"16.7880728825503";"2.55";"123.5";"199.25"
"17/01/2002 08:00";"17.1388329914771";"2.5";"252.5";"179.25"
"17/01/2002 09:00";"17.5230911601396";"2.425";"334.25";"213.5"
"17/01/2002 10:00";"18.0527119386857";"3";"473.75";"115.75"
"17/01/2002 11:00";"18.5188316561244";"5";"604";"6.75"
"17/01/2002 12:00";"19.1501556473244";"7.925";"601.25";"5.75"
"17/01/2002 13:00";"19.758096007511";"10.725";"542";"29.25"
"17/01/2002 14:00";"20.2773546491603";"12.975";"434.75";"91.75"
"17/01/2002 15:00";"20.6820342153817";"14.55";"380.75";"68.25"
"17/01/2002 16:00";"20.832070671912";"15.425";"267.75";"84.25"
"17/01/2002 17:00";"20.7093471653997";"15.45";"163.25";"57"
