1;"eplusout"

"Date/Time";"[1] Site Diffuse Solar Radiation Rate per Area (W/m2)";"[1] Site Direct Solar Radiation Rate per Area (W/m2)";"[1] Water Heater Electricity Rate (W)";"[1] Water Use Equipment Heating Rate (W)";"[1] Water Use Equipment Heating Rate (W)"
;"Environment";"Environment";"AUX HW LOOP WATER HEATER";"4299 WATER OUTLET";"4292 WATER OUTLET"
"1/01/2002 01:00";"0";"0";"0";"0";"0"
"1/01/2002 02:00";"0";"0";"0";"0";"0"
"1/01/2002 03:00";"0";"0";"0";"0";"0"
"1/01/2002 04:00";"0";"0";"0";"0";"0"
"1/01/2002 05:00";"0";"0";"0";"0";"0"
"1/01/2002 06:00";"28.5";"24";"0";"3117.35369622508";"413.339683258575"
"1/01/2002 07:00";"123.25";"80.5";"0";"3132.1901188734";"415.306890972468"
"1/01/2002 08:00";"252.75";"48";"0";"0";"0"
"1/01/2002 09:00";"342.75";"82.5";"0";"0";"0"
"1/01/2002 10:00";"462.75";"46.5";"0";"0";"0"
"1/01/2002 11:00";"590.5";"6.25";"0";"0";"0"
"1/01/2002 12:00";"650";"7.5";"0";"0";"0"
"1/01/2002 13:00";"632.25";"32.75";"0";"0";"0"
"1/01/2002 14:00";"493.5";"102.75";"0";"0";"0"
"1/01/2002 15:00";"390.75";"109";"0";"0";"0"
"1/01/2002 16:00";"262.75";"123";"0";"0";"0"
"1/01/2002 17:00";"164.5";"64.75";"0";"0";"0"
"1/01/2002 18:00";"53";"25.5";"0";"0";"0"
"1/01/2002 19:00";"0";"0";"0";"3132.19045425269";"415.306935441458"
"1/01/2002 20:00";"0";"0";"0";"3132.18034536585";"415.305595072513"
"1/01/2002 21:00";"0";"0";"0";"0";"0"
"1/01/2002 22:00";"0";"0";"0";"0";"0"
"1/01/2002 23:00";"0";"0";"0";"0";"0"
"2/01/2002 00:00";"0";"0";"0";"0";"0"
"2/01/2002 01:00";"0";"0";"0";"0";"0"
"2/01/2002 02:00";"0";"0";"0";"0";"0"
"2/01/2002 03:00";"0";"0";"0";"0";"0"
"2/01/2002 04:00";"0";"0";"0";"0";"0"
"2/01/2002 05:00";"0";"0";"0";"0";"0"
"2/01/2002 06:00";"28.25";"23.75";"0";"3127.86305430257";"414.733151938199"
"2/01/2002 07:00";"119.25";"88.25";"0";"3127.82124941826";"414.727608897748"
"2/01/2002 08:00";"242.75";"77.75";"0";"0";"0"
"2/01/2002 09:00";"344.75";"98.25";"0";"0";"0"
"2/01/2002 10:00";"442.5";"86";"0";"0";"0"
"2/01/2002 11:00";"467.5";"129";"0";"0";"0"
"2/01/2002 12:00";"491.75";"134.25";"0";"0";"0"
"2/01/2002 13:00";"489.5";"124";"0";"0";"0"
"2/01/2002 14:00";"472.5";"72";"0";"0";"0"
"2/01/2002 15:00";"376.75";"74.25";"0";"0";"0"
"2/01/2002 16:00";"259.25";"87.25";"0";"0";"0"
"2/01/2002 17:00";"158.5";"72.25";"0";"0";"0"
"2/01/2002 18:00";"53";"39";"0";"0";"0"
"2/01/2002 19:00";"0";"0";"0";"3127.8632296994";"414.733175194614"
"2/01/2002 20:00";"0";"0";"0";"3114.53984761682";"412.966586264839"
"2/01/2002 21:00";"0";"0";"0";"0";"0"
"2/01/2002 22:00";"0";"0";"0";"0";"0"
"2/01/2002 23:00";"0";"0";"0";"0";"0"
"3/01/2002 00:00";"0";"0";"0";"0";"0"
"3/01/2002 01:00";"0";"0";"0";"0";"0"
"3/01/2002 02:00";"0";"0";"0";"0";"0"
"3/01/2002 03:00";"0";"0";"0";"0";"0"
"3/01/2002 04:00";"0";"0";"0";"0";"0"
"3/01/2002 05:00";"0";"0";"0";"0";"0"
"3/01/2002 06:00";"32.25";"31";"0";"2931.93496030116";"388.754432739904"
"3/01/2002 07:00";"132.25";"125";"817.48096326205";"2877.22908613204";"381.500809665683"
"3/01/2002 08:00";"253.25";"143";"0";"0";"0"
"3/01/2002 09:00";"353.75";"170.75";"0";"0";"0"
"3/01/2002 10:00";"463.25";"134.25";"0";"0";"0"
"3/01/2002 11:00";"469.5";"174";"0";"0";"0"
"3/01/2002 12:00";"493.25";"152";"0";"0";"0"
"3/01/2002 13:00";"489";"137.25";"0";"0";"0"
"3/01/2002 14:00";"472.25";"139.25";"0";"0";"0"
"3/01/2002 15:00";"379.25";"192";"0";"0";"0"
"3/01/2002 16:00";"255";"235";"0";"0";"0"
"3/01/2002 17:00";"157.5";"139.25";"0";"0";"0"
"3/01/2002 18:00";"54.5";"44.25";"0";"0";"0"
"3/01/2002 19:00";"0";"0";"0";"3028.6310942256";"401.575675775962"
"3/01/2002 20:00";"0";"0";"0";"3009.54325170266";"399.044758994823"
"3/01/2002 21:00";"0";"0";"0";"0";"0"
"3/01/2002 22:00";"0";"0";"0";"0";"0"
"3/01/2002 23:00";"0";"0";"0";"0";"0"
"4/01/2002 00:00";"0";"0";"0";"0";"0"
"4/01/2002 01:00";"0";"0";"0";"0";"0"
"4/01/2002 02:00";"0";"0";"0";"0";"0"
"4/01/2002 03:00";"0";"0";"0";"0";"0"
"4/01/2002 04:00";"0";"0";"0";"0";"0"
"4/01/2002 05:00";"0";"0";"0";"0";"0"
"4/01/2002 06:00";"27.25";"24.25";"398.142268941582";"2861.04291341831";"379.354634366177"
"4/01/2002 07:00";"121.25";"81.25";"862.103011768624";"2885.04597925137";"382.537275989643"
"4/01/2002 08:00";"249.75";"49.5";"0";"0";"0"
"4/01/2002 09:00";"338";"87.25";"0";"0";"0"
"4/01/2002 10:00";"431.5";"71.25";"0";"0";"0"
"4/01/2002 11:00";"458.75";"101.25";"0";"0";"0"
"4/01/2002 12:00";"480.75";"99";"0";"0";"0"
"4/01/2002 13:00";"467";"99.75";"0";"0";"0"
"4/01/2002 14:00";"428.25";"91.75";"0";"0";"0"
"4/01/2002 15:00";"372.75";"68.25";"0";"0";"0"
"4/01/2002 16:00";"259.5";"83.5";"0";"0";"0"
"4/01/2002 17:00";"154.75";"51.5";"0";"0";"0"
"4/01/2002 18:00";"53";"10.5";"0";"0";"0"
"4/01/2002 19:00";"0";"0";"0";"2875.36721932417";"381.253938918367"
"4/01/2002 20:00";"0";"0";"396.321523910877";"2850.06547717798";"377.899101737953"
"4/01/2002 21:00";"0";"0";"0";"0";"0"
"4/01/2002 22:00";"0";"0";"0";"0";"0"
"4/01/2002 23:00";"0";"0";"0";"0";"0"
"5/01/2002 00:00";"0";"0";"0";"0";"0"
"5/01/2002 01:00";"0";"0";"0";"0";"0"
"5/01/2002 02:00";"0";"0";"0";"0";"0"
"5/01/2002 03:00";"0";"0";"0";"0";"0"
"5/01/2002 04:00";"0";"0";"0";"0";"0"
"5/01/2002 05:00";"0";"0";"0";"0";"0"
"5/01/2002 06:00";"31";"56.5";"862.601166842307";"2886.69500867257";"382.755925961723"
"5/01/2002 07:00";"132.75";"209";"1410.22155171067";"2899.05627307555";"384.39494469713"
"5/01/2002 08:00";"264.5";"176.25";"0";"0";"0"
"5/01/2002 09:00";"342.5";"211";"0";"0";"0"
"5/01/2002 10:00";"443";"157.75";"0";"0";"0"
"5/01/2002 11:00";"469.5";"172";"0";"0";"0"
"5/01/2002 12:00";"493.5";"149.75";"0";"0";"0"
"5/01/2002 13:00";"478.25";"138.5";"0";"0";"0"
"5/01/2002 14:00";"440.25";"128.75";"0";"0";"0"
"5/01/2002 15:00";"389.25";"98.75";"0";"0";"0"
"5/01/2002 16:00";"265.25";"131";"0";"0";"0"
"5/01/2002 17:00";"166.5";"105.5";"0";"0";"0"
"5/01/2002 18:00";"57";"62.25";"0";"0";"0"
"5/01/2002 19:00";"0";"0";"0";"2932.32995402222";"388.806806193629"
"5/01/2002 20:00";"0";"0";"395.192318281988";"2844.65905986325";"377.182247945219"
"5/01/2002 21:00";"0";"0";"0";"0";"0"
"5/01/2002 22:00";"0";"0";"0";"0";"0"
"5/01/2002 23:00";"0";"0";"0";"0";"0"
"6/01/2002 00:00";"0";"0";"0";"0";"0"
"6/01/2002 01:00";"0";"0";"0";"0";"0"
"6/01/2002 02:00";"0";"0";"0";"0";"0"
"6/01/2002 03:00";"0";"0";"0";"0";"0"
"6/01/2002 04:00";"0";"0";"0";"0";"0"
"6/01/2002 05:00";"0";"0";"0";"0";"0"
"6/01/2002 06:00";"25.75";"12.25";"867.124383286734";"2879.16761447836";"381.757845206316"
"6/01/2002 07:00";"124.5";"61.75";"918.503661927712";"2891.30707881886";"383.36745477725"
"6/01/2002 08:00";"238.5";"112.75";"0";"0";"0"
"6/01/2002 09:00";"345.25";"150.5";"0";"0";"0"
"6/01/2002 10:00";"478";"113.5";"0";"0";"0"
"6/01/2002 11:00";"605.75";"6.75";"0";"0";"0"
"6/01/2002 12:00";"602";"5.75";"0";"0";"0"
"6/01/2002 13:00";"542";"33.25";"0";"0";"0"
"6/01/2002 14:00";"436.75";"108";"0";"0";"0"
"6/01/2002 15:00";"385.75";"92.25";"0";"0";"0"
"6/01/2002 16:00";"266.75";"119.75";"0";"0";"0"
"6/01/2002 17:00";"167";"73.25";"0";"0";"0"
"6/01/2002 18:00";"51.5";"53.25";"0";"0";"0"
"6/01/2002 19:00";"0";"0";"0";"2806.52720844087";"372.126226420271"
"6/01/2002 20:00";"0";"0";"397.922894301971";"2837.84642383528";"376.27893921212"
"6/01/2002 21:00";"0";"0";"0";"0";"0"
"6/01/2002 22:00";"0";"0";"0";"0";"0"
"6/01/2002 23:00";"0";"0";"0";"0";"0"
"7/01/2002 00:00";"0";"0";"0";"0";"0"
"7/01/2002 01:00";"0";"0";"0";"0";"0"
"7/01/2002 02:00";"0";"0";"0";"0";"0"
"7/01/2002 03:00";"0";"0";"0";"0";"0"
"7/01/2002 04:00";"0";"0";"0";"0";"0"
"7/01/2002 05:00";"0";"0";"0";"0";"0"
"7/01/2002 06:00";"25.25";"12";"863.581643898682";"2878.6858381377";"381.693964973447"
"7/01/2002 07:00";"127.25";"44.75";"1403.65232281042";"2891.11520757032";"383.34201396789"
"7/01/2002 08:00";"247";"50.5";"0";"0";"0"
"7/01/2002 09:00";"336.25";"88.25";"0";"0";"0"
"7/01/2002 10:00";"430.75";"72.25";"0";"0";"0"
"7/01/2002 11:00";"459";"102.25";"0";"0";"0"
"7/01/2002 12:00";"482";"100";"0";"0";"0"
"7/01/2002 13:00";"469";"101";"0";"0";"0"
"7/01/2002 14:00";"430.5";"93.5";"0";"0";"0"
"7/01/2002 15:00";"374.75";"71";"0";"0";"0"
"7/01/2002 16:00";"259.5";"90.25";"0";"0";"0"
"7/01/2002 17:00";"157.75";"54.25";"0";"0";"0"
"7/01/2002 18:00";"55.25";"12";"0";"0";"0"
"7/01/2002 19:00";"0";"0";"0";"2863.81398342818";"379.722059211665"
"7/01/2002 20:00";"0";"0";"816.984509824081";"2861.06082345768";"379.357009114352"
"7/01/2002 21:00";"0";"0";"0";"0";"0"
"7/01/2002 22:00";"0";"0";"0";"0";"0"
"7/01/2002 23:00";"0";"0";"0";"0";"0"
"8/01/2002 00:00";"0";"0";"0";"0";"0"
"8/01/2002 01:00";"0";"0";"0";"0";"0"
"8/01/2002 02:00";"0";"0";"0";"0";"0"
"8/01/2002 03:00";"0";"0";"0";"0";"0"
"8/01/2002 04:00";"0";"0";"0";"0";"0"
"8/01/2002 05:00";"0";"0";"0";"0";"0"
"8/01/2002 06:00";"25";"11.75";"900.049605486529";"2885.42482541937";"382.587508388769"
"8/01/2002 07:00";"126.25";"43.75";"1456.23835976742";"2889.05478042772";"383.068815484339"
"8/01/2002 08:00";"246";"49.5";"0";"0";"0"
"8/01/2002 09:00";"335.25";"87.25";"0";"0";"0"
"8/01/2002 10:00";"429.75";"71.25";"0";"0";"0"
"8/01/2002 11:00";"458.25";"101.5";"0";"0";"0"
"8/01/2002 12:00";"482";"100";"0";"0";"0"
"8/01/2002 13:00";"469";"100.75";"0";"0";"0"
"8/01/2002 14:00";"430.5";"92.5";"0";"0";"0"
"8/01/2002 15:00";"375.75";"68.25";"0";"0";"0"
"8/01/2002 16:00";"262.5";"83.5";"0";"0";"0"
"8/01/2002 17:00";"157.75";"51.75";"0";"0";"0"
"8/01/2002 18:00";"55.25";"11.25";"0";"0";"0"
"8/01/2002 19:00";"0";"0";"148.379429263041";"2835.40141186394";"375.954747422456"
"8/01/2002 20:00";"0";"0";"666.905268647551";"2883.32164054683";"382.308640523982"
"8/01/2002 21:00";"0";"0";"0";"0";"0"
"8/01/2002 22:00";"0";"0";"0";"0";"0"
"8/01/2002 23:00";"0";"0";"0";"0";"0"
"9/01/2002 00:00";"0";"0";"0";"0";"0"
"9/01/2002 01:00";"0";"0";"0";"0";"0"
"9/01/2002 02:00";"0";"0";"0";"0";"0"
"9/01/2002 03:00";"0";"0";"0";"0";"0"
"9/01/2002 04:00";"0";"0";"0";"0";"0"
"9/01/2002 05:00";"0";"0";"0";"0";"0"
"9/01/2002 06:00";"24.75";"11.75";"1269.49577265819";"2871.44438521467";"380.733798066124"
"9/01/2002 07:00";"121.5";"52.25";"1220.7847052307";"2882.87535547573";"382.249466189624"
"9/01/2002 08:00";"234";"75";"263.67951495327";"0";"0"
"9/01/2002 09:00";"335.25";"87.25";"0";"0";"0"
"9/01/2002 10:00";"429.75";"71.25";"0";"0";"0"
"9/01/2002 11:00";"458.25";"101.5";"0";"0";"0"
"9/01/2002 12:00";"482";"100";"0";"0";"0"
"9/01/2002 13:00";"469.25";"100.75";"0";"0";"0"
"9/01/2002 14:00";"431.5";"92.75";"0";"0";"0"
"9/01/2002 15:00";"376";"70.75";"0";"0";"0"
"9/01/2002 16:00";"261.25";"89.25";"0";"0";"0"
"9/01/2002 17:00";"158.75";"53.5";"0";"0";"0"
"9/01/2002 18:00";"56";"12";"0";"0";"0"
"9/01/2002 19:00";"0";"0";"90.7090448771867";"2892.194165314";"383.485076352039"
"9/01/2002 20:00";"0";"0";"732.312555591881";"2877.19680524333";"381.496529441616"
"9/01/2002 21:00";"0";"0";"0";"0";"0"
"9/01/2002 22:00";"0";"0";"0";"0";"0"
"9/01/2002 23:00";"0";"0";"0";"0";"0"
"10/01/2002 00:00";"0";"0";"0";"0";"0"
"10/01/2002 01:00";"0";"0";"0";"0";"0"
"10/01/2002 02:00";"0";"0";"0";"0";"0"
"10/01/2002 03:00";"0";"0";"0";"0";"0"
"10/01/2002 04:00";"0";"0";"0";"0";"0"
"10/01/2002 05:00";"0";"0";"0";"0";"0"
"10/01/2002 06:00";"24.5";"11.75";"1388.11700810793";"2870.90152764128";"380.661818881436"
"10/01/2002 07:00";"120.5";"52";"1480.07359091941";"2885.87274279036";"382.646899154878"
"10/01/2002 08:00";"233.75";"72.75";"10.8318272743233";"0";"0"
"10/01/2002 09:00";"336.25";"82.5";"0";"0";"0"
"10/01/2002 10:00";"428";"70.25";"0";"0";"0"
"10/01/2002 11:00";"457.25";"100.25";"0";"0";"0"
"10/01/2002 12:00";"481.25";"98";"0";"0";"0"
"10/01/2002 13:00";"469.75";"100.5";"0";"0";"0"
"10/01/2002 14:00";"435";"98.25";"0";"0";"0"
"10/01/2002 15:00";"383";"80.5";"0";"0";"0"
"10/01/2002 16:00";"267.5";"103.25";"0";"0";"0"
"10/01/2002 17:00";"168.75";"63.5";"0";"0";"0"
"10/01/2002 18:00";"57";"37.5";"0";"0";"0"
"10/01/2002 19:00";"0";"0";"0";"2891.276242791";"383.363366131807"
"10/01/2002 20:00";"0";"0";"827.495770236749";"2871.08370752885";"380.685974682914"
"10/01/2002 21:00";"0";"0";"0";"0";"0"
"10/01/2002 22:00";"0";"0";"0";"0";"0"
"10/01/2002 23:00";"0";"0";"0";"0";"0"
"11/01/2002 00:00";"0";"0";"0";"0";"0"
"11/01/2002 01:00";"0";"0";"0";"0";"0"
"11/01/2002 02:00";"0";"0";"0";"0";"0"
"11/01/2002 03:00";"0";"0";"0";"0";"0"
"11/01/2002 04:00";"0";"0";"0";"0";"0"
"11/01/2002 05:00";"0";"0";"0";"0";"0"
"11/01/2002 06:00";"19.75";"104";"1379.55002945193";"2866.18478210631";"380.036410828511"
"11/01/2002 07:00";"97.75";"415.5";"1330.47097114169";"2879.2992963318";"381.775305315401"
"11/01/2002 08:00";"207";"406.25";"105.249551895387";"0";"0"
"11/01/2002 09:00";"320.25";"356.25";"0";"0";"0"
"11/01/2002 10:00";"494.25";"210.5";"0";"0";"0"
"11/01/2002 11:00";"701.5";"13.25";"0";"0";"0"
"11/01/2002 12:00";"699";"10.5";"0";"0";"0"
"11/01/2002 13:00";"667.75";"11.75";"0";"0";"0"
"11/01/2002 14:00";"599.25";"86";"0";"0";"0"
"11/01/2002 15:00";"368.25";"318.75";"0";"0";"0"
"11/01/2002 16:00";"231.25";"416.75";"0";"0";"0"
"11/01/2002 17:00";"133.75";"339";"0";"0";"0"
"11/01/2002 18:00";"62.5";"121.5";"0";"0";"0"
"11/01/2002 19:00";"0";"0";"0";"3052.53612340588";"404.745318412802"
"11/01/2002 20:00";"0";"0";"0";"2941.71491600019";"390.051187675289"
"11/01/2002 21:00";"0";"0";"0";"0";"0"
"11/01/2002 22:00";"0";"0";"0";"0";"0"
"11/01/2002 23:00";"0";"0";"0";"0";"0"
"12/01/2002 00:00";"0";"0";"0";"0";"0"
"12/01/2002 01:00";"0";"0";"0";"0";"0"
"12/01/2002 02:00";"0";"0";"0";"0";"0"
"12/01/2002 03:00";"0";"0";"0";"0";"0"
"12/01/2002 04:00";"0";"0";"0";"0";"0"
"12/01/2002 05:00";"0";"0";"0";"0";"0"
"12/01/2002 06:00";"21.75";"82";"579.957326378513";"2823.65688544555";"374.397503906688"
"12/01/2002 07:00";"97.75";"361";"1130.48142940241";"2870.60967049994";"380.623120629613"
"12/01/2002 08:00";"178.5";"477.5";"0";"0";"0"
"12/01/2002 09:00";"261";"526.5";"0";"0";"0"
"12/01/2002 10:00";"361.5";"505.25";"0";"0";"0"
"12/01/2002 11:00";"431.75";"462.75";"0";"0";"0"
"12/01/2002 12:00";"468";"424.5";"0";"0";"0"
"12/01/2002 13:00";"455.75";"417.5";"0";"0";"0"
"12/01/2002 14:00";"388.75";"479.5";"0";"0";"0"
"12/01/2002 15:00";"287.5";"561";"0";"0";"0"
"12/01/2002 16:00";"151";"683.5";"0";"0";"0"
"12/01/2002 17:00";"71.5";"684.5";"0";"0";"0"
"12/01/2002 18:00";"38";"397.5";"0";"0";"0"
"12/01/2002 19:00";"0";"0";"0";"3059.82110598022";"405.711257052832"
"12/01/2002 20:00";"0";"0";"0";"3089.38050289415";"409.630630004484"
"12/01/2002 21:00";"0";"0";"0";"0";"0"
"12/01/2002 22:00";"0";"0";"0";"0";"0"
"12/01/2002 23:00";"0";"0";"0";"0";"0"
"13/01/2002 00:00";"0";"0";"0";"0";"0"
"13/01/2002 01:00";"0";"0";"0";"0";"0"
"13/01/2002 02:00";"0";"0";"0";"0";"0"
"13/01/2002 03:00";"0";"0";"0";"0";"0"
"13/01/2002 04:00";"0";"0";"0";"0";"0"
"13/01/2002 05:00";"0";"0";"0";"0";"0"
"13/01/2002 06:00";"24.5";"29.25";"0";"3086.0459906877";"409.188496594694"
"13/01/2002 07:00";"125";"109.5";"0";"2999.57883083523";"397.723545245423"
"13/01/2002 08:00";"247.25";"95.75";"0";"0";"0"
"13/01/2002 09:00";"332.75";"110.75";"0";"0";"0"
"13/01/2002 10:00";"450.75";"60.25";"0";"0";"0"
"13/01/2002 11:00";"604.5";"11";"0";"0";"0"
"13/01/2002 12:00";"684.25";"15.25";"0";"0";"0"
"13/01/2002 13:00";"648.75";"83.5";"0";"0";"0"
"13/01/2002 14:00";"437.75";"248.75";"0";"0";"0"
"13/01/2002 15:00";"412.5";"187.25";"0";"0";"0"
"13/01/2002 16:00";"260.5";"261.5";"0";"0";"0"
"13/01/2002 17:00";"156.25";"280.5";"0";"0";"0"
"13/01/2002 18:00";"49";"222.75";"0";"0";"0"
"13/01/2002 19:00";"0";"0";"0";"2973.71207274493";"394.293790832596"
"13/01/2002 20:00";"0";"0";"0";"3073.53638630987";"407.529808997747"
"13/01/2002 21:00";"0";"0";"0";"0";"0"
"13/01/2002 22:00";"0";"0";"0";"0";"0"
"13/01/2002 23:00";"0";"0";"0";"0";"0"
"14/01/2002 00:00";"0";"0";"0";"0";"0"
"14/01/2002 01:00";"0";"0";"0";"0";"0"
"14/01/2002 02:00";"0";"0";"0";"0";"0"
"14/01/2002 03:00";"0";"0";"0";"0";"0"
"14/01/2002 04:00";"0";"0";"0";"0";"0"
"14/01/2002 05:00";"0";"0";"0";"0";"0"
"14/01/2002 06:00";"23.25";"11.75";"0";"2969.86878096221";"393.784196746412"
"14/01/2002 07:00";"116.75";"52.25";"399.193240236682";"2821.71995619648";"374.140680395364"
"14/01/2002 08:00";"230";"75";"0";"0";"0"
"14/01/2002 09:00";"331.5";"87.25";"0";"0";"0"
"14/01/2002 10:00";"464.25";"48.5";"0";"0";"0"
"14/01/2002 11:00";"624.25";"12.5";"0";"0";"0"
"14/01/2002 12:00";"722.75";"19.25";"0";"0";"0"
"14/01/2002 13:00";"742.5";"24";"0";"0";"0"
"14/01/2002 14:00";"591.5";"44.75";"0";"0";"0"
"14/01/2002 15:00";"386";"111.25";"0";"0";"0"
"14/01/2002 16:00";"276.5";"69.25";"0";"0";"0"
"14/01/2002 17:00";"162.5";"54.75";"0";"0";"0"
"14/01/2002 18:00";"58.5";"13.5";"0";"0";"0"
"14/01/2002 19:00";"0";"0";"0";"2909.8564231557";"385.826970398505"
"14/01/2002 20:00";"0";"0";"0";"2970.78641515885";"393.905868736551"
"14/01/2002 21:00";"0";"0";"0";"0";"0"
"14/01/2002 22:00";"0";"0";"0";"0";"0"
"14/01/2002 23:00";"0";"0";"0";"0";"0"
"15/01/2002 00:00";"0";"0";"0";"0";"0"
"15/01/2002 01:00";"0";"0";"0";"0";"0"
"15/01/2002 02:00";"0";"0";"0";"0";"0"
"15/01/2002 03:00";"0";"0";"0";"0";"0"
"15/01/2002 04:00";"0";"0";"0";"0";"0"
"15/01/2002 05:00";"0";"0";"0";"0";"0"
"15/01/2002 06:00";"23";"11.75";"395.563683017044";"2816.77019929125";"373.484376635578"
"15/01/2002 07:00";"115.75";"52.25";"855.213324158627";"2853.02571035701";"378.291608320082"
"15/01/2002 08:00";"229.25";"75";"0";"0";"0"
"15/01/2002 09:00";"331.25";"87.25";"0";"0";"0"
"15/01/2002 10:00";"459.5";"48.25";"0";"0";"0"
"15/01/2002 11:00";"603.5";"11";"0";"0";"0"
"15/01/2002 12:00";"683.25";"15.25";"0";"0";"0"
"15/01/2002 13:00";"700.25";"16.75";"0";"0";"0"
"15/01/2002 14:00";"585.5";"41.5";"0";"0";"0"
"15/01/2002 15:00";"388";"136.25";"0";"0";"0"
"15/01/2002 16:00";"273";"121.75";"0";"0";"0"
"15/01/2002 17:00";"173.5";"77.5";"0";"0";"0"
"15/01/2002 18:00";"55.5";"61.5";"0";"0";"0"
"15/01/2002 19:00";"0";"0";"0";"2980.80514134536";"395.234282998172"
"15/01/2002 20:00";"0";"0";"0";"2901.85361266504";"384.765852708399"
"15/01/2002 21:00";"0";"0";"0";"0";"0"
"15/01/2002 22:00";"0";"0";"0";"0";"0"
"15/01/2002 23:00";"0";"0";"0";"0";"0"
"16/01/2002 00:00";"0";"0";"0";"0";"0"
"16/01/2002 01:00";"0";"0";"0";"0";"0"
"16/01/2002 02:00";"0";"0";"0";"0";"0"
"16/01/2002 03:00";"0";"0";"0";"0";"0"
"16/01/2002 04:00";"0";"0";"0";"0";"0"
"16/01/2002 05:00";"0";"0";"0";"0";"0"
"16/01/2002 06:00";"22.75";"11.75";"817.153559489568";"2809.97201352581";"372.582983908014"
"16/01/2002 07:00";"115.5";"52.25";"896.996084644925";"2863.24563590901";"379.646700235287"
"16/01/2002 08:00";"228.25";"75";"0";"0";"0"
"16/01/2002 09:00";"330.5";"87.25";"0";"0";"0"
"16/01/2002 10:00";"426.25";"71.25";"0";"0";"0"
"16/01/2002 11:00";"456.75";"101.25";"0";"0";"0"
"16/01/2002 12:00";"482.5";"99";"0";"0";"0"
"16/01/2002 13:00";"471.5";"99.75";"0";"0";"0"
"16/01/2002 14:00";"434.75";"91.75";"0";"0";"0"
"16/01/2002 15:00";"380";"70";"0";"0";"0"
"16/01/2002 16:00";"265.5";"89.75";"0";"0";"0"
"16/01/2002 17:00";"163.25";"58";"0";"0";"0"
"16/01/2002 18:00";"58.5";"21";"0";"0";"0"
"16/01/2002 19:00";"0";"0";"0";"2891.7674636447";"383.428498642219"
"16/01/2002 20:00";"0";"0";"395.848033115763";"2810.73782664374";"372.684525466158"
"16/01/2002 21:00";"0";"0";"0";"0";"0"
"16/01/2002 22:00";"0";"0";"0";"0";"0"
"16/01/2002 23:00";"0";"0";"0";"0";"0"
"17/01/2002 00:00";"0";"0";"0";"0";"0"
"17/01/2002 01:00";"0";"0";"0";"0";"0"
"17/01/2002 02:00";"0";"0";"0";"0";"0"
"17/01/2002 03:00";"0";"0";"0";"0";"0"
"17/01/2002 04:00";"0";"0";"0";"0";"0"
"17/01/2002 05:00";"0";"0";"0";"0";"0"
"17/01/2002 06:00";"23.25";"53";"1166.2255729806";"2846.30654747293";"377.400693483684"
"17/01/2002 07:00";"123.5";"199.25";"1109.45709901744";"2857.21525344436";"378.847112950443"
"17/01/2002 08:00";"252.5";"179.25";"0";"0";"0"
"17/01/2002 09:00";"334.25";"213.5";"0";"0";"0"
"17/01/2002 10:00";"473.75";"115.75";"0";"0";"0"
"17/01/2002 11:00";"604";"6.75";"0";"0";"0"
"17/01/2002 12:00";"601.25";"5.75";"0";"0";"0"
"17/01/2002 13:00";"542";"29.25";"0";"0";"0"
"17/01/2002 14:00";"434.75";"91.75";"0";"0";"0"
"17/01/2002 15:00";"380.75";"68.25";"0";"0";"0"
"17/01/2002 16:00";"267.75";"84.25";"0";"0";"0"
"17/01/2002 17:00";"163.25";"57";"0";"0";"0"
"17/01/2002 18:00";"58.5";"20.25";"0";"0";"0"
"17/01/2002 19:00";"0";"0";"0";"2790.98497197976";"370.065432643888"
"17/01/2002 20:00";"0";"0";"573.250647462853";"2801.55006972078";"371.466292019953"
"17/01/2002 21:00";"0";"0";"192.966083382711";"0";"0"
"17/01/2002 22:00";"0";"0";"0";"0";"0"
"17/01/2002 23:00";"0";"0";"0";"0";"0"
"18/01/2002 00:00";"0";"0";"0";"0";"0"
"18/01/2002 01:00";"0";"0";"0";"0";"0"
"18/01/2002 02:00";"0";"0";"0";"0";"0"
"18/01/2002 03:00";"0";"0";"0";"0";"0"
"18/01/2002 04:00";"0";"0";"0";"0";"0"
"18/01/2002 05:00";"0";"0";"0";"0";"0"
"18/01/2002 06:00";"22.25";"11.5";"891.559255595075";"2841.14097042485";"376.715773455685"
"18/01/2002 07:00";"113.5";"76.25";"941.52856893078";"2853.68640849498";"378.379212354045"
"18/01/2002 08:00";"226.75";"202.75";"0";"0";"0"
"18/01/2002 09:00";"296.75";"379";"0";"0";"0"
"18/01/2002 10:00";"327.5";"518.5";"0";"0";"0"
"18/01/2002 11:00";"474.5";"278.25";"0";"0";"0"
"18/01/2002 12:00";"517";"144.75";"0";"0";"0"
"18/01/2002 13:00";"519.75";"66";"0";"0";"0"
"18/01/2002 14:00";"548.75";"56.25";"0";"0";"0"
"18/01/2002 15:00";"399";"203.75";"0";"0";"0"
"18/01/2002 16:00";"300";"238.25";"0";"0";"0"
"18/01/2002 17:00";"175.5";"204.5";"0";"0";"0"
"18/01/2002 18:00";"55";"143.25";"0";"0";"0"
"18/01/2002 19:00";"0";"0";"0";"2846.01801434968";"377.362435973823"
"18/01/2002 20:00";"0";"0";"0";"2846.70459985573";"377.453472494941"
"18/01/2002 21:00";"0";"0";"0";"0";"0"
"18/01/2002 22:00";"0";"0";"0";"0";"0"
