1;"eplusout"

"Date/Time";"[1] Site Diffuse Solar Radiation Rate per Area (W/m2)";"[1] Site Direct Solar Radiation Rate per Area (W/m2)";"[1] Water Heater Electricity Rate (W)";"[1] Water Use Equipment Heating Rate (W)";"[1] Water Use Equipment Heating Rate (W)"
;"Environment";"Environment";"AUX HW LOOP WATER HEATER";"4299 WATER OUTLET";"4292 WATER OUTLET"
"21/03/2002 16:00";"240.5";"108.25";"0";"0";"0"
"21/03/2002 17:00";"127.5";"57.25";"0";"0";"0"
"21/03/2002 18:00";"18";"0.5";"0";"0";"0"
"21/03/2002 19:00";"0";"0";"0";"2865.5189919556";"379.948131628641"
"21/03/2002 20:00";"0";"0";"395.302884958091";"2834.2433657294";"375.801198461031"
"21/03/2002 21:00";"0";"0";"0";"0";"0"
"21/03/2002 22:00";"0";"0";"0";"0";"0"
"21/03/2002 23:00";"0";"0";"0";"0";"0"
"22/03/2002 00:00";"0";"0";"0";"0";"0"
"22/03/2002 01:00";"0";"0";"0";"0";"0"
"22/03/2002 02:00";"0";"0";"0";"0";"0"
"22/03/2002 03:00";"0";"0";"0";"0";"0"
"22/03/2002 04:00";"0";"0";"0";"0";"0"
"22/03/2002 05:00";"0";"0";"0";"0";"0"
"22/03/2002 06:00";"12.25";"4.5";"863.585423550981";"2879.30739250065";"381.776378811768"
"22/03/2002 07:00";"79.25";"37.5";"1405.2529939059";"2891.12125288636";"383.342815535264"
"22/03/2002 08:00";"196.5";"104.25";"0";"0";"0"
"22/03/2002 09:00";"301.5";"115.5";"0";"0";"0"
"22/03/2002 10:00";"400.5";"82";"0";"0";"0"
"22/03/2002 11:00";"469.25";"153.25";"0";"0";"0"
"22/03/2002 12:00";"476.5";"257.5";"0";"0";"0"
"22/03/2002 13:00";"485";"108.5";"0";"0";"0"
"22/03/2002 14:00";"450.5";"91.25";"0";"0";"0"
"22/03/2002 15:00";"346";"101.5";"0";"0";"0"
"22/03/2002 16:00";"256";"42.25";"0";"0";"0"
"22/03/2002 17:00";"128";"65.75";"0";"0";"0"
"22/03/2002 18:00";"20.5";"17.5";"0";"0";"0"
"22/03/2002 19:00";"0";"0";"0";"2884.80521722718";"382.505352599319"
"22/03/2002 20:00";"0";"0";"565.763686734551";"2838.47053701985";"376.361692332608"
"22/03/2002 21:00";"0";"0";"202.705618160137";"0";"0"
"22/03/2002 22:00";"0";"0";"0";"0";"0"
"22/03/2002 23:00";"0";"0";"0";"0";"0"
"23/03/2002 00:00";"0";"0";"0";"0";"0"
"23/03/2002 01:00";"0";"0";"0";"0";"0"
"23/03/2002 02:00";"0";"0";"0";"0";"0"
"23/03/2002 03:00";"0";"0";"0";"0";"0"
"23/03/2002 04:00";"0";"0";"0";"0";"0"
"23/03/2002 05:00";"0";"0";"0";"0";"0"
"23/03/2002 06:00";"12.5";"14.75";"901.599157980094";"2882.25920990031";"382.167769519371"
"23/03/2002 07:00";"78";"109.25";"1072.8611803025";"2894.02175720683";"383.727402481096"
"23/03/2002 08:00";"192.25";"224.5";"264.039725271033";"0";"0"
"23/03/2002 09:00";"304";"150";"0";"0";"0"
"23/03/2002 10:00";"395.5";"240.75";"0";"0";"0"
"23/03/2002 11:00";"547.75";"172.75";"0";"0";"0"
"23/03/2002 12:00";"676.5";"34.75";"0";"0";"0"
"23/03/2002 13:00";"461";"93.5";"0";"0";"0"
"23/03/2002 14:00";"434.25";"107";"0";"0";"0"
"23/03/2002 15:00";"345";"111.5";"0";"0";"0"
"23/03/2002 16:00";"254.25";"114.75";"0";"0";"0"
"23/03/2002 17:00";"116.25";"184.5";"0";"0";"0"
"23/03/2002 18:00";"16.5";"0";"0";"0";"0"
"23/03/2002 19:00";"0";"0";"0";"2987.36739736807";"396.104393062736"
"23/03/2002 20:00";"0";"0";"395.581153578543";"2854.25394041737";"378.454463187893"
"23/03/2002 21:00";"0";"0";"0";"0";"0"
"23/03/2002 22:00";"0";"0";"0";"0";"0"
"23/03/2002 23:00";"0";"0";"0";"0";"0"
"24/03/2002 00:00";"0";"0";"0";"0";"0"
"24/03/2002 01:00";"0";"0";"0";"0";"0"
"24/03/2002 02:00";"0";"0";"0";"0";"0"
"24/03/2002 03:00";"0";"0";"0";"0";"0"
"24/03/2002 04:00";"0";"0";"0";"0";"0"
"24/03/2002 05:00";"0";"0";"0";"0";"0"
"24/03/2002 06:00";"13.5";"23.25";"869.567039138897";"2886.55922924021";"382.737922541824"
"24/03/2002 07:00";"81";"133.75";"1414.18362331925";"2898.2224816868";"384.284389687299"
"24/03/2002 08:00";"184.5";"273.75";"0";"0";"0"
"24/03/2002 09:00";"288.25";"296.5";"0";"0";"0"
"24/03/2002 10:00";"415.25";"219.75";"0";"0";"0"
"24/03/2002 11:00";"456.5";"288.5";"0";"0";"0"
"24/03/2002 12:00";"434.75";"312.75";"0";"0";"0"
"24/03/2002 13:00";"471.5";"203.75";"0";"0";"0"
"24/03/2002 14:00";"394.75";"319.75";"0";"0";"0"
"24/03/2002 15:00";"321.75";"266.75";"0";"0";"0"
"24/03/2002 16:00";"238.5";"100.75";"0";"0";"0"
"24/03/2002 17:00";"122.75";"54.75";"0";"0";"0"
"24/03/2002 18:00";"16";"0";"0";"0";"0"
"24/03/2002 19:00";"0";"0";"0";"3040.38119089101";"403.133657868215"
"24/03/2002 20:00";"0";"0";"0";"3015.50518095357";"399.835269853814"
"24/03/2002 21:00";"0";"0";"0";"0";"0"
"24/03/2002 22:00";"0";"0";"0";"0";"0"
"24/03/2002 23:00";"0";"0";"0";"0";"0"
"25/03/2002 00:00";"0";"0";"0";"0";"0"
"25/03/2002 01:00";"0";"0";"0";"0";"0"
"25/03/2002 02:00";"0";"0";"0";"0";"0"
"25/03/2002 03:00";"0";"0";"0";"0";"0"
"25/03/2002 04:00";"0";"0";"0";"0";"0"
"25/03/2002 05:00";"0";"0";"0";"0";"0"
"25/03/2002 06:00";"12";"0.5";"404.075667789215";"2861.08350776626";"379.360016897824"
"25/03/2002 07:00";"77.5";"26.5";"860.730632638925";"2886.7525507974";"382.763555652149"
"25/03/2002 08:00";"193";"107.25";"0";"0";"0"
"25/03/2002 09:00";"299.5";"115.5";"0";"0";"0"
"25/03/2002 10:00";"379.5";"144.25";"0";"0";"0"
"25/03/2002 11:00";"396.75";"353";"0";"0";"0"
"25/03/2002 12:00";"427.5";"289.75";"0";"0";"0"
"25/03/2002 13:00";"457.5";"94.25";"0";"0";"0"
"25/03/2002 14:00";"430";"149.75";"0";"0";"0"
"25/03/2002 15:00";"349.5";"260.25";"0";"0";"0"
"25/03/2002 16:00";"263.5";"247.5";"0";"0";"0"
"25/03/2002 17:00";"91";"359.75";"0";"0";"0"
"25/03/2002 18:00";"18.5";"44.5";"0";"0";"0"
"25/03/2002 19:00";"0";"0";"0";"2990.60662051768";"396.533891798245"
"25/03/2002 20:00";"0";"0";"0";"2965.90934804604";"393.259203143846"
"25/03/2002 21:00";"0";"0";"0";"0";"0"
"25/03/2002 22:00";"0";"0";"0";"0";"0"
"25/03/2002 23:00";"0";"0";"0";"0";"0"
"26/03/2002 00:00";"0";"0";"0";"0";"0"
"26/03/2002 01:00";"0";"0";"0";"0";"0"
"26/03/2002 02:00";"0";"0";"0";"0";"0"
"26/03/2002 03:00";"0";"0";"0";"0";"0"
"26/03/2002 04:00";"0";"0";"0";"0";"0"
"26/03/2002 05:00";"0";"0";"0";"0";"0"
"26/03/2002 06:00";"12";"0.75";"403.961925972527";"2861.39353545802";"379.401124439797"
"26/03/2002 07:00";"77.5";"27.25";"991.77252439097";"2892.12325088632";"383.475673586126"
"26/03/2002 08:00";"193";"107.25";"246.572200699421";"0";"0"
"26/03/2002 09:00";"307.25";"117.75";"0";"0";"0"
"26/03/2002 10:00";"426.25";"83";"0";"0";"0"
"26/03/2002 11:00";"479.25";"94.75";"0";"0";"0"
"26/03/2002 12:00";"464";"139.25";"0";"0";"0"
"26/03/2002 13:00";"464.25";"125.75";"0";"0";"0"
"26/03/2002 14:00";"445.25";"94";"0";"0";"0"
"26/03/2002 15:00";"340.75";"113.25";"0";"0";"0"
"26/03/2002 16:00";"249.5";"79.25";"0";"0";"0"
"26/03/2002 17:00";"112.25";"75.75";"0";"0";"0"
"26/03/2002 18:00";"14.5";"0";"0";"0";"0"
"26/03/2002 19:00";"0";"0";"0";"3014.51996972327";"399.704637613281"
"26/03/2002 20:00";"0";"0";"396.045430462222";"2865.26019532698";"379.913816973672"
"26/03/2002 21:00";"0";"0";"0";"0";"0"
"26/03/2002 22:00";"0";"0";"0";"0";"0"
"26/03/2002 23:00";"0";"0";"0";"0";"0"
"27/03/2002 00:00";"0";"0";"0";"0";"0"
"27/03/2002 01:00";"0";"0";"0";"0";"0"
"27/03/2002 02:00";"0";"0";"0";"0";"0"
"27/03/2002 03:00";"0";"0";"0";"0";"0"
"27/03/2002 04:00";"0";"0";"0";"0";"0"
"27/03/2002 05:00";"0";"0";"0";"0";"0"
"27/03/2002 06:00";"12";"0.25";"871.661288526087";"2897.23890817845";"384.153974597445"
"27/03/2002 07:00";"77.5";"25.75";"1031.08848273928";"2906.7771711946";"385.418682743558"
"27/03/2002 08:00";"192.75";"107.5";"274.334544335367";"0";"0"
"27/03/2002 09:00";"298.5";"116.5";"0";"0";"0"
"27/03/2002 10:00";"378";"145.5";"0";"0";"0"
"27/03/2002 11:00";"394";"354.5";"0";"0";"0"
"27/03/2002 12:00";"425.25";"289.75";"0";"0";"0"
"27/03/2002 13:00";"453.5";"91";"0";"0";"0"
"27/03/2002 14:00";"424";"103.25";"0";"0";"0"
"27/03/2002 15:00";"339.5";"134.75";"0";"0";"0"
"27/03/2002 16:00";"250.75";"108.25";"0";"0";"0"
"27/03/2002 17:00";"120";"57";"0";"0";"0"
"27/03/2002 18:00";"13.5";"0";"0";"0";"0"
"27/03/2002 19:00";"0";"0";"0";"3036.04959346392";"402.559317808348"
"27/03/2002 20:00";"0";"0";"395.924951585561";"2868.33474462358";"380.321481087616"
"27/03/2002 21:00";"0";"0";"0";"0";"0"
"27/03/2002 22:00";"0";"0";"0";"0";"0"
"27/03/2002 23:00";"0";"0";"0";"0";"0"
"28/03/2002 00:00";"0";"0";"0";"0";"0"
"28/03/2002 01:00";"0";"0";"0";"0";"0"
"28/03/2002 02:00";"0";"0";"0";"0";"0"
"28/03/2002 03:00";"0";"0";"0";"0";"0"
"28/03/2002 04:00";"0";"0";"0";"0";"0"
"28/03/2002 05:00";"0";"0";"0";"0";"0"
"28/03/2002 06:00";"11.75";"0";"864.347673484752";"2903.46624490265";"384.979676663991"
"28/03/2002 07:00";"76.5";"24.5";"928.80470275917";"2916.94120359756";"386.766363611198"
"28/03/2002 08:00";"192";"105.75";"0";"0";"0"
"28/03/2002 09:00";"298";"115.5";"0";"0";"0"
"28/03/2002 10:00";"376.5";"144.25";"0";"0";"0"
"28/03/2002 11:00";"393.5";"353";"0";"0";"0"
"28/03/2002 12:00";"423.5";"289.75";"0";"0";"0"
"28/03/2002 13:00";"434.75";"156.75";"0";"0";"0"
"28/03/2002 14:00";"363.75";"344.75";"0";"0";"0"
"28/03/2002 15:00";"305.5";"269.75";"0";"0";"0"
"28/03/2002 16:00";"204.25";"101.75";"0";"0";"0"
"28/03/2002 17:00";"117.5";"17.25";"0";"0";"0"
"28/03/2002 18:00";"13";"0";"0";"0";"0"
"28/03/2002 19:00";"0";"0";"0";"2948.83080110159";"390.994705152141"
"28/03/2002 20:00";"0";"0";"0";"2877.99438452075";"381.602282974269"
"28/03/2002 21:00";"0";"0";"0";"0";"0"
"28/03/2002 22:00";"0";"0";"0";"0";"0"
"28/03/2002 23:00";"0";"0";"0";"0";"0"
"29/03/2002 00:00";"0";"0";"0";"0";"0"
"29/03/2002 01:00";"0";"0";"0";"0";"0"
"29/03/2002 02:00";"0";"0";"0";"0";"0"
"29/03/2002 03:00";"0";"0";"0";"0";"0"
"29/03/2002 04:00";"0";"0";"0";"0";"0"
"29/03/2002 05:00";"0";"0";"0";"0";"0"
"29/03/2002 06:00";"11.75";"0";"821.772669558399";"2908.94950119417";"385.706718777148"
"29/03/2002 07:00";"80.25";"3.75";"1041.53727507065";"2907.58353420883";"385.525600939365"
"29/03/2002 08:00";"194";"98";"235.990416742114";"0";"0"
"29/03/2002 09:00";"269.75";"305.25";"0";"0";"0"
"29/03/2002 10:00";"393.25";"160.75";"0";"0";"0"
"29/03/2002 11:00";"460.25";"112";"0";"0";"0"
"29/03/2002 12:00";"459.75";"138.75";"0";"0";"0"
"29/03/2002 13:00";"458.75";"123.75";"0";"0";"0"
"29/03/2002 14:00";"440.75";"77";"0";"0";"0"
"29/03/2002 15:00";"339.25";"69.75";"0";"0";"0"
"29/03/2002 16:00";"237";"87";"0";"0";"0"
"29/03/2002 17:00";"107.5";"72";"0";"0";"0"
"29/03/2002 18:00";"12.5";"0";"0";"0";"0"
"29/03/2002 19:00";"0";"0";"0";"3018.82750580355";"400.275787303866"
"29/03/2002 20:00";"0";"0";"396.730976877437";"2879.42360410843";"381.791787672563"
"29/03/2002 21:00";"0";"0";"0";"0";"0"
"29/03/2002 22:00";"0";"0";"0";"0";"0"
"29/03/2002 23:00";"0";"0";"0";"0";"0"
"30/03/2002 00:00";"0";"0";"0";"0";"0"
"30/03/2002 01:00";"0";"0";"0";"0";"0"
"30/03/2002 02:00";"0";"0";"0";"0";"0"
"30/03/2002 03:00";"0";"0";"0";"0";"0"
"30/03/2002 04:00";"0";"0";"0";"0";"0"
"30/03/2002 05:00";"0";"0";"0";"0";"0"
"30/03/2002 06:00";"11.75";"0";"865.725291525727";"2912.35389669143";"386.158118231188"
"30/03/2002 07:00";"76.25";"24.5";"1409.04828337831";"2921.59827353032";"387.383859089254"
"30/03/2002 08:00";"191";"106";"0";"0";"0"
"30/03/2002 09:00";"297";"116.25";"0";"0";"0"
"30/03/2002 10:00";"393.75";"82";"0";"0";"0"
"30/03/2002 11:00";"459";"111.5";"0";"0";"0"
"30/03/2002 12:00";"499.75";"106.25";"0";"0";"0"
"30/03/2002 13:00";"577.5";"36.5";"0";"0";"0"
"30/03/2002 14:00";"420.75";"109.5";"0";"0";"0"
"30/03/2002 15:00";"333.5";"98.75";"0";"0";"0"
"30/03/2002 16:00";"246.75";"29.25";"0";"0";"0"
"30/03/2002 17:00";"113.75";"49.5";"0";"0";"0"
"30/03/2002 18:00";"11.5";"0";"0";"0";"0"
"30/03/2002 19:00";"0";"0";"0";"2968.32774694041";"393.579866222341"
"30/03/2002 20:00";"0";"0";"818.010580697275";"2884.54147713685";"382.470382475291"
"30/03/2002 21:00";"0";"0";"0";"0";"0"
"30/03/2002 22:00";"0";"0";"0";"0";"0"
"30/03/2002 23:00";"0";"0";"0";"0";"0"
"31/03/2002 00:00";"0";"0";"0";"0";"0"
"31/03/2002 01:00";"0";"0";"0";"0";"0"
"31/03/2002 02:00";"0";"0";"0";"0";"0"
"31/03/2002 03:00";"0";"0";"0";"0";"0"
"31/03/2002 04:00";"0";"0";"0";"0";"0"
"31/03/2002 05:00";"0";"0";"0";"0";"0"
"31/03/2002 06:00";"12.75";"11.25";"902.72763722599";"2927.87434989418";"388.216023697167"
"31/03/2002 07:00";"78.25";"96.25";"1456.40062174275";"2933.07082448164";"388.905040526615"
"31/03/2002 08:00";"182";"268.75";"0";"0";"0"
"31/03/2002 09:00";"284";"287.75";"0";"0";"0"
"31/03/2002 10:00";"408.5";"157.75";"0";"0";"0"
"31/03/2002 11:00";"458.5";"153.25";"0";"0";"0"
"31/03/2002 12:00";"445.5";"318.5";"0";"0";"0"
"31/03/2002 13:00";"425.75";"324";"0";"0";"0"
"31/03/2002 14:00";"442.5";"286.75";"0";"0";"0"
"31/03/2002 15:00";"245";"586.25";"0";"0";"0"
"31/03/2002 16:00";"128.5";"733.25";"0";"0";"0"
"31/03/2002 17:00";"70.25";"434.5";"0";"0";"0"
"31/03/2002 18:00";"13";"42.5";"0";"0";"0"
"31/03/2002 19:00";"0";"0";"0";"3083.9552247816";"408.911275399536"
"31/03/2002 20:00";"0";"0";"0";"3096.18467617867";"410.532816635941"
"31/03/2002 21:00";"0";"0";"0";"0";"0"
"31/03/2002 22:00";"0";"0";"0";"0";"0"
"31/03/2002 23:00";"0";"0";"0";"0";"0"
"1/04/2002 00:00";"0";"0";"0";"0";"0"
"1/04/2002 01:00";"0";"0";"0";"0";"0"
"1/04/2002 02:00";"0";"0";"0";"0";"0"
"1/04/2002 03:00";"0";"0";"0";"0";"0"
"1/04/2002 04:00";"0";"0";"0";"0";"0"
"1/04/2002 05:00";"0";"0";"0";"0";"0"
"1/04/2002 06:00";"11.5";"0";"398.078328409002";"2894.65336115093";"383.811148824835"
"1/04/2002 07:00";"72.5";"66.75";"422.4497959396";"2928.62708200377";"388.315830803474"
"1/04/2002 08:00";"176.25";"280.5";"0";"0";"0"
"1/04/2002 09:00";"293.75";"294";"0";"0";"0"
"1/04/2002 10:00";"449.25";"211.5";"0";"0";"0"
"1/04/2002 11:00";"486.25";"245.25";"0";"0";"0"
"1/04/2002 12:00";"404.75";"360";"0";"0";"0"
"1/04/2002 13:00";"414.5";"322.25";"0";"0";"0"
"1/04/2002 14:00";"428";"207.5";"0";"0";"0"
"1/04/2002 15:00";"325.25";"184.5";"0";"0";"0"
"1/04/2002 16:00";"230";"112.25";"0";"0";"0"
"1/04/2002 17:00";"111.5";"48";"0";"0";"0"
"1/04/2002 18:00";"13";"3";"0";"0";"0"
"1/04/2002 19:00";"0";"0";"0";"2942.09367324871";"390.101408284303"
"1/04/2002 20:00";"0";"0";"0";"3099.96970042317";"411.034684846867"
"1/04/2002 21:00";"0";"0";"0";"0";"0"
"1/04/2002 22:00";"0";"0";"0";"0";"0"
"1/04/2002 23:00";"0";"0";"0";"0";"0"
"2/04/2002 00:00";"0";"0";"0";"0";"0"
"2/04/2002 01:00";"0";"0";"0";"0";"0"
"2/04/2002 02:00";"0";"0";"0";"0";"0"
"2/04/2002 03:00";"0";"0";"0";"0";"0"
"2/04/2002 04:00";"0";"0";"0";"0";"0"
"2/04/2002 05:00";"0";"0";"0";"0";"0"
"2/04/2002 06:00";"11.5";"0";"0";"2970.11389383676";"393.816697029601"
"2/04/2002 07:00";"72.25";"67.25";"819.051061293374";"2904.47995706014";"385.114087931662"
"2/04/2002 08:00";"175";"282.75";"0";"0";"0"
"2/04/2002 09:00";"276.75";"275.25";"0";"0";"0"
"2/04/2002 10:00";"393.5";"116.75";"0";"0";"0"
"2/04/2002 11:00";"470.75";"94.25";"0";"0";"0"
"2/04/2002 12:00";"501.25";"106.75";"0";"0";"0"
"2/04/2002 13:00";"590.25";"78.5";"0";"0";"0"
"2/04/2002 14:00";"411.75";"278.75";"0";"0";"0"
"2/04/2002 15:00";"317.5";"281.75";"0";"0";"0"
"2/04/2002 16:00";"254.5";"192.75";"0";"0";"0"
"2/04/2002 17:00";"99.25";"183.25";"0";"0";"0"
"2/04/2002 18:00";"12.5";"2";"0";"0";"0"
"2/04/2002 19:00";"0";"0";"0";"3081.85549749186";"408.632865986474"
"2/04/2002 20:00";"0";"0";"0";"3083.84396660561";"408.896523329766"
"2/04/2002 21:00";"0";"0";"0";"0";"0"
"2/04/2002 22:00";"0";"0";"0";"0";"0"
"2/04/2002 23:00";"0";"0";"0";"0";"0"
"3/04/2002 00:00";"0";"0";"0";"0";"0"
"3/04/2002 01:00";"0";"0";"0";"0";"0"
"3/04/2002 02:00";"0";"0";"0";"0";"0"
"3/04/2002 03:00";"0";"0";"0";"0";"0"
"3/04/2002 04:00";"0";"0";"0";"0";"0"
"3/04/2002 05:00";"0";"0";"0";"0";"0"
"3/04/2002 06:00";"12.75";"12.25";"398.147854969011";"2900.26414929334";"384.555100785251"
"3/04/2002 07:00";"78";"98";"856.887563270903";"2937.06395164508";"389.434501754882"
"3/04/2002 08:00";"181.25";"263.75";"0";"0";"0"
"3/04/2002 09:00";"292.25";"293.5";"0";"0";"0"
"3/04/2002 10:00";"446.25";"212";"0";"0";"0"
"3/04/2002 11:00";"483.5";"244.25";"0";"0";"0"
"3/04/2002 12:00";"468.25";"274";"0";"0";"0"
"3/04/2002 13:00";"600.75";"45";"0";"0";"0"
"3/04/2002 14:00";"401";"123.5";"0";"0";"0"
"3/04/2002 15:00";"319";"161.25";"0";"0";"0"
"3/04/2002 16:00";"213.5";"263";"0";"0";"0"
"3/04/2002 17:00";"97.5";"181.5";"0";"0";"0"
"3/04/2002 18:00";"12";"0";"0";"0";"0"
"3/04/2002 19:00";"0";"0";"0";"3103.39189140688";"411.488443860151"
"3/04/2002 20:00";"0";"0";"0";"3080.36380104476";"408.43507728585"
"3/04/2002 21:00";"0";"0";"0";"0";"0"
"3/04/2002 22:00";"0";"0";"0";"0";"0"
"3/04/2002 23:00";"0";"0";"0";"0";"0"
"4/04/2002 00:00";"0";"0";"0";"0";"0"
"4/04/2002 01:00";"0";"0";"0";"0";"0"
"4/04/2002 02:00";"0";"0";"0";"0";"0"
"4/04/2002 03:00";"0";"0";"0";"0";"0"
"4/04/2002 04:00";"0";"0";"0";"0";"0"
"4/04/2002 05:00";"0";"0";"0";"0";"0"
"4/04/2002 06:00";"11.75";"3.25";"404.087489772086";"2906.90920109067";"385.436189000705"
"4/04/2002 07:00";"76.25";"49";"863.320303385892";"2938.09887494523";"389.571725474348"
"4/04/2002 08:00";"189.25";"190.5";"0";"0";"0"
"4/04/2002 09:00";"289.75";"250.5";"0";"0";"0"
"4/04/2002 10:00";"391.5";"117";"0";"0";"0"
"4/04/2002 11:00";"468.5";"95.5";"0";"0";"0"
"4/04/2002 12:00";"469.5";"106";"0";"0";"0"
"4/04/2002 13:00";"500.25";"31.5";"0";"0";"0"
"4/04/2002 14:00";"411.75";"110";"0";"0";"0"
"4/04/2002 15:00";"311.5";"202";"0";"0";"0"
"4/04/2002 16:00";"189.25";"430";"0";"0";"0"
"4/04/2002 17:00";"79";"322.75";"0";"0";"0"
"4/04/2002 18:00";"12.5";"14";"0";"0";"0"
"4/04/2002 19:00";"0";"0";"0";"2990.38502662829";"396.504509970907"
"4/04/2002 20:00";"0";"0";"395.657293713076";"2899.41776891968";"384.44287656251"
"4/04/2002 21:00";"0";"0";"0";"0";"0"
"4/04/2002 22:00";"0";"0";"0";"0";"0"
"4/04/2002 23:00";"0";"0";"0";"0";"0"
"5/04/2002 00:00";"0";"0";"0";"0";"0"
"5/04/2002 01:00";"0";"0";"0";"0";"0"
"5/04/2002 02:00";"0";"0";"0";"0";"0"
"5/04/2002 03:00";"0";"0";"0";"0";"0"
"5/04/2002 04:00";"0";"0";"0";"0";"0"
"5/04/2002 05:00";"0";"0";"0";"0";"0"
"5/04/2002 06:00";"13";"18.5";"866.338660099776";"2940.13444966212";"389.84162869699"
"5/04/2002 07:00";"78.75";"117";"1381.3397397496";"2949.33274940189";"391.061260048273"
"5/04/2002 08:00";"180.75";"264.75";"16.9126364414598";"0";"0"
"5/04/2002 09:00";"290.25";"294";"0";"0";"0"
"5/04/2002 10:00";"444";"211.25";"0";"0";"0"
"5/04/2002 11:00";"498";"184";"0";"0";"0"
"5/04/2002 12:00";"505.75";"92";"0";"0";"0"
"5/04/2002 13:00";"568.5";"60.25";"0";"0";"0"
"5/04/2002 14:00";"428";"207.25";"0";"0";"0"
"5/04/2002 15:00";"346.25";"200.75";"0";"0";"0"
"5/04/2002 16:00";"214.75";"102";"0";"0";"0"
"5/04/2002 17:00";"97.25";"65.25";"0";"0";"0"
"5/04/2002 18:00";"8.5";"0";"0";"0";"0"
"5/04/2002 19:00";"0";"0";"0";"3111.44293476605";"412.555956897255"
"5/04/2002 20:00";"0";"0";"0";"2948.7329870852";"390.98173568557"
"5/04/2002 21:00";"0";"0";"0";"0";"0"
"5/04/2002 22:00";"0";"0";"0";"0";"0"
"5/04/2002 23:00";"0";"0";"0";"0";"0"
"6/04/2002 00:00";"0";"0";"0";"0";"0"
"6/04/2002 01:00";"0";"0";"0";"0";"0"
"6/04/2002 02:00";"0";"0";"0";"0";"0"
"6/04/2002 03:00";"0";"0";"0";"0";"0"
"6/04/2002 04:00";"0";"0";"0";"0";"0"
"6/04/2002 05:00";"0";"0";"0";"0";"0"
"6/04/2002 06:00";"11";"0";"828.881094487707";"2944.13089440429";"390.371529813404"
"6/04/2002 07:00";"73.25";"22";"1069.02973915378";"2946.26530543908";"390.654538052775"
"6/04/2002 08:00";"194";"94.25";"216.294399466205";"0";"0"
"6/04/2002 09:00";"321.75";"120";"0";"0";"0"
"6/04/2002 10:00";"421.5";"158.25";"0";"0";"0"
"6/04/2002 11:00";"526.25";"161.5";"0";"0";"0"
"6/04/2002 12:00";"703";"16.75";"0";"0";"0"
"6/04/2002 13:00";"599.5";"81.25";"0";"0";"0"
"6/04/2002 14:00";"404";"280";"0";"0";"0"
"6/04/2002 15:00";"310";"280.25";"0";"0";"0"
"6/04/2002 16:00";"246.5";"187.75";"0";"0";"0"
"6/04/2002 17:00";"94.25";"174";"0";"0";"0"
"6/04/2002 18:00";"10";"0";"0";"0";"0"
"6/04/2002 19:00";"0";"0";"0";"3133.74984979218";"415.513700576626"
"6/04/2002 20:00";"0";"0";"0";"3029.49040574041";"401.689614579179"
"6/04/2002 21:00";"0";"0";"0";"0";"0"
"6/04/2002 22:00";"0";"0";"0";"0";"0"
"6/04/2002 23:00";"0";"0";"0";"0";"0"
"7/04/2002 00:00";"0";"0";"0";"0";"0"
"7/04/2002 01:00";"0";"0";"0";"0";"0"
"7/04/2002 02:00";"0";"0";"0";"0";"0"
"7/04/2002 03:00";"0";"0";"0";"0";"0"
"7/04/2002 04:00";"0";"0";"0";"0";"0"
"7/04/2002 05:00";"0";"0";"0";"0";"0"
"7/04/2002 06:00";"11";"0";"599.888123330045";"2914.74683525237";"386.475405444388"
"7/04/2002 07:00";"70.5";"65.25";"1116.76548173567";"2962.83840508796";"392.852017205615"
"7/04/2002 08:00";"173.75";"275.75";"0";"0";"0"
"7/04/2002 09:00";"277.25";"268";"0";"0";"0"
"7/04/2002 10:00";"382.25";"163";"0";"0";"0"
"7/04/2002 11:00";"404.5";"327.25";"0";"0";"0"
"7/04/2002 12:00";"395.25";"361.5";"0";"0";"0"
"7/04/2002 13:00";"395.5";"303.25";"0";"0";"0"
"7/04/2002 14:00";"393";"124.25";"0";"0";"0"
"7/04/2002 15:00";"317.25";"111";"0";"0";"0"
"7/04/2002 16:00";"228.5";"98";"0";"0";"0"
"7/04/2002 17:00";"102";"138.75";"0";"0";"0"
"7/04/2002 18:00";"7.5";"0";"0";"0";"0"
"7/04/2002 19:00";"0";"0";"0";"3116.06756973119";"413.169151721439"
"7/04/2002 20:00";"0";"0";"0";"3022.26395020321";"400.731436222183"
"7/04/2002 21:00";"0";"0";"0";"0";"0"
"7/04/2002 22:00";"0";"0";"0";"0";"0"
"7/04/2002 23:00";"0";"0";"0";"0";"0"
"8/04/2002 00:00";"0";"0";"0";"0";"0"
"8/04/2002 01:00";"0";"0";"0";"0";"0"
"8/04/2002 02:00";"0";"0";"0";"0";"0"
"8/04/2002 03:00";"0";"0";"0";"0";"0"
"8/04/2002 04:00";"0";"0";"0";"0";"0"
"8/04/2002 05:00";"0";"0";"0";"0";"0"
"8/04/2002 06:00";"11.75";"15";"741.681131109808";"2919.01877848508";"387.041835767917"
"8/04/2002 07:00";"76.5";"75.75";"984.486761752698";"2971.24618524729";"393.966831091562"
"8/04/2002 08:00";"190";"123.5";"0";"0";"0"
"8/04/2002 09:00";"299.5";"99.25";"0";"0";"0"
"8/04/2002 10:00";"410.75";"59.25";"0";"0";"0"
"8/04/2002 11:00";"437.25";"204";"0";"0";"0"
"8/04/2002 12:00";"444.5";"250";"0";"0";"0"
"8/04/2002 13:00";"416";"158";"0";"0";"0"
"8/04/2002 14:00";"342.75";"348.5";"0";"0";"0"
