Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Dew Point Units,DHI Units,DNI Units,GHI Units,Temperature Units,Pressure Units,Wind Direction Units,Wind Speed Units,Surface Albedo Units,Version
NSRDB,1175064,-,-,-,-11.59,-76.14,0,4598,-5,c,w/m2,w/m2,w/m2,c,mbar,Degrees,m/s,N/A,3.2.2
Year,Month,Day,Hour,Minute,GHI,DHI,DNI,Temperature,Wind Direction,Wind Speed,Surface Albedo,Pressure,Dew Point
2015,1,1,0,30,0,0,0,4.4,192,1.9000000000000001,0.16,613,1
2015,1,1,1,30,0,0,0,4.1000000000000005,187,1.2000000000000002,0.16,613,0.7000000000000001
2015,1,1,2,30,0,0,0,3.8000000000000003,179,0.8,0.16,613,0.4
2015,1,1,3,30,0,0,0,3.7,160,0.6000000000000001,0.16,613,0.1
2015,1,1,4,30,0,0,0,3.7,144,0.4,0.16,612,-0.2
2015,1,1,5,30,0,0,0,3.6,151,0.30000000000000004,0.16,612,-0.5
2015,1,1,6,30,0,0,0,3.5,174,0.2,0.16,611,-0.7000000000000001
2015,1,1,7,30,0,0,0,3.4000000000000004,198,0.2,0.16,611,-0.8
2015,1,1,8,30,0,0,0,3.3000000000000003,196,0.2,0.16,611,-1
2015,1,1,9,30,0,0,0,3.3000000000000003,151,0.2,0.16,612,-1.1
2015,1,1,10,30,0,0,0,3.8000000000000003,108,0.5,0.16,612,-1.1
2015,1,1,11,30,147,35,675,5.5,113,0.9,0.16,612,-0.9
2015,1,1,12,30,415,52,919,8,135,1,0.16,613,-1.2000000000000002
2015,1,1,13,30,674,63,1014,10.3,139,1,0.16,612,-1.7000000000000002
2015,1,1,14,30,893,73,1060,12.200000000000001,141,0.9,0.16,612,-1.9000000000000001
2015,1,1,15,30,614,525,99,13.3,149,0.8,0.16,612,-1.7000000000000002
2015,1,1,16,30,529,491,40,13.600000000000001,160,0.7000000000000001,0.16,612,-1.1
2015,1,1,17,30,194,174,20,13.100000000000001,179,0.6000000000000001,0.16,611,-0.30000000000000004
2015,1,1,18,30,197,179,20,12.100000000000001,192,0.6000000000000001,0.16,611,0.6000000000000001
2015,1,1,19,30,316,297,23,10.700000000000001,186,0.8,0.16,611,1.4000000000000001
2015,1,1,20,30,82,82,0,9.4,171,0.9,0.16,611,2.1
2015,1,1,21,30,53,53,0,8,159,1.2000000000000002,0.16,611,2.5
2015,1,1,22,30,83,82,7,6.6000000000000005,153,1.5,0.16,611,2.8000000000000003
2015,1,1,23,30,0,0,0,5.800000000000001,150,1.6,0.16,611,3.1
2015,1,2,0,30,0,0,0,4.3,144,1.7000000000000002,0.16,612,3.2
2015,1,2,1,30,0,0,0,3.8000000000000003,131,1.4000000000000001,0.16,612,3.1
2015,1,2,2,30,0,0,0,3.3000000000000003,108,1.2000000000000002,0.16,613,3
2015,1,2,3,30,0,0,0,3,85,1.2000000000000002,0.16,612,2.7
2015,1,2,4,30,0,0,0,2.8000000000000003,72,1.3,0.16,612,2.5
2015,1,2,5,30,0,0,0,2.7,69,1.3,0.16,612,2
2015,1,2,6,30,0,0,0,2.7,71,1.2000000000000002,0.16,611,1.8
2015,1,2,7,30,0,0,0,2.6,71,1.1,0.16,611,1.7000000000000002
2015,1,2,8,30,0,0,0,2.5,68,0.9,0.16,611,1.6
2015,1,2,9,30,0,0,0,2.4000000000000004,55,0.8,0.16,611,1.5
2015,1,2,10,30,0,0,0,2.4000000000000004,42,1.1,0.16,612,1.3
2015,1,2,11,30,53,53,0,3.1,34,1.3,0.16,612,1.1
2015,1,2,12,30,56,56,0,5.1000000000000005,17,1.6,0.16,613,1.2000000000000002
2015,1,2,13,30,345,302,72,7.6000000000000005,181,2,0.16,613,1.1
2015,1,2,14,30,303,285,23,9.700000000000001,355,2.1,0.16,613,0.5
2015,1,2,15,30,299,279,23,11.3,353,2,0.16,612,0.2
2015,1,2,16,30,468,440,29,12.4,349,1.6,0.16,612,0.30000000000000004
2015,1,2,17,30,463,435,28,12.9,338,1.2000000000000002,0.16,611,0.7000000000000001
2015,1,2,18,30,977,694,306,12.700000000000001,311,0.8,0.16,611,1.2000000000000002
2015,1,2,19,30,176,162,17,11.600000000000001,274,0.7000000000000001,0.16,611,1.8
2015,1,2,20,30,437,357,121,9.5,230,0.6000000000000001,0.16,611,2.1
2015,1,2,21,30,158,152,13,7.1000000000000005,177,0.6000000000000001,0.16,611,2.3000000000000003
2015,1,2,22,30,113,96,75,5.300000000000001,141,0.7000000000000001,0.16,611,2.4000000000000004
2015,1,2,23,30,0,0,0,4.6000000000000005,133,0.7000000000000001,0.16,612,2.4000000000000004
2015,1,3,0,30,0,0,0,3.6,85,1,0.16,612,2.4000000000000004
2015,1,3,1,30,0,0,0,3.3000000000000003,72,1.4000000000000001,0.16,613,2.2
2015,1,3,2,30,0,0,0,3,64,1.7000000000000002,0.16,613,1.7000000000000002
2015,1,3,3,30,0,0,0,2.9000000000000004,56,1.7000000000000002,0.16,612,1.6
2015,1,3,4,30,0,0,0,2.7,44,1.6,0.16,612,1.6
2015,1,3,5,30,0,0,0,2.5,30,1.7000000000000002,0.16,611,1.4000000000000001
2015,1,3,6,30,0,0,0,2.5,22,1.7000000000000002,0.16,611,1.3
2015,1,3,7,30,0,0,0,2.4000000000000004,18,1.6,0.16,611,1.3
2015,1,3,8,30,0,0,0,2.1,21,1.4000000000000001,0.16,611,1.1
2015,1,3,9,30,0,0,0,2,29,1.4000000000000001,0.16,612,1
2015,1,3,10,30,0,0,0,2.8000000000000003,37,1.8,0.16,612,0.9
2015,1,3,11,30,33,33,0,5.300000000000001,36,2.3000000000000003,0.16,613,1.1
2015,1,3,12,30,46,46,0,8.5,28,2.4000000000000004,0.16,613,1.4000000000000001
2015,1,3,13,30,223,211,20,11.100000000000001,22,2.2,0.16,612,1.1
2015,1,3,14,30,123,115,10,12.8,19,2.1,0.16,612,0.7000000000000001
2015,1,3,15,30,879,660,244,13.100000000000001,19,2,0.16,612,0.9
2015,1,3,16,30,843,576,277,12.4,20,2,0.16,612,1.5
2015,1,3,17,30,222,201,22,11.600000000000001,22,2,0.16,612,1.9000000000000001
2015,1,3,18,30,615,536,85,10.5,25,1.8,0.16,611,2
2015,1,3,19,30,183,169,18,9.200000000000001,30,1.7000000000000002,0.16,611,2.2
2015,1,3,20,30,549,351,302,7.300000000000001,33,1.5,0.16,611,2.3000000000000003
2015,1,3,21,30,297,229,150,5.5,40,1.3,0.16,611,2.2
2015,1,3,22,30,78,78,0,4.4,56,1.2000000000000002,0.16,611,2.2
2015,1,3,23,30,0,0,0,4,66,1,0.16,612,2.4000000000000004
2015,1,4,0,30,0,0,0,3.3000000000000003,64,1.6,0.16,612,2.1
2015,1,4,1,30,0,0,0,3.1,64,1.9000000000000001,0.16,613,2
2015,1,4,2,30,0,0,0,2.8000000000000003,63,2,0.16,613,1.8
2015,1,4,3,30,0,0,0,2.7,61,2.1,0.16,613,1.6
2015,1,4,4,30,0,0,0,2.5,56,2.2,0.16,612,1.5
2015,1,4,5,30,0,0,0,2.4000000000000004,50,2.3000000000000003,0.16,612,1.4000000000000001
2015,1,4,6,30,0,0,0,2.3000000000000003,45,2.3000000000000003,0.16,612,1.4000000000000001
2015,1,4,7,30,0,0,0,2.3000000000000003,42,2.2,0.16,612,1.4000000000000001
2015,1,4,8,30,0,0,0,2.3000000000000003,41,2.1,0.16,612,1.3
2015,1,4,9,30,0,0,0,2.4000000000000004,43,2,0.16,612,1.3
2015,1,4,10,30,0,0,0,3.1,44,2.3000000000000003,0.16,613,1.4000000000000001
2015,1,4,11,30,35,35,0,5.2,36,2.7,0.16,613,1.4000000000000001
2015,1,4,12,30,132,128,9,8.200000000000001,22,2.7,0.16,613,1.3
2015,1,4,13,30,30,30,0,10.9,10,2.4000000000000004,0.16,613,0.9
2015,1,4,14,30,264,248,21,13,3,2.2,0.16,613,0.30000000000000004
2015,1,4,15,30,344,323,24,14,1,2.2,0.16,612,0
2015,1,4,16,30,358,335,24,14.200000000000001,5,2.2,0.16,612,0.6000000000000001
2015,1,4,17,30,200,180,20,13.9,8,2.3000000000000003,0.16,612,1.4000000000000001
2015,1,4,18,30,404,380,26,13,7,2.4000000000000004,0.16,611,2.1
2015,1,4,19,30,691,487,249,11,4,2.5,0.16,611,2.6
2015,1,4,20,30,369,329,61,8.5,180,2.2,0.16,611,2.9000000000000004
2015,1,4,21,30,55,55,0,6.4,183,1.7000000000000002,0.16,611,3
2015,1,4,22,30,75,75,0,4.9,19,1.4000000000000001,0.16,612,3
2015,1,4,23,30,0,0,0,4.2,29,1.3,0.16,612,2.9000000000000004
2015,1,5,0,30,0,0,0,3.4000000000000004,39,1.9000000000000001,0.16,613,2.5
2015,1,5,1,30,0,0,0,3.1,39,2.2,0.16,613,2.2
2015,1,5,2,30,0,0,0,2.9000000000000004,37,2.6,0.16,613,1.9000000000000001
2015,1,5,3,30,0,0,0,2.9000000000000004,34,2.8000000000000003,0.16,613,1.7000000000000002
2015,1,5,4,30,0,0,0,3,35,2.6,0.16,613,1.5
2015,1,5,5,30,0,0,0,3,39,2.2,0.16,612,1.4000000000000001
2015,1,5,6,30,0,0,0,2.8000000000000003,44,2,0.16,612,1.4000000000000001
2015,1,5,7,30,0,0,0,2.7,47,1.9000000000000001,0.16,612,1.4000000000000001
2015,1,5,8,30,0,0,0,2.5,51,1.9000000000000001,0.16,612,1.5
2015,1,5,9,30,0,0,0,2.4000000000000004,54,1.9000000000000001,0.16,612,1.5
2015,1,5,10,30,0,0,0,2.9000000000000004,53,2.3000000000000003,0.16,613,1.4000000000000001
2015,1,5,11,30,13,13,0,5,47,2.6,0.16,613,1.2000000000000002
2015,1,5,12,30,81,81,0,8,40,2.2,0.16,613,0.7000000000000001
2015,1,5,13,30,374,313,102,10.600000000000001,37,1.7000000000000002,0.16,613,0.4
2015,1,5,14,30,338,318,27,12.3,42,1.4000000000000001,0.16,613,0.4
2015,1,5,15,30,777,522,285,13.100000000000001,51,1.3,0.16,612,0.7000000000000001
2015,1,5,16,30,285,262,24,13.100000000000001,57,1.2000000000000002,0.16,612,1.4000000000000001
2015,1,5,17,30,559,515,45,11.9,51,1,0.16,612,1.9000000000000001
2015,1,5,18,30,185,168,19,10,42,1,0.16,611,2.3000000000000003
2015,1,5,19,30,204,188,19,8.200000000000001,41,1,0.16,611,2.3000000000000003
2015,1,5,20,30,184,174,16,6.4,46,0.9,0.16,611,2.2
2015,1,5,21,30,162,155,14,5.300000000000001,66,0.7000000000000001,0.16,612,2
2015,1,5,22,30,147,99,204,4.7,88,0.7000000000000001,0.16,612,1.8
2015,1,5,23,30,0,0,0,4.4,95,0.9,0.16,612,1.6
2015,1,6,0,30,0,0,0,4.2,88,1.5,0.16,613,1.6
2015,1,6,1,30,0,0,0,3.8000000000000003,91,1.8,0.16,613,1.4000000000000001
2015,1,6,2,30,0,0,0,3.3000000000000003,94,2.1,0.16,613,1.2000000000000002
2015,1,6,3,30,0,0,0,2.9000000000000004,92,2.2,0.16,613,0.9
2015,1,6,4,30,0,0,0,2.7,85,2.3000000000000003,0.16,612,0.7000000000000001
2015,1,6,5,30,0,0,0,2.6,79,2.3000000000000003,0.16,612,0.7000000000000001
2015,1,6,6,30,0,0,0,2.5,74,2.2,0.16,612,0.7000000000000001
2015,1,6,7,30,0,0,0,2.5,70,2.1,0.16,611,0.8
2015,1,6,8,30,0,0,0,2.5,66,2,0.16,612,1
2015,1,6,9,30,0,0,0,2.4000000000000004,63,1.8,0.16,612,1.1
2015,1,6,10,30,0,0,0,3,59,2,0.16,612,1.2000000000000002
2015,1,6,11,30,44,44,0,5.300000000000001,48,2.3000000000000003,0.16,613,1.2000000000000002
2015,1,6,12,30,407,49,929,8.5,35,2,0.16,613,0.6000000000000001
2015,1,6,13,30,190,181,16,11.3,27,1.6,0.16,613,-0.4
2015,1,6,14,30,324,304,25,13.5,21,1.3,0.16,613,-1
2015,1,6,15,30,338,317,23,14.8,16,1.2000000000000002,0.16,612,-1
2015,1,6,16,30,516,481,37,15.3,12,1,0.16,612,-0.6000000000000001
2015,1,6,17,30,675,583,95,15,7,0.9,0.16,612,0.30000000000000004
2015,1,6,18,30,172,156,17,13.700000000000001,180,0.7000000000000001,0.16,611,1.4000000000000001
2015,1,6,19,30,825,551,334,11.600000000000001,356,0.6000000000000001,0.16,611,2.4000000000000004
2015,1,6,20,30,22,22,0,8.6,182,0.5,0.16,611,3
2015,1,6,21,30,136,132,8,6,26,0.5,0.16,611,3.1
2015,1,6,22,30,68,68,0,4.5,74,0.6000000000000001,0.16,611,2.9000000000000004
2015,1,6,23,30,0,0,0,4,102,0.6000000000000001,0.16,612,2.7
2015,1,7,0,30,0,0,0,3.4000000000000004,94,1.3,0.16,612,2.4000000000000004
2015,1,7,1,30,0,0,0,3.2,91,1.8,0.16,613,1.8
2015,1,7,2,30,0,0,0,3,90,2.1,0.16,613,1.7000000000000002
2015,1,7,3,30,0,0,0,2.8000000000000003,84,2.3000000000000003,0.16,613,1.6
2015,1,7,4,30,0,0,0,2.6,77,2.3000000000000003,0.16,612,1.3
2015,1,7,5,30,0,0,0,2.5,71,2.4000000000000004,0.16,612,1.1
2015,1,7,6,30,0,0,0,2.3000000000000003,66,2.5,0.16,611,1
2015,1,7,7,30,0,0,0,2.3000000000000003,62,2.7,0.16,611,0.9
2015,1,7,8,30,0,0,0,2.4000000000000004,59,2.6,0.16,611,0.9
2015,1,7,9,30,0,0,0,2.5,59,2.4000000000000004,0.16,611,1
2015,1,7,10,30,0,0,0,3,58,2.8000000000000003,0.16,612,1
2015,1,7,11,30,31,31,0,5.1000000000000005,54,3.6,0.16,612,1.1
2015,1,7,12,30,15,15,0,8.1,49,3.6,0.16,612,0.6000000000000001
2015,1,7,13,30,125,119,9,11.100000000000001,47,3.3000000000000003,0.16,612,-0.4
2015,1,7,14,30,291,274,22,13.4,46,3.1,0.16,612,-1.4000000000000001
2015,1,7,15,30,655,537,132,15,42,3.1,0.16,612,-1.5
2015,1,7,16,30,826,596,238,15.9,37,2.9000000000000004,0.16,611,-1.2000000000000002
2015,1,7,17,30,949,763,189,16.1,34,2.6,0.16,611,-0.7000000000000001
2015,1,7,18,30,788,575,229,15.3,35,2.3000000000000003,0.16,610,0.1
2015,1,7,19,30,711,461,306,13.700000000000001,38,2.1,0.16,610,1.2000000000000002
2015,1,7,20,30,174,164,15,11.600000000000001,45,1.9000000000000001,0.16,610,2
2015,1,7,21,30,330,232,212,9.200000000000001,59,1.9000000000000001,0.16,610,2.5
2015,1,7,22,30,118,100,76,6.6000000000000005,74,1.9000000000000001,0.16,611,2.8000000000000003
2015,1,7,23,30,0,0,0,5.300000000000001,80,1.9000000000000001,0.16,611,2.7
2015,1,8,0,30,0,0,0,4,78,2.4000000000000004,0.15,612,2.5
2015,1,8,1,30,0,0,0,3.6,73,2.7,0.15,612,2.2
2015,1,8,2,30,0,0,0,3.3000000000000003,70,2.8000000000000003,0.15,612,1.9000000000000001
2015,1,8,3,30,0,0,0,3.1,67,2.8000000000000003,0.15,612,1.6
2015,1,8,4,30,0,0,0,3.1,61,2.7,0.15,612,1.3
2015,1,8,5,30,0,0,0,3.3000000000000003,57,2.3000000000000003,0.15,611,1.2000000000000002
2015,1,8,6,30,0,0,0,3.1,55,1.9000000000000001,0.15,611,1.4000000000000001
2015,1,8,7,30,0,0,0,2.8000000000000003,56,1.7000000000000002,0.15,611,1.6
2015,1,8,8,30,0,0,0,2.5,58,1.9000000000000001,0.15,611,1.6
2015,1,8,9,30,0,0,0,2.3000000000000003,59,2.2,0.15,611,1.7000000000000002
2015,1,8,10,30,0,0,0,3.1,56,2.8000000000000003,0.15,612,1.7000000000000002
2015,1,8,11,30,125,44,533,5.5,48,3.6,0.15,612,1.6
2015,1,8,12,30,397,63,873,8.5,40,3.7,0.15,612,0.6000000000000001
2015,1,8,13,30,221,210,20,11.200000000000001,37,3.3000000000000003,0.15,612,-0.4
2015,1,8,14,30,346,325,28,13.3,39,3,0.15,612,-0.9
2015,1,8,15,30,153,140,15,14.8,43,2.5,0.15,612,-1
2015,1,8,16,30,592,535,58,15.4,49,2.2,0.15,611,-0.6000000000000001
2015,1,8,17,30,653,573,81,15.200000000000001,57,2.2,0.15,611,-0.1
2015,1,8,18,30,707,567,151,14.4,65,2.1,0.15,611,0.7000000000000001
2015,1,8,19,30,526,459,82,13.200000000000001,70,2.2,0.15,610,1.5
2015,1,8,20,30,232,219,19,11.600000000000001,72,2.3000000000000003,0.15,610,2.2
2015,1,8,21,30,367,221,314,9.700000000000001,70,2.4000000000000004,0.15,611,2.7
2015,1,8,22,30,150,101,204,7.7,69,2.3000000000000003,0.15,611,3.1
2015,1,8,23,30,0,0,0,6.7,68,2.3000000000000003,0.15,611,3.6
2015,1,9,0,30,0,0,0,5.9,64,2.2,0.16,612,3.9000000000000004
2015,1,9,1,30,0,0,0,5.7,61,2.2,0.16,612,4.1000000000000005
2015,1,9,2,30,0,0,0,5.4,57,2.4000000000000004,0.16,612,4.3
2015,1,9,3,30,0,0,0,5,49,2.5,0.16,612,4.2
2015,1,9,4,30,0,0,0,4.6000000000000005,45,2.6,0.16,612,3.8000000000000003
2015,1,9,5,30,0,0,0,4.2,45,2.7,0.16,612,3.4000000000000004
2015,1,9,6,30,0,0,0,3.7,46,2.6,0.16,611,3
2015,1,9,7,30,0,0,0,3.1,46,2.5,0.16,611,2.8000000000000003
2015,1,9,8,30,0,0,0,2.5,49,2.5,0.16,611,2.5
2015,1,9,9,30,0,0,0,2,52,2.6,0.16,612,1.9000000000000001
2015,1,9,10,30,0,0,0,2.6,53,3.1,0.16,612,1.6
2015,1,9,11,30,30,30,0,4.7,50,3.9000000000000004,0.16,612,1.6
2015,1,9,12,30,82,82,0,7.5,48,4.4,0.16,613,1.8
2015,1,9,13,30,148,141,12,10.100000000000001,48,4.3,0.16,613,1.8
2015,1,9,14,30,289,272,22,12.4,49,3.8000000000000003,0.16,613,1.3
2015,1,9,15,30,234,215,22,13.9,54,3.3000000000000003,0.16,612,1
2015,1,9,16,30,420,395,26,14.200000000000001,60,3,0.16,612,1
2015,1,9,17,30,316,292,24,13.9,66,3,0.16,612,1.4000000000000001
2015,1,9,18,30,624,542,88,13,69,3.1,0.16,611,1.8
2015,1,9,19,30,329,310,24,11.8,72,3.2,0.16,611,2.2
2015,1,9,20,30,247,233,21,10.4,74,3.3000000000000003,0.16,611,2.6
2015,1,9,21,30,297,234,136,8.700000000000001,76,3.3000000000000003,0.16,611,2.8000000000000003
2015,1,9,22,30,123,102,88,6.800000000000001,80,3.2,0.16,612,3
2015,1,9,23,30,0,0,0,5.9,83,3.2,0.16,612,3.1
2015,1,10,0,30,0,0,0,4.7,80,3.6,0.17,613,3.2
2015,1,10,1,30,0,0,0,4.3,75,3.6,0.17,613,3.2
2015,1,10,2,30,0,0,0,4.3,69,3.4000000000000004,0.17,613,3.2
2015,1,10,3,30,0,0,0,4.4,62,3.3000000000000003,0.17,613,3.3000000000000003
2015,1,10,4,30,0,0,0,4.2,59,3.2,0.17,613,3.3000000000000003
2015,1,10,5,30,0,0,0,3.8000000000000003,59,3,0.17,612,3.2
2015,1,10,6,30,0,0,0,3.6,59,3,0.17,612,3
2015,1,10,7,30,0,0,0,3.3000000000000003,59,3,0.17,611,2.8000000000000003
2015,1,10,8,30,0,0,0,3,60,3,0.17,612,2.6
2015,1,10,9,30,0,0,0,2.8000000000000003,62,3,0.17,612,2.5
2015,1,10,10,30,0,0,0,3.1,62,3.4000000000000004,0.17,612,2.3000000000000003
2015,1,10,11,30,130,30,676,5,59,4,0.17,613,2.2
2015,1,10,12,30,137,132,13,7.800000000000001,58,4,0.17,613,1.5
2015,1,10,13,30,410,317,157,10.5,57,3.5,0.17,613,0.8
2015,1,10,14,30,570,444,165,12.600000000000001,57,3,0.17,613,0.2
2015,1,10,15,30,162,147,16,14,58,2.6,0.17,613,0.2
2015,1,10,16,30,503,469,34,14.600000000000001,59,2.3000000000000003,0.17,612,0.30000000000000004
2015,1,10,17,30,489,458,31,14.3,61,2.2,0.17,612,0.7000000000000001
2015,1,10,18,30,227,207,22,13.3,62,2.1,0.17,612,1.3
2015,1,10,19,30,834,556,337,11.9,63,2.2,0.17,612,1.9000000000000001
2015,1,10,20,30,735,103,949,10.3,63,2.4000000000000004,0.17,611,2.4000000000000004
2015,1,10,21,30,235,211,52,8.5,63,2.5,0.17,612,2.8000000000000003
2015,1,10,22,30,212,69,593,6.7,64,2.5,0.17,612,3.2
2015,1,10,23,30,0,0,0,5.800000000000001,64,2.5,0.17,612,3.4000000000000004
2015,1,11,0,30,0,0,0,4.1000000000000005,71,2.5,0.17,612,3.1
2015,1,11,1,30,0,0,0,4,79,2.5,0.17,613,2.9000000000000004
2015,1,11,2,30,0,0,0,3.9000000000000004,83,2.3000000000000003,0.17,612,3.1
2015,1,11,3,30,0,0,0,3.6,77,2.1,0.17,612,3.3000000000000003
2015,1,11,4,30,0,0,0,3.2,66,1.8,0.17,612,3.1
2015,1,11,5,30,0,0,0,2.9000000000000004,55,1.8,0.17,612,2.7
2015,1,11,6,30,0,0,0,2.6,49,1.8,0.17,611,2.4000000000000004
2015,1,11,7,30,0,0,0,2.5,43,1.8,0.17,611,2.2
2015,1,11,8,30,0,0,0,2.7,38,1.7000000000000002,0.17,611,2.1
2015,1,11,9,30,0,0,0,2.7,37,1.5,0.17,612,2
2015,1,11,10,30,0,0,0,3.2,39,1.9000000000000001,0.17,612,1.9000000000000001
2015,1,11,11,30,114,47,458,4.4,36,2.9000000000000004,0.17,613,1.7000000000000002
2015,1,11,12,30,379,75,806,6.4,30,3.6,0.17,613,1.4000000000000001
2015,1,11,13,30,255,238,27,8.9,27,3.6,0.17,613,1.2000000000000002
2015,1,11,14,30,240,225,20,11.4,25,3.1,0.17,613,0.7000000000000001
2015,1,11,15,30,711,541,189,13.4,24,2.5,0.17,613,0.30000000000000004
2015,1,11,16,30,1140,100,1073,14.4,29,1.8,0.17,612,0.2
2015,1,11,17,30,603,545,59,14.700000000000001,47,1.3,0.17,612,0.7000000000000001
2015,1,11,18,30,251,230,23,14.200000000000001,91,1.1,0.17,611,1.4000000000000001
2015,1,11,19,30,206,190,20,13.100000000000001,138,1.5,0.17,611,1.9000000000000001
2015,1,11,20,30,113,108,8,10.8,155,1.7000000000000002,0.17,611,2.3000000000000003
2015,1,11,21,30,486,89,848,7.9,142,1.5,0.17,611,2.5
2015,1,11,22,30,113,100,54,6,121,1.4000000000000001,0.17,612,2.7
2015,1,11,23,30,0,0,0,5.300000000000001,114,1.5,0.17,612,2.8000000000000003
2015,1,12,0,30,0,0,0,4.1000000000000005,92,1.7000000000000002,0.17,613,2.8000000000000003
2015,1,12,1,30,0,0,0,3.9000000000000004,89,1.6,0.17,613,2.4000000000000004
2015,1,12,2,30,0,0,0,3.8000000000000003,83,1.5,0.17,613,2.4000000000000004
2015,1,12,3,30,0,0,0,3.5,69,1.5,0.17,613,2.4000000000000004
2015,1,12,4,30,0,0,0,3.2,58,1.6,0.17,613,2.3000000000000003
2015,1,12,5,30,0,0,0,3,51,1.9000000000000001,0.17,612,2.1
2015,1,12,6,30,0,0,0,2.8000000000000003,47,2.2,0.17,612,1.8
2015,1,12,7,30,0,0,0,2.7,49,2.1,0.17,612,1.4000000000000001
2015,1,12,8,30,0,0,0,2.4000000000000004,56,1.5,0.17,612,1.2000000000000002
2015,1,12,9,30,0,0,0,2,62,1.1,0.17,612,0.9
2015,1,12,10,30,0,0,0,2.7,63,1.3,0.17,613,0.6000000000000001
2015,1,12,11,30,117,43,516,5.4,41,1.5,0.17,613,0.4
2015,1,12,12,30,385,70,838,8.8,183,1.3,0.17,613,-0.2
2015,1,12,13,30,651,85,962,11.600000000000001,335,1.2000000000000002,0.17,613,-0.6000000000000001
2015,1,12,14,30,879,97,1022,13.600000000000001,308,1.1,0.17,613,-0.8
2015,1,12,15,30,656,536,134,14.700000000000001,274,1.2000000000000002,0.17,613,-0.6000000000000001
2015,1,12,16,30,450,423,28,15,244,1.4000000000000001,0.17,612,-0.1
2015,1,12,17,30,784,609,178,14.5,231,1.7000000000000002,0.17,612,0.7000000000000001
2015,1,12,18,30,703,568,144,13.100000000000001,226,2.2,0.17,611,1.6
2015,1,12,19,30,621,489,160,10.600000000000001,224,2.8000000000000003,0.17,611,2.3000000000000003
2015,1,12,20,30,724,135,881,8,224,3.6,0.17,611,2.6
2015,1,12,21,30,472,125,738,6.2,222,4,0.17,611,2.4000000000000004
2015,1,12,22,30,206,90,477,4.9,212,3.6,0.17,612,2
2015,1,12,23,30,0,0,0,4.3,206,3.2,0.17,612,1.3
2015,1,13,0,30,0,0,0,3.9000000000000004,172,1.9000000000000001,0.17,613,0.7000000000000001
2015,1,13,1,30,0,0,0,3.8000000000000003,153,1.3,0.17,613,0.2
2015,1,13,2,30,0,0,0,3.5,137,0.9,0.17,613,-0.2
2015,1,13,3,30,0,0,0,3.1,106,0.7000000000000001,0.17,613,-0.4
2015,1,13,4,30,0,0,0,2.8000000000000003,57,0.5,0.17,613,-0.6000000000000001
2015,1,13,5,30,0,0,0,2.3000000000000003,16,0.5,0.17,612,-0.8
2015,1,13,6,30,0,0,0,1.9000000000000001,1,0.5,0.17,611,-1.1
2015,1,13,7,30,0,0,0,1.7000000000000002,6,0.5,0.17,611,-1.5
2015,1,13,8,30,0,0,0,1.5,20,0.5,0.17,611,-1.7000000000000002
2015,1,13,9,30,0,0,0,1,31,0.7000000000000001,0.17,612,-1.8
2015,1,13,10,30,0,0,0,1.7000000000000002,37,1.2000000000000002,0.17,612,-1.7000000000000002
2015,1,13,11,30,123,35,622,5,40,1.4000000000000001,0.17,612,-1.7000000000000002
2015,1,13,12,30,398,56,917,9,25,1.1,0.17,613,-2.5
2015,1,13,13,30,668,67,1025,12.100000000000001,177,1,0.17,613,-3.8000000000000003
2015,1,13,14,30,899,76,1077,14.4,325,1.1,0.17,612,-4.3
2015,1,13,15,30,1059,85,1088,15.9,289,1.1,0.17,612,-4
2015,1,13,16,30,1150,94,1090,16.3,261,1.3,0.17,612,-2.9000000000000004
2015,1,13,17,30,1161,104,1076,15.700000000000001,250,1.8,0.17,611,-1.3
2015,1,13,18,30,1079,144,1001,14,247,2.4000000000000004,0.17,611,0
2015,1,13,19,30,553,472,97,11.600000000000001,242,2.8000000000000003,0.17,611,0.7000000000000001
2015,1,13,20,30,547,366,270,9.1,233,2.9000000000000004,0.17,611,1.3
2015,1,13,21,30,469,139,703,7.6000000000000005,226,2.9000000000000004,0.17,611,1.3
2015,1,13,22,30,208,91,475,6.4,224,2.5,0.17,612,1.1
2015,1,13,23,30,0,0,0,5.800000000000001,224,2.3000000000000003,0.17,612,0.9
2015,1,14,0,30,0,0,0,4.3,199,1.2000000000000002,0.17,612,0.9
2015,1,14,1,30,0,0,0,3.5,176,1.1,0.17,613,0.7000000000000001
2015,1,14,2,30,0,0,0,2.8000000000000003,166,1.1,0.17,613,0.4
2015,1,14,3,30,0,0,0,2.3000000000000003,158,0.8,0.17,613,0.1
2015,1,14,4,30,0,0,0,1.9000000000000001,138,0.5,0.17,612,-0.2
2015,1,14,5,30,0,0,0,1.5,121,0.5,0.17,612,-0.6000000000000001
2015,1,14,6,30,0,0,0,1,115,0.6000000000000001,0.17,612,-1.1
2015,1,14,7,30,0,0,0,0.6000000000000001,110,0.7000000000000001,0.17,612,-1.5
2015,1,14,8,30,0,0,0,0,102,0.8,0.17,612,-1.9000000000000001
2015,1,14,9,30,0,0,0,-0.7000000000000001,94,1,0.17,612,-2.2
2015,1,14,10,30,0,0,0,-0.1,87,1.2000000000000002,0.17,612,-2.4000000000000004
2015,1,14,11,30,121,38,595,3.2,91,1.6,0.17,613,-2
