Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Dew Point Units,DHI Units,DNI Units,GHI Units,Temperature Units,Pressure Units,Wind Direction Units,Wind Speed Units,Surface Albedo Units,Version
NSRDB,1175064,-,-,-,-11.59,-76.14,0,4598,-5,c,w/m2,w/m2,w/m2,c,mbar,Degrees,m/s,N/A,3.2.2
Year,Month,Day,Hour,Minute,GHI,DHI,DNI,Temperature,Wind Direction,Wind Speed,Surface Albedo,Pressure,Dew Point
2012,6,29,8,30,0,0,0,-3.3000000000000003,74,1.6,0.14,612,-3.3000000000000003
2012,6,29,9,30,0,0,0,-3.6,71,1.7000000000000002,0.14,612,-3.6
2012,6,29,10,30,0,0,0,-3.8000000000000003,67,1.8,0.14,612,-3.8000000000000003
2012,6,29,11,30,0,0,0,-1.6,65,2.7,0.14,613,-3.7
2012,6,29,12,30,229,35,823,3.1,59,3.8000000000000003,0.14,613,-4.800000000000001
2012,6,29,13,30,473,44,965,7.4,57,4.2,0.14,613,-10.3
2012,6,29,14,30,681,51,1025,10.200000000000001,62,4.1000000000000005,0.14,613,-12.9
2012,6,29,15,30,835,54,1054,12,69,4.1000000000000005,0.14,613,-13.3
2012,6,29,16,30,920,57,1066,13,73,4.1000000000000005,0.14,613,-13.100000000000001
2012,6,29,17,30,922,58,1057,13.3,74,4,0.14,612,-12.600000000000001
2012,6,29,18,30,857,57,1046,12.9,73,3.7,0.14,612,-11.8
2012,6,29,19,30,716,54,1011,11.700000000000001,71,3.5,0.14,612,-10.700000000000001
2012,6,29,20,30,523,48,960,9.9,70,3.4000000000000004,0.14,612,-9.700000000000001
2012,6,29,21,30,290,39,850,7.2,67,3.1,0.14,612,-8.4
2012,6,29,22,30,55,19,491,3.8000000000000003,63,2.4000000000000004,0.14,612,-6.6000000000000005
2012,6,29,23,30,0,0,0,2.2,60,2,0.14,612,-4.5
2012,6,30,0,30,0,0,0,1,62,2,0.14,612,-3.1
2012,6,30,1,30,0,0,0,0.30000000000000004,64,1.9000000000000001,0.14,612,-2.4000000000000004
2012,6,30,2,30,0,0,0,-0.4,64,1.8,0.14,613,-2
2012,6,30,3,30,0,0,0,-1.1,64,1.8,0.14,612,-1.8
2012,6,30,4,30,0,0,0,-1.6,66,1.9000000000000001,0.14,612,-1.6
2012,6,30,5,30,0,0,0,-2.3000000000000003,67,2,0.14,612,-2.3000000000000003
2012,6,30,6,30,0,0,0,-3.1,67,2,0.14,612,-3.1
2012,6,30,7,30,0,0,0,-3.9000000000000004,68,2.1,0.14,612,-3.9000000000000004
2012,6,30,8,30,0,0,0,-4.4,67,2.2,0.14,612,-4.4
2012,6,30,9,30,0,0,0,-4.800000000000001,66,2.3000000000000003,0.14,612,-5.1000000000000005
2012,6,30,10,30,0,0,0,-4.800000000000001,65,2.3000000000000003,0.14,612,-6.2
2012,6,30,11,30,0,0,0,-2.2,62,2.9000000000000004,0.14,612,-7.5
2012,6,30,12,30,234,31,860,2.8000000000000003,56,3.9000000000000004,0.14,613,-9.9
2012,6,30,13,30,479,40,991,7.1000000000000005,49,4.2,0.14,613,-15.3
2012,6,30,14,30,690,45,1047,9.8,47,4,0.14,613,-16.2
2012,6,30,15,30,835,52,1057,11.700000000000001,49,3.9000000000000004,0.14,613,-15.600000000000001
2012,6,30,16,30,920,54,1070,12.8,51,3.7,0.14,612,-14.9
2012,6,30,17,30,931,55,1071,13.200000000000001,53,3.6,0.14,612,-13.9
2012,6,30,18,30,858,56,1048,12.9,54,3.5,0.14,611,-12.8
2012,6,30,19,30,723,53,1022,11.8,56,3.3000000000000003,0.14,611,-11.5
2012,6,30,20,30,525,48,962,10.100000000000001,58,3.2,0.14,611,-10.100000000000001
2012,6,30,21,30,291,38,852,7.4,60,3,0.14,612,-8.4
2012,6,30,22,30,56,19,496,4.1000000000000005,61,2.7,0.14,612,-6.1000000000000005
2012,6,30,23,30,0,0,0,2.5,62,2.6,0.14,612,-3.8000000000000003
2000,7,1,0,30,0,0,0,2.1,61,2.5,0.14,613,-1.2000000000000002
2000,7,1,1,30,0,0,0,1.1,62,2.2,0.14,613,-0.8
2000,7,1,2,30,0,0,0,0.1,64,1.8,0.14,613,-1
2000,7,1,3,30,0,0,0,-0.6000000000000001,66,1.7000000000000002,0.14,613,-1.3
2000,7,1,4,30,0,0,0,-1.5,68,1.7000000000000002,0.14,613,-1.9000000000000001
2000,7,1,5,30,0,0,0,-2.2,72,1.7000000000000002,0.14,613,-2.6
2000,7,1,6,30,0,0,0,-2.9000000000000004,76,1.5,0.14,612,-3.5
2000,7,1,7,30,0,0,0,-3.3000000000000003,78,1.4000000000000001,0.14,612,-4.3
2000,7,1,8,30,0,0,0,-3.7,77,1.5,0.14,612,-5.1000000000000005
2000,7,1,9,30,0,0,0,-3.9000000000000004,72,1.6,0.14,612,-5.5
2000,7,1,10,30,0,0,0,-4,68,1.8,0.14,612,-5.7
2000,7,1,11,30,0,0,0,-1.5,63,2.5,0.14,613,-6
2000,7,1,12,30,229,30,844,3.4000000000000004,55,3.3000000000000003,0.14,613,-6.300000000000001
2000,7,1,13,30,472,39,977,7.6000000000000005,50,3.1,0.14,613,-8.9
2000,7,1,14,30,673,44,1023,10.200000000000001,54,2.6,0.14,613,-10.100000000000001
2000,7,1,15,30,827,53,1046,12.100000000000001,61,2.4000000000000004,0.14,613,-10.100000000000001
2000,7,1,16,30,906,56,1049,13.3,69,2.1,0.14,612,-9.8
2000,7,1,17,30,917,58,1049,13.8,77,1.8,0.14,612,-9.1
2000,7,1,18,30,847,60,1026,13.5,87,1.5,0.14,611,-8.3
2000,7,1,19,30,712,59,994,12.4,97,1.4000000000000001,0.14,611,-7.2
2000,7,1,20,30,516,55,927,10.700000000000001,98,1.5,0.14,611,-6.300000000000001
2000,7,1,21,30,284,45,802,8.200000000000001,88,1.5,0.14,611,-5.4
2000,7,1,22,30,53,22,415,5.300000000000001,76,1.6,0.14,612,-4.1000000000000005
2000,7,1,23,30,0,0,0,3.9000000000000004,72,1.6,0.14,612,-2.5
2000,7,2,0,30,0,0,0,2.9000000000000004,69,1.8,0.14,612,-1.7000000000000002
2000,7,2,1,30,0,0,0,2.1,69,1.6,0.14,613,-1.2000000000000002
2000,7,2,2,30,0,0,0,1.5,69,1.6,0.14,612,-0.7000000000000001
2000,7,2,3,30,0,0,0,1.3,68,1.9000000000000001,0.14,612,-0.2
2000,7,2,4,30,0,0,0,0.8,67,1.8,0.14,612,0
2000,7,2,5,30,0,0,0,0.1,69,1.8,0.14,612,-0.1
2000,7,2,6,30,0,0,0,-0.7000000000000001,68,1.6,0.14,612,-0.7000000000000001
2000,7,2,7,30,0,0,0,-1.4000000000000001,68,1.4000000000000001,0.14,611,-1.4000000000000001
2000,7,2,8,30,0,0,0,-1.5,68,1.4000000000000001,0.14,612,-1.5
2000,7,2,9,30,0,0,0,-1.5,66,1.6,0.14,612,-1.5
2000,7,2,10,30,0,0,0,-1.2000000000000002,63,1.7000000000000002,0.14,612,-1.2000000000000002
2000,7,2,11,30,0,0,0,1,59,2.3000000000000003,0.14,612,-0.6000000000000001
2000,7,2,12,30,217,43,741,4.7,56,2.9000000000000004,0.14,613,-0.2
2000,7,2,13,30,457,51,914,8.1,59,2.7,0.14,613,-2
2000,7,2,14,30,664,56,986,10.5,67,2.3000000000000003,0.14,613,-4.3
2000,7,2,15,30,815,62,1016,12,76,2.1,0.14,613,-4.800000000000001
2000,7,2,16,30,895,65,1024,13,83,2,0.14,612,-4.5
2000,7,2,17,30,764,516,302,13.4,89,1.7000000000000002,0.14,612,-4.2
2000,7,2,18,30,398,361,47,12.9,97,1.5,0.14,611,-3.7
2000,7,2,19,30,697,73,948,11.600000000000001,106,1.5,0.14,611,-2.9000000000000004
2000,7,2,20,30,504,71,870,9.600000000000001,108,1.6,0.14,611,-2.1
2000,7,2,21,30,268,64,684,7.1000000000000005,100,1.9000000000000001,0.14,612,-1.3
2000,7,2,22,30,46,29,224,4.7,87,2.3000000000000003,0.14,612,-0.6000000000000001
2000,7,2,23,30,0,0,0,3.7,80,2.5,0.14,612,0
2000,7,3,0,30,0,0,0,2.8000000000000003,72,2.7,0.14,613,0.30000000000000004
2000,7,3,1,30,0,0,0,2.6,66,2.7,0.14,613,0.6000000000000001
2000,7,3,2,30,0,0,0,2.5,64,2.4000000000000004,0.14,613,0.8
2000,7,3,3,30,0,0,0,2.2,64,2,0.14,613,1
2000,7,3,4,30,0,0,0,1.9000000000000001,66,1.7000000000000002,0.14,613,1
2000,7,3,5,30,0,0,0,1.4000000000000001,69,1.7000000000000002,0.14,613,0.8
2000,7,3,6,30,0,0,0,0.8,72,1.7000000000000002,0.14,612,0.30000000000000004
2000,7,3,7,30,0,0,0,0,71,1.5,0.14,612,-0.30000000000000004
2000,7,3,8,30,0,0,0,-0.7000000000000001,68,1.4000000000000001,0.14,612,-0.9
2000,7,3,9,30,0,0,0,-1.5,63,1.4000000000000001,0.14,612,-1.5
2000,7,3,10,30,0,0,0,-1.8,61,1.6,0.14,613,-1.8
2000,7,3,11,30,0,0,0,0,57,2.5,0.14,613,-1.9000000000000001
2000,7,3,12,30,85,81,14,3.8000000000000003,51,3.4000000000000004,0.14,613,-2.7
2000,7,3,13,30,176,165,25,7.300000000000001,47,3.3000000000000003,0.14,614,-4.4
2000,7,3,14,30,416,314,166,9.9,45,2.9000000000000004,0.14,613,-4.800000000000001
2000,7,3,15,30,613,364,336,11.700000000000001,49,2.5,0.14,613,-4.6000000000000005
2000,7,3,16,30,275,259,21,12.700000000000001,55,2.3000000000000003,0.14,612,-4.3
2000,7,3,17,30,372,347,30,12.9,62,2.1,0.14,612,-3.7
2000,7,3,18,30,335,313,28,12.4,69,2,0.14,612,-3.2
2000,7,3,19,30,228,215,19,11.100000000000001,75,2.1,0.14,611,-2.5
2000,7,3,20,30,505,66,880,9.200000000000001,78,2.3000000000000003,0.14,611,-1.8
2000,7,3,21,30,275,55,734,6.9,78,2.6,0.14,612,-1.2000000000000002
2000,7,3,22,30,50,26,319,4.7,75,2.6,0.14,612,-0.6000000000000001
2000,7,3,23,30,0,0,0,3.7,73,2.5,0.14,612,-0.2
2000,7,4,0,30,0,0,0,2.9000000000000004,76,2.5,0.14,613,-0.2
2000,7,4,1,30,0,0,0,2.5,76,2.4000000000000004,0.14,613,-0.2
2000,7,4,2,30,0,0,0,2.3000000000000003,73,2.5,0.14,613,0
2000,7,4,3,30,0,0,0,2.2,70,2.5,0.14,613,0.30000000000000004
2000,7,4,4,30,0,0,0,2.2,67,2.6,0.14,613,0.7000000000000001
2000,7,4,5,30,0,0,0,1.7000000000000002,64,2.7,0.14,612,0.7000000000000001
2000,7,4,6,30,0,0,0,1,63,2.7,0.14,612,0.30000000000000004
2000,7,4,7,30,0,0,0,0.30000000000000004,62,2.6,0.14,612,-0.1
2000,7,4,8,30,0,0,0,-0.30000000000000004,62,2.4000000000000004,0.14,612,-0.5
2000,7,4,9,30,0,0,0,-0.8,63,2.5,0.14,612,-0.9
2000,7,4,10,30,0,0,0,-1.1,65,2.4000000000000004,0.14,613,-1.3
2000,7,4,11,30,0,0,0,0.30000000000000004,63,3.2,0.14,613,-1.8
2000,7,4,12,30,212,41,728,3.4000000000000004,60,4,0.14,613,-2.2
2000,7,4,13,30,450,52,898,6.4,58,3.8000000000000003,0.14,613,-2.5
2000,7,4,14,30,268,249,31,8.9,57,3.3000000000000003,0.14,613,-2.6
2000,7,4,15,30,346,320,35,10.700000000000001,57,3,0.14,613,-2.9000000000000004
2000,7,4,16,30,302,284,22,11.700000000000001,58,2.8000000000000003,0.14,612,-2.8000000000000003
2000,7,4,17,30,549,448,122,11.9,60,2.6,0.14,612,-2.6
2000,7,4,18,30,573,416,204,11.4,64,2.4000000000000004,0.14,612,-2.3000000000000003
2000,7,4,19,30,515,331,279,10.200000000000001,69,2.4000000000000004,0.14,612,-1.8
2000,7,4,20,30,251,221,60,8.5,71,2.6,0.14,612,-1.1
2000,7,4,21,30,66,66,0,6.2,71,2.9000000000000004,0.14,612,-0.6000000000000001
2000,7,4,22,30,17,17,0,4.1000000000000005,68,2.9000000000000004,0.14,612,-0.1
2000,7,4,23,30,0,0,0,3.2,66,2.8000000000000003,0.14,613,0.30000000000000004
2000,7,5,0,30,0,0,0,2.2,68,2.8000000000000003,0.15,613,0.30000000000000004
2000,7,5,1,30,0,0,0,1.7000000000000002,68,2.7,0.15,613,0.30000000000000004
2000,7,5,2,30,0,0,0,1.4000000000000001,67,2.7,0.15,613,0.30000000000000004
2000,7,5,3,30,0,0,0,1.1,66,2.6,0.15,613,0.1
2000,7,5,4,30,0,0,0,0.8,65,2.4000000000000004,0.15,613,0
2000,7,5,5,30,0,0,0,0.7000000000000001,66,2.3000000000000003,0.15,612,0
2000,7,5,6,30,0,0,0,0.6000000000000001,67,2.3000000000000003,0.15,612,0.1
2000,7,5,7,30,0,0,0,0.30000000000000004,68,2.3000000000000003,0.15,612,0
2000,7,5,8,30,0,0,0,0.1,68,2.3000000000000003,0.15,612,-0.1
2000,7,5,9,30,0,0,0,-0.1,67,2.2,0.15,612,-0.2
2000,7,5,10,30,0,0,0,-0.1,68,2.2,0.15,612,-0.30000000000000004
2000,7,5,11,30,0,0,0,1.4000000000000001,69,2.7,0.15,612,-0.2
2000,7,5,12,30,39,39,0,4.2,69,3.4000000000000004,0.15,613,0.5
2000,7,5,13,30,139,135,11,6.7,69,3.5,0.15,613,0.4
2000,7,5,14,30,175,166,15,8.5,65,3.4000000000000004,0.15,613,-0.2
2000,7,5,15,30,364,334,40,9.600000000000001,62,3.3000000000000003,0.15,612,-0.8
2000,7,5,16,30,510,433,95,10.200000000000001,62,3.1,0.15,612,-1
2000,7,5,17,30,523,441,99,10.200000000000001,65,2.7,0.15,612,-0.9
2000,7,5,18,30,474,403,92,9.8,68,2.3000000000000003,0.15,611,-0.7000000000000001
2000,7,5,19,30,355,314,62,8.8,72,2,0.15,611,-0.4
2000,7,5,20,30,191,180,22,7.4,76,1.9000000000000001,0.15,611,-0.1
2000,7,5,21,30,76,76,0,5.4,77,2,0.15,611,0.2
2000,7,5,22,30,16,16,0,3.6,72,2.3000000000000003,0.15,612,0.6000000000000001
2000,7,5,23,30,0,0,0,2.9000000000000004,68,2.5,0.15,612,0.9
2000,7,6,0,30,0,0,0,2.4000000000000004,64,2.6,0.15,612,0.9
2000,7,6,1,30,0,0,0,2.2,61,2.5,0.15,612,0.8
2000,7,6,2,30,0,0,0,1.9000000000000001,59,2.5,0.15,612,0.7000000000000001
2000,7,6,3,30,0,0,0,1.6,58,2.4000000000000004,0.15,612,0.4
2000,7,6,4,30,0,0,0,1.1,59,1.8,0.15,612,0
2000,7,6,5,30,0,0,0,0.6000000000000001,63,1.3,0.15,612,-0.30000000000000004
2000,7,6,6,30,0,0,0,0.1,66,1,0.15,612,-0.7000000000000001
2000,7,6,7,30,0,0,0,-0.4,68,1,0.15,612,-1
2000,7,6,8,30,0,0,0,-0.9,67,1,0.15,612,-1.3
2000,7,6,9,30,0,0,0,-1.4000000000000001,66,1.1,0.15,612,-1.5
2000,7,6,10,30,0,0,0,-1.8,65,1.2000000000000002,0.15,612,-1.8
2000,7,6,11,30,0,0,0,0.1,63,1.9000000000000001,0.15,612,-2.1
2000,7,6,12,30,212,41,729,3.9000000000000004,62,2.6,0.15,612,-2.7
2000,7,6,13,30,451,52,898,7.5,67,2.1,0.15,613,-3.9000000000000004
2000,7,6,14,30,656,60,966,10.100000000000001,79,1.5,0.15,612,-4.4
2000,7,6,15,30,807,69,993,11.9,97,1,0.15,612,-4.5
2000,7,6,16,30,259,243,20,13,127,0.7000000000000001,0.15,612,-4.2
2000,7,6,17,30,236,220,20,13.100000000000001,169,0.6000000000000001,0.15,611,-3.7
2000,7,6,18,30,196,182,18,12.4,195,0.6000000000000001,0.15,611,-3.1
2000,7,6,19,30,121,115,10,10.9,184,0.4,0.15,611,-2.3000000000000003
2000,7,6,20,30,174,166,17,9.1,132,0.4,0.15,611,-1.5
2000,7,6,21,30,17,17,0,6.9,84,0.7000000000000001,0.15,611,-0.9
2000,7,6,22,30,21,21,0,4.7,69,1.3,0.15,611,-0.2
2000,7,6,23,30,0,0,0,3.7,65,1.7000000000000002,0.15,611,0.4
2000,7,7,0,30,0,0,0,2.9000000000000004,67,2.3000000000000003,0.15,612,0.5
2000,7,7,1,30,0,0,0,2.5,67,2.3000000000000003,0.15,612,0.5
2000,7,7,2,30,0,0,0,2.1,68,2.2,0.15,612,0.5
2000,7,7,3,30,0,0,0,1.8,70,2,0.15,612,0.4
2000,7,7,4,30,0,0,0,1.5,71,1.8,0.15,612,0.4
2000,7,7,5,30,0,0,0,1.3,71,1.7000000000000002,0.15,612,0.30000000000000004
2000,7,7,6,30,0,0,0,1.1,72,1.5,0.15,611,0.2
2000,7,7,7,30,0,0,0,0.8,72,1.3,0.15,611,0.1
2000,7,7,8,30,0,0,0,0.5,72,1.2000000000000002,0.15,611,-0.1
2000,7,7,9,30,0,0,0,0.30000000000000004,71,1.3,0.15,611,-0.1
2000,7,7,10,30,0,0,0,0.30000000000000004,69,1.5,0.15,611,-0.2
2000,7,7,11,30,0,0,0,1.9000000000000001,64,2.2,0.15,612,-0.2
2000,7,7,12,30,199,59,593,5.300000000000001,58,2.4000000000000004,0.15,612,0
2000,7,7,13,30,286,206,179,8.4,52,1.7000000000000002,0.15,612,-0.5
2000,7,7,14,30,644,83,908,10.700000000000001,44,1.1,0.15,612,-1.5
2000,7,7,15,30,576,393,245,12.3,27,0.7000000000000001,0.15,612,-2
2000,7,7,16,30,459,409,61,13.100000000000001,159,0.5,0.15,612,-2.2
2000,7,7,17,30,591,456,164,13.3,282,0.6000000000000001,0.15,611,-2.2
2000,7,7,18,30,453,395,75,12.700000000000001,250,0.8,0.15,611,-2
2000,7,7,19,30,607,321,432,11.5,231,0.9,0.15,610,-1.7000000000000002
2000,7,7,20,30,329,243,171,9.8,216,0.7000000000000001,0.15,610,-1.5
2000,7,7,21,30,136,121,51,7.7,136,0.4,0.15,611,-1.3
2000,7,7,22,30,22,22,0,5.6000000000000005,59,0.9,0.15,611,-0.9
2000,7,7,23,30,0,0,0,4.6000000000000005,57,1.4000000000000001,0.15,611,-0.1
2000,7,8,0,30,0,0,0,3.6,60,1.9000000000000001,0.16,611,0.5
2000,7,8,1,30,0,0,0,3.3000000000000003,61,1.9000000000000001,0.16,612,0.9
2000,7,8,2,30,0,0,0,3.1,63,1.8,0.16,612,1.2000000000000002
2000,7,8,3,30,0,0,0,3,65,1.7000000000000002,0.16,612,1.4000000000000001
2000,7,8,4,30,0,0,0,2.7,66,1.4000000000000001,0.16,611,1.5
2000,7,8,5,30,0,0,0,2.4000000000000004,70,1.4000000000000001,0.16,611,1.5
2000,7,8,6,30,0,0,0,2.1,73,1.5,0.16,611,1.3
2000,7,8,7,30,0,0,0,1.6,76,1.5,0.16,611,1.1
2000,7,8,8,30,0,0,0,1.1,76,1.5,0.16,611,0.9
2000,7,8,9,30,0,0,0,0.5,73,1.6,0.16,611,0.5
2000,7,8,10,30,0,0,0,0.30000000000000004,73,1.7000000000000002,0.16,611,0.2
2000,7,8,11,30,0,0,0,1.9000000000000001,67,2.2,0.16,611,0.1
2000,7,8,12,30,211,44,712,5.2,49,2.5,0.16,612,0.1
2000,7,8,13,30,452,58,886,8.5,27,2.1,0.16,612,-1
2000,7,8,14,30,659,66,960,10.9,187,1.6,0.16,612,-2.3000000000000003
2000,7,8,15,30,570,396,234,12.600000000000001,351,1.3,0.16,612,-3.2
2000,7,8,16,30,894,78,999,13.4,336,1.1,0.16,611,-3.6
2000,7,8,17,30,905,82,996,13.4,324,1,0.16,611,-3.6
2000,7,8,18,30,636,390,317,12.8,317,1,0.16,610,-3.3000000000000003
2000,7,8,19,30,702,84,929,11.5,323,0.8,0.16,610,-2.8000000000000003
2000,7,8,20,30,510,76,859,9.8,173,0.7000000000000001,0.16,610,-2.2
2000,7,8,21,30,276,65,689,7.6000000000000005,32,0.9,0.16,610,-1.7000000000000002
2000,7,8,22,30,52,31,259,5.4,52,1.5,0.16,611,-0.9
2000,7,8,23,30,0,0,0,4.4,56,1.8,0.16,611,0
2000,7,9,0,30,0,0,0,3.5,56,2.1,0.16,611,0.4
2000,7,9,1,30,0,0,0,3.2,55,2,0.16,612,0.7000000000000001
2000,7,9,2,30,0,0,0,3,51,2,0.16,612,0.8
2000,7,9,3,30,0,0,0,2.6,49,1.8,0.16,612,0.8
2000,7,9,4,30,0,0,0,2.3000000000000003,50,1.5,0.16,612,0.9
2000,7,9,5,30,0,0,0,2.1,53,1.4000000000000001,0.16,611,0.9
2000,7,9,6,30,0,0,0,1.7000000000000002,56,1.2000000000000002,0.16,611,0.9
2000,7,9,7,30,0,0,0,1.3,60,1.1,0.16,611,0.6000000000000001
2000,7,9,8,30,0,0,0,0.9,65,1.1,0.16,611,0.30000000000000004
2000,7,9,9,30,0,0,0,0.6000000000000001,70,1.2000000000000002,0.16,611,0.2
2000,7,9,10,30,0,0,0,0.5,73,1.5,0.16,611,-0.1
2000,7,9,11,30,0,0,0,1.8,69,1.8,0.16,611,-0.5
2000,7,9,12,30,212,46,708,5.2,59,1.7000000000000002,0.16,612,-1.2000000000000002
2000,7,9,13,30,456,57,896,8.700000000000001,30,1,0.16,612,-3.4000000000000004
2000,7,9,14,30,665,64,971,11.3,168,0.8,0.16,612,-5.2
2000,7,9,15,30,819,70,1004,13.100000000000001,312,0.9,0.16,612,-6.1000000000000005
2000,7,9,16,30,906,74,1018,14.3,281,1,0.16,611,-6.4
2000,7,9,17,30,918,75,1019,14.700000000000001,261,1.4000000000000001,0.16,610,-6.300000000000001
2000,7,9,18,30,850,76,997,14.3,251,1.7000000000000002,0.16,610,-6
2000,7,9,19,30,715,74,963,13.100000000000001,247,1.8,0.16,609,-5.6000000000000005
2000,7,9,20,30,412,205,408,11.200000000000001,246,1.4000000000000001,0.16,610,-5.1000000000000005
2000,7,9,21,30,223,113,359,8.6,271,0.7000000000000001,0.16,610,-4.5
2000,7,9,22,30,43,27,199,6,176,0.5,0.16,611,-3.7
2000,7,9,23,30,0,0,0,5,56,0.8,0.16,611,-2.5
2000,7,10,0,30,0,0,0,3.8000000000000003,67,1.1,0.16,612,-1.5
2000,7,10,1,30,0,0,0,3.5,76,0.9,0.16,612,-1.1
2000,7,10,2,30,0,0,0,3,102,0.6000000000000001,0.16,612,-0.9
2000,7,10,3,30,0,0,0,2.3000000000000003,131,0.6000000000000001,0.16,612,-1
2000,7,10,4,30,0,0,0,1.6,145,0.7000000000000001,0.16,612,-1.8
2000,7,10,5,30,0,0,0,0.9,153,0.9,0.16,612,-3
2000,7,10,6,30,0,0,0,-0.1,156,1.1,0.16,611,-4.7
2000,7,10,7,30,0,0,0,-1.1,156,1.2000000000000002,0.16,611,-6.7
2000,7,10,8,30,0,0,0,-1.6,153,1.2000000000000002,0.16,611,-8.5
2000,7,10,9,30,0,0,0,-2,144,1.2000000000000002,0.16,611,-10.200000000000001
2000,7,10,10,30,0,0,0,-2.1,131,1.2000000000000002,0.16,612,-11.4
2000,7,10,11,30,0,0,0,0.2,121,1.5,0.16,612,-12.100000000000001
2000,7,10,12,30,229,32,836,4.7,126,2.1,0.16,613,-11.100000000000001
2000,7,10,13,30,474,41,974,8.4,147,2.3000000000000003,0.16,613,-10.100000000000001
2000,7,10,14,30,686,46,1032,11.100000000000001,168,2.2,0.16,613,-11
2000,7,10,15,30,843,54,1056,13.100000000000001,182,2.2,0.16,612,-12.4
2000,7,10,16,30,931,57,1069,14.3,192,2.6,0.16,612,-13.100000000000001
2000,7,10,17,30,944,61,1066,14.8,197,3,0.16,611,-13.100000000000001
2000,7,10,18,30,872,63,1041,14.5,200,3.4000000000000004,0.16,610,-12.600000000000001
2000,7,10,19,30,736,64,1007,13.4,200,3.7,0.16,610,-11.8
2000,7,10,20,30,540,60,944,11.5,198,3.6,0.16,611,-10.9
2000,7,10,21,30,299,49,809,8.6,193,2.6,0.16,611,-9.600000000000001
2000,7,10,22,30,61,25,431,5.1000000000000005,169,1.3,0.16,611,-7.1000000000000005
2000,7,10,23,30,0,0,0,3.5,147,0.8,0.16,612,-5.9
2000,7,11,0,30,0,0,0,2.1,122,1.1,0.16,612,-6.300000000000001
2000,7,11,1,30,0,0,0,1.4000000000000001,115,1.2000000000000002,0.16,612,-6.6000000000000005
2000,7,11,2,30,0,0,0,0.7000000000000001,103,1.2000000000000002,0.16,612,-6.2
2000,7,11,3,30,0,0,0,0.5,86,1.1,0.16,612,-5.300000000000001
2000,7,11,4,30,0,0,0,0.4,73,1,0.16,612,-4.3
2000,7,11,5,30,0,0,0,0.30000000000000004,66,1,0.16,612,-3.6
2000,7,11,6,30,0,0,0,0,64,1,0.16,612,-2.8000000000000003
2000,7,11,7,30,0,0,0,-0.30000000000000004,63,1,0.16,612,-2.2
2000,7,11,8,30,0,0,0,-0.5,60,1,0.16,612,-2.1
2000,7,11,9,30,0,0,0,-0.6000000000000001,57,1.1,0.16,612,-2
2000,7,11,10,30,0,0,0,-0.7000000000000001,56,1.2000000000000002,0.16,612,-1.8
2000,7,11,11,30,0,0,0,1,56,1.7000000000000002,0.16,612,-1.7000000000000002
2000,7,11,12,30,224,36,796,4.5,60,2.3000000000000003,0.16,613,-1.9000000000000001
2000,7,11,13,30,465,47,939,8,67,2.2,0.16,613,-4.7
2000,7,11,14,30,509,278,374,10.600000000000001,72,1.7000000000000002,0.16,612,-7.1000000000000005
2000,7,11,15,30,824,64,1017,12.200000000000001,79,1.3,0.16,612,-7
2000,7,11,16,30,650,449,246,13,89,1.1,0.16,611,-5.800000000000001
2000,7,11,17,30,455,410,54,13.100000000000001,101,1,0.16,611,-4.6000000000000005
2000,7,11,18,30,251,236,20,12.200000000000001,116,0.9,0.16,610,-3.7
2000,7,11,19,30,240,226,20,10.600000000000001,125,0.7000000000000001,0.16,610,-3.2
2000,7,11,20,30,444,186,506,8.6,115,0.7000000000000001,0.16,611,-3.1
2000,7,11,21,30,72,72,0,6.4,91,1.1,0.16,611,-3.1
2000,7,11,22,30,56,29,318,4.3,76,1.7000000000000002,0.16,612,-2.7
2000,7,11,23,30,0,0,0,3.3000000000000003,72,2.1,0.16,612,-1.9000000000000001
2000,7,12,0,30,0,0,0,2.7,68,2.1,0.15,612,-1.3
2000,7,12,1,30,0,0,0,2.4000000000000004,62,2.1,0.15,612,-0.9
2000,7,12,2,30,0,0,0,2.1,55,2,0.15,612,-0.6000000000000001
2000,7,12,3,30,0,0,0,1.9000000000000001,50,2,0.15,612,-0.2
2000,7,12,4,30,0,0,0,1.7000000000000002,49,2,0.15,612,0.1
2000,7,12,5,30,0,0,0,1.4000000000000001,50,2.1,0.15,612,0.1
2000,7,12,6,30,0,0,0,1,51,2.1,0.15,612,0.1
2000,7,12,7,30,0,0,0,0.7000000000000001,52,2,0.15,612,-0.1
2000,7,12,8,30,0,0,0,0.30000000000000004,53,2,0.15,612,-0.30000000000000004
2000,7,12,9,30,0,0,0,0,51,1.9000000000000001,0.15,612,-0.5
2000,7,12,10,30,0,0,0,-0.2,50,2,0.15,613,-0.7000000000000001
2000,7,12,11,30,0,0,0,1,44,2.7,0.15,613,-0.8
2000,7,12,12,30,214,40,738,3.8000000000000003,34,3.5,0.15,613,-0.6000000000000001
2000,7,12,13,30,458,50,913,6.7,26,3.5,0.15,614,-1.4000000000000001
2000,7,12,14,30,667,55,984,9.200000000000001,21,3.1,0.15,613,-2.9000000000000004
2000,7,12,15,30,540,403,183,10.9,19,2.6,0.15,613,-3.8000000000000003
2000,7,12,16,30,357,334,28,11.9,20,2.2,0.15,613,-4
2000,7,12,17,30,580,459,146,12.200000000000001,19,1.8,0.15,612,-3.9000000000000004
