,Year,Month,Day,Hour,Minute,GHI,DHI,DNI,Temperature,Wind Direction,Wind Speed,Surface Albedo,Pressure,Dew Point,Fecha
0,2021,1,1,0,30,0,0,0,4.4,192,1.9,0.16,613,1.0,2021-01-01 00:00:00
1,2021,1,1,1,30,0,0,0,4.1000000000000005,187,1.2000000000000002,0.16,613,0.7000000000000001,2021-01-01 01:00:00
2,2021,1,1,2,30,0,0,0,3.8,179,0.8,0.16,613,0.4,2021-01-01 02:00:00
3,2021,1,1,3,30,0,0,0,3.7,160,0.6000000000000001,0.16,613,0.1,2021-01-01 03:00:00
4,2021,1,1,4,30,0,0,0,3.7,144,0.4,0.16,612,-0.2,2021-01-01 04:00:00
5,2021,1,1,5,30,0,0,0,3.6,151,0.3,0.16,612,-0.5,2021-01-01 05:00:00
6,2021,1,1,6,30,0,0,0,3.5,174,0.2,0.16,611,-0.7000000000000001,2021-01-01 06:00:00
7,2021,1,1,7,30,0,0,0,3.4000000000000004,198,0.2,0.16,611,-0.8,2021-01-01 07:00:00
8,2021,1,1,8,30,0,0,0,3.3000000000000003,196,0.2,0.16,611,-1.0,2021-01-01 08:00:00
9,2021,1,1,9,30,0,0,0,3.3000000000000003,151,0.2,0.16,612,-1.1,2021-01-01 09:00:00
10,2021,1,1,10,30,0,0,0,3.8,108,0.5,0.16,612,-1.1,2021-01-01 10:00:00
11,2021,1,1,11,30,147,35,675,5.5,113,0.9,0.16,612,-0.9,2021-01-01 11:00:00
12,2021,1,1,12,30,415,52,919,8.0,135,1.0,0.16,613,-1.2000000000000002,2021-01-01 12:00:00
13,2021,1,1,13,30,674,63,1014,10.3,139,1.0,0.16,612,-1.7000000000000002,2021-01-01 13:00:00
14,2021,1,1,14,30,893,73,1060,12.2,141,0.9,0.16,612,-1.9,2021-01-01 14:00:00
15,2021,1,1,15,30,614,525,99,13.3,149,0.8,0.16,612,-1.7000000000000002,2021-01-01 15:00:00
16,2021,1,1,16,30,529,491,40,13.6,160,0.7000000000000001,0.16,612,-1.1,2021-01-01 16:00:00
17,2021,1,1,17,30,194,174,20,13.1,179,0.6000000000000001,0.16,611,-0.3,2021-01-01 17:00:00
18,2021,1,1,18,30,197,179,20,12.1,192,0.6000000000000001,0.16,611,0.6000000000000001,2021-01-01 18:00:00
19,2021,1,1,19,30,316,297,23,10.7,186,0.8,0.16,611,1.4,2021-01-01 19:00:00
20,2021,1,1,20,30,82,82,0,9.4,171,0.9,0.16,611,2.1,2021-01-01 20:00:00
21,2021,1,1,21,30,53,53,0,8.0,159,1.2000000000000002,0.16,611,2.5,2021-01-01 21:00:00
22,2021,1,1,22,30,83,82,7,6.6000000000000005,153,1.5,0.16,611,2.8000000000000003,2021-01-01 22:00:00
23,2021,1,1,23,30,0,0,0,5.800000000000001,150,1.6,0.16,611,3.1,2021-01-01 23:00:00
24,2021,1,2,0,30,0,0,0,4.3,144,1.7000000000000002,0.16,612,3.2,2021-01-02 00:00:00
25,2021,1,2,1,30,0,0,0,3.8,131,1.4,0.16,612,3.1,2021-01-02 01:00:00
26,2021,1,2,2,30,0,0,0,3.3000000000000003,108,1.2000000000000002,0.16,613,3.0,2021-01-02 02:00:00
27,2021,1,2,3,30,0,0,0,3.0,85,1.2000000000000002,0.16,612,2.7,2021-01-02 03:00:00
28,2021,1,2,4,30,0,0,0,2.8000000000000003,72,1.3,0.16,612,2.5,2021-01-02 04:00:00
29,2021,1,2,5,30,0,0,0,2.7,69,1.3,0.16,612,2.0,2021-01-02 05:00:00
30,2021,1,2,6,30,0,0,0,2.7,71,1.2000000000000002,0.16,611,1.8,2021-01-02 06:00:00
31,2021,1,2,7,30,0,0,0,2.6,71,1.1,0.16,611,1.7000000000000002,2021-01-02 07:00:00
32,2021,1,2,8,30,0,0,0,2.5,68,0.9,0.16,611,1.6,2021-01-02 08:00:00
33,2021,1,2,9,30,0,0,0,2.4000000000000004,55,0.8,0.16,611,1.5,2021-01-02 09:00:00
34,2021,1,2,10,30,0,0,0,2.4000000000000004,42,1.1,0.16,612,1.3,2021-01-02 10:00:00
35,2021,1,2,11,30,53,53,0,3.1,34,1.3,0.16,612,1.1,2021-01-02 11:00:00
36,2021,1,2,12,30,56,56,0,5.1000000000000005,17,1.6,0.16,613,1.2000000000000002,2021-01-02 12:00:00
37,2021,1,2,13,30,345,302,72,7.6,181,2.0,0.16,613,1.1,2021-01-02 13:00:00
38,2021,1,2,14,30,303,285,23,9.7,355,2.1,0.16,613,0.5,2021-01-02 14:00:00
39,2021,1,2,15,30,299,279,23,11.3,353,2.0,0.16,612,0.2,2021-01-02 15:00:00
40,2021,1,2,16,30,468,440,29,12.4,349,1.6,0.16,612,0.3,2021-01-02 16:00:00
41,2021,1,2,17,30,463,435,28,12.9,338,1.2000000000000002,0.16,611,0.7000000000000001,2021-01-02 17:00:00
42,2021,1,2,18,30,977,694,306,12.7,311,0.8,0.16,611,1.2000000000000002,2021-01-02 18:00:00
43,2021,1,2,19,30,176,162,17,11.6,274,0.7000000000000001,0.16,611,1.8,2021-01-02 19:00:00
44,2021,1,2,20,30,437,357,121,9.5,230,0.6000000000000001,0.16,611,2.1,2021-01-02 20:00:00
45,2021,1,2,21,30,158,152,13,7.1000000000000005,177,0.6000000000000001,0.16,611,2.3000000000000003,2021-01-02 21:00:00
46,2021,1,2,22,30,113,96,75,5.300000000000001,141,0.7000000000000001,0.16,611,2.4000000000000004,2021-01-02 22:00:00
47,2021,1,2,23,30,0,0,0,4.6000000000000005,133,0.7000000000000001,0.16,612,2.4000000000000004,2021-01-02 23:00:00
48,2021,1,3,0,30,0,0,0,3.6,85,1.0,0.16,612,2.4000000000000004,2021-01-03 00:00:00
49,2021,1,3,1,30,0,0,0,3.3000000000000003,72,1.4,0.16,613,2.2,2021-01-03 01:00:00
50,2021,1,3,2,30,0,0,0,3.0,64,1.7000000000000002,0.16,613,1.7000000000000002,2021-01-03 02:00:00
51,2021,1,3,3,30,0,0,0,2.9000000000000004,56,1.7000000000000002,0.16,612,1.6,2021-01-03 03:00:00
52,2021,1,3,4,30,0,0,0,2.7,44,1.6,0.16,612,1.6,2021-01-03 04:00:00
53,2021,1,3,5,30,0,0,0,2.5,30,1.7000000000000002,0.16,611,1.4,2021-01-03 05:00:00
54,2021,1,3,6,30,0,0,0,2.5,22,1.7000000000000002,0.16,611,1.3,2021-01-03 06:00:00
55,2021,1,3,7,30,0,0,0,2.4000000000000004,18,1.6,0.16,611,1.3,2021-01-03 07:00:00
56,2021,1,3,8,30,0,0,0,2.1,21,1.4,0.16,611,1.1,2021-01-03 08:00:00
57,2021,1,3,9,30,0,0,0,2.0,29,1.4,0.16,612,1.0,2021-01-03 09:00:00
58,2021,1,3,10,30,0,0,0,2.8000000000000003,37,1.8,0.16,612,0.9,2021-01-03 10:00:00
59,2021,1,3,11,30,33,33,0,5.300000000000001,36,2.3000000000000003,0.16,613,1.1,2021-01-03 11:00:00
60,2021,1,3,12,30,46,46,0,8.5,28,2.4000000000000004,0.16,613,1.4,2021-01-03 12:00:00
61,2021,1,3,13,30,223,211,20,11.1,22,2.2,0.16,612,1.1,2021-01-03 13:00:00
62,2021,1,3,14,30,123,115,10,12.8,19,2.1,0.16,612,0.7000000000000001,2021-01-03 14:00:00
63,2021,1,3,15,30,879,660,244,13.1,19,2.0,0.16,612,0.9,2021-01-03 15:00:00
64,2021,1,3,16,30,843,576,277,12.4,20,2.0,0.16,612,1.5,2021-01-03 16:00:00
65,2021,1,3,17,30,222,201,22,11.6,22,2.0,0.16,612,1.9,2021-01-03 17:00:00
66,2021,1,3,18,30,615,536,85,10.5,25,1.8,0.16,611,2.0,2021-01-03 18:00:00
67,2021,1,3,19,30,183,169,18,9.2,30,1.7000000000000002,0.16,611,2.2,2021-01-03 19:00:00
68,2021,1,3,20,30,549,351,302,7.300000000000001,33,1.5,0.16,611,2.3000000000000003,2021-01-03 20:00:00
69,2021,1,3,21,30,297,229,150,5.5,40,1.3,0.16,611,2.2,2021-01-03 21:00:00
70,2021,1,3,22,30,78,78,0,4.4,56,1.2000000000000002,0.16,611,2.2,2021-01-03 22:00:00
71,2021,1,3,23,30,0,0,0,4.0,66,1.0,0.16,612,2.4000000000000004,2021-01-03 23:00:00
72,2021,1,4,0,30,0,0,0,3.3000000000000003,64,1.6,0.16,612,2.1,2021-01-04 00:00:00
73,2021,1,4,1,30,0,0,0,3.1,64,1.9,0.16,613,2.0,2021-01-04 01:00:00
74,2021,1,4,2,30,0,0,0,2.8000000000000003,63,2.0,0.16,613,1.8,2021-01-04 02:00:00
75,2021,1,4,3,30,0,0,0,2.7,61,2.1,0.16,613,1.6,2021-01-04 03:00:00
76,2021,1,4,4,30,0,0,0,2.5,56,2.2,0.16,612,1.5,2021-01-04 04:00:00
77,2021,1,4,5,30,0,0,0,2.4000000000000004,50,2.3000000000000003,0.16,612,1.4,2021-01-04 05:00:00
78,2021,1,4,6,30,0,0,0,2.3000000000000003,45,2.3000000000000003,0.16,612,1.4,2021-01-04 06:00:00
79,2021,1,4,7,30,0,0,0,2.3000000000000003,42,2.2,0.16,612,1.4,2021-01-04 07:00:00
80,2021,1,4,8,30,0,0,0,2.3000000000000003,41,2.1,0.16,612,1.3,2021-01-04 08:00:00
81,2021,1,4,9,30,0,0,0,2.4000000000000004,43,2.0,0.16,612,1.3,2021-01-04 09:00:00
82,2021,1,4,10,30,0,0,0,3.1,44,2.3000000000000003,0.16,613,1.4,2021-01-04 10:00:00
83,2021,1,4,11,30,35,35,0,5.2,36,2.7,0.16,613,1.4,2021-01-04 11:00:00
84,2021,1,4,12,30,132,128,9,8.200000000000001,22,2.7,0.16,613,1.3,2021-01-04 12:00:00
85,2021,1,4,13,30,30,30,0,10.9,10,2.4000000000000004,0.16,613,0.9,2021-01-04 13:00:00
86,2021,1,4,14,30,264,248,21,13.0,3,2.2,0.16,613,0.3,2021-01-04 14:00:00
87,2021,1,4,15,30,344,323,24,14.0,1,2.2,0.16,612,0.0,2021-01-04 15:00:00
88,2021,1,4,16,30,358,335,24,14.2,5,2.2,0.16,612,0.6000000000000001,2021-01-04 16:00:00
89,2021,1,4,17,30,200,180,20,13.9,8,2.3000000000000003,0.16,612,1.4,2021-01-04 17:00:00
90,2021,1,4,18,30,404,380,26,13.0,7,2.4000000000000004,0.16,611,2.1,2021-01-04 18:00:00
91,2021,1,4,19,30,691,487,249,11.0,4,2.5,0.16,611,2.6,2021-01-04 19:00:00
92,2021,1,4,20,30,369,329,61,8.5,180,2.2,0.16,611,2.9000000000000004,2021-01-04 20:00:00
93,2021,1,4,21,30,55,55,0,6.4,183,1.7000000000000002,0.16,611,3.0,2021-01-04 21:00:00
94,2021,1,4,22,30,75,75,0,4.9,19,1.4,0.16,612,3.0,2021-01-04 22:00:00
95,2021,1,4,23,30,0,0,0,4.2,29,1.3,0.16,612,2.9000000000000004,2021-01-04 23:00:00
96,2021,1,5,0,30,0,0,0,3.4000000000000004,39,1.9,0.16,613,2.5,2021-01-05 00:00:00
97,2021,1,5,1,30,0,0,0,3.1,39,2.2,0.16,613,2.2,2021-01-05 01:00:00
98,2021,1,5,2,30,0,0,0,2.9000000000000004,37,2.6,0.16,613,1.9,2021-01-05 02:00:00
99,2021,1,5,3,30,0,0,0,2.9000000000000004,34,2.8000000000000003,0.16,613,1.7000000000000002,2021-01-05 03:00:00
100,2021,1,5,4,30,0,0,0,3.0,35,2.6,0.16,613,1.5,2021-01-05 04:00:00
101,2021,1,5,5,30,0,0,0,3.0,39,2.2,0.16,612,1.4,2021-01-05 05:00:00
102,2021,1,5,6,30,0,0,0,2.8000000000000003,44,2.0,0.16,612,1.4,2021-01-05 06:00:00
103,2021,1,5,7,30,0,0,0,2.7,47,1.9,0.16,612,1.4,2021-01-05 07:00:00
104,2021,1,5,8,30,0,0,0,2.5,51,1.9,0.16,612,1.5,2021-01-05 08:00:00
105,2021,1,5,9,30,0,0,0,2.4000000000000004,54,1.9,0.16,612,1.5,2021-01-05 09:00:00
106,2021,1,5,10,30,0,0,0,2.9000000000000004,53,2.3000000000000003,0.16,613,1.4,2021-01-05 10:00:00
107,2021,1,5,11,30,13,13,0,5.0,47,2.6,0.16,613,1.2000000000000002,2021-01-05 11:00:00
108,2021,1,5,12,30,81,81,0,8.0,40,2.2,0.16,613,0.7000000000000001,2021-01-05 12:00:00
109,2021,1,5,13,30,374,313,102,10.6,37,1.7000000000000002,0.16,613,0.4,2021-01-05 13:00:00
110,2021,1,5,14,30,338,318,27,12.3,42,1.4,0.16,613,0.4,2021-01-05 14:00:00
111,2021,1,5,15,30,777,522,285,13.1,51,1.3,0.16,612,0.7000000000000001,2021-01-05 15:00:00
112,2021,1,5,16,30,285,262,24,13.1,57,1.2000000000000002,0.16,612,1.4,2021-01-05 16:00:00
113,2021,1,5,17,30,559,515,45,11.9,51,1.0,0.16,612,1.9,2021-01-05 17:00:00
114,2021,1,5,18,30,185,168,19,10.0,42,1.0,0.16,611,2.3000000000000003,2021-01-05 18:00:00
115,2021,1,5,19,30,204,188,19,8.200000000000001,41,1.0,0.16,611,2.3000000000000003,2021-01-05 19:00:00
116,2021,1,5,20,30,184,174,16,6.4,46,0.9,0.16,611,2.2,2021-01-05 20:00:00
117,2021,1,5,21,30,162,155,14,5.300000000000001,66,0.7000000000000001,0.16,612,2.0,2021-01-05 21:00:00
118,2021,1,5,22,30,147,99,204,4.7,88,0.7000000000000001,0.16,612,1.8,2021-01-05 22:00:00
119,2021,1,5,23,30,0,0,0,4.4,95,0.9,0.16,612,1.6,2021-01-05 23:00:00
120,2021,1,6,0,30,0,0,0,4.2,88,1.5,0.16,613,1.6,2021-01-06 00:00:00
121,2021,1,6,1,30,0,0,0,3.8,91,1.8,0.16,613,1.4,2021-01-06 01:00:00
122,2021,1,6,2,30,0,0,0,3.3000000000000003,94,2.1,0.16,613,1.2000000000000002,2021-01-06 02:00:00
123,2021,1,6,3,30,0,0,0,2.9000000000000004,92,2.2,0.16,613,0.9,2021-01-06 03:00:00
124,2021,1,6,4,30,0,0,0,2.7,85,2.3000000000000003,0.16,612,0.7000000000000001,2021-01-06 04:00:00
125,2021,1,6,5,30,0,0,0,2.6,79,2.3000000000000003,0.16,612,0.7000000000000001,2021-01-06 05:00:00
126,2021,1,6,6,30,0,0,0,2.5,74,2.2,0.16,612,0.7000000000000001,2021-01-06 06:00:00
127,2021,1,6,7,30,0,0,0,2.5,70,2.1,0.16,611,0.8,2021-01-06 07:00:00
128,2021,1,6,8,30,0,0,0,2.5,66,2.0,0.16,612,1.0,2021-01-06 08:00:00
129,2021,1,6,9,30,0,0,0,2.4000000000000004,63,1.8,0.16,612,1.1,2021-01-06 09:00:00
130,2021,1,6,10,30,0,0,0,3.0,59,2.0,0.16,612,1.2000000000000002,2021-01-06 10:00:00
131,2021,1,6,11,30,44,44,0,5.300000000000001,48,2.3000000000000003,0.16,613,1.2000000000000002,2021-01-06 11:00:00
132,2021,1,6,12,30,407,49,929,8.5,35,2.0,0.16,613,0.6000000000000001,2021-01-06 12:00:00
133,2021,1,6,13,30,190,181,16,11.3,27,1.6,0.16,613,-0.4,2021-01-06 13:00:00
134,2021,1,6,14,30,324,304,25,13.5,21,1.3,0.16,613,-1.0,2021-01-06 14:00:00
135,2021,1,6,15,30,338,317,23,14.8,16,1.2000000000000002,0.16,612,-1.0,2021-01-06 15:00:00
136,2021,1,6,16,30,516,481,37,15.3,12,1.0,0.16,612,-0.6000000000000001,2021-01-06 16:00:00
137,2021,1,6,17,30,675,583,95,15.0,7,0.9,0.16,612,0.3,2021-01-06 17:00:00
138,2021,1,6,18,30,172,156,17,13.7,180,0.7000000000000001,0.16,611,1.4,2021-01-06 18:00:00
139,2021,1,6,19,30,825,551,334,11.6,356,0.6000000000000001,0.16,611,2.4000000000000004,2021-01-06 19:00:00
140,2021,1,6,20,30,22,22,0,8.6,182,0.5,0.16,611,3.0,2021-01-06 20:00:00
141,2021,1,6,21,30,136,132,8,6.0,26,0.5,0.16,611,3.1,2021-01-06 21:00:00
142,2021,1,6,22,30,68,68,0,4.5,74,0.6000000000000001,0.16,611,2.9000000000000004,2021-01-06 22:00:00
143,2021,1,6,23,30,0,0,0,4.0,102,0.6000000000000001,0.16,612,2.7,2021-01-06 23:00:00
144,2021,1,7,0,30,0,0,0,3.4000000000000004,94,1.3,0.16,612,2.4000000000000004,2021-01-07 00:00:00
145,2021,1,7,1,30,0,0,0,3.2,91,1.8,0.16,613,1.8,2021-01-07 01:00:00
146,2021,1,7,2,30,0,0,0,3.0,90,2.1,0.16,613,1.7000000000000002,2021-01-07 02:00:00
147,2021,1,7,3,30,0,0,0,2.8000000000000003,84,2.3000000000000003,0.16,613,1.6,2021-01-07 03:00:00
148,2021,1,7,4,30,0,0,0,2.6,77,2.3000000000000003,0.16,612,1.3,2021-01-07 04:00:00
149,2021,1,7,5,30,0,0,0,2.5,71,2.4000000000000004,0.16,612,1.1,2021-01-07 05:00:00
150,2021,1,7,6,30,0,0,0,2.3000000000000003,66,2.5,0.16,611,1.0,2021-01-07 06:00:00
151,2021,1,7,7,30,0,0,0,2.3000000000000003,62,2.7,0.16,611,0.9,2021-01-07 07:00:00
152,2021,1,7,8,30,0,0,0,2.4000000000000004,59,2.6,0.16,611,0.9,2021-01-07 08:00:00
153,2021,1,7,9,30,0,0,0,2.5,59,2.4000000000000004,0.16,611,1.0,2021-01-07 09:00:00
154,2021,1,7,10,30,0,0,0,3.0,58,2.8000000000000003,0.16,612,1.0,2021-01-07 10:00:00
155,2021,1,7,11,30,31,31,0,5.1000000000000005,54,3.6,0.16,612,1.1,2021-01-07 11:00:00
156,2021,1,7,12,30,15,15,0,8.1,49,3.6,0.16,612,0.6000000000000001,2021-01-07 12:00:00
157,2021,1,7,13,30,125,119,9,11.1,47,3.3000000000000003,0.16,612,-0.4,2021-01-07 13:00:00
158,2021,1,7,14,30,291,274,22,13.4,46,3.1,0.16,612,-1.4,2021-01-07 14:00:00
159,2021,1,7,15,30,655,537,132,15.0,42,3.1,0.16,612,-1.5,2021-01-07 15:00:00
160,2021,1,7,16,30,826,596,238,15.9,37,2.9000000000000004,0.16,611,-1.2000000000000002,2021-01-07 16:00:00
161,2021,1,7,17,30,949,763,189,16.1,34,2.6,0.16,611,-0.7000000000000001,2021-01-07 17:00:00
162,2021,1,7,18,30,788,575,229,15.3,35,2.3000000000000003,0.16,610,0.1,2021-01-07 18:00:00
163,2021,1,7,19,30,711,461,306,13.7,38,2.1,0.16,610,1.2000000000000002,2021-01-07 19:00:00
164,2021,1,7,20,30,174,164,15,11.6,45,1.9,0.16,610,2.0,2021-01-07 20:00:00
165,2021,1,7,21,30,330,232,212,9.2,59,1.9,0.16,610,2.5,2021-01-07 21:00:00
166,2021,1,7,22,30,118,100,76,6.6000000000000005,74,1.9,0.16,611,2.8000000000000003,2021-01-07 22:00:00
167,2021,1,7,23,30,0,0,0,5.300000000000001,80,1.9,0.16,611,2.7,2021-01-07 23:00:00
168,2021,1,8,0,30,0,0,0,4.0,78,2.4000000000000004,0.15,612,2.5,2021-01-08 00:00:00
169,2021,1,8,1,30,0,0,0,3.6,73,2.7,0.15,612,2.2,2021-01-08 01:00:00
170,2021,1,8,2,30,0,0,0,3.3000000000000003,70,2.8000000000000003,0.15,612,1.9,2021-01-08 02:00:00
171,2021,1,8,3,30,0,0,0,3.1,67,2.8000000000000003,0.15,612,1.6,2021-01-08 03:00:00
172,2021,1,8,4,30,0,0,0,3.1,61,2.7,0.15,612,1.3,2021-01-08 04:00:00
173,2021,1,8,5,30,0,0,0,3.3000000000000003,57,2.3000000000000003,0.15,611,1.2000000000000002,2021-01-08 05:00:00
174,2021,1,8,6,30,0,0,0,3.1,55,1.9,0.15,611,1.4,2021-01-08 06:00:00
175,2021,1,8,7,30,0,0,0,2.8000000000000003,56,1.7000000000000002,0.15,611,1.6,2021-01-08 07:00:00
176,2021,1,8,8,30,0,0,0,2.5,58,1.9,0.15,611,1.6,2021-01-08 08:00:00
177,2021,1,8,9,30,0,0,0,2.3000000000000003,59,2.2,0.15,611,1.7000000000000002,2021-01-08 09:00:00
178,2021,1,8,10,30,0,0,0,3.1,56,2.8000000000000003,0.15,612,1.7000000000000002,2021-01-08 10:00:00
179,2021,1,8,11,30,125,44,533,5.5,48,3.6,0.15,612,1.6,2021-01-08 11:00:00
180,2021,1,8,12,30,397,63,873,8.5,40,3.7,0.15,612,0.6000000000000001,2021-01-08 12:00:00
181,2021,1,8,13,30,221,210,20,11.2,37,3.3000000000000003,0.15,612,-0.4,2021-01-08 13:00:00
182,2021,1,8,14,30,346,325,28,13.3,39,3.0,0.15,612,-0.9,2021-01-08 14:00:00
183,2021,1,8,15,30,153,140,15,14.8,43,2.5,0.15,612,-1.0,2021-01-08 15:00:00
184,2021,1,8,16,30,592,535,58,15.4,49,2.2,0.15,611,-0.6000000000000001,2021-01-08 16:00:00
185,2021,1,8,17,30,653,573,81,15.2,57,2.2,0.15,611,-0.1,2021-01-08 17:00:00
186,2021,1,8,18,30,707,567,151,14.4,65,2.1,0.15,611,0.7000000000000001,2021-01-08 18:00:00
187,2021,1,8,19,30,526,459,82,13.2,70,2.2,0.15,610,1.5,2021-01-08 19:00:00
188,2021,1,8,20,30,232,219,19,11.6,72,2.3000000000000003,0.15,610,2.2,2021-01-08 20:00:00
189,2021,1,8,21,30,367,221,314,9.7,70,2.4000000000000004,0.15,611,2.7,2021-01-08 21:00:00
190,2021,1,8,22,30,150,101,204,7.7,69,2.3000000000000003,0.15,611,3.1,2021-01-08 22:00:00
191,2021,1,8,23,30,0,0,0,6.7,68,2.3000000000000003,0.15,611,3.6,2021-01-08 23:00:00
192,2021,1,9,0,30,0,0,0,5.9,64,2.2,0.16,612,3.9,2021-01-09 00:00:00
193,2021,1,9,1,30,0,0,0,5.7,61,2.2,0.16,612,4.1000000000000005,2021-01-09 01:00:00
194,2021,1,9,2,30,0,0,0,5.4,57,2.4000000000000004,0.16,612,4.3,2021-01-09 02:00:00
195,2021,1,9,3,30,0,0,0,5.0,49,2.5,0.16,612,4.2,2021-01-09 03:00:00
196,2021,1,9,4,30,0,0,0,4.6000000000000005,45,2.6,0.16,612,3.8,2021-01-09 04:00:00
197,2021,1,9,5,30,0,0,0,4.2,45,2.7,0.16,612,3.4000000000000004,2021-01-09 05:00:00
198,2021,1,9,6,30,0,0,0,3.7,46,2.6,0.16,611,3.0,2021-01-09 06:00:00
199,2021,1,9,7,30,0,0,0,3.1,46,2.5,0.16,611,2.8000000000000003,2021-01-09 07:00:00
200,2021,1,9,8,30,0,0,0,2.5,49,2.5,0.16,611,2.5,2021-01-09 08:00:00
201,2021,1,9,9,30,0,0,0,2.0,52,2.6,0.16,612,1.9,2021-01-09 09:00:00
202,2021,1,9,10,30,0,0,0,2.6,53,3.1,0.16,612,1.6,2021-01-09 10:00:00
203,2021,1,9,11,30,30,30,0,4.7,50,3.9,0.16,612,1.6,2021-01-09 11:00:00
204,2021,1,9,12,30,82,82,0,7.5,48,4.4,0.16,613,1.8,2021-01-09 12:00:00
205,2021,1,9,13,30,148,141,12,10.1,48,4.3,0.16,613,1.8,2021-01-09 13:00:00
206,2021,1,9,14,30,289,272,22,12.4,49,3.8,0.16,613,1.3,2021-01-09 14:00:00
207,2021,1,9,15,30,234,215,22,13.9,54,3.3000000000000003,0.16,612,1.0,2021-01-09 15:00:00
208,2021,1,9,16,30,420,395,26,14.2,60,3.0,0.16,612,1.0,2021-01-09 16:00:00
209,2021,1,9,17,30,316,292,24,13.9,66,3.0,0.16,612,1.4,2021-01-09 17:00:00
210,2021,1,9,18,30,624,542,88,13.0,69,3.1,0.16,611,1.8,2021-01-09 18:00:00
211,2021,1,9,19,30,329,310,24,11.8,72,3.2,0.16,611,2.2,2021-01-09 19:00:00
212,2021,1,9,20,30,247,233,21,10.4,74,3.3000000000000003,0.16,611,2.6,2021-01-09 20:00:00
213,2021,1,9,21,30,297,234,136,8.700000000000001,76,3.3000000000000003,0.16,611,2.8000000000000003,2021-01-09 21:00:00
214,2021,1,9,22,30,123,102,88,6.800000000000001,80,3.2,0.16,612,3.0,2021-01-09 22:00:00
215,2021,1,9,23,30,0,0,0,5.9,83,3.2,0.16,612,3.1,2021-01-09 23:00:00
216,2021,1,10,0,30,0,0,0,4.7,80,3.6,0.17,613,3.2,2021-01-10 00:00:00
217,2021,1,10,1,30,0,0,0,4.3,75,3.6,0.17,613,3.2,2021-01-10 01:00:00
218,2021,1,10,2,30,0,0,0,4.3,69,3.4000000000000004,0.17,613,3.2,2021-01-10 02:00:00
219,2021,1,10,3,30,0,0,0,4.4,62,3.3000000000000003,0.17,613,3.3000000000000003,2021-01-10 03:00:00
220,2021,1,10,4,30,0,0,0,4.2,59,3.2,0.17,613,3.3000000000000003,2021-01-10 04:00:00
221,2021,1,10,5,30,0,0,0,3.8,59,3.0,0.17,612,3.2,2021-01-10 05:00:00
222,2021,1,10,6,30,0,0,0,3.6,59,3.0,0.17,612,3.0,2021-01-10 06:00:00
223,2021,1,10,7,30,0,0,0,3.3000000000000003,59,3.0,0.17,611,2.8000000000000003,2021-01-10 07:00:00
224,2021,1,10,8,30,0,0,0,3.0,60,3.0,0.17,612,2.6,2021-01-10 08:00:00
225,2021,1,10,9,30,0,0,0,2.8000000000000003,62,3.0,0.17,612,2.5,2021-01-10 09:00:00
226,2021,1,10,10,30,0,0,0,3.1,62,3.4000000000000004,0.17,612,2.3000000000000003,2021-01-10 10:00:00
227,2021,1,10,11,30,130,30,676,5.0,59,4.0,0.17,613,2.2,2021-01-10 11:00:00
228,2021,1,10,12,30,137,132,13,7.800000000000001,58,4.0,0.17,613,1.5,2021-01-10 12:00:00
229,2021,1,10,13,30,410,317,157,10.5,57,3.5,0.17,613,0.8,2021-01-10 13:00:00
230,2021,1,10,14,30,570,444,165,12.6,57,3.0,0.17,613,0.2,2021-01-10 14:00:00
231,2021,1,10,15,30,162,147,16,14.0,58,2.6,0.17,613,0.2,2021-01-10 15:00:00
232,2021,1,10,16,30,503,469,34,14.6,59,2.3000000000000003,0.17,612,0.3,2021-01-10 16:00:00
233,2021,1,10,17,30,489,458,31,14.3,61,2.2,0.17,612,0.7000000000000001,2021-01-10 17:00:00
234,2021,1,10,18,30,227,207,22,13.3,62,2.1,0.17,612,1.3,2021-01-10 18:00:00
235,2021,1,10,19,30,834,556,337,11.9,63,2.2,0.17,612,1.9,2021-01-10 19:00:00
236,2021,1,10,20,30,735,103,949,10.3,63,2.4000000000000004,0.17,611,2.4000000000000004,2021-01-10 20:00:00
237,2021,1,10,21,30,235,211,52,8.5,63,2.5,0.17,612,2.8000000000000003,2021-01-10 21:00:00
238,2021,1,10,22,30,212,69,593,6.7,64,2.5,0.17,612,3.2,2021-01-10 22:00:00
239,2021,1,10,23,30,0,0,0,5.800000000000001,64,2.5,0.17,612,3.4000000000000004,2021-01-10 23:00:00
240,2021,1,11,0,30,0,0,0,4.1000000000000005,71,2.5,0.17,612,3.1,2021-01-11 00:00:00
241,2021,1,11,1,30,0,0,0,4.0,79,2.5,0.17,613,2.9000000000000004,2021-01-11 01:00:00
242,2021,1,11,2,30,0,0,0,3.9,83,2.3000000000000003,0.17,612,3.1,2021-01-11 02:00:00
243,2021,1,11,3,30,0,0,0,3.6,77,2.1,0.17,612,3.3000000000000003,2021-01-11 03:00:00
244,2021,1,11,4,30,0,0,0,3.2,66,1.8,0.17,612,3.1,2021-01-11 04:00:00
245,2021,1,11,5,30,0,0,0,2.9000000000000004,55,1.8,0.17,612,2.7,2021-01-11 05:00:00
246,2021,1,11,6,30,0,0,0,2.6,49,1.8,0.17,611,2.4000000000000004,2021-01-11 06:00:00
247,2021,1,11,7,30,0,0,0,2.5,43,1.8,0.17,611,2.2,2021-01-11 07:00:00
